id	file	line	kind	attributes	relevance	decision	rationale	declaration
249	semantics/controls.k	12	rule	priority(40)	FIXED_USED	ACCEPT	ordinary assignment in a plain frame	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       requires "$cells" in_keys(M)\n        andBool pnMember(X, cellsOf({M["$cells"]}:>Val))\n        andBool X in_keys(M) andBool isCellRef({M[X]}:>Val)\n       [priority(40)]
250	semantics/controls.k	20	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes>\n       requires X in_keys(M)
251	semantics/controls.k	27	rule	priority(40)	FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       requires X in_keys(M) andBool isRefV({M[X]}:>Val)\n       [priority(40)]
252	semantics/controls.k	35	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
253	semantics/controls.k	36	rule	owise	FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
254	semantics/controls.k	37	syntax		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax KItem ::= #bindImports(ParamNames)
255	semantics/controls.k	38	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> #bindImports(.ParamNames) => .K ... </k>
256	semantics/controls.k	39	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes>\n       requires N ==String "floor" orBool N ==String "ceil"
257	semantics/controls.k	43	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>\n       requires notBool (N ==String "floor" orBool N ==String "ceil")
258	semantics/controls.k	48	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> Expr(_:Val) => .K ... </k>
259	semantics/controls.k	51	syntax		FIXED_USED	ACCEPT	If branching	syntax KItem ::= #branch(Bool, Stmts, Stmts)
260	semantics/controls.k	52	rule		FIXED_USED	ACCEPT	If branching	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
261	semantics/controls.k	53	rule		FIXED_USED	ACCEPT	If branching	rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
262	semantics/controls.k	54	rule		FIXED_USED	ACCEPT	If branching	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
263	semantics/controls.k	57	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k>\n       requires truthy(V)
264	semantics/controls.k	59	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k>\n       requires notBool truthy(V)
265	semantics/controls.k	65	syntax		FIXED_USED	ACCEPT	While loop and loop-label continuation	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts)\n                 | #while(Expr, Stmts) | #whileCond(Expr, Stmts)\n                 | #loopLbl(K) | "#cont" | "#brk"
266	semantics/controls.k	69	rule		FIXED_USED	ACCEPT	While loop and loop-label continuation	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
267	semantics/controls.k	71	rule		FIXED_USED	ACCEPT	While loop and loop-label continuation	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
268	semantics/controls.k	72	rule		FIXED_USED	ACCEPT	While loop and loop-label continuation	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
269	semantics/controls.k	73	rule		FIXED_USED	ACCEPT	While loop and loop-label continuation	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts)\n        => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
270	semantics/controls.k	77	rule		FIXED_USED	ACCEPT	While loop and loop-label continuation	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
271	semantics/controls.k	78	rule		FIXED_USED	ACCEPT	While loop and loop-label continuation	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
272	semantics/controls.k	79	rule		FIXED_USED	ACCEPT	While loop and loop-label continuation	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k>\n       requires truthy(V)
273	semantics/controls.k	81	rule		FIXED_USED	ACCEPT	While loop and loop-label continuation	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k>\n       requires notBool truthy(V)
274	semantics/controls.k	85	rule		FIXED_USED	ACCEPT	While loop and loop-label continuation	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
275	semantics/controls.k	86	rule		FIXED_USED	ACCEPT	While loop and loop-label continuation	rule <k> Continue => #cont ... </k>
276	semantics/controls.k	87	rule		FIXED_USED	ACCEPT	While loop and loop-label continuation	rule <k> Break => #brk ... </k>
277	semantics/controls.k	88	rule		FIXED_USED	ACCEPT	While loop and loop-label continuation	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
278	semantics/controls.k	89	rule	owise	FIXED_USED	ACCEPT	While loop and loop-label continuation	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
279	semantics/controls.k	90	rule		FIXED_USED	ACCEPT	While loop and loop-label continuation	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
280	semantics/controls.k	91	rule	owise	FIXED_USED	ACCEPT	While loop and loop-label continuation	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
281	semantics/controls.k	95	rule	priority(40)	FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
282	semantics/controls.k	98	rule	priority(40)	FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
283	semantics/controls.k	101	rule	priority(40)	FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
284	semantics/controls.k	106	rule	priority(40)	FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
285	semantics/core.k	13	syntax		FIXED_USED	ACCEPT	values, configuration, strings, scopes and result sorts	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
286	semantics/core.k	14	syntax		FIXED_USED	ACCEPT	values, configuration, strings, scopes and result sorts	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
287	semantics/core.k	15	syntax		FIXED_USED	ACCEPT	values, configuration, strings, scopes and result sorts	syntax Str    ::= str(IntSeq)
288	semantics/core.k	18	syntax		FIXED_USED	ACCEPT	values, configuration, strings, scopes and result sorts	syntax Iterable ::= list(ValSeq)\n                    | tuple(ValSeq)\n                    | Str\n                    | rangeObj(Int, Int, Int)\n                    | zipObj(ValSeq, ValSeq)\n                    | zipObjS(IntSeq, IntSeq)
289	semantics/core.k	25	syntax		FIXED_USED	ACCEPT	values, configuration, strings, scopes and result sorts	syntax Val      ::= Int\n                    | Bool\n                    | "noneV"\n                    | Iterable\n                    | ref(Int)          // a heap object: <heap> holds its list(VS)\n                    | cellRef(Int)      // a closure cell: <heap> holds cellV(V)\n                    | closureVal(ParamNames, Stmts, Int)\n                    | typeV(String)     // a type object (int/str), resolved from the builtins frame\n                    | builtinV(String)  // a builtin function, resolved like any name (LEGB fallthrough)\n                    | boundMethodV(Val, String)   // a cooled Attribute: obj.method
290	semantics/core.k	36	syntax		FIXED_USED	ACCEPT	values, configuration, strings, scopes and result sorts	syntax Parent   ::= "root" | parent(Int)
291	semantics/core.k	37	syntax		FIXED_USED	ACCEPT	values, configuration, strings, scopes and result sorts	syntax Scope    ::= scope(Map, Parent)
292	semantics/core.k	38	syntax		FIXED_USED	ACCEPT	values, configuration, strings, scopes and result sorts	syntax KResult  ::= Val
293	semantics/core.k	39	syntax		FIXED_USED	ACCEPT	values, configuration, strings, scopes and result sorts	syntax Expr     ::= Val   // cooling puts results back into expression holes
294	semantics/core.k	40	syntax		FIXED_USED	ACCEPT	values, configuration, strings, scopes and result sorts	syntax Vals     ::= List{Val, ","}
295	semantics/core.k	41	syntax		FIXED_USED	ACCEPT	values, configuration, strings, scopes and result sorts	syntax Exc      ::= "NoExc" | "AssertionError"
296	semantics/core.k	42	syntax		FIXED_USED	ACCEPT	values, configuration, strings, scopes and result sorts	syntax RetState ::= "noRet" | retV(Val)
297	semantics/core.k	49	configuration		FIXED_USED	ACCEPT	values, configuration, strings, scopes and result sorts	configuration\n    <k>       #loadAll($PGM:Module) </k>\n    <env>     0 </env>\n    <scopes>   0     |-> scope(.Map, parent(-1))\n              -1    |-> builtinsScope </scopes>\n    <scopeLoc> 1 </scopeLoc>\n    <heap>    .Map </heap>\n    <heapLoc> 0 </heapLoc>\n    <stack>   .List </stack>\n    <ret>     noRet </ret>\n    <exc>     NoExc </exc>\n    <exit-code exit=""> 0 </exit-code>
298	semantics/core.k	68	syntax	function,total	FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax Bool ::= isRefV(Val) [function, total]
299	semantics/core.k	69	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule isRefV(ref(_:Int)) => true
300	semantics/core.k	70	rule	owise	FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule isRefV(_:Val)      => false [owise]
301	semantics/core.k	75	syntax		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax HeapVal ::= cellV(Val)
302	semantics/core.k	76	syntax	function,total	FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax Bool ::= isCellRef(Val) [function, total]
303	semantics/core.k	77	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule isCellRef(cellRef(_:Int)) => true
304	semantics/core.k	78	rule	owise	FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule isCellRef(_:Val)          => false [owise]
305	semantics/core.k	85	rule	priority(40)	FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> cellRef(H:Int) => V ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       <heap> ... H |-> cellV(V:Val) ... </heap>\n       requires "$cells" in_keys(M)\n       [priority(40)]
306	semantics/core.k	95	syntax		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax Val ::= kwV(String, Val)
307	semantics/core.k	96	syntax		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax KItem ::= #kwTag(String)
308	semantics/core.k	97	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
309	semantics/core.k	98	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k>\n       requires notBool isKwV(V)
310	semantics/core.k	100	syntax	function,total	FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax Bool ::= isKwV(Val) [function, total]
311	semantics/core.k	101	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule isKwV(kwV(_:String, _:Val)) => true
312	semantics/core.k	102	rule	owise	FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule isKwV(_:Val)                => false [owise]
313	semantics/core.k	106	syntax		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax Val ::= cellsMark(ParamNames)
314	semantics/core.k	107	syntax	function	FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax ParamNames ::= cellsOf(Val) [function]
315	semantics/core.k	108	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
316	semantics/core.k	109	syntax	function,total	FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax Bool ::= pnMember(String, ParamNames) [function, total]
317	semantics/core.k	110	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule pnMember(_:String, .ParamNames) => false
318	semantics/core.k	111	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
319	semantics/core.k	113	syntax		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax KItem ::= #cellW(Val, Val)
320	semantics/core.k	114	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k>\n       <heap> ... H |-> cellV(_:Val => V) ... </heap>
321	semantics/core.k	117	syntax		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax KItem ::= #alloc(Val)
322	semantics/core.k	118	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> #alloc(V:Val) => ref(N) ... </k>\n       <heap>    H:Map => (N |-> V) H </heap>\n       <heapLoc> N:Int => N +Int 1 </heapLoc>\n       requires notBool N in_keys(H)
323	semantics/core.k	124	syntax		FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	syntax KItem ::= #loadAll(Module)
324	semantics/core.k	125	rule		FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
325	semantics/core.k	126	rule		FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
326	semantics/core.k	127	rule		FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	rule <k> .Stmts => .K ... </k>
327	semantics/core.k	130	syntax		FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	syntax KItem ::= #look(String, Int)
328	semantics/core.k	131	rule		FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
329	semantics/core.k	132	rule		FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k>\n       <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes>\n       requires X in_keys(M)
330	semantics/core.k	145	rule	priority(40)	FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	rule <k> #look(X:String, L:Int) => V ... </k>\n       <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes>\n       <heap> ... H |-> cellV(V:Val) ... </heap>\n       requires X in_keys(M) andBool "$cells" in_keys(M)\n        andBool pnMember(X, cellsOf({M["$cells"]}:>Val))\n        andBool {M[X]}:>Val ==K cellRef(H)\n       [priority(40)]
331	semantics/core.k	152	rule		FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k>\n       <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes>\n       requires notBool (X in_keys(M))
332	semantics/core.k	157	syntax	function,total	FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	syntax Scope ::= "builtinsScope" [function, total]
333	semantics/core.k	158	rule		FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	rule builtinsScope\n    => scope(.Map [ "len"    <- builtinV("len")    ]\n                  [ "set"    <- builtinV("set")    ]\n                  [ "sum"    <- builtinV("sum")    ]\n                  [ "abs"    <- builtinV("abs")    ]\n                  [ "min"    <- builtinV("min")    ]\n                  [ "max"    <- builtinV("max")    ]\n                  [ "ord"    <- builtinV("ord")    ]\n                  [ "chr"    <- builtinV("chr")    ]\n                  [ "range"  <- builtinV("range")  ]\n                  [ "all"    <- builtinV("all")    ]\n                  [ "any"    <- builtinV("any")    ]\n                  [ "zip"    <- builtinV("zip")    ]\n                  [ "isinstance" <- builtinV("isinstance") ]\n                  [ "sorted" <- builtinV("sorted") ]\n                  [ "list"   <- builtinV("list")   ]\n                  [ "round"  <- builtinV("round")  ]\n                  [ "bin"    <- builtinV("bin")    ]\n                  [ "enumerate" <- builtinV("enumerate") ]\n                  [ "map"    <- builtinV("map")    ]\n                  [ "eval"   <- builtinV("eval")   ]\n                  [ "int"    <- typeV("int")       ]\n                  [ "str"    <- typeV("str")       ]\n                  [ "float"  <- typeV("float")     ], root)
334	semantics/core.k	185	syntax		FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	syntax ApplyK ::= toCall(Val)
335	semantics/core.k	186	syntax		FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	syntax KItem  ::= #evalArgs(Exprs, Vals, ApplyK)\n                  | #evalArgCont(Exprs, Vals, ApplyK)\n                  | #applyK(ApplyK, Vals)
336	semantics/core.k	189	rule		FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
337	semantics/core.k	190	rule		FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
338	semantics/core.k	191	rule		FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
339	semantics/core.k	194	rule		FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	rule <k> Int(I:Int)   => I ... </k>
340	semantics/core.k	195	rule		FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	rule <k> Bool(B:Bool) => B ... </k>
341	semantics/core.k	196	rule		FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	rule <k> NoneVal      => noneV ... </k>
342	semantics/core.k	199	syntax	function	FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	syntax Bool ::= truthy(Val) [function]
343	semantics/core.k	200	rule		FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	rule truthy(B:Bool)          => B
344	semantics/core.k	201	rule		FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	rule truthy(noneV)           => false
345	semantics/core.k	202	rule		FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	rule truthy(I:Int)           => I =/=Int 0
346	semantics/core.k	203	rule		FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	rule truthy(str(S:IntSeq))   => notBool (S ==K .IntSeq)
347	semantics/core.k	204	rule		FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	rule truthy(list(V:ValSeq))  => notBool (V ==K .ValSeq)
348	semantics/core.k	205	rule		FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
349	semantics/core.k	208	syntax	function	FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	syntax Val  ::= applyUn(String, Val) [function]
350	semantics/core.k	209	syntax	function	FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	syntax Val  ::= applyBin(String, Val, Val) [function]
351	semantics/core.k	210	syntax	function	FIXED_USED	ACCEPT	module sequencing, lookup, builtins, args and literals	syntax Bool ::= applyCmp(String, Val, Val) [function]
352	semantics/core.k	213	syntax	function,total	FIXED_USED	ACCEPT	argument-list append/translation	syntax Vals ::= appendVal(Vals, Val) [function, total]
353	semantics/core.k	214	rule		FIXED_USED	ACCEPT	argument-list append/translation	rule appendVal(.Vals, V:Val)              => V , .Vals
354	semantics/core.k	215	rule		FIXED_USED	ACCEPT	argument-list append/translation	rule appendVal((V0:Val, VS:Vals), V:Val)  => V0 , appendVal(VS, V)
355	semantics/core.k	217	syntax	function,total	FIXED_USED	ACCEPT	argument-list append/translation	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
356	semantics/core.k	218	rule		FIXED_USED	ACCEPT	argument-list append/translation	rule vals2valSeq(.Vals)            => .ValSeq
357	semantics/core.k	219	rule		FIXED_USED	ACCEPT	argument-list append/translation	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))
358	semantics/core.k	223	syntax	function,total	FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax Int ::= vsLen(ValSeq) [function, total]
359	semantics/core.k	224	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule vsLen(.ValSeq)                => 0
360	semantics/core.k	225	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
361	semantics/core.k	227	syntax	function,total	FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax Int ::= isLen(IntSeq) [function, total]
362	semantics/core.k	228	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule isLen(.IntSeq)                => 0
363	semantics/core.k	229	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)
364	semantics/core.k	233	syntax	function,total	FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
365	semantics/core.k	234	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule setVSAt(.ValSeq, _:Int, _:Val)               => .ValSeq
366	semantics/core.k	235	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val)    => vCons(V, S)
367	semantics/core.k	236	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V))\n       requires I >Int 0
368	semantics/core.k	238	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule setVSAt(VS:ValSeq, I:Int, _:Val)             => VS\n       requires I <Int 0
369	semantics/dict.k	20	syntax		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax Val ::= dictV(ValSeq, ValSeq)
370	semantics/dict.k	23	syntax		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq)\n                 | #dictKey(Expr, Entries, ValSeq, ValSeq)\n                 | #dictVal(Val, Entries, ValSeq, ValSeq)
371	semantics/dict.k	26	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
372	semantics/dict.k	27	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
373	semantics/dict.k	28	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq)\n        => K ~> #dictKey(V, REST, KS, VS) ... </k>
374	semantics/dict.k	30	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq)\n        => V ~> #dictVal(KV, REST, KS, VS) ... </k>
375	semantics/dict.k	32	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq)\n        => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>
376	semantics/dict.k	37	syntax	function,total	FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
377	semantics/dict.k	38	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule dHasKey(.ValSeq, _:Val)                => false
