id	file	line	module	kind	attributes	classification	decision	sentence
255	reference-semantics/semantics/controls.k	38	MPY-CONTROLS	rule	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule <k> #bindImports(.ParamNames) => .K ... </k>
256	reference-semantics/semantics/controls.k	39	MPY-CONTROLS	rule	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String ""floor"" orBool N ==String ""ceil"""
257	reference-semantics/semantics/controls.k	43	MPY-CONTROLS	rule	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String ""floor"" orBool N ==String ""ceil"")"
258	reference-semantics/semantics/controls.k	48	MPY-CONTROLS	rule	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule <k> Expr(_:Val) => .K ... </k>
259	reference-semantics/semantics/controls.k	51	MPY-CONTROLS	syntax	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	syntax KItem ::= #branch(Bool, Stmts, Stmts)
260	reference-semantics/semantics/controls.k	52	MPY-CONTROLS	rule	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
261	reference-semantics/semantics/controls.k	53	MPY-CONTROLS	rule	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
262	reference-semantics/semantics/controls.k	54	MPY-CONTROLS	rule	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
263	reference-semantics/semantics/controls.k	57	MPY-CONTROLS	rule	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
264	reference-semantics/semantics/controls.k	59	MPY-CONTROLS	rule	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
265	reference-semantics/semantics/controls.k	65	MPY-CONTROLS	syntax	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""
266	reference-semantics/semantics/controls.k	69	MPY-CONTROLS	rule	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
267	reference-semantics/semantics/controls.k	71	MPY-CONTROLS	rule	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
268	reference-semantics/semantics/controls.k	72	MPY-CONTROLS	rule	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
269	reference-semantics/semantics/controls.k	73	MPY-CONTROLS	rule	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
270	reference-semantics/semantics/controls.k	77	MPY-CONTROLS	rule	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
271	reference-semantics/semantics/controls.k	78	MPY-CONTROLS	rule	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
272	reference-semantics/semantics/controls.k	79	MPY-CONTROLS	rule	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
273	reference-semantics/semantics/controls.k	81	MPY-CONTROLS	rule	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
274	reference-semantics/semantics/controls.k	85	MPY-CONTROLS	rule	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
275	reference-semantics/semantics/controls.k	86	MPY-CONTROLS	rule	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule <k> Continue => #cont ... </k>
276	reference-semantics/semantics/controls.k	87	MPY-CONTROLS	rule	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	rule <k> Break => #brk ... </k>
277	reference-semantics/semantics/controls.k	88	MPY-CONTROLS	rule	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
278	reference-semantics/semantics/controls.k	89	MPY-CONTROLS	rule	owise	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
279	reference-semantics/semantics/controls.k	90	MPY-CONTROLS	rule	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
280	reference-semantics/semantics/controls.k	91	MPY-CONTROLS	rule	owise	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
281	reference-semantics/semantics/controls.k	95	MPY-CONTROLS	rule	priority	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
282	reference-semantics/semantics/controls.k	98	MPY-CONTROLS	rule	priority	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
283	reference-semantics/semantics/controls.k	101	MPY-CONTROLS	rule	priority	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
284	reference-semantics/semantics/controls.k	106	MPY-CONTROLS	rule	priority	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
285	reference-semantics/semantics/core.k	13	MPY-CORE	syntax	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	"syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"
286	reference-semantics/semantics/core.k	14	MPY-CORE	syntax	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	"syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"
287	reference-semantics/semantics/core.k	15	MPY-CORE	syntax	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	syntax Str    ::= str(IntSeq)
288	reference-semantics/semantics/core.k	18	MPY-CORE	syntax	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
289	reference-semantics/semantics/core.k	25	MPY-CORE	syntax	function	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	"syntax Val      ::= Int | Bool | ""noneV"" | Iterable | ref(Int)          // a heap object: <heap> holds its list(VS) | cellRef(Int)      // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String)     // a type object (int/str), resolved from the builtins frame | builtinV(String)  // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String)   // a cooled Attribute: obj.method"
290	reference-semantics/semantics/core.k	36	MPY-CORE	syntax	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	"syntax Parent   ::= ""root"" | parent(Int)"
291	reference-semantics/semantics/core.k	37	MPY-CORE	syntax	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	syntax Scope    ::= scope(Map, Parent)
292	reference-semantics/semantics/core.k	38	MPY-CORE	syntax	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	syntax KResult  ::= Val
293	reference-semantics/semantics/core.k	39	MPY-CORE	syntax	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	syntax Expr     ::= Val   // cooling puts results back into expression holes
294	reference-semantics/semantics/core.k	40	MPY-CORE	syntax	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	"syntax Vals     ::= List{Val, "",""}"
295	reference-semantics/semantics/core.k	41	MPY-CORE	syntax	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	"syntax Exc      ::= ""NoExc"" | ""AssertionError"""
296	reference-semantics/semantics/core.k	42	MPY-CORE	syntax	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	"syntax RetState ::= ""noRet"" | retV(Val)"
297	reference-semantics/semantics/core.k	49	MPY-CORE	configuration	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	"configuration <k>       #loadAll($PGM:Module) </k> <env>     0 </env> <scopes>   0     |-> scope(.Map, parent(-1)) -1    |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap>    .Map </heap> <heapLoc> 0 </heapLoc> <stack>   .List </stack> <ret>     noRet </ret> <exc>     NoExc </exc> <exit-code exit=""""> 0 </exit-code>"
298	reference-semantics/semantics/core.k	68	MPY-CORE	syntax	function,total	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	syntax Bool ::= isRefV(Val) [function, total]
299	reference-semantics/semantics/core.k	69	MPY-CORE	rule	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule isRefV(ref(_:Int)) => true
300	reference-semantics/semantics/core.k	70	MPY-CORE	rule	owise	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule isRefV(_:Val)      => false [owise]
301	reference-semantics/semantics/core.k	75	MPY-CORE	syntax	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	syntax HeapVal ::= cellV(Val)
302	reference-semantics/semantics/core.k	76	MPY-CORE	syntax	function,total	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	syntax Bool ::= isCellRef(Val) [function, total]
303	reference-semantics/semantics/core.k	77	MPY-CORE	rule	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule isCellRef(cellRef(_:Int)) => true
304	reference-semantics/semantics/core.k	78	MPY-CORE	rule	owise	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule isCellRef(_:Val)          => false [owise]
305	reference-semantics/semantics/core.k	85	MPY-CORE	rule	priority	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	"rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires ""$cells"" in_keys(M) [priority(40)]"
306	reference-semantics/semantics/core.k	95	MPY-CORE	syntax	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	syntax Val ::= kwV(String, Val)
307	reference-semantics/semantics/core.k	96	MPY-CORE	syntax	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	syntax KItem ::= #kwTag(String)
308	reference-semantics/semantics/core.k	97	MPY-CORE	rule	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
309	reference-semantics/semantics/core.k	98	MPY-CORE	rule	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
310	reference-semantics/semantics/core.k	100	MPY-CORE	syntax	function,total	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	syntax Bool ::= isKwV(Val) [function, total]
311	reference-semantics/semantics/core.k	101	MPY-CORE	rule	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule isKwV(kwV(_:String, _:Val)) => true
312	reference-semantics/semantics/core.k	102	MPY-CORE	rule	owise	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule isKwV(_:Val)                => false [owise]
313	reference-semantics/semantics/core.k	106	MPY-CORE	syntax	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	syntax Val ::= cellsMark(ParamNames)
314	reference-semantics/semantics/core.k	107	MPY-CORE	syntax	function	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	syntax ParamNames ::= cellsOf(Val) [function]
315	reference-semantics/semantics/core.k	108	MPY-CORE	rule	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
316	reference-semantics/semantics/core.k	109	MPY-CORE	syntax	function,total	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	syntax Bool ::= pnMember(String, ParamNames) [function, total]
317	reference-semantics/semantics/core.k	110	MPY-CORE	rule	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule pnMember(_:String, .ParamNames) => false
318	reference-semantics/semantics/core.k	111	MPY-CORE	rule	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
319	reference-semantics/semantics/core.k	113	MPY-CORE	syntax	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	syntax KItem ::= #cellW(Val, Val)
320	reference-semantics/semantics/core.k	114	MPY-CORE	rule	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
321	reference-semantics/semantics/core.k	117	MPY-CORE	syntax	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	syntax KItem ::= #alloc(Val)
322	reference-semantics/semantics/core.k	118	MPY-CORE	rule	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap>    H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
323	reference-semantics/semantics/core.k	124	MPY-CORE	syntax	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	syntax KItem ::= #loadAll(Module)
324	reference-semantics/semantics/core.k	125	MPY-CORE	rule	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
325	reference-semantics/semantics/core.k	126	MPY-CORE	rule	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
326	reference-semantics/semantics/core.k	127	MPY-CORE	rule	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	rule <k> .Stmts => .K ... </k>
327	reference-semantics/semantics/core.k	130	MPY-CORE	syntax	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	syntax KItem ::= #look(String, Int)
328	reference-semantics/semantics/core.k	131	MPY-CORE	rule	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
329	reference-semantics/semantics/core.k	132	MPY-CORE	rule	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)
330	reference-semantics/semantics/core.k	145	MPY-CORE	rule	priority	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	"rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]"
331	reference-semantics/semantics/core.k	152	MPY-CORE	rule	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))
332	reference-semantics/semantics/core.k	157	MPY-CORE	syntax	function,total	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	"syntax Scope ::= ""builtinsScope"" [function, total]"
333	reference-semantics/semantics/core.k	158	MPY-CORE	rule	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	"rule builtinsScope => scope(.Map [ ""len""    <- builtinV(""len"")    ] [ ""set""    <- builtinV(""set"")    ] [ ""sum""    <- builtinV(""sum"")    ] [ ""abs""    <- builtinV(""abs"")    ] [ ""min""    <- builtinV(""min"")    ] [ ""max""    <- builtinV(""max"")    ] [ ""ord""    <- builtinV(""ord"")    ] [ ""chr""    <- builtinV(""chr"")    ] [ ""range""  <- builtinV(""range"")  ] [ ""all""    <- builtinV(""all"")    ] [ ""any""    <- builtinV(""any"")    ] [ ""zip""    <- builtinV(""zip"")    ] [ ""isinstance"" <- builtinV(""isinstance"") ] [ ""sorted"" <- builtinV(""sorted"") ] [ ""list""   <- builtinV(""list"")   ] [ ""round""  <- builtinV(""round"")  ] [ ""bin""    <- builtinV(""bin"")    ] [ ""enumerate"" <- builtinV(""enumerate"") ] [ ""map""    <- builtinV(""map"")    ] [ ""eval""   <- builtinV(""eval"")   ] [ ""int""    <- typeV(""int"")       ] [ ""str""    <- typeV(""str"")       ] [ ""float""  <- typeV(""float"")     ], root)"
334	reference-semantics/semantics/core.k	185	MPY-CORE	syntax	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	syntax ApplyK ::= toCall(Val)
335	reference-semantics/semantics/core.k	186	MPY-CORE	syntax	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	syntax KItem  ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
336	reference-semantics/semantics/core.k	189	MPY-CORE	rule	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
337	reference-semantics/semantics/core.k	190	MPY-CORE	rule	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
338	reference-semantics/semantics/core.k	191	MPY-CORE	rule	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
339	reference-semantics/semantics/core.k	194	MPY-CORE	rule	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	rule <k> Int(I:Int)   => I ... </k>
340	reference-semantics/semantics/core.k	195	MPY-CORE	rule	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	rule <k> Bool(B:Bool) => B ... </k>
341	reference-semantics/semantics/core.k	196	MPY-CORE	rule	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED	ACCEPTED FOR THIS AUDIT: exact trusted supplied rule/declaration; not reached by solution.mpy or the concrete reviewer test	rule <k> NoneVal      => noneV ... </k>
342	reference-semantics/semantics/core.k	199	MPY-CORE	syntax	function	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	syntax Bool ::= truthy(Val) [function]
343	reference-semantics/semantics/core.k	200	MPY-CORE	rule	-	SUPPLIED_FIXED_SEMANTICS_USED	ACCEPTED: matches trusted supplied tree and traced in the construct/control map for this program	rule truthy(B:Bool)          => B
