id	file	line	kind	origin	flags	statement
150	reference-semantics/semantics/builtins.k	223	rule	SUPPLIED_FIXED_SEMANTICS	owise,ordinary-rule	rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]
151	reference-semantics/semantics/builtins.k	225	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax EvPair ::= evp(OpSeq, IntSeq)
152	reference-semantics/semantics/builtins.k	226	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Int ::= firstNdE(EvPair) [function, total]
153	reference-semantics/semantics/builtins.k	227	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N
154	reference-semantics/semantics/builtins.k	228	rule	SUPPLIED_FIXED_SEMANTICS	owise,ordinary-rule	rule firstNdE(_:EvPair) => 0 [owise]
155	reference-semantics/semantics/builtins.k	230	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Int ::= applyOpE(String, Int, Int) [function, total]
156	reference-semantics/semantics/builtins.k	231	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule applyOpE("+", A:Int, B:Int) => A +Int B
157	reference-semantics/semantics/builtins.k	232	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule applyOpE("-", A:Int, B:Int) => A -Int B
158	reference-semantics/semantics/builtins.k	233	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule applyOpE("*", A:Int, B:Int) => A *Int B
159	reference-semantics/semantics/builtins.k	234	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule applyOpE("
160	reference-semantics/semantics/builtins.k	235	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule applyOpE("**", A:Int, B:Int) => A ^Int B
161	reference-semantics/semantics/builtins.k	236	rule	SUPPLIED_FIXED_SEMANTICS	owise,ordinary-rule	rule applyOpE(_:String, A:Int, _:Int) => A [owise]
162	reference-semantics/semantics/builtins.k	238	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]
163	reference-semantics/semantics/builtins.k	239	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)
164	reference-semantics/semantics/builtins.k	240	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule passPowE(oCons("**", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))
165	reference-semantics/semantics/builtins.k	241	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS)) requires O =/=String "**"
166	reference-semantics/semantics/builtins.k	243	rule	SUPPLIED_FIXED_SEMANTICS	owise,ordinary-rule	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]
167	reference-semantics/semantics/builtins.k	244	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax EvPair ::= powCombE(Int, EvPair) [function, total]
168	reference-semantics/semantics/builtins.k	245	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))
169	reference-semantics/semantics/builtins.k	246	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))
170	reference-semantics/semantics/builtins.k	247	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]
171	reference-semantics/semantics/builtins.k	248	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))
172	reference-semantics/semantics/builtins.k	250	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
173	reference-semantics/semantics/builtins.k	251	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("mul", N0, OPS, NDS, .OpSeq, .IntSeq)
174	reference-semantics/semantics/builtins.k	252	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
175	reference-semantics/semantics/builtins.k	253	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("add", N0, OPS, NDS, .OpSeq, .IntSeq)
176	reference-semantics/semantics/builtins.k	254	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
177	reference-semantics/semantics/builtins.k	255	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
178	reference-semantics/semantics/builtins.k	256	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
179	reference-semantics/semantics/builtins.k	257	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON) requires inLevelE(L, O)
180	reference-semantics/semantics/builtins.k	260	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR)) requires notBool inLevelE(L, O)
181	reference-semantics/semantics/builtins.k	263	rule	SUPPLIED_FIXED_SEMANTICS	owise,ordinary-rule	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
182	reference-semantics/semantics/builtins.k	265	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Bool ::= inLevelE(String, String) [function, total]
183	reference-semantics/semantics/builtins.k	266	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule inLevelE("mul", O:String) => O ==String "*" orBool O ==String "
184	reference-semantics/semantics/builtins.k	267	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule inLevelE("add", O:String) => O ==String "+" orBool O ==String "-"
185	reference-semantics/semantics/builtins.k	268	rule	SUPPLIED_FIXED_SEMANTICS	owise,ordinary-rule	rule inLevelE(_:String, _:String) => false [owise]
186	reference-semantics/semantics/builtins.k	269	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
187	reference-semantics/semantics/builtins.k	270	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
188	reference-semantics/semantics/builtins.k	271	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
189	reference-semantics/semantics/builtins.k	272	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
190	reference-semantics/semantics/builtins.k	273	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
191	reference-semantics/semantics/builtins.k	274	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))
192	reference-semantics/semantics/builtins.k	279	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax KItem ::= "#md5"
193	reference-semantics/semantics/builtins.k	280	rule	SUPPLIED_FIXED_SEMANTICS	priority,ordinary-rule	rule <k> Call(Attribute(Name("hashlib"), "md5"), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]
194	reference-semantics/semantics/builtins.k	282	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
195	reference-semantics/semantics/builtins.k	283	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax Val ::= md5Obj(IntSeq)
196	reference-semantics/semantics/builtins.k	284	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule applyMethod(md5Obj(CS:IntSeq), "hexdigest", .Vals) => str(md5hexCodes(CS))
197	reference-semantics/semantics/builtins.k	285	syntax	SUPPLIED_FIXED_SEMANTICS	function,total,symbol,no-evaluators	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
198	reference-semantics/semantics/builtins.k	291	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule applyBuiltin("isinstance", V:Val, typeV("int"), .Vals) => isIntV(V)
199	reference-semantics/semantics/builtins.k	292	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule applyBuiltin("isinstance", V:Val, typeV("str"), .Vals) => isStrV(V)
200	reference-semantics/semantics/builtins.k	293	syntax	SUPPLIED_FIXED_SEMANTICS	function	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
201	reference-semantics/semantics/builtins.k	294	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule isIntV(_:Int) => true
202	reference-semantics/semantics/builtins.k	295	rule	SUPPLIED_FIXED_SEMANTICS	owise,ordinary-rule	rule isIntV(_:Val) => false [owise]
203	reference-semantics/semantics/builtins.k	296	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule isStrV(str(_:IntSeq)) => true
204	reference-semantics/semantics/builtins.k	297	rule	SUPPLIED_FIXED_SEMANTICS	owise,ordinary-rule	rule isStrV(_:Val) => false [owise] endmodule
205	reference-semantics/semantics/call.k	10	module	SUPPLIED_FIXED_SEMANTICS	-	module MPY-CALL
206	reference-semantics/semantics/call.k	11	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-METHODS
207	reference-semantics/semantics/call.k	12	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-BUILTINS
208	reference-semantics/semantics/call.k	13	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-FUNCTIONS
209	reference-semantics/semantics/call.k	16	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
210	reference-semantics/semantics/call.k	19	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax KItem ::= #callee(Exprs)
211	reference-semantics/semantics/call.k	20	rule	SUPPLIED_FIXED_SEMANTICS	owise,ordinary-rule	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
212	reference-semantics/semantics/call.k	21	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
213	reference-semantics/semantics/call.k	24	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
214	reference-semantics/semantics/call.k	26	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #applyK(toCall(builtinV("sum")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>
215	reference-semantics/semantics/call.k	27	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #applyK(toCall(builtinV("all")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ) ... </k>
216	reference-semantics/semantics/call.k	28	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #applyK(toCall(builtinV("any")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ) ... </k>
217	reference-semantics/semantics/call.k	29	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #applyK(toCall(builtinV("max")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ) ... </k>
218	reference-semantics/semantics/call.k	30	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #applyK(toCall(builtinV("min")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ) ... </k>
219	reference-semantics/semantics/call.k	31	rule	SUPPLIED_FIXED_SEMANTICS	owise,ordinary-rule	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
220	reference-semantics/semantics/call.k	32	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #applyK(toCall(typeV(T:String)), ACC:Vals) => applyBuiltin(T, ACC) ... </k>
221	reference-semantics/semantics/call.k	38	rule	SUPPLIED_FIXED_SEMANTICS	priority,ordinary-rule	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
222	reference-semantics/semantics/call.k	42	rule	SUPPLIED_FIXED_SEMANTICS	priority,ordinary-rule	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]
223	reference-semantics/semantics/call.k	47	rule	SUPPLIED_FIXED_SEMANTICS	priority,ordinary-rule	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
224	reference-semantics/semantics/call.k	52	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Bool ::= isMutMethod(String) [function, total]
225	reference-semantics/semantics/call.k	53	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule isMutMethod(M:String) => M ==String "append" orBool M ==String "sort" orBool M ==String "extend" orBool M ==String "insert" orBool M ==String "pop" orBool M ==String "remove"
226	reference-semantics/semantics/call.k	56	rule	SUPPLIED_FIXED_SEMANTICS	priority,ordinary-rule	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)]
227	reference-semantics/semantics/call.k	63	rule	SUPPLIED_FIXED_SEMANTICS	priority,ordinary-rule	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]
228	reference-semantics/semantics/call.k	69	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
229	reference-semantics/semantics/call.k	80	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(CM [ "$cells" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
230	reference-semantics/semantics/call.k	87	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax KItem ::= #allocCells(ParamNames)
231	reference-semantics/semantics/call.k	88	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #allocCells(.ParamNames) => .K ... </k>
232	reference-semantics/semantics/call.k	89	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap> H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H) endmodule
233	reference-semantics/semantics/comprehension.k	3	module	SUPPLIED_FIXED_SEMANTICS	-	module MPY-COMPREHENSION
234	reference-semantics/semantics/comprehension.k	4	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-CORE
235	reference-semantics/semantics/comprehension.k	5	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-OPERATORS
236	reference-semantics/semantics/comprehension.k	6	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-LIST
237	reference-semantics/semantics/comprehension.k	7	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-CONTROLS
238	reference-semantics/semantics/comprehension.k	8	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-FUNCTIONS
239	reference-semantics/semantics/comprehension.k	11	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
240	reference-semantics/semantics/comprehension.k	12	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule GenExp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
241	reference-semantics/semantics/comprehension.k	14	syntax	SUPPLIED_FIXED_SEMANTICS	macro	syntax Stmts ::= compBody(CompFors, Expr) [macro]
242	reference-semantics/semantics/comprehension.k	15	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc"))
243	reference-semantics/semantics/comprehension.k	18	syntax	SUPPLIED_FIXED_SEMANTICS	macro-rec,macro	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
244	reference-semantics/semantics/comprehension.k	19	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule compNest(.CompFors, ELT:Expr) => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
245	reference-semantics/semantics/comprehension.k	21	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
246	reference-semantics/semantics/comprehension.k	24	syntax	SUPPLIED_FIXED_SEMANTICS	macro	syntax Expr ::= compGuard(Exprs) [macro]
247	reference-semantics/semantics/comprehension.k	25	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule compGuard(.Exprs) => Bool(true)
248	reference-semantics/semantics/comprehension.k	26	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs)) endmodule
249	reference-semantics/semantics/concrete.k	8	module	SUPPLIED_FIXED_SEMANTICS	-	module MPY-CONCRETE
250	reference-semantics/semantics/concrete.k	9	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY
251	reference-semantics/semantics/concrete.k	13	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
252	reference-semantics/semantics/concrete.k	16	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
253	reference-semantics/semantics/concrete.k	25	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax Val ::= kvP(Val, Val)
254	reference-semantics/semantics/concrete.k	26	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
255	reference-semantics/semantics/concrete.k	28	rule	SUPPLIED_FIXED_SEMANTICS	priority,ordinary-rule	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
256	reference-semantics/semantics/concrete.k	31	rule	SUPPLIED_FIXED_SEMANTICS	priority,ordinary-rule	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
257	reference-semantics/semantics/concrete.k	34	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
258	reference-semantics/semantics/concrete.k	36	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
259	reference-semantics/semantics/concrete.k	38	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
260	reference-semantics/semantics/concrete.k	42	syntax	SUPPLIED_FIXED_SEMANTICS	function	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
261	reference-semantics/semantics/concrete.k	43	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
262	reference-semantics/semantics/concrete.k	44	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
263	reference-semantics/semantics/concrete.k	47	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
264	reference-semantics/semantics/concrete.k	51	syntax	SUPPLIED_FIXED_SEMANTICS	function	syntax Bool ::= kLt(Val, Val) [function]
265	reference-semantics/semantics/concrete.k	52	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule kLt(I1:Int, I2:Int) => I1 <Int I2
266	reference-semantics/semantics/concrete.k	53	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule kLt(F1:Float, F2:Float) => F1 <Float F2
267	reference-semantics/semantics/concrete.k	54	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
268	reference-semantics/semantics/concrete.k	56	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
269	reference-semantics/semantics/concrete.k	57	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule unpairVS(.ValSeq) => .ValSeq
270	reference-semantics/semantics/concrete.k	58	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
271	reference-semantics/semantics/concrete.k	59	rule	SUPPLIED_FIXED_SEMANTICS	owise,ordinary-rule	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise] endmodule
272	reference-semantics/semantics/controls.k	3	module	SUPPLIED_FIXED_SEMANTICS	-	module MPY-CONTROLS
273	reference-semantics/semantics/controls.k	4	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-CORE
274	reference-semantics/semantics/controls.k	5	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-TUPLE
275	reference-semantics/semantics/controls.k	6	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-ITER
276	reference-semantics/semantics/controls.k	9	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
277	reference-semantics/semantics/controls.k	12	rule	SUPPLIED_FIXED_SEMANTICS	priority,ordinary-rule	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
278	reference-semantics/semantics/controls.k	20	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
279	reference-semantics/semantics/controls.k	27	rule	SUPPLIED_FIXED_SEMANTICS	priority,ordinary-rule	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
280	reference-semantics/semantics/controls.k	35	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
281	reference-semantics/semantics/controls.k	36	rule	SUPPLIED_FIXED_SEMANTICS	owise,ordinary-rule	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
282	reference-semantics/semantics/controls.k	37	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax KItem ::= #bindImports(ParamNames)
283	reference-semantics/semantics/controls.k	38	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #bindImports(.ParamNames) => .K ... </k>
