file	module	kind	start_line	end_line	role	attributes	normalized_sha256	assessment	rationale	normalized_sentence
semantics/builtins.k	MPY-BUILTINS	rule	232	232	equational	-	f3a95c1d102c50f4032535bff45410e55febd09f74eb9827e891934b7f295bdd	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyOpE("-", A:Int, B:Int) => A -Int B
semantics/builtins.k	MPY-BUILTINS	rule	233	233	equational	-	83add421a5319e45071f11d85962bb7bd95b6234a6b3e5dcd5a7ea1413d5fcd0	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyOpE("*", A:Int, B:Int) => A *Int B
semantics/builtins.k	MPY-BUILTINS	rule	234	234	equational	-	fe469f129f991e5bf72cb167734210674f0a824b896f3d490090150f7e8c8ff7	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyOpE("//", A:Int, B:Int) => A divInt B
semantics/builtins.k	MPY-BUILTINS	rule	235	235	equational	-	45890407b0492b0c493d87a536fe5c8c5b2638dec4e8ca3e6807a4de200feeba	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyOpE("**", A:Int, B:Int) => A ^Int B
semantics/builtins.k	MPY-BUILTINS	rule	236	236	equational	owise	77542379cedbe6f215bafd871a01024c1a53e4aaddb0e5c13b5a86a9ea4f4d23	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyOpE(_:String, A:Int, _:Int) => A [owise]
semantics/builtins.k	MPY-BUILTINS	syntax	238	238	declaration	function,total	7039540535a2a934e1476e82610824ca18f40978dc212deea8d2425979e582b3	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]
semantics/builtins.k	MPY-BUILTINS	rule	239	239	equational	-	337779ec32074914e6e27bc5f85de1641f10d2afc874b25642ccdc76406e7431	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)
semantics/builtins.k	MPY-BUILTINS	rule	240	240	equational	-	cfc7aaf386852d921b5c016af8b582faecaf7ed85c957e07e8a45a0a8d382eb4	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule passPowE(oCons("**", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))
semantics/builtins.k	MPY-BUILTINS	rule	241	242	equational	-	ebdd09e2ea6731f368c4b9e8b304b8c76ccf56cd81e1b37f5f296c16fade183c	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS)) requires O =/=String "**"
semantics/builtins.k	MPY-BUILTINS	rule	243	243	equational	owise	25a4663fe177b1bb7951e46a96f911fa2cbb67bb09b33e61fd15260ab70bb461	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]
semantics/builtins.k	MPY-BUILTINS	syntax	244	244	declaration	function,total	6a975303e128a6b1b0e7d23b8e37d9f1ae2ad9e69d282f2fa22132f46c7e50ae	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	syntax EvPair ::= powCombE(Int, EvPair) [function, total]
semantics/builtins.k	MPY-BUILTINS	rule	245	245	equational	-	b0fe3350706d64a2ed9d52bc609d637f07d7662af49a883fd8a47391ce0ee69b	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))
semantics/builtins.k	MPY-BUILTINS	rule	246	246	equational	-	2474e1e106b7656c99a940038d99b9f219abc2e34fdc07fc22cc1333f730fd6e	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))
semantics/builtins.k	MPY-BUILTINS	syntax	247	247	declaration	function,total	ccb2ec4ebb2f9efa05e40d029742beb8cfb1dbdf2fff046fcc8a3189f9b95ab3	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]
semantics/builtins.k	MPY-BUILTINS	rule	248	248	equational	-	1b1d231b33e55aff0eed8c4c991c12970b36112c2714d56965864a761949ca78	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))
semantics/builtins.k	MPY-BUILTINS	syntax	250	250	declaration	function,total	b236e49f85be5349a9675f896a77076f773e9504b7f97d14a6c867bb11b778eb	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
semantics/builtins.k	MPY-BUILTINS	rule	251	251	equational	-	e5919eeb7c7e9743f9ab2b65f117ba635202f5d7d4f266e5f792fd9922c4a5e2	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("mul", N0, OPS, NDS, .OpSeq, .IntSeq)
semantics/builtins.k	MPY-BUILTINS	rule	252	252	equational	-	6b1d3c71e798a33a869fa96af0ff246045b0d50f1cbae9d6e0b730faf9318ba3	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
semantics/builtins.k	MPY-BUILTINS	rule	253	253	equational	-	c3f2a5ab71feddf57b9ec4f6ac41ce023d2c3d261b228d3a481ecf75b457f517	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("add", N0, OPS, NDS, .OpSeq, .IntSeq)
semantics/builtins.k	MPY-BUILTINS	rule	254	254	equational	-	8842e532de290ccc6229328d1ff7b4e0a8bb81f4b6833a6abe2359f186fcca76	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
semantics/builtins.k	MPY-BUILTINS	syntax	255	255	declaration	function,total	3b8c247c3782a565e300e94a2fb42976e6b99be17f945b42d7f555f31696d32f	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
semantics/builtins.k	MPY-BUILTINS	rule	256	256	equational	-	1232a86fdb86335bf2e99f4e74879b87030f1e6babb381980e59583e8d66bbbd	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
semantics/builtins.k	MPY-BUILTINS	rule	257	259	equational	-	92900e548ab821e30402231e0b637fe980c7ed5e2ebede9607e633fcfe9bbc0b	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON) requires inLevelE(L, O)
semantics/builtins.k	MPY-BUILTINS	rule	260	262	equational	-	c0996a5da68b6484bf1ac4d41cdc3a32977bc0440dc5f581a55d52c998a9c2fc	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR)) requires notBool inLevelE(L, O)
semantics/builtins.k	MPY-BUILTINS	rule	263	264	equational	owise	25373bd79114d67d6211714316bd46dbda4015954530bfc878fcbc55103a98b6	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
semantics/builtins.k	MPY-BUILTINS	syntax	265	265	declaration	function,total	241368398e21fbed55a3fe2220ff3fd74d5176a9b6d12d755f6576d4485dd3c9	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	syntax Bool ::= inLevelE(String, String) [function, total]
semantics/builtins.k	MPY-BUILTINS	rule	266	266	equational	-	55734e1ee04564bb05f5a1222d96d045ca785db371f0dd1e412700b3137b2e2b	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule inLevelE("mul", O:String) => O ==String "*" orBool O ==String "//" orBool O ==String "/"
semantics/builtins.k	MPY-BUILTINS	rule	267	267	equational	-	d4ca4934e9e1b81eff61ec775162bde071bd8f9fb90a53610d86e3fad50df9b9	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule inLevelE("add", O:String) => O ==String "+" orBool O ==String "-"
semantics/builtins.k	MPY-BUILTINS	rule	268	268	equational	owise	7c8e03ff739bc71b7303f7f870446e7a75c52ec1b6e9ebcb29253ca4d8ee4dd7	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule inLevelE(_:String, _:String) => false [owise]
semantics/builtins.k	MPY-BUILTINS	syntax	269	269	declaration	function,total	b9870a621ad1be4d3a7c365468aea378f44ec26954b7e9c188db758ca114faf5	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
semantics/builtins.k	MPY-BUILTINS	rule	270	270	equational	-	7a7e56f7388050cd1919f7e222333ac3b98c776e784b8539d083a19bb64848f6	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
semantics/builtins.k	MPY-BUILTINS	rule	271	271	equational	-	d0623558f5e85944ab1fcd7335be39840a83c46b7d5428876c7833b4f89b5384	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
semantics/builtins.k	MPY-BUILTINS	syntax	272	272	declaration	function,total	5895024c900ed926efd37641fc7f49c57eb17dfb01becd0b3a37b5314cd99ee0	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
semantics/builtins.k	MPY-BUILTINS	rule	273	273	equational	-	0a8e13361178e515263f1d8ae563297c568b0362c79d97efdfcea3c88117f181	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
semantics/builtins.k	MPY-BUILTINS	rule	274	278	equational	-	2d4ab3afff7d5c47ab1cb989e40aacac1e497ad744849b7f482153690d110862	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N)) // ==== hashlib.md5(S).hexdigest() — a trusted opaque digest ================== // The md5 value itself is a named shared trust (sortVS-style, no concrete // twin); proofs use the length/hex-charset lemmas (lemmas/builtins.k).
semantics/builtins.k	MPY-BUILTINS	syntax	279	279	declaration	-	daf634ba2a452a465a8979ce59cb66a1fadf69f201135b26bbf668a0b140cee6	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	syntax KItem ::= "#md5"
semantics/builtins.k	MPY-BUILTINS	rule	280	281	operational	priority	90e43d1cdca9942e8d565f5b758ce9eaca408ff1488d1b026ed7535b2f126c98	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule <k> Call(Attribute(Name("hashlib"), "md5"), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]
semantics/builtins.k	MPY-BUILTINS	rule	282	282	operational	-	3dea3e5b7893d5a8de66b418ef62a7720a4922b0196b3bf6f60da7b3ce209a46	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
semantics/builtins.k	MPY-BUILTINS	syntax	283	283	declaration	-	697d07fdfb4368b871b79100399c9f9a6e5a9fe6cabea49f874000787d63e6c6	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	syntax Val ::= md5Obj(IntSeq)
semantics/builtins.k	MPY-BUILTINS	rule	284	284	equational	-	314edc78f759a075f1de50ee2835fb29fabb540ba0d03224597f229c4569402c	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyMethod(md5Obj(CS:IntSeq), "hexdigest", .Vals) => str(md5hexCodes(CS))
semantics/builtins.k	MPY-BUILTINS	syntax	285	290	declaration	function,total,symbol,no-evaluators	43bc3c3c9885ba96f646c7d193944edb0e55e26e54ef298eeeaef0300629b7be	OPAQUE_UNUSED_TRUST_BOUNDARY	Declared fixed-semantics opaque symbol; no float/sort/md5 term is reachable from this integer/string program.	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators] // ==== isinstance(V, int|str) — an ordinary 2-arg builtin =================== // The type argument (int/str) is an ordinary name that resolves via the builtins frame to // typeV (see core.k's config); no Call-level special case. isIntV/isStrV mirror the old // owise-on-Val test (concrete-sort args decide; a symbolic Val stays owise, as before).
semantics/builtins.k	MPY-BUILTINS	rule	291	291	equational	-	89ae05ae7446b64459d70500af804820a1dd08a2e026be0482e5c3a785017dc4	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyBuiltin("isinstance", V:Val, typeV("int"), .Vals) => isIntV(V)
semantics/builtins.k	MPY-BUILTINS	rule	292	292	equational	-	42f642e09611be70a172dc68c2006d70fc21a4a1e53a226708cb78c84dba1a46	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyBuiltin("isinstance", V:Val, typeV("str"), .Vals) => isStrV(V)
semantics/builtins.k	MPY-BUILTINS	syntax	293	293	declaration	function	09de746af4b8bd37b0903d806cc36bc62183fa7c6cdd818358b1c420b1dc7ec0	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
semantics/builtins.k	MPY-BUILTINS	rule	294	294	equational	-	2ac5e818e75ed1e69b10857f6e1ed2743ebfd6951704a2a8d6e3c80587f0c9d7	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule isIntV(_:Int) => true
semantics/builtins.k	MPY-BUILTINS	rule	295	295	equational	owise	f15a463d63cd54777bc476ff03776ffce12d190ab1be45d29626140b9f9050a0	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule isIntV(_:Val) => false [owise]
semantics/builtins.k	MPY-BUILTINS	rule	296	296	equational	-	d3c0ce1552b2b2853fc67dafe979d0d00417538151d66cb0639225f240b23ade	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule isStrV(str(_:IntSeq)) => true
semantics/builtins.k	MPY-BUILTINS	rule	297	297	equational	owise	2615ec2618f0391f9b62aa9efedfcbbcf86240359ce34270a42c1eff00c42f51	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule isStrV(_:Val) => false [owise]
semantics/call.k	MPY-CALL	rule	16	18	operational	-	24066eeea708699dd15f3cb680dd6a0beadac5587b1fdb3d15baf3b7e24cbfba	USED_FIXED_RULE_ACCEPTED	Reachable rule/declaration matches the fixed MPY execution path; no false conclusion witness exists under the entry guards.	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k> // evaluate callee, then args ([owise]: problem-local Call interceptions beat this)
semantics/call.k	MPY-CALL	syntax	19	19	declaration	-	2e4b9931b31d9e16cfac26853c8ae9d20f6a224c0926e14661fb1687c29a28c5	USED_FIXED_RULE_ACCEPTED	Reachable rule/declaration matches the fixed MPY execution path; no false conclusion witness exists under the entry guards.	syntax KItem ::= #callee(Exprs)
semantics/call.k	MPY-CALL	rule	20	20	operational	owise	1e7cf6c3f022cb177607930a786e4fdcc401edb04cf97903c0420352b69ecead	USED_FIXED_RULE_ACCEPTED	Reachable rule/declaration matches the fixed MPY execution path; no false conclusion witness exists under the entry guards.	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
semantics/call.k	MPY-CALL	rule	21	23	operational	-	a17200963b4cc98f1e27da888028d0520a833a765411bb8339aab85db16e3a3e	USED_FIXED_RULE_ACCEPTED	Reachable rule/declaration matches the fixed MPY execution path; no false conclusion witness exists under the entry guards.	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k> // ==== dispatch on the callee value ========================================
semantics/call.k	MPY-CALL	rule	24	24	operational	-	ba0da2a7daa02786dc1db5e4224e2e2046dc13fd8f9cff675b66fa21b3e64cc3	USED_FIXED_RULE_ACCEPTED	Reachable rule/declaration matches the fixed MPY execution path; no false conclusion witness exists under the entry guards.	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
semantics/call.k	MPY-CALL	rule	26	26	operational	-	9355577d2cbe61131a734689308fa7e966bed71322d4c012ae085359653437bb	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule <k> #applyK(toCall(builtinV("sum")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>
semantics/call.k	MPY-CALL	rule	27	27	operational	-	3025de8570574393890a15cd4f12f44326ef7035d98ea1863952a74ca2d7cbc9	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule <k> #applyK(toCall(builtinV("all")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ) ... </k>
semantics/call.k	MPY-CALL	rule	28	28	operational	-	1037499b709e78e085a8b68b9987663bcdf69479642265b39e785065ededf234	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule <k> #applyK(toCall(builtinV("any")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ) ... </k>
semantics/call.k	MPY-CALL	rule	29	29	operational	-	02fe785764c60fec71b80c32baec17fb47386ffadce73ce8e553347e5a1b256a	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule <k> #applyK(toCall(builtinV("max")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ) ... </k>
semantics/call.k	MPY-CALL	rule	30	30	operational	-	74e89a0d00ed78beed19cdbd21ab3aaa7c5ab7de10987d90eb0aab39276408d6	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule <k> #applyK(toCall(builtinV("min")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ) ... </k>
semantics/call.k	MPY-CALL	rule	31	31	operational	owise	6240ee6cdac44c092bb0f74980dbda8676b27a5f3bac089732a70dcd47a4c708	USED_FIXED_RULE_ACCEPTED	Reachable rule/declaration matches the fixed MPY execution path; no false conclusion witness exists under the entry guards.	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
semantics/call.k	MPY-CALL	rule	32	37	operational	-	c54245698f6bd07e524422a02583d9ee0cd5d4cc91ae438a275dc63587ee290d	USED_FIXED_RULE_ACCEPTED	Reachable rule/declaration matches the fixed MPY execution path; no false conclusion witness exists under the entry guards.	rule <k> #applyK(toCall(typeV(T:String)), ACC:Vals) => applyBuiltin(T, ACC) ... </k> // ==== heap-object arguments/receivers ===================================== // Builtins and type calls READ structure — deref the first two arg positions // (covers len/sum/all/any/max/min/sorted/list/set + zip's pair). Mutating list // methods take the ref itself; every other method receiver is deref'd.
semantics/call.k	MPY-CALL	rule	38	41	operational	priority	ec48bd542dafde0731f10023c7e8a58229ab63adb1bd359ea5681429656834f0	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
semantics/call.k	MPY-CALL	rule	42	46	operational	priority	fb1cf54c5dbfdb0f99a6409366ad776e35891ccfd2497bccfa83c674b0a2e3a0	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]
semantics/call.k	MPY-CALL	rule	47	50	operational	priority	a9d4dc84230bdfe22c691298fae2d1618f5fc7865a7e0d9d565fac3fdb49d9de	USED_FIXED_RULE_ACCEPTED	Reachable rule/declaration matches the fixed MPY execution path; no false conclusion witness exists under the entry guards.	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
semantics/call.k	MPY-CALL	syntax	52	52	declaration	function,total	d5c2626ac8a700308c530f067a7ff9b69d436d8a00d27e497c985cb0c3eb667a	USED_FIXED_RULE_ACCEPTED	Reachable rule/declaration matches the fixed MPY execution path; no false conclusion witness exists under the entry guards.	syntax Bool ::= isMutMethod(String) [function, total]
semantics/call.k	MPY-CALL	rule	53	55	equational	-	a17ba7979cef1d057abc61b1483baeb2ee9d71f001bb8ddf447c76f472cac862	USED_FIXED_RULE_ACCEPTED	Reachable rule/declaration matches the fixed MPY execution path; no false conclusion witness exists under the entry guards.	rule isMutMethod(M:String) => M ==String "append" orBool M ==String "sort" orBool M ==String "extend" orBool M ==String "insert" orBool M ==String "pop" orBool M ==String "remove"
semantics/call.k	MPY-CALL	rule	56	62	operational	priority	3507960157a52a55a881a649faa6d0412c2562ae22d7efcc40798d55bc0f3e94	USED_FIXED_RULE_ACCEPTED	Reachable rule/declaration matches the fixed MPY execution path; no false conclusion witness exists under the entry guards.	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)] // non-mutating methods READ their heap-object arguments too (join's list); // mutators keep refs (append of a list into a list-of-lists stays aliased)
semantics/call.k	MPY-CALL	rule	63	67	operational	priority	09356ec82fd2127acd32fe51cc12c08df5f60172d990f6013518fe390a64a805	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]
semantics/call.k	MPY-CALL	rule	69	79	operational	-	b6441b14740663e50a657820a4384981fb3685dc7fefb2341d5c1a0da8b97667	USED_FIXED_RULE_ACCEPTED	Reachable rule/declaration matches the fixed MPY execution path; no false conclusion witness exists under the entry guards.	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack> // annotated closure: the frame starts with the captured freevar cells, its // parent is the module scope (all enclosing-local reads go through cells), // and the cellvars' fresh cells allocate before params bind (a cellvar param // then writes through its cell in #bindP).
semantics/call.k	MPY-CALL	rule	80	85	operational	-	7306d23062980cefa4e0056c4fe1a45863ac7775e7f649a466aa5dd82a183ad8	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(CM [ "$cells" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
semantics/call.k	MPY-CALL	syntax	87	87	declaration	-	66b816d7dbbcb9d731590143b3d24bb779b4f8884fc7b5bb7f970cefaffb7f05	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	syntax KItem ::= #allocCells(ParamNames)
