id	source	module	start_line	end_line	kind	flags	decision	basis
K0186	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	231	231	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0187	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	232	232	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0188	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	233	233	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0189	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	234	234	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0190	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	235	235	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0191	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	236	236	rule	owise	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0192	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	238	238	syntax	function,total	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0193	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	239	239	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0194	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	240	240	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0195	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	241	241	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0197	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	243	243	rule	owise	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0198	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	244	244	syntax	function,total	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0199	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	245	245	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0200	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	246	246	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0201	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	247	247	syntax	function,total	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0202	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	248	248	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0203	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	250	250	syntax	function,total	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0204	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	251	251	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0205	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	252	252	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0206	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	253	253	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0207	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	254	254	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0208	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	255	255	syntax	function,total	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0209	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	256	256	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0210	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	257	258	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0212	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	260	261	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0214	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	263	264	rule	owise	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0215	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	265	265	syntax	function,total	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0216	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	266	266	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0217	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	267	267	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0218	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	268	268	rule	owise	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0219	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	269	269	syntax	function,total	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0220	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	270	270	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0221	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	271	271	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0222	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	272	272	syntax	function,total	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0223	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	273	273	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0224	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	274	278	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0225	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	279	279	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0226	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	280	281	rule	priority	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0227	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	282	282	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0228	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	283	283	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0229	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	284	284	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0230	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	285	290	syntax	function,total,no-evaluators,symbol	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0231	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	291	291	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0232	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	292	292	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0233	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	293	293	syntax	function	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0234	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	294	294	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0235	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	295	295	rule	owise	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0236	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	296	296	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0237	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	297	297	rule	owise	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0243	/candidate/reference-semantics/semantics/call.k	MPY-CALL	16	18	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0244	/candidate/reference-semantics/semantics/call.k	MPY-CALL	19	19	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0245	/candidate/reference-semantics/semantics/call.k	MPY-CALL	20	20	rule	owise	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0246	/candidate/reference-semantics/semantics/call.k	MPY-CALL	21	23	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0247	/candidate/reference-semantics/semantics/call.k	MPY-CALL	24	24	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0248	/candidate/reference-semantics/semantics/call.k	MPY-CALL	26	26	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0249	/candidate/reference-semantics/semantics/call.k	MPY-CALL	27	27	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0250	/candidate/reference-semantics/semantics/call.k	MPY-CALL	28	28	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0251	/candidate/reference-semantics/semantics/call.k	MPY-CALL	29	29	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0252	/candidate/reference-semantics/semantics/call.k	MPY-CALL	30	30	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0253	/candidate/reference-semantics/semantics/call.k	MPY-CALL	31	31	rule	owise	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0254	/candidate/reference-semantics/semantics/call.k	MPY-CALL	32	37	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0255	/candidate/reference-semantics/semantics/call.k	MPY-CALL	38	41	rule	priority	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0256	/candidate/reference-semantics/semantics/call.k	MPY-CALL	42	44	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0258	/candidate/reference-semantics/semantics/call.k	MPY-CALL	47	50	rule	priority	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0259	/candidate/reference-semantics/semantics/call.k	MPY-CALL	52	52	syntax	function,total	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0260	/candidate/reference-semantics/semantics/call.k	MPY-CALL	53	55	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0261	/candidate/reference-semantics/semantics/call.k	MPY-CALL	56	58	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0263	/candidate/reference-semantics/semantics/call.k	MPY-CALL	63	65	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0265	/candidate/reference-semantics/semantics/call.k	MPY-CALL	69	79	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0266	/candidate/reference-semantics/semantics/call.k	MPY-CALL	80	85	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0267	/candidate/reference-semantics/semantics/call.k	MPY-CALL	87	87	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0268	/candidate/reference-semantics/semantics/call.k	MPY-CALL	88	88	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0269	/candidate/reference-semantics/semantics/call.k	MPY-CALL	89	93	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0278	/candidate/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	11	11	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0279	/candidate/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	12	12	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0280	/candidate/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	14	14	syntax	macro	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0281	/candidate/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	15	16	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0282	/candidate/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	18	18	syntax	macro-rec	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0283	/candidate/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	19	20	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0284	/candidate/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	21	22	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0285	/candidate/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	24	24	syntax	macro	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0286	/candidate/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	25	25	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0287	/candidate/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	26	26	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0291	/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	13	14	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0293	/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	16	17	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0295	/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	25	25	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0296	/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	26	27	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0297	/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	28	30	rule	priority	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0298	/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	31	33	rule	priority	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0299	/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	34	35	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0300	/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	36	37	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0301	/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	38	39	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0303	/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	42	42	syntax	function	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0304	/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	43	43	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0305	/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	44	45	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0307	/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	47	48	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0309	/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	51	51	syntax	function	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0310	/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	52	52	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
