id	source	module	start_line	end_line	kind	attributes	flags	disposition	text
S0125	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	95	98	rule	concrete	concrete	fixed-supplied-semantics	"  rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]

  // unary minus on a float (e.g. the literal -2.4 = UnaryOp(""-"", Float(2.4))). Concrete for krun;
  // proofs use symbolic elements, never a float literal."
S0126	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	103	103	syntax	function, total, symbol(subF), no-evaluators	function,total,no-evaluators,symbol	fixed-supplied-semantics	  syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
S0127	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	104	104	rule	concrete	concrete	fixed-supplied-semantics	  rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
S0128	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	107	107	syntax	function, total, symbol(divF), no-evaluators	function,total,no-evaluators,symbol	fixed-supplied-semantics	  syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
S0129	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	108	108	rule	concrete	concrete	fixed-supplied-semantics	  rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
S0130	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	111	111	syntax	function, total, symbol(addF), no-evaluators	function,total,no-evaluators,symbol	fixed-supplied-semantics	  syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
S0131	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	112	112	rule	concrete	concrete	fixed-supplied-semantics	  rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
S0132	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	115	115	syntax	function, total, symbol(mulF), no-evaluators	function,total,no-evaluators,symbol	fixed-supplied-semantics	  syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
S0133	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	116	116	rule	concrete	concrete	fixed-supplied-semantics	  rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
S0134	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	119	119	syntax	function, total, symbol(powF), no-evaluators	function,total,no-evaluators,symbol	fixed-supplied-semantics	  syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
S0135	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	120	120	rule	concrete	concrete	fixed-supplied-semantics	  rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
S0136	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	125	125	syntax	function, total, symbol(gtF), no-evaluators	function,total,no-evaluators,symbol	fixed-supplied-semantics	  syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
S0137	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	126	126	rule	concrete	concrete	fixed-supplied-semantics	  rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
S0138	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	142	142	syntax	function, total, symbol(eqF), no-evaluators	function,total,no-evaluators,symbol	fixed-supplied-semantics	  syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
S0139	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	143	143	rule	concrete	concrete	fixed-supplied-semantics	  rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
S0140	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	160	160	syntax	function, total, symbol(decStrToF), no-evaluators	function,total,no-evaluators,symbol	fixed-supplied-semantics	  syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
S0141	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	161	161	rule	concrete	concrete	fixed-supplied-semantics	  rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
S0142	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	164	164	requires	concrete	concrete	fixed-supplied-semantics	       requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
S0143	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	165	165	syntax	function	function	fixed-supplied-semantics	  syntax Int ::= headIS(IntSeq) [function]
S0144	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	167	167	syntax	function, total; function, total	function,total	fixed-supplied-semantics	  syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
S0145	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	173	173	syntax	function, total; function, total	function,total	fixed-supplied-semantics	  syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
S0146	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	179	179	syntax	function, total; function, total	function,total	fixed-supplied-semantics	  syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
S0147	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	190	190	syntax	function, total, symbol(divFloatIntV), no-evaluators	function,total,no-evaluators,symbol	fixed-supplied-semantics	  syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
S0148	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	191	191	rule	concrete	concrete	fixed-supplied-semantics	  rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
S0149	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	195	195	syntax	function, total, symbol(intToF), no-evaluators	function,total,no-evaluators,symbol	fixed-supplied-semantics	  syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
S0150	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	196	196	rule	concrete	concrete	fixed-supplied-semantics	  rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
S0151	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	209	209	syntax	function, total, symbol(truncF), no-evaluators	function,total,no-evaluators,symbol	fixed-supplied-semantics	  syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
S0152	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	210	210	rule	concrete	concrete	fixed-supplied-semantics	  rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
S0153	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	217	217	syntax	function, total, symbol(roundF), no-evaluators	function,total,no-evaluators,symbol	fixed-supplied-semantics	  syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
S0154	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	218	222	rule	concrete	concrete	fixed-supplied-semantics	"  rule roundF(F:Float)
    => #if (F -Float floorFloat(F)) ==Float 0.5
       #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0
              #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi)
       #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]"
S0155	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	223	223	syntax	function, total, symbol(roundFN), no-evaluators	function,total,no-evaluators,symbol	fixed-supplied-semantics	  syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
S0156	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	224	226	rule	concrete	concrete	fixed-supplied-semantics	"  rule roundFN(F:Float, N:Int)
    => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11)
       /Float Int2Float(10 ^Int N, 53, 11) [concrete]"
S0157	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	230	230	syntax	function, total, symbol(sqrtF), no-evaluators	function,total,no-evaluators,symbol	fixed-supplied-semantics	  syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
S0158	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	231	231	rule	concrete	concrete	fixed-supplied-semantics	  rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
S0159	/candidate/reference-semantics/semantics/float.k	MPY-FLOAT	233	233	rule	priority(40)	priority	fixed-supplied-semantics	"  rule <k> Call(Attribute(Name(""math""), ""sqrt""), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]"
S0160	/candidate/reference-semantics/semantics/functions.k	MPY-FUNCTIONS	72	77	requires	"""$cells""; P; priority(40)"	priority	fixed-supplied-semantics	"       requires ""$cells"" in_keys(M)
        andBool pnMember(P, cellsOf({M[""$cells""]}:>Val))
        andBool P in_keys(M) andBool isCellRef({M[P]}:>Val)
       [priority(40)]

  // ==== return / pop the frame (the returned expr evaluates by strictness) =="
S0161	/candidate/reference-semantics/semantics/int.k	MPY-INT	19	19	syntax	function	function	fixed-supplied-semantics	  syntax Int ::= pyMod(Int, Int) [function]
S0162	/candidate/reference-semantics/semantics/list.k	MPY-LIST	18	18	syntax	function, total	function,total	fixed-supplied-semantics	  syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
S0163	/candidate/reference-semantics/semantics/list.k	MPY-LIST	24	25	rule	priority(45)	priority	fixed-supplied-semantics	"  rule <k> BinOp(""+"", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k>
       [priority(45)]"
S0164	/candidate/reference-semantics/semantics/list.k	MPY-LIST	33	33	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= hasRefVS(ValSeq) [function, total]
S0165	/candidate/reference-semantics/semantics/list.k	MPY-LIST	37	38	syntax	function; function	function	fixed-supplied-semantics	"  syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function]
                | deepEqV(Val, Val, Map)        [function]"
S0166	/candidate/reference-semantics/semantics/list.k	MPY-LIST	50	52	rule	owise	owise	fixed-supplied-semantics	"  rule deepEqV(A:Val, B:Val, _:Map) => A ==K B [owise]

  // ==== mutator: xs.append(v) — an in-place heap write ======================"
S0167	/candidate/reference-semantics/semantics/list.k	MPY-LIST	53	57	rule	priority(40)	priority	fixed-supplied-semantics	"  rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""append"")), (V:Val, .Vals)) => noneV ... </k>
       <heap> ... H |-> list(VS:ValSeq => valSeqConcat(VS, vCons(V, .ValSeq))) ... </heap>
       [priority(40)]

  // ==== `x in list` — a <k>-cell fold over #iterNext ========================"
S0168	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	10	12	syntax	function	function	fixed-supplied-semantics	"  syntax Val ::= applyMethod(Val, String, Vals) [function]

  // ==== string predicates (Python semantics) ================================="
S0169	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	27	27	syntax	function, total	function,total	fixed-supplied-semantics	  syntax IntSeq ::= joinCodes(IntSeq, ValSeq) [function, total]
S0170	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	35	35	syntax	function	function	fixed-supplied-semantics	  syntax Int ::= cntSub(IntSeq, IntSeq) [function]
S0171	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	41	41	syntax	function, total	function,total	fixed-supplied-semantics	  syntax IntSeq ::= dropIS(IntSeq, Int) [function, total]
S0172	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	43	43	rule	owise	owise	fixed-supplied-semantics	  rule dropIS(.IntSeq, _:Int) => .IntSeq [owise]
S0173	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	48	48	syntax	function, total	function,total	fixed-supplied-semantics	  syntax IntSeq ::= trimWS(IntSeq) [function, total]
S0174	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	52	52	syntax	function, total; function, total	function,total	fixed-supplied-semantics	  syntax IntSeq ::= revIS(IntSeq) [function, total] | revISAcc(IntSeq, IntSeq) [function, total]
S0175	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	65	65	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Int ::= cntOccVS(ValSeq, Val) [function, total]
S0176	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	72	74	rule	priority(40)	priority	fixed-supplied-semantics	"  rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), ""split"")), .Vals)
        => #alloc(list(splitWS(CS, .IntSeq, .ValSeq))) ... </k>
       [priority(40)]"
S0177	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	75	75	syntax	function	function	fixed-supplied-semantics	  syntax ValSeq ::= splitWS(IntSeq, IntSeq, ValSeq) [function]  // remaining, current token, result
S0178	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	82	82	syntax	function	function	fixed-supplied-semantics	  syntax ValSeq ::= flushTok(ValSeq, IntSeq) [function]
S0179	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	85	85	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= isWSC(Int) [function, total]
S0180	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	89	93	rule	priority(39)	priority	fixed-supplied-semantics	"  rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), ""split"")), (kwV(""sep"", str(S:IntSeq)), .Vals))
        => #applyK(toCall(boundMethodV(str(CS), ""split"")), (str(S), .Vals)) ... </k>
       [priority(39)]

  // str.split(sep) — single-char separator, KEEPING empty parts (Python's sep-split; len == #sep + 1)."
S0181	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	94	96	rule	priority(40)	priority	fixed-supplied-semantics	"  rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), ""split"")), (str(iCons(SEP:Int, .IntSeq)), .Vals))
        => #alloc(list(splitSep(CS, SEP, .IntSeq))) ... </k>
       [priority(40)]"
S0182	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	97	97	syntax	function	function	fixed-supplied-semantics	  syntax ValSeq ::= splitSep(IntSeq, Int, IntSeq) [function]  // remaining, sep code, current token
S0183	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	106	106	syntax	function, total	function,total	fixed-supplied-semantics	  syntax IntSeq ::= replaceC(IntSeq, Int, Int) [function, total]
S0184	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	112	112	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= isUpperC(Int) [function, total]
S0185	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	115	115	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= isLowerC(Int) [function, total]
S0186	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	118	118	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= isAlphaC(Int) [function, total]
S0187	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	121	121	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= isDigitC(Int) [function, total]
S0188	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	124	124	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= hasUpper(IntSeq) [function, total]
S0189	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	128	128	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= hasLower(IntSeq) [function, total]
S0190	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	132	132	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= allAlpha(IntSeq) [function, total]
S0191	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	136	136	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= allDigit(IntSeq) [function, total]
S0192	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	140	140	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Int ::= lowerC(Int) [function, total]
S0193	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	143	143	rule	owise	owise	fixed-supplied-semantics	  rule lowerC(C:Int) => C         [owise]
S0194	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	145	145	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Int ::= upperC(Int) [function, total]
S0195	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	147	147	rule	owise	owise	fixed-supplied-semantics	  rule upperC(C:Int) => C         [owise]
S0196	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	149	149	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Int ::= swapC(Int) [function, total]
S0197	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	152	152	rule	owise	owise	fixed-supplied-semantics	  rule swapC(C:Int) => C         [owise]
S0198	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	154	154	syntax	function, total	function,total	fixed-supplied-semantics	  syntax IntSeq ::= mapLower(IntSeq) [function, total]
S0199	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	158	158	syntax	function, total	function,total	fixed-supplied-semantics	  syntax IntSeq ::= mapUpper(IntSeq) [function, total]
S0200	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	162	162	syntax	function, total	function,total	fixed-supplied-semantics	  syntax IntSeq ::= mapSwap(IntSeq) [function, total]
S0201	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	166	166	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]
S0202	/candidate/reference-semantics/semantics/operators.k	MPY-OPERATORS	17	17	rule	owise	owise	fixed-supplied-semantics	  rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]
S0203	/candidate/reference-semantics/semantics/operators.k	MPY-OPERATORS	25	27	rule	priority(40)	priority	fixed-supplied-semantics	"  rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k>
       <heap> ... H |-> V:Val ... </heap>
       [priority(40)]"
S0204	/candidate/reference-semantics/semantics/operators.k	MPY-OPERATORS	30	33	requires	priority(40)	priority	fixed-supplied-semantics	"       requires notBool isRefV(L)
       [priority(40)]

  // the left operand of `in`/`not in` is an ELEMENT (compares by ==K) — never deref'd"
S0205	/candidate/reference-semantics/semantics/operators.k	MPY-OPERATORS	36	37	requires	priority(40)	priority	fixed-supplied-semantics	"       requires OP =/=String ""in"" andBool OP =/=String ""not in""
       [priority(40)]"
S0206	/candidate/reference-semantics/semantics/operators.k	MPY-OPERATORS	40	42	requires	priority(40)	priority	fixed-supplied-semantics	"       requires notBool isRefV(L)
        orBool OP ==String ""in"" orBool OP ==String ""not in""
       [priority(40)]"
S0207	/candidate/reference-semantics/semantics/operators.k	MPY-OPERATORS	44	46	rule	priority(40)	priority	fixed-supplied-semantics	"  rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k>
       <heap> ... H |-> V:Val ... </heap>
       [priority(40)]"
S0208	/candidate/reference-semantics/semantics/range.k	MPY-RANGE	9	9	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= inRange(Int, Int, Int) [function, total]
S0209	/candidate/reference-semantics/semantics/range.k	MPY-RANGE	12	12	syntax	function	function	fixed-supplied-semantics	  syntax Int ::= rangeLen(Int, Int, Int) [function]
S0210	/candidate/reference-semantics/semantics/set.k	MPY-SET	11	11	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= codeIn(Int, IntSeq) [function, total]
S0211	/candidate/reference-semantics/semantics/set.k	MPY-SET	16	17	syntax	function, total; function, total	function,total	fixed-supplied-semantics	"  syntax IntSeq ::= dedupCodes(IntSeq)         [function, total]
                  | dedupFrom(IntSeq, IntSeq)  [function, total]"
S0212	/candidate/reference-semantics/semantics/set.k	MPY-SET	25	25	syntax	function, total	function,total	fixed-supplied-semantics	  syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
S0213	/candidate/reference-semantics/semantics/set.k	MPY-SET	31	31	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
S0214	/candidate/reference-semantics/semantics/set.k	MPY-SET	35	35	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
S0215	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	18	18	syntax	function, total, symbol(sortVS), no-evaluators	function,total,no-evaluators,symbol	fixed-supplied-semantics	  syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
S0216	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	19	19	syntax	function	function	fixed-supplied-semantics	  syntax ValSeq ::= insVS(Int, ValSeq) [function]
S0217	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	20	20	rule	concrete	concrete	fixed-supplied-semantics	  rule sortVS(.ValSeq)                => .ValSeq          [concrete]
S0218	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	21	21	rule	concrete	concrete	fixed-supplied-semantics	  rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
S0219	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	22	22	rule	concrete	concrete	fixed-supplied-semantics	  rule insVS(X:Int, .ValSeq)                => vCons(X, .ValSeq) [concrete]
S0220	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	23	23	rule	concrete	concrete	fixed-supplied-semantics	  rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
S0221	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	24	25	rule	concrete	concrete	fixed-supplied-semantics	"  rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X  >Int Y [concrete]
  // str elements insert by the shared lexicographic strLt (methods.k)"
S0222	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	26	26	syntax	function	function	fixed-supplied-semantics	  syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
S0223	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	27	27	rule	concrete	concrete	fixed-supplied-semantics	  rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
S0224	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	28	28	rule	concrete	concrete	fixed-supplied-semantics	  rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
S0225	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	30	30	requires	concrete	concrete	fixed-supplied-semantics	       requires strLt(A, B) orBool A ==K B [concrete]
S0226	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	32	35	requires	concrete	concrete	fixed-supplied-semantics	"       requires notBool (strLt(A, B) orBool A ==K B) [concrete]

  // sorted(list) constructs a NEW object: k-cell pre-dispatch (beats the [owise]
  // applyBuiltin routing in call.k) so the result allocates."
S0227	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	40	48	rule	priority(40)	priority	fixed-supplied-semantics	"  rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""sort"")), .Vals) => noneV ... </k>
       <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap>
       [priority(40)]

  // ==== keyed / reversed sorted() (WP2) =====================================
  // sortKeyVS(VS, KV): the stable ascending sort of VS by the key value KV
  // (a closure/builtin/type — anything callable). OPAQUE here; the concrete
  // leg (MPY-CONCRETE, llvm only) computes keys by REAL calls and stable-
  // inserts, at priority(40) over these."
S0228	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	49	49	syntax	function, total, symbol(sortKeyVS), no-evaluators	function,total,no-evaluators,symbol	fixed-supplied-semantics	  syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
S0229	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	51	52	syntax	function, total; function, total	function,total	fixed-supplied-semantics	"  syntax ValSeq ::= revVS(ValSeq) [function, total]
                  | revVSAcc(ValSeq, ValSeq) [function, total]"
S0230	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	57	57	syntax	function, total	function,total	fixed-supplied-semantics	  syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
S0231	/candidate/reference-semantics/semantics/str.k	MPY-STR	13	13	syntax	function	function	fixed-supplied-semantics	  syntax IntSeq ::= strToCodes(String) [function]
S0232	/candidate/reference-semantics/semantics/str.k	MPY-STR	20	20	syntax	function, total	function,total	fixed-supplied-semantics	  syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
S0233	/candidate/reference-semantics/semantics/str.k	MPY-STR	32	32	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
S0234	/candidate/reference-semantics/semantics/str.k	MPY-STR	37	37	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
S0235	/candidate/reference-semantics/semantics/str.k	MPY-STR	48	48	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
S0236	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	11	11	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
S0237	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	16	16	syntax	function	function	fixed-supplied-semantics	  syntax Int ::= intSeqAt(IntSeq, Int) [function]
S0238	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	21	21	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Int ::= normIdx(Int, Int) [function, total]
S0239	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	31	33	rule	priority(40)	priority	fixed-supplied-semantics	"  rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k>
       <heap> ... H |-> V:Val ... </heap>
       [priority(40)]"
S0240	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	37	37	syntax	function	function	fixed-supplied-semantics	  syntax Val ::= applyIndex(Val, Int) [function]
S0241	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	58	60	rule	priority(45)	priority	fixed-supplied-semantics	"  rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt)
        => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k>
       [priority(45)]"
S0242	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	63	63	syntax	function	function	fixed-supplied-semantics	  syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]
S0243	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	72	72	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Int ::= slStep(OptInt) [function, total]
S0244	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	76	76	syntax	function	function	fixed-supplied-semantics	  syntax Int ::= slStart(OptInt, OptInt, Int) [function]
S0245	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	83	83	syntax	function	function	fixed-supplied-semantics	  syntax Int ::= slStop(OptInt, OptInt, Int) [function]
S0246	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	90	90	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Int ::= slAdjust(Int, Int, Int) [function, total]
S0247	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	96	96	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Int ::= clampLo(Int, Int) [function, total]
S0248	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	102	102	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Int ::= clampHi(Int, Int, Int) [function, total]
S0249	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	109	109	syntax	function	function	fixed-supplied-semantics	  syntax ValSeq ::= buildVS(ValSeq, Int, Int, Int) [function]
