file	start_line	end_line	kind	class	attributes	relevance	decision	rationale	source
reference-semantics/semantics/call.k	32	32	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> #applyK(toCall(typeV(T:String)),     ACC:Vals) => applyBuiltin(T, ACC)  ... </k>
reference-semantics/semantics/call.k	38	41	rule	operational-rule	priority	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals))\n        => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
reference-semantics/semantics/call.k	42	46	rule	operational-rule	priority	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals))\n        => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       requires notBool isRefV(A)\n       [priority(40)]
reference-semantics/semantics/call.k	47	50	rule	operational-rule	priority	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals))\n        => #applyK(toCall(typeV(T)), (V, REST)) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
reference-semantics/semantics/call.k	52	52	syntax	function-declaration	function,total	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	syntax Bool ::= isMutMethod(String) [function, total]
reference-semantics/semantics/call.k	53	55	rule	equational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule isMutMethod(M:String)\n    => M ==String "append" orBool M ==String "sort" orBool M ==String "extend"\n       orBool M ==String "insert" orBool M ==String "pop" orBool M ==String "remove"
reference-semantics/semantics/call.k	56	62	rule	operational-rule	priority	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals)\n        => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       requires notBool isMutMethod(M)\n       [priority(40)]\n  // non-mutating methods READ their heap-object arguments too (join's list);\n  // mutators keep refs (append of a list into a list-of-lists stays aliased)
reference-semantics/semantics/call.k	63	67	rule	operational-rule	priority	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals))\n        => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       requires notBool isMutMethod(M) andBool notBool isRefV(OBJ)\n       [priority(40)]
reference-semantics/semantics/call.k	69	74	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT\n        => #bindP(PNS, ACC) ~> BODY ~> #endcall </k>\n       <env>     CALLERL:Int => NEWL </env>\n       <scopes>   STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes>\n       <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc>\n       <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
reference-semantics/semantics/call.k	80	85	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT\n        => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k>\n       <env>     CALLERL:Int => NEWL </env>\n       <scopes>   STORE:Map => STORE [ NEWL <- scope(CM [ "$cells" <- cellsMark(CVS) ], parent(0)) ] </scopes>\n       <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc>\n       <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
reference-semantics/semantics/call.k	87	87	syntax	syntax	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	syntax KItem ::= #allocCells(ParamNames)
reference-semantics/semantics/call.k	88	88	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> #allocCells(.ParamNames) => .K ... </k>
reference-semantics/semantics/call.k	89	94	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes>\n       <heap>    H:Map => (N |-> cellV(noneV)) H </heap>\n       <heapLoc> N:Int => N +Int 1 </heapLoc>\n       requires notBool N in_keys(H)
reference-semantics/semantics/comprehension.k	11	11	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
reference-semantics/semantics/comprehension.k	12	12	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule GenExp(ELT:Expr, Gs:CompFors)   => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
reference-semantics/semantics/comprehension.k	14	14	syntax	syntax	macro	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	syntax Stmts ::= compBody(CompFors, Expr) [macro]
reference-semantics/semantics/comprehension.k	15	16	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule compBody(Gs:CompFors, ELT:Expr)\n    => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc"))
reference-semantics/semantics/comprehension.k	18	18	syntax	syntax	macro,macro-rec	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
reference-semantics/semantics/comprehension.k	19	20	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule compNest(.CompFors, ELT:Expr)\n    => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
reference-semantics/semantics/comprehension.k	21	22	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr)\n    => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
reference-semantics/semantics/comprehension.k	24	24	syntax	syntax	macro	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	syntax Expr ::= compGuard(Exprs) [macro]
reference-semantics/semantics/comprehension.k	25	25	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule compGuard(.Exprs)             => Bool(true)
reference-semantics/semantics/comprehension.k	26	26	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs))
reference-semantics/semantics/concrete.k	13	15	rule	operational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k>\n       <heap> HP:Map </heap>\n       requires hasRefVS(A) orBool hasRefVS(B)
reference-semantics/semantics/concrete.k	16	18	rule	operational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k>\n       <heap> HP:Map </heap>\n       requires hasRefVS(A) orBool hasRefVS(B)
reference-semantics/semantics/concrete.k	25	25	syntax	syntax	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	syntax Val ::= kvP(Val, Val)
reference-semantics/semantics/concrete.k	26	27	syntax	syntax	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool)\n                 | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
reference-semantics/semantics/concrete.k	28	30	rule	operational-rule	priority	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals))\n        => #ksort(VS, KV, .ValSeq, false) ... </k>\n       [priority(40)]
reference-semantics/semantics/concrete.k	31	33	rule	operational-rule	priority	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals))\n        => #ksort(VS, KV, .ValSeq, RB) ... </k>\n       [priority(40)]
reference-semantics/semantics/concrete.k	34	35	rule	operational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool)\n        => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
reference-semantics/semantics/concrete.k	36	37	rule	operational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool)\n        => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
reference-semantics/semantics/concrete.k	38	40	rule	operational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool)\n        => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k>\n       requires notBool isKwV(K)
reference-semantics/semantics/concrete.k	42	42	syntax	function-declaration	function	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
reference-semantics/semantics/concrete.k	43	43	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
reference-semantics/semantics/concrete.k	44	46	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val)\n    => vCons(kvP(K, V), vCons(kvP(K2, V2), R))\n       requires kLt(K, K2)
reference-semantics/semantics/concrete.k	47	49	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val)\n    => vCons(kvP(K2, V2), insPair(R, K, V))\n       requires notBool kLt(K, K2)
reference-semantics/semantics/concrete.k	51	51	syntax	function-declaration	function	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	syntax Bool ::= kLt(Val, Val) [function]
reference-semantics/semantics/concrete.k	52	52	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule kLt(I1:Int, I2:Int)             => I1 <Int I2
reference-semantics/semantics/concrete.k	53	53	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule kLt(F1:Float, F2:Float)         => F1 <Float F2
reference-semantics/semantics/concrete.k	54	54	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
reference-semantics/semantics/concrete.k	56	56	syntax	function-declaration	function,total	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
reference-semantics/semantics/concrete.k	57	57	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule unpairVS(.ValSeq) => .ValSeq
reference-semantics/semantics/concrete.k	58	58	rule	equational-rule	-	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
reference-semantics/semantics/concrete.k	59	59	rule	equational-rule	owise	NOT_REACHED_BY_SOLUTION	ACCEPT_FIXED_UNREACHED	Byte-identical supplied-semantics item over constructors/symbols absent from solution.mpy and the claims; it cannot rewrite the submitted program path.	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
reference-semantics/semantics/controls.k	9	11	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> Assign(Name(X:String), V:Val) => .K ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
reference-semantics/semantics/controls.k	12	18	rule	operational-rule	priority	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       requires "$cells" in_keys(M)\n        andBool pnMember(X, cellsOf({M["$cells"]}:>Val))\n        andBool X in_keys(M) andBool isCellRef({M[X]}:>Val)\n       [priority(40)]
reference-semantics/semantics/controls.k	20	26	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes>\n       requires X in_keys(M)\n  // `lst += [..]` where lst is a heap ref: the generic rule leaves applyBin(OP, ref, V) — but the\n  // ref-deref preemption is BinOp-level (operators.k), so applyBin never derefs and it sticks. Route\n  // the ref case through BinOp so the deref + list-concat + #alloc path fires (result is a fresh ref).
reference-semantics/semantics/controls.k	27	31	rule	operational-rule	priority	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       requires X in_keys(M) andBool isRefV({M[X]}:>Val)\n       [priority(40)]
reference-semantics/semantics/controls.k	35	35	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
reference-semantics/semantics/controls.k	36	36	rule	operational-rule	owise	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
reference-semantics/semantics/controls.k	37	37	syntax	syntax	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	syntax KItem ::= #bindImports(ParamNames)
reference-semantics/semantics/controls.k	38	38	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> #bindImports(.ParamNames) => .K ... </k>
reference-semantics/semantics/controls.k	39	42	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes>\n       requires N ==String "floor" orBool N ==String "ceil"
reference-semantics/semantics/controls.k	43	44	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>\n       requires notBool (N ==String "floor" orBool N ==String "ceil")
reference-semantics/semantics/controls.k	48	48	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> Expr(_:Val) => .K ... </k>
reference-semantics/semantics/controls.k	51	51	syntax	syntax	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	syntax KItem ::= #branch(Bool, Stmts, Stmts)
reference-semantics/semantics/controls.k	52	52	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
reference-semantics/semantics/controls.k	53	53	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
reference-semantics/semantics/controls.k	54	54	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
reference-semantics/semantics/controls.k	57	58	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k>\n       requires truthy(V)
reference-semantics/semantics/controls.k	59	60	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k>\n       requires notBool truthy(V)
reference-semantics/semantics/controls.k	65	67	syntax	syntax	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts)\n                 | #while(Expr, Stmts) | #whileCond(Expr, Stmts)\n                 | #loopLbl(K) | "#cont" | "#brk"
reference-semantics/semantics/controls.k	69	69	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
reference-semantics/semantics/controls.k	71	71	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
reference-semantics/semantics/controls.k	72	72	rule	operational-rule	-	USED_MODULE_OR_DISJOINT_CASE	ACCEPT_FIXED_SEMANTICS_REVIEWED	Byte-identical supplied-semantics item. Its patterns, guards, cell footprint, and overlaps were reviewed; exact rules used by the submitted integer loop are mapped in used-construct-map.tsv.	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
