source	module	line	kind	attributes	decision	sentence
/reference/reference-semantics/semantics/call.k	MPY-CALL	42	rule	priority	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]
/reference/reference-semantics/semantics/call.k	MPY-CALL	47	rule	priority	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/reference/reference-semantics/semantics/call.k	MPY-CALL	52	syntax	function,total	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Bool ::= isMutMethod(String) [function, total]
/reference/reference-semantics/semantics/call.k	MPY-CALL	53	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule isMutMethod(M:String) => M ==String ""append"" orBool M ==String ""sort"" orBool M ==String ""extend"" orBool M ==String ""insert"" orBool M ==String ""pop"" orBool M ==String ""remove"""
/reference/reference-semantics/semantics/call.k	MPY-CALL	56	rule	priority	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)]
/reference/reference-semantics/semantics/call.k	MPY-CALL	63	rule	priority	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]
/reference/reference-semantics/semantics/call.k	MPY-CALL	69	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
/reference/reference-semantics/semantics/call.k	MPY-CALL	80	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(CM [ ""$cells"" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>"
/reference/reference-semantics/semantics/call.k	MPY-CALL	87	syntax	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax KItem ::= #allocCells(ParamNames)
/reference/reference-semantics/semantics/call.k	MPY-CALL	88	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #allocCells(.ParamNames) => .K ... </k>
/reference/reference-semantics/semantics/call.k	MPY-CALL	89	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap>    H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
/reference/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	11	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
/reference/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	12	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule GenExp(ELT:Expr, Gs:CompFors)   => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
/reference/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	14	syntax	macro	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Stmts ::= compBody(CompFors, Expr) [macro]
/reference/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	15	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name(""$acc""), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name(""$acc""))"
/reference/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	18	syntax	macro,macro-rec	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
/reference/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	19	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule compNest(.CompFors, ELT:Expr) => Assign(Name(""$acc""), BinOp(""+"", Name(""$acc""), ListExpr(ELT)))"
/reference/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	21	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
/reference/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	24	syntax	macro	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Expr ::= compGuard(Exprs) [macro]
/reference/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	25	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule compGuard(.Exprs)             => Bool(true)
/reference/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	26	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule compGuard((F:Expr, Fs:Exprs)) => BoolOp(""and"", (F, Fs))"
/reference/reference-semantics/semantics/concrete.k	MPY-CONCRETE	13	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule <k> Compare(list(A:ValSeq), CmpOp(""=="", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"
/reference/reference-semantics/semantics/concrete.k	MPY-CONCRETE	16	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule <k> Compare(list(A:ValSeq), CmpOp(""!="", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"
/reference/reference-semantics/semantics/concrete.k	MPY-CONCRETE	25	syntax	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Val ::= kvP(Val, Val)
/reference/reference-semantics/semantics/concrete.k	MPY-CONCRETE	26	syntax	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
/reference/reference-semantics/semantics/concrete.k	MPY-CONCRETE	28	rule	priority	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]"
/reference/reference-semantics/semantics/concrete.k	MPY-CONCRETE	31	rule	priority	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]"
/reference/reference-semantics/semantics/concrete.k	MPY-CONCRETE	34	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
/reference/reference-semantics/semantics/concrete.k	MPY-CONCRETE	36	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
/reference/reference-semantics/semantics/concrete.k	MPY-CONCRETE	38	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
/reference/reference-semantics/semantics/concrete.k	MPY-CONCRETE	42	syntax	function	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
/reference/reference-semantics/semantics/concrete.k	MPY-CONCRETE	43	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
/reference/reference-semantics/semantics/concrete.k	MPY-CONCRETE	44	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
/reference/reference-semantics/semantics/concrete.k	MPY-CONCRETE	47	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
/reference/reference-semantics/semantics/concrete.k	MPY-CONCRETE	51	syntax	function	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Bool ::= kLt(Val, Val) [function]
/reference/reference-semantics/semantics/concrete.k	MPY-CONCRETE	52	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule kLt(I1:Int, I2:Int)             => I1 <Int I2
/reference/reference-semantics/semantics/concrete.k	MPY-CONCRETE	53	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule kLt(F1:Float, F2:Float)         => F1 <Float F2
/reference/reference-semantics/semantics/concrete.k	MPY-CONCRETE	54	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
/reference/reference-semantics/semantics/concrete.k	MPY-CONCRETE	56	syntax	function,total	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
/reference/reference-semantics/semantics/concrete.k	MPY-CONCRETE	57	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule unpairVS(.ValSeq) => .ValSeq
/reference/reference-semantics/semantics/concrete.k	MPY-CONCRETE	58	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
/reference/reference-semantics/semantics/concrete.k	MPY-CONCRETE	59	rule	owise	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	9	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	12	rule	priority	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]"
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	20	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	27	rule	priority	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	35	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	36	rule	owise	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	37	syntax	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax KItem ::= #bindImports(ParamNames)
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	38	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #bindImports(.ParamNames) => .K ... </k>
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	39	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String ""floor"" orBool N ==String ""ceil"""
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	43	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String ""floor"" orBool N ==String ""ceil"")"
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	48	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> Expr(_:Val) => .K ... </k>
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	51	syntax	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax KItem ::= #branch(Bool, Stmts, Stmts)
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	52	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	53	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	54	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	57	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	59	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	65	syntax	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	69	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	71	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	72	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	73	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	77	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	78	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	79	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	81	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	85	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	86	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> Continue => #cont ... </k>
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	87	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> Break => #brk ... </k>
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	88	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	89	rule	owise	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	90	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	91	rule	owise	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	95	rule	priority	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	98	rule	priority	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	101	rule	priority	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/reference/reference-semantics/semantics/controls.k	MPY-CONTROLS	106	rule	priority	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/reference/reference-semantics/semantics/core.k	MPY-CORE	13	syntax	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"
/reference/reference-semantics/semantics/core.k	MPY-CORE	14	syntax	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"
/reference/reference-semantics/semantics/core.k	MPY-CORE	15	syntax	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Str    ::= str(IntSeq)
/reference/reference-semantics/semantics/core.k	MPY-CORE	18	syntax	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
/reference/reference-semantics/semantics/core.k	MPY-CORE	25	syntax	function	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"syntax Val      ::= Int | Bool | ""noneV"" | Iterable | ref(Int)          // a heap object: <heap> holds its list(VS) | cellRef(Int)      // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String)     // a type object (int/str), resolved from the builtins frame | builtinV(String)  // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String)   // a cooled Attribute: obj.method"
/reference/reference-semantics/semantics/core.k	MPY-CORE	36	syntax	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"syntax Parent   ::= ""root"" | parent(Int)"
/reference/reference-semantics/semantics/core.k	MPY-CORE	37	syntax	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Scope    ::= scope(Map, Parent)
/reference/reference-semantics/semantics/core.k	MPY-CORE	38	syntax	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax KResult  ::= Val
/reference/reference-semantics/semantics/core.k	MPY-CORE	39	syntax	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Expr     ::= Val   // cooling puts results back into expression holes
/reference/reference-semantics/semantics/core.k	MPY-CORE	40	syntax	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"syntax Vals     ::= List{Val, "",""}"
/reference/reference-semantics/semantics/core.k	MPY-CORE	41	syntax	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"syntax Exc      ::= ""NoExc"" | ""AssertionError"""
/reference/reference-semantics/semantics/core.k	MPY-CORE	42	syntax	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"syntax RetState ::= ""noRet"" | retV(Val)"
/reference/reference-semantics/semantics/core.k	MPY-CORE	49	configuration	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"configuration <k>       #loadAll($PGM:Module) </k> <env>     0 </env> <scopes>   0     |-> scope(.Map, parent(-1)) -1    |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap>    .Map </heap> <heapLoc> 0 </heapLoc> <stack>   .List </stack> <ret>     noRet </ret> <exc>     NoExc </exc> <exit-code exit=""""> 0 </exit-code>"
/reference/reference-semantics/semantics/core.k	MPY-CORE	68	syntax	function,total	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Bool ::= isRefV(Val) [function, total]
/reference/reference-semantics/semantics/core.k	MPY-CORE	69	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule isRefV(ref(_:Int)) => true
/reference/reference-semantics/semantics/core.k	MPY-CORE	70	rule	owise	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule isRefV(_:Val)      => false [owise]
/reference/reference-semantics/semantics/core.k	MPY-CORE	75	syntax	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax HeapVal ::= cellV(Val)
/reference/reference-semantics/semantics/core.k	MPY-CORE	76	syntax	function,total	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Bool ::= isCellRef(Val) [function, total]
/reference/reference-semantics/semantics/core.k	MPY-CORE	77	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule isCellRef(cellRef(_:Int)) => true
/reference/reference-semantics/semantics/core.k	MPY-CORE	78	rule	owise	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule isCellRef(_:Val)          => false [owise]
