$ python3 /audit-output/evidence/k_rule_review.py
file	line	kind	status	reason	declaration
reference-semantics/semantics/concrete.k	34	rule	LLVM_ONLY_INERT	only in MPY-KRUN and does not match the submitted string-only concrete harness path	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
reference-semantics/semantics/concrete.k	36	rule	LLVM_ONLY_INERT	only in MPY-KRUN and does not match the submitted string-only concrete harness path	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
reference-semantics/semantics/concrete.k	38	rule	LLVM_ONLY_INERT	only in MPY-KRUN and does not match the submitted string-only concrete harness path	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k>
reference-semantics/semantics/concrete.k	42	syntax	FIXED_DECLARATION_INERT	fixed declaration not selected by submitted program terms	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
reference-semantics/semantics/concrete.k	43	rule	LLVM_ONLY_INERT	only in MPY-KRUN and does not match the submitted string-only concrete harness path	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
reference-semantics/semantics/concrete.k	44	rule	LLVM_ONLY_INERT	only in MPY-KRUN and does not match the submitted string-only concrete harness path	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R))
reference-semantics/semantics/concrete.k	47	rule	LLVM_ONLY_INERT	only in MPY-KRUN and does not match the submitted string-only concrete harness path	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V))
reference-semantics/semantics/concrete.k	51	syntax	FIXED_DECLARATION_INERT	fixed declaration not selected by submitted program terms	syntax Bool ::= kLt(Val, Val) [function]
reference-semantics/semantics/concrete.k	52	rule	LLVM_ONLY_INERT	only in MPY-KRUN and does not match the submitted string-only concrete harness path	rule kLt(I1:Int, I2:Int)             => I1 <Int I2
reference-semantics/semantics/concrete.k	53	rule	LLVM_ONLY_INERT	only in MPY-KRUN and does not match the submitted string-only concrete harness path	rule kLt(F1:Float, F2:Float)         => F1 <Float F2
reference-semantics/semantics/concrete.k	54	rule	LLVM_ONLY_INERT	only in MPY-KRUN and does not match the submitted string-only concrete harness path	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
reference-semantics/semantics/concrete.k	56	syntax	FIXED_DECLARATION_INERT	fixed declaration not selected by submitted program terms	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
reference-semantics/semantics/concrete.k	57	rule	LLVM_ONLY_INERT	only in MPY-KRUN and does not match the submitted string-only concrete harness path	rule unpairVS(.ValSeq) => .ValSeq
reference-semantics/semantics/concrete.k	58	rule	LLVM_ONLY_INERT	only in MPY-KRUN and does not match the submitted string-only concrete harness path	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
reference-semantics/semantics/concrete.k	59	rule	LLVM_ONLY_INERT	only in MPY-KRUN and does not match the submitted string-only concrete harness path	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
reference-semantics/semantics/controls.k	9	rule	FIXED_USED_SOUND	selected by actual program/claim; preserves Python binding, order, control, or string value	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
reference-semantics/semantics/controls.k	12	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
reference-semantics/semantics/controls.k	20	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes>
reference-semantics/semantics/controls.k	27	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
reference-semantics/semantics/controls.k	35	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
reference-semantics/semantics/controls.k	36	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
reference-semantics/semantics/controls.k	37	syntax	FIXED_DECLARATION_INERT	fixed declaration not selected by submitted program terms	syntax KItem ::= #bindImports(ParamNames)
reference-semantics/semantics/controls.k	38	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> #bindImports(.ParamNames) => .K ... </k>
reference-semantics/semantics/controls.k	39	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes>
reference-semantics/semantics/controls.k	43	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>
reference-semantics/semantics/controls.k	48	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> Expr(_:Val) => .K ... </k>
reference-semantics/semantics/controls.k	51	syntax	FIXED_DECLARATION_INERT	fixed declaration not selected by submitted program terms	syntax KItem ::= #branch(Bool, Stmts, Stmts)
reference-semantics/semantics/controls.k	52	rule	FIXED_USED_SOUND	selected by actual program/claim; preserves Python binding, order, control, or string value	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
reference-semantics/semantics/controls.k	53	rule	FIXED_USED_SOUND	selected by actual program/claim; preserves Python binding, order, control, or string value	rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
reference-semantics/semantics/controls.k	54	rule	FIXED_USED_SOUND	selected by actual program/claim; preserves Python binding, order, control, or string value	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
reference-semantics/semantics/controls.k	57	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k>
reference-semantics/semantics/controls.k	59	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k>
reference-semantics/semantics/controls.k	65	syntax	FIXED_DECLARATION_INERT	fixed declaration not selected by submitted program terms	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
reference-semantics/semantics/controls.k	69	rule	FIXED_USED_SOUND	selected by actual program/claim; preserves Python binding, order, control, or string value	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
reference-semantics/semantics/controls.k	71	rule	FIXED_USED_SOUND	selected by actual program/claim; preserves Python binding, order, control, or string value	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
reference-semantics/semantics/controls.k	72	rule	FIXED_USED_SOUND	selected by actual program/claim; preserves Python binding, order, control, or string value	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
reference-semantics/semantics/controls.k	73	rule	FIXED_USED_SOUND	selected by actual program/claim; preserves Python binding, order, control, or string value	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
reference-semantics/semantics/controls.k	77	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
reference-semantics/semantics/controls.k	78	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
reference-semantics/semantics/controls.k	79	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k>
reference-semantics/semantics/controls.k	81	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k>
reference-semantics/semantics/controls.k	85	rule	FIXED_USED_SOUND	selected by actual program/claim; preserves Python binding, order, control, or string value	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
reference-semantics/semantics/controls.k	86	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> Continue => #cont ... </k>
reference-semantics/semantics/controls.k	87	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> Break => #brk ... </k>
reference-semantics/semantics/controls.k	88	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
reference-semantics/semantics/controls.k	89	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
reference-semantics/semantics/controls.k	90	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
reference-semantics/semantics/controls.k	91	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
reference-semantics/semantics/controls.k	95	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/controls.k	98	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/controls.k	101	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/controls.k	106	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/core.k	13	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
reference-semantics/semantics/core.k	14	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
reference-semantics/semantics/core.k	15	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax Str    ::= str(IntSeq)
reference-semantics/semantics/core.k	18	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
reference-semantics/semantics/core.k	25	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax Val      ::= Int | Bool | "noneV" | Iterable | ref(Int) | cellRef(Int) | closureVal(ParamNames, Stmts, Int) | typeV(String) | builtinV(String) | boundMethodV(Val, String)
reference-semantics/semantics/core.k	36	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax Parent   ::= "root" | parent(Int)
reference-semantics/semantics/core.k	37	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax Scope    ::= scope(Map, Parent)
reference-semantics/semantics/core.k	38	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax KResult  ::= Val
reference-semantics/semantics/core.k	39	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax Expr     ::= Val
reference-semantics/semantics/core.k	40	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax Vals     ::= List{Val, ","}
reference-semantics/semantics/core.k	41	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax Exc      ::= "NoExc" | "AssertionError"
reference-semantics/semantics/core.k	42	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax RetState ::= "noRet" | retV(Val)
reference-semantics/semantics/core.k	49	configuration	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	configuration <k>       #loadAll($PGM:Module) </k> <env>     0 </env> <scopes>   0     |-> scope(.Map, parent(-1)) -1    |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap>    .Map </heap> <heapLoc> 0 </heapLoc> <stack>   .List </stack> <ret>     noRet </ret> <exc>     NoExc </exc> <exit-code exit=""> 0 </exit-code>
reference-semantics/semantics/core.k	68	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax Bool ::= isRefV(Val) [function, total]
reference-semantics/semantics/core.k	69	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule isRefV(ref(_:Int)) => true
reference-semantics/semantics/core.k	70	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule isRefV(_:Val)      => false [owise]
reference-semantics/semantics/core.k	75	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax HeapVal ::= cellV(Val)
reference-semantics/semantics/core.k	76	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax Bool ::= isCellRef(Val) [function, total]
reference-semantics/semantics/core.k	77	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule isCellRef(cellRef(_:Int)) => true
reference-semantics/semantics/core.k	78	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule isCellRef(_:Val)          => false [owise]
reference-semantics/semantics/core.k	85	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap>
reference-semantics/semantics/core.k	95	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax Val ::= kwV(String, Val)
reference-semantics/semantics/core.k	96	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax KItem ::= #kwTag(String)
reference-semantics/semantics/core.k	97	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
reference-semantics/semantics/core.k	98	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k>
reference-semantics/semantics/core.k	100	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax Bool ::= isKwV(Val) [function, total]
reference-semantics/semantics/core.k	101	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule isKwV(kwV(_:String, _:Val)) => true
reference-semantics/semantics/core.k	102	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule isKwV(_:Val)                => false [owise]
reference-semantics/semantics/core.k	106	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax Val ::= cellsMark(ParamNames)
reference-semantics/semantics/core.k	107	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax ParamNames ::= cellsOf(Val) [function]
reference-semantics/semantics/core.k	108	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
reference-semantics/semantics/core.k	109	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax Bool ::= pnMember(String, ParamNames) [function, total]
reference-semantics/semantics/core.k	110	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule pnMember(_:String, .ParamNames) => false
reference-semantics/semantics/core.k	111	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
reference-semantics/semantics/core.k	113	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax KItem ::= #cellW(Val, Val)
reference-semantics/semantics/core.k	114	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
reference-semantics/semantics/core.k	117	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax KItem ::= #alloc(Val)
reference-semantics/semantics/core.k	118	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap>    H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc>
reference-semantics/semantics/core.k	124	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax KItem ::= #loadAll(Module)
reference-semantics/semantics/core.k	125	rule	FIXED_USED_SOUND	selected by actual program/claim; preserves Python binding, order, control, or string value	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
reference-semantics/semantics/core.k	126	rule	FIXED_USED_SOUND	selected by actual program/claim; preserves Python binding, order, control, or string value	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
reference-semantics/semantics/core.k	127	rule	FIXED_USED_SOUND	selected by actual program/claim; preserves Python binding, order, control, or string value	rule <k> .Stmts => .K ... </k>
reference-semantics/semantics/core.k	130	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax KItem ::= #look(String, Int)
reference-semantics/semantics/core.k	131	rule	FIXED_USED_SOUND	selected by actual program/claim; preserves Python binding, order, control, or string value	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
reference-semantics/semantics/core.k	132	rule	FIXED_USED_SOUND	selected by actual program/claim; preserves Python binding, order, control, or string value	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes>
reference-semantics/semantics/core.k	145	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap>
reference-semantics/semantics/core.k	152	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes>
reference-semantics/semantics/core.k	157	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax Scope ::= "builtinsScope" [function, total]
reference-semantics/semantics/core.k	158	rule	FIXED_USED_SOUND	selected by actual program/claim; preserves Python binding, order, control, or string value	rule builtinsScope => scope(.Map [ "len"    <- builtinV("len")    ] [ "set"    <- builtinV("set")    ] [ "sum"    <- builtinV("sum")    ] [ "abs"    <- builtinV("abs")    ] [ "min"    <- builtinV("min")    ] [ "max"    <- builtinV("max")    ] [ "ord"    <- builtinV("ord")    ] [ "chr"    <- builtinV("chr")    ] [ "range"  <- builtinV("range")  ] [ "all"    <- builtinV("all")    ] [ "any"    <- builtinV("any")    ] [ "zip"    <- builtinV("zip")    ] [ "isinstance" <- builtinV("isinstance") ] [ "sorted" <- builtinV("sorted") ] [ "list"   <- builtinV("list")   ] [ "round"  <- builtinV("round")  ] [ "bin"    <- builtinV("bin")    ] [ "enumerate" <- builtinV("enumerate") ] [ "map"    <- builtinV("map")    ] [ "eval"   <- builtinV("eval")   ] [ "int"    <- typeV("int")       ] [ "str"    <- typeV("str")       ] [ "float"  <- typeV("float")     ], root)
reference-semantics/semantics/core.k	185	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax ApplyK ::= toCall(Val)
reference-semantics/semantics/core.k	186	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax KItem  ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
reference-semantics/semantics/core.k	189	rule	FIXED_USED_SOUND	selected by actual program/claim; preserves Python binding, order, control, or string value	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
reference-semantics/semantics/core.k	190	rule	FIXED_USED_SOUND	selected by actual program/claim; preserves Python binding, order, control, or string value	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
reference-semantics/semantics/core.k	191	rule	FIXED_USED_SOUND	selected by actual program/claim; preserves Python binding, order, control, or string value	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
reference-semantics/semantics/core.k	194	rule	FIXED_USED_SOUND	selected by actual program/claim; preserves Python binding, order, control, or string value	rule <k> Int(I:Int)   => I ... </k>
reference-semantics/semantics/core.k	195	rule	FIXED_USED_SOUND	selected by actual program/claim; preserves Python binding, order, control, or string value	rule <k> Bool(B:Bool) => B ... </k>
reference-semantics/semantics/core.k	196	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> NoneVal      => noneV ... </k>
reference-semantics/semantics/core.k	199	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax Bool ::= truthy(Val) [function]
reference-semantics/semantics/core.k	200	rule	FIXED_USED_SOUND	selected by actual program/claim; preserves Python binding, order, control, or string value	rule truthy(B:Bool)          => B
reference-semantics/semantics/core.k	201	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule truthy(noneV)           => false
reference-semantics/semantics/core.k	202	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule truthy(I:Int)           => I =/=Int 0
reference-semantics/semantics/core.k	203	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule truthy(str(S:IntSeq))   => notBool (S ==K .IntSeq)
reference-semantics/semantics/core.k	204	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule truthy(list(V:ValSeq))  => notBool (V ==K .ValSeq)
reference-semantics/semantics/core.k	205	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
reference-semantics/semantics/core.k	208	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax Val  ::= applyUn(String, Val) [function]
reference-semantics/semantics/core.k	209	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax Val  ::= applyBin(String, Val, Val) [function]
reference-semantics/semantics/core.k	210	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax Bool ::= applyCmp(String, Val, Val) [function]
reference-semantics/semantics/core.k	213	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax Vals ::= appendVal(Vals, Val) [function, total]
reference-semantics/semantics/core.k	214	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule appendVal(.Vals, V:Val)              => V , .Vals
reference-semantics/semantics/core.k	215	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule appendVal((V0:Val, VS:Vals), V:Val)  => V0 , appendVal(VS, V)
reference-semantics/semantics/core.k	217	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
reference-semantics/semantics/core.k	218	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule vals2valSeq(.Vals)            => .ValSeq
reference-semantics/semantics/core.k	219	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))
reference-semantics/semantics/core.k	223	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax Int ::= vsLen(ValSeq) [function, total]
reference-semantics/semantics/core.k	224	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule vsLen(.ValSeq)                => 0
reference-semantics/semantics/core.k	225	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
reference-semantics/semantics/core.k	227	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax Int ::= isLen(IntSeq) [function, total]
reference-semantics/semantics/core.k	228	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule isLen(.IntSeq)                => 0
reference-semantics/semantics/core.k	229	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)
reference-semantics/semantics/core.k	233	syntax	FIXED_DECLARATION_REVIEWED	fixed declaration; relevant or imported by the proof slice	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
reference-semantics/semantics/core.k	234	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule setVSAt(.ValSeq, _:Int, _:Val)               => .ValSeq
reference-semantics/semantics/core.k	235	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val)    => vCons(V, S)
