id	file	module	lines	kind	classification	attributes	program_relevance	assessment	source
279	reference-semantics/semantics/controls.k	MPY-CONTROLS	90-90	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
280	reference-semantics/semantics/controls.k	MPY-CONTROLS	91-91	rule	owise-semantic-rule	owise	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
281	reference-semantics/semantics/controls.k	MPY-CONTROLS	95-97	rule	priority-semantic-rule	priority(40)	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
282	reference-semantics/semantics/controls.k	MPY-CONTROLS	98-100	rule	priority-semantic-rule	priority(40)	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
283	reference-semantics/semantics/controls.k	MPY-CONTROLS	101-103	rule	priority-semantic-rule	priority(40)	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
284	reference-semantics/semantics/controls.k	MPY-CONTROLS	106-108	rule	priority-semantic-rule	priority(40)	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
285	reference-semantics/semantics/core.k	MPY-CORE	13-13	syntax	syntax	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	"syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"
286	reference-semantics/semantics/core.k	MPY-CORE	14-14	syntax	syntax	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	"syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"
287	reference-semantics/semantics/core.k	MPY-CORE	15-15	syntax	syntax	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	syntax Str ::= str(IntSeq)
288	reference-semantics/semantics/core.k	MPY-CORE	18-23	syntax	syntax	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
289	reference-semantics/semantics/core.k	MPY-CORE	25-34	syntax	syntax:function	function	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	"syntax Val ::= Int | Bool | ""noneV"" | Iterable | ref(Int) // a heap object: <heap> holds its list(VS) | cellRef(Int) // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String) // a type object (int/str), resolved from the builtins frame | builtinV(String) // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String) // a cooled Attribute: obj.method"
290	reference-semantics/semantics/core.k	MPY-CORE	36-36	syntax	syntax	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	"syntax Parent ::= ""root"" | parent(Int)"
291	reference-semantics/semantics/core.k	MPY-CORE	37-37	syntax	syntax	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	syntax Scope ::= scope(Map, Parent)
292	reference-semantics/semantics/core.k	MPY-CORE	38-38	syntax	syntax	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	syntax KResult ::= Val
293	reference-semantics/semantics/core.k	MPY-CORE	39-39	syntax	syntax	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	syntax Expr ::= Val // cooling puts results back into expression holes
294	reference-semantics/semantics/core.k	MPY-CORE	40-40	syntax	syntax	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	"syntax Vals ::= List{Val, "",""}"
295	reference-semantics/semantics/core.k	MPY-CORE	41-41	syntax	syntax	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	"syntax Exc ::= ""NoExc"" | ""AssertionError"""
296	reference-semantics/semantics/core.k	MPY-CORE	42-42	syntax	syntax	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	"syntax RetState ::= ""noRet"" | retV(Val)"
297	reference-semantics/semantics/core.k	MPY-CORE	49-60	configuration	configuration	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	"configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""""> 0 </exit-code>"
298	reference-semantics/semantics/core.k	MPY-CORE	68-68	syntax	syntax:function,total	function;total	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	syntax Bool ::= isRefV(Val) [function, total]
299	reference-semantics/semantics/core.k	MPY-CORE	69-69	rule	ordinary-semantic-rule	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	rule isRefV(ref(_:Int)) => true
300	reference-semantics/semantics/core.k	MPY-CORE	70-70	rule	owise-semantic-rule	owise	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	rule isRefV(_:Val) => false [owise]
301	reference-semantics/semantics/core.k	MPY-CORE	75-75	syntax	syntax	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	syntax HeapVal ::= cellV(Val)
302	reference-semantics/semantics/core.k	MPY-CORE	76-76	syntax	syntax:function,total	function;total	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	syntax Bool ::= isCellRef(Val) [function, total]
303	reference-semantics/semantics/core.k	MPY-CORE	77-77	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule isCellRef(cellRef(_:Int)) => true
304	reference-semantics/semantics/core.k	MPY-CORE	78-78	rule	owise-semantic-rule	owise	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule isCellRef(_:Val) => false [owise]
305	reference-semantics/semantics/core.k	MPY-CORE	85-90	rule	priority-semantic-rule	priority(40)	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	"rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires ""$cells"" in_keys(M) [priority(40)]"
306	reference-semantics/semantics/core.k	MPY-CORE	95-95	syntax	syntax	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	syntax Val ::= kwV(String, Val)
307	reference-semantics/semantics/core.k	MPY-CORE	96-96	syntax	syntax	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	syntax KItem ::= #kwTag(String)
308	reference-semantics/semantics/core.k	MPY-CORE	97-97	rule	ordinary-semantic-rule	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
309	reference-semantics/semantics/core.k	MPY-CORE	98-99	rule	ordinary-semantic-rule	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
310	reference-semantics/semantics/core.k	MPY-CORE	100-100	syntax	syntax:function,total	function;total	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	syntax Bool ::= isKwV(Val) [function, total]
311	reference-semantics/semantics/core.k	MPY-CORE	101-101	rule	ordinary-semantic-rule	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	rule isKwV(kwV(_:String, _:Val)) => true
312	reference-semantics/semantics/core.k	MPY-CORE	102-102	rule	owise-semantic-rule	owise	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	rule isKwV(_:Val) => false [owise]
313	reference-semantics/semantics/core.k	MPY-CORE	106-106	syntax	syntax	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	syntax Val ::= cellsMark(ParamNames)
314	reference-semantics/semantics/core.k	MPY-CORE	107-107	syntax	syntax:function	function	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	syntax ParamNames ::= cellsOf(Val) [function]
315	reference-semantics/semantics/core.k	MPY-CORE	108-108	rule	ordinary-semantic-rule	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
316	reference-semantics/semantics/core.k	MPY-CORE	109-109	syntax	syntax:function,total	function;total	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	syntax Bool ::= pnMember(String, ParamNames) [function, total]
317	reference-semantics/semantics/core.k	MPY-CORE	110-110	rule	ordinary-semantic-rule	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	rule pnMember(_:String, .ParamNames) => false
318	reference-semantics/semantics/core.k	MPY-CORE	111-111	rule	ordinary-semantic-rule	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
319	reference-semantics/semantics/core.k	MPY-CORE	113-113	syntax	syntax	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	syntax KItem ::= #cellW(Val, Val)
320	reference-semantics/semantics/core.k	MPY-CORE	114-115	rule	ordinary-semantic-rule	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
321	reference-semantics/semantics/core.k	MPY-CORE	117-117	syntax	syntax	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	syntax KItem ::= #alloc(Val)
322	reference-semantics/semantics/core.k	MPY-CORE	118-121	rule	ordinary-semantic-rule	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
323	reference-semantics/semantics/core.k	MPY-CORE	124-124	syntax	syntax	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	syntax KItem ::= #loadAll(Module)
324	reference-semantics/semantics/core.k	MPY-CORE	125-125	rule	ordinary-semantic-rule	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
325	reference-semantics/semantics/core.k	MPY-CORE	126-126	rule	ordinary-semantic-rule	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
326	reference-semantics/semantics/core.k	MPY-CORE	127-127	rule	ordinary-semantic-rule	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	rule <k> .Stmts => .K ... </k>
327	reference-semantics/semantics/core.k	MPY-CORE	130-130	syntax	syntax	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	syntax KItem ::= #look(String, Int)
328	reference-semantics/semantics/core.k	MPY-CORE	131-131	rule	ordinary-semantic-rule	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
329	reference-semantics/semantics/core.k	MPY-CORE	132-134	rule	ordinary-semantic-rule	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)
330	reference-semantics/semantics/core.k	MPY-CORE	145-151	rule	priority-semantic-rule	priority(40)	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	"rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]"
331	reference-semantics/semantics/core.k	MPY-CORE	152-154	rule	ordinary-semantic-rule	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))
332	reference-semantics/semantics/core.k	MPY-CORE	157-157	syntax	syntax:function,total	function;total	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	"syntax Scope ::= ""builtinsScope"" [function, total]"
333	reference-semantics/semantics/core.k	MPY-CORE	158-181	rule	ordinary-semantic-rule	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	"rule builtinsScope => scope(.Map [ ""len"" <- builtinV(""len"") ] [ ""set"" <- builtinV(""set"") ] [ ""sum"" <- builtinV(""sum"") ] [ ""abs"" <- builtinV(""abs"") ] [ ""min"" <- builtinV(""min"") ] [ ""max"" <- builtinV(""max"") ] [ ""ord"" <- builtinV(""ord"") ] [ ""chr"" <- builtinV(""chr"") ] [ ""range"" <- builtinV(""range"") ] [ ""all"" <- builtinV(""all"") ] [ ""any"" <- builtinV(""any"") ] [ ""zip"" <- builtinV(""zip"") ] [ ""isinstance"" <- builtinV(""isinstance"") ] [ ""sorted"" <- builtinV(""sorted"") ] [ ""list"" <- builtinV(""list"") ] [ ""round"" <- builtinV(""round"") ] [ ""bin"" <- builtinV(""bin"") ] [ ""enumerate"" <- builtinV(""enumerate"") ] [ ""map"" <- builtinV(""map"") ] [ ""eval"" <- builtinV(""eval"") ] [ ""int"" <- typeV(""int"") ] [ ""str"" <- typeV(""str"") ] [ ""float"" <- typeV(""float"") ], root)"
334	reference-semantics/semantics/core.k	MPY-CORE	185-185	syntax	syntax	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	syntax ApplyK ::= toCall(Val)
335	reference-semantics/semantics/core.k	MPY-CORE	186-188	syntax	syntax	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
336	reference-semantics/semantics/core.k	MPY-CORE	189-189	rule	ordinary-semantic-rule	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
337	reference-semantics/semantics/core.k	MPY-CORE	190-190	rule	ordinary-semantic-rule	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
338	reference-semantics/semantics/core.k	MPY-CORE	191-191	rule	ordinary-semantic-rule	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
339	reference-semantics/semantics/core.k	MPY-CORE	194-194	rule	ordinary-semantic-rule	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	rule <k> Int(I:Int) => I ... </k>
340	reference-semantics/semantics/core.k	MPY-CORE	195-195	rule	ordinary-semantic-rule	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	rule <k> Bool(B:Bool) => B ... </k>
341	reference-semantics/semantics/core.k	MPY-CORE	196-196	rule	ordinary-semantic-rule	-	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	rule <k> NoneVal => noneV ... </k>
342	reference-semantics/semantics/core.k	MPY-CORE	199-199	syntax	syntax:function	function	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	syntax Bool ::= truthy(Val) [function]
343	reference-semantics/semantics/core.k	MPY-CORE	200-200	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule truthy(B:Bool) => B
344	reference-semantics/semantics/core.k	MPY-CORE	201-201	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule truthy(noneV) => false
345	reference-semantics/semantics/core.k	MPY-CORE	202-202	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule truthy(I:Int) => I =/=Int 0
346	reference-semantics/semantics/core.k	MPY-CORE	203-203	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule truthy(str(S:IntSeq)) => notBool (S ==K .IntSeq)
347	reference-semantics/semantics/core.k	MPY-CORE	204-204	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule truthy(list(V:ValSeq)) => notBool (V ==K .ValSeq)
348	reference-semantics/semantics/core.k	MPY-CORE	205-205	rule	ordinary-semantic-rule	-	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
349	reference-semantics/semantics/core.k	MPY-CORE	208-208	syntax	syntax:function	function	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	syntax Val ::= applyUn(String, Val) [function]
350	reference-semantics/semantics/core.k	MPY-CORE	209-209	syntax	syntax:function	function	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	syntax Val ::= applyBin(String, Val, Val) [function]
351	reference-semantics/semantics/core.k	MPY-CORE	210-210	syntax	syntax:function	function	unused-by-program	UNUSED_FIXED_SEMANTICS: inspected as a supplied declaration/rule; it is not reachable from the submitted AST, is not a simplification rule, and contains no task-specific conclusion. No false conclusion witness or proof dependency was identified.	syntax Bool ::= applyCmp(String, Val, Val) [function]
352	reference-semantics/semantics/core.k	MPY-CORE	213-213	syntax	syntax:function,total	function;total	used-or-proof-path	SOUND_ON_USED_PATH: fixed supplied rule/declaration was traced against the submitted AST; binding, left-to-right evaluation, allocation, frame return, and relevant pure helper behavior agree with the selected semantics and concrete execution.	syntax Vals ::= appendVal(Vals, Val) [function, total]
