file	start_line	end_line	kind	source_class	attributes	has_function	has_functional	has_total	has_no_evaluators	has_priority	has_simplification	has_owise	text
/reference/reference-semantics/semantics/concrete.k	36	37	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
/reference/reference-semantics/semantics/concrete.k	38	41	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
/reference/reference-semantics/semantics/concrete.k	42	42	syntax	trusted-fixed-semantics	function	True	False	False	False	False	False	False	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
/reference/reference-semantics/semantics/concrete.k	43	43	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
/reference/reference-semantics/semantics/concrete.k	44	46	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
/reference/reference-semantics/semantics/concrete.k	47	50	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
/reference/reference-semantics/semantics/concrete.k	51	51	syntax	trusted-fixed-semantics	function	True	False	False	False	False	False	False	syntax Bool ::= kLt(Val, Val) [function]
/reference/reference-semantics/semantics/concrete.k	52	52	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule kLt(I1:Int, I2:Int) => I1 <Int I2
/reference/reference-semantics/semantics/concrete.k	53	53	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule kLt(F1:Float, F2:Float) => F1 <Float F2
/reference/reference-semantics/semantics/concrete.k	54	55	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
/reference/reference-semantics/semantics/concrete.k	56	56	syntax	trusted-fixed-semantics	function,total	True	False	True	False	False	False	False	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
/reference/reference-semantics/semantics/concrete.k	57	57	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule unpairVS(.ValSeq) => .ValSeq
/reference/reference-semantics/semantics/concrete.k	58	58	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
/reference/reference-semantics/semantics/concrete.k	59	59	rule	trusted-fixed-semantics	owise	False	False	False	False	False	False	True	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
/reference/reference-semantics/semantics/controls.k	9	11	rule	trusted-fixed-semantics	X <- V	False	False	False	False	False	False	False	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
/reference/reference-semantics/semantics/controls.k	12	19	rule	trusted-fixed-semantics	"X,""$cells"",X,priority(40)"	False	False	False	False	True	False	False	"rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]"
/reference/reference-semantics/semantics/controls.k	20	26	rule	trusted-fixed-semantics	X <- applyBin(OP,{M[X	False	False	False	False	False	False	False	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M) // `lst += [..]` where lst is a heap ref: the generic rule leaves applyBin(OP, ref, V) — but the // ref-deref preemption is BinOp-level (operators.k), so applyBin never derefs and it sticks. Route // the ref case through BinOp so the deref + list-concat + #alloc path fires (result is a fresh ref).
/reference/reference-semantics/semantics/controls.k	27	34	rule	trusted-fixed-semantics	X,priority(40)	False	False	False	False	True	False	False	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)] // ==== import trivia: `from math import floor, ceil` binds the supported // names as builtins in the current scope; every other import is a no-op
/reference/reference-semantics/semantics/controls.k	35	35	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"
/reference/reference-semantics/semantics/controls.k	36	36	rule	trusted-fixed-semantics	owise	False	False	False	False	False	False	True	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
/reference/reference-semantics/semantics/controls.k	37	37	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	syntax KItem ::= #bindImports(ParamNames)
/reference/reference-semantics/semantics/controls.k	38	38	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #bindImports(.ParamNames) => .K ... </k>
/reference/reference-semantics/semantics/controls.k	39	42	rule	trusted-fixed-semantics	N <- builtinV(N)	False	False	False	False	False	False	False	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String ""floor"" orBool N ==String ""ceil"""
/reference/reference-semantics/semantics/controls.k	43	47	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String ""floor"" orBool N ==String ""ceil"") // ==== Expr statement: evaluate for effect, discard the value =============== // (bare calls — mutator methods, docstrings; the WP0 statement-trivia rung)"
/reference/reference-semantics/semantics/controls.k	48	50	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> Expr(_:Val) => .K ... </k> // ==== If (condition evaluated by strictness) ==============================
/reference/reference-semantics/semantics/controls.k	51	51	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	syntax KItem ::= #branch(Bool, Stmts, Stmts)
/reference/reference-semantics/semantics/controls.k	52	52	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
/reference/reference-semantics/semantics/controls.k	53	53	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
/reference/reference-semantics/semantics/controls.k	54	56	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k> // ==== IfExp: ternary T if C else E ========================================
/reference/reference-semantics/semantics/controls.k	57	58	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
/reference/reference-semantics/semantics/controls.k	59	64	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V) // ==== For: one loop, in-cell continuation, over #iterNext ================= // (the iterable is evaluated once, by strictness; the protocol stays rewrites — // circularities anchor on #loop and narrowing substitutes the structure)
/reference/reference-semantics/semantics/controls.k	65	68	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""
/reference/reference-semantics/semantics/controls.k	69	70	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
/reference/reference-semantics/semantics/controls.k	71	71	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
/reference/reference-semantics/semantics/controls.k	72	72	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
/reference/reference-semantics/semantics/controls.k	73	76	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k> // ==== While ==============================================================
/reference/reference-semantics/semantics/controls.k	77	77	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
/reference/reference-semantics/semantics/controls.k	78	78	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
/reference/reference-semantics/semantics/controls.k	79	80	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
/reference/reference-semantics/semantics/controls.k	81	84	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V) // ==== loop control (break / continue) =====================================
/reference/reference-semantics/semantics/controls.k	85	85	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
/reference/reference-semantics/semantics/controls.k	86	86	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> Continue => #cont ... </k>
/reference/reference-semantics/semantics/controls.k	87	87	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> Break => #brk ... </k>
/reference/reference-semantics/semantics/controls.k	88	88	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
/reference/reference-semantics/semantics/controls.k	89	89	rule	trusted-fixed-semantics	owise	False	False	False	False	False	False	True	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
/reference/reference-semantics/semantics/controls.k	90	90	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
/reference/reference-semantics/semantics/controls.k	91	94	rule	trusted-fixed-semantics	owise	False	False	False	False	False	False	True	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise] // ==== heap-object deref at the truthiness/iteration consumers ============== // (priority(40) preempts the generic Val rules so truthy/#loop never see a ref)
/reference/reference-semantics/semantics/controls.k	95	97	rule	trusted-fixed-semantics	priority(40)	False	False	False	False	True	False	False	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/reference/reference-semantics/semantics/controls.k	98	100	rule	trusted-fixed-semantics	priority(40)	False	False	False	False	True	False	False	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/reference/reference-semantics/semantics/controls.k	101	105	rule	trusted-fixed-semantics	priority(40)	False	False	False	False	True	False	False	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)] // For derefs its iterable ONCE at loop start (iteration is over the snapshot; // mutating the iterated list inside its own loop is outside the subset)
/reference/reference-semantics/semantics/controls.k	106	108	rule	trusted-fixed-semantics	priority(40)	False	False	False	False	True	False	False	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/reference/reference-semantics/semantics/core.k	13	13	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	"syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"
/reference/reference-semantics/semantics/core.k	14	14	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	"syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"
/reference/reference-semantics/semantics/core.k	15	17	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	syntax Str ::= str(IntSeq) // the iterable values, grouped under one sort (typing only — dispatch is <k>-cell)
/reference/reference-semantics/semantics/core.k	18	24	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
/reference/reference-semantics/semantics/core.k	25	35	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	"syntax Val ::= Int | Bool | ""noneV"" | Iterable | ref(Int) // a heap object: <heap> holds its list(VS) | cellRef(Int) // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String) // a type object (int/str), resolved from the builtins frame | builtinV(String) // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String) // a cooled Attribute: obj.method"
/reference/reference-semantics/semantics/core.k	36	36	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	"syntax Parent ::= ""root"" | parent(Int)"
/reference/reference-semantics/semantics/core.k	37	37	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	syntax Scope ::= scope(Map, Parent)
/reference/reference-semantics/semantics/core.k	38	38	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	syntax KResult ::= Val
/reference/reference-semantics/semantics/core.k	39	39	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	syntax Expr ::= Val // cooling puts results back into expression holes
/reference/reference-semantics/semantics/core.k	40	40	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	"syntax Vals ::= List{Val, "",""}"
/reference/reference-semantics/semantics/core.k	41	41	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	"syntax Exc ::= ""NoExc"" | ""AssertionError"""
/reference/reference-semantics/semantics/core.k	42	48	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	"syntax RetState ::= ""noRet"" | retV(Val) // ==== configuration ======================================================= // The builtins namespace is a real scope at reserved location -1 (the bottom of every // chain; scopeLoc only allocates >=1, so -1 never collides). The module scope (loc 0) // has it as parent, so an unbound name resolves there last — exactly LEGB. `int`/`str` // resolve to their type objects; any local/global binding shadows them via normal lookup."
/reference/reference-semantics/semantics/core.k	49	67	configuration	trusted-fixed-semantics		False	False	False	False	False	False	False	"configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""""> 0 </exit-code> // ==== heap allocation (constructed lists become objects) ================== // Cons-form emission with a freshness guard (the heap-list-probe discipline: // an update-form H[N <- _] never re-normalizes symbolically). heapLoc is // monotonic — it does NOT wind back at #pop: returned lists escape by ref. // A bare list(VS) Val stays legal (read-only inputs in claims flow unboxed); // only CONSTRUCTORS in program syntax allocate."
/reference/reference-semantics/semantics/core.k	68	68	syntax	trusted-fixed-semantics	function,total	True	False	True	False	False	False	False	syntax Bool ::= isRefV(Val) [function, total]
/reference/reference-semantics/semantics/core.k	69	69	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule isRefV(ref(_:Int)) => true
/reference/reference-semantics/semantics/core.k	70	74	rule	trusted-fixed-semantics	owise	False	False	False	False	False	False	True	rule isRefV(_:Val) => false [owise] // closure cells (Python-faithful capture): the heap holds cellV(V); a // cellRef surfacing as the k-redex reads through (lookup is the only use — // cellRefs never escape to user-visible values)
/reference/reference-semantics/semantics/core.k	75	75	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	syntax HeapVal ::= cellV(Val)
/reference/reference-semantics/semantics/core.k	76	76	syntax	trusted-fixed-semantics	function,total	True	False	True	False	False	False	False	syntax Bool ::= isCellRef(Val) [function, total]
/reference/reference-semantics/semantics/core.k	77	77	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule isCellRef(cellRef(_:Int)) => true
/reference/reference-semantics/semantics/core.k	78	84	rule	trusted-fixed-semantics	owise	False	False	False	False	False	False	True	"rule isCellRef(_:Val) => false [owise] // k-top deref for cell-bound reads surfacing INSIDE the annotated frame // (AugAssign's in-place read and friends). The ""$cells"" guard keeps this // DECIDABLY inapplicable in plain frames — an unguarded rule lets the // prover narrow abstract k-top values into cellRef junk (probed on // 26-remove-duplicates). Cross-frame reads (a comprehension closure // reading the enclosing function's cellvar) deref inside #look instead."
/reference/reference-semantics/semantics/core.k	85	94	rule	trusted-fixed-semantics	priority(40)	False	False	False	False	True	False	False	"rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires ""$cells"" in_keys(M) [priority(40)] // write through a cell (Assign / #bindP / #bindTgt dispatch here on // cell-bound names) // a keyword argument cools to a TAGGED value (consumed by kw-aware builtins)"
/reference/reference-semantics/semantics/core.k	95	95	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	syntax Val ::= kwV(String, Val)
/reference/reference-semantics/semantics/core.k	96	96	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	syntax KItem ::= #kwTag(String)
/reference/reference-semantics/semantics/core.k	97	97	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
/reference/reference-semantics/semantics/core.k	98	99	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
/reference/reference-semantics/semantics/core.k	100	100	syntax	trusted-fixed-semantics	function,total	True	False	True	False	False	False	False	syntax Bool ::= isKwV(Val) [function, total]
/reference/reference-semantics/semantics/core.k	101	101	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule isKwV(kwV(_:String, _:Val)) => true
/reference/reference-semantics/semantics/core.k	102	105	rule	trusted-fixed-semantics	owise	False	False	False	False	False	False	True	rule isKwV(_:Val) => false [owise] // the frame marker carries the CONCRETE cellvar list, so cell-write dispatch // decides by pnMember even over an abstract frame rest (no prover branching)
/reference/reference-semantics/semantics/core.k	106	106	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	syntax Val ::= cellsMark(ParamNames)
/reference/reference-semantics/semantics/core.k	107	107	syntax	trusted-fixed-semantics	function	True	False	False	False	False	False	False	syntax ParamNames ::= cellsOf(Val) [function]
/reference/reference-semantics/semantics/core.k	108	108	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
/reference/reference-semantics/semantics/core.k	109	109	syntax	trusted-fixed-semantics	function,total	True	False	True	False	False	False	False	syntax Bool ::= pnMember(String, ParamNames) [function, total]
/reference/reference-semantics/semantics/core.k	110	110	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule pnMember(_:String, .ParamNames) => false
/reference/reference-semantics/semantics/core.k	111	112	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
/reference/reference-semantics/semantics/core.k	113	113	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	syntax KItem ::= #cellW(Val, Val)
/reference/reference-semantics/semantics/core.k	114	116	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
/reference/reference-semantics/semantics/core.k	117	117	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	syntax KItem ::= #alloc(Val)
/reference/reference-semantics/semantics/core.k	118	123	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H) // ==== module load + statement sequencing ==================================
/reference/reference-semantics/semantics/core.k	124	124	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	syntax KItem ::= #loadAll(Module)
/reference/reference-semantics/semantics/core.k	125	125	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
/reference/reference-semantics/semantics/core.k	126	126	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
/reference/reference-semantics/semantics/core.k	127	129	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> .Stmts => .K ... </k> // ==== Name lookup (walk the scope chain; builtins live in the -1 scope) ====
/reference/reference-semantics/semantics/core.k	130	130	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	syntax KItem ::= #look(String, Int)
/reference/reference-semantics/semantics/core.k	131	131	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
/reference/reference-semantics/semantics/core.k	132	144	rule	trusted-fixed-semantics	X	False	False	False	False	False	False	False	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M) // a SYNTACTICALLY cell-bound name reads through the heap cell AT THE // LOOKUP (higher priority beats the plain return above on concrete cell // bindings; abstract claim values take the plain rule unchanged) — this // covers cross-frame cell reads (a comprehension closure reading the // enclosing function's cellvar) without a narrowing-prone k-top redex // guarded on the FOUND frame's DECLARED cellvars (pnMember over the // cellsMark): decidable for every concrete frame pin — plain frames and // non-cell names prune outright, so an abstract looked-up value never // drags a narrowing cellV heap match along (probed on 5-intersperse and // Q4's abstract `numbers` in the annotated frame)
/reference/reference-semantics/semantics/core.k	145	151	rule	trusted-fixed-semantics	"""$cells"",X,priority(40)"	False	False	False	False	True	False	False	"rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]"
/reference/reference-semantics/semantics/core.k	152	156	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M)) // the ONE predefined builtins scope (the -1 frame; claims write `-1 |-> builtinsScope`)
/reference/reference-semantics/semantics/core.k	157	157	syntax	trusted-fixed-semantics	function,total	True	False	True	False	False	False	False	"syntax Scope ::= ""builtinsScope"" [function, total]"
/reference/reference-semantics/semantics/core.k	158	184	rule	trusted-fixed-semantics	"""len""    <- builtinV(""len""),""set""    <- builtinV(""set""),""sum""    <- builtinV(""sum""),""abs""    <- builtinV(""abs""),""min""    <- builtinV(""min""),""max""    <- builtinV(""max""),""ord""    <- builtinV(""ord""),""chr""    <- builtinV(""chr""),""range""  <- builtinV(""range""),""all""    <- builtinV(""all""),""any""    <- builtinV(""any""),""zip""    <- builtinV(""zip""),""isinstance"" <- builtinV(""isinstance""),""sorted"" <- builtinV(""sorted""),""list""   <- builtinV(""list""),""round""  <- builtinV(""round""),""bin""    <- builtinV(""bin""),""enumerate"" <- builtinV(""enumerate""),""map""    <- builtinV(""map""),""eval""   <- builtinV(""eval""),""int""    <- typeV(""int""),""str""    <- typeV(""str""),""float""  <- typeV(""float"")"	False	False	False	False	False	False	False	"rule builtinsScope => scope(.Map [ ""len"" <- builtinV(""len"") ] [ ""set"" <- builtinV(""set"") ] [ ""sum"" <- builtinV(""sum"") ] [ ""abs"" <- builtinV(""abs"") ] [ ""min"" <- builtinV(""min"") ] [ ""max"" <- builtinV(""max"") ] [ ""ord"" <- builtinV(""ord"") ] [ ""chr"" <- builtinV(""chr"") ] [ ""range"" <- builtinV(""range"") ] [ ""all"" <- builtinV(""all"") ] [ ""any"" <- builtinV(""any"") ] [ ""zip"" <- builtinV(""zip"") ] [ ""isinstance"" <- builtinV(""isinstance"") ] [ ""sorted"" <- builtinV(""sorted"") ] [ ""list"" <- builtinV(""list"") ] [ ""round"" <- builtinV(""round"") ] [ ""bin"" <- builtinV(""bin"") ] [ ""enumerate"" <- builtinV(""enumerate"") ] [ ""map"" <- builtinV(""map"") ] [ ""eval"" <- builtinV(""eval"") ] [ ""int"" <- typeV(""int"") ] [ ""str"" <- typeV(""str"") ] [ ""float"" <- typeV(""float"") ], root) // ==== argument/element evaluation: ONE left-to-right loop, tagged by destination == // (list/tuple literals and calls all use it; modules extend ApplyK with their tags)"
/reference/reference-semantics/semantics/core.k	185	185	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	syntax ApplyK ::= toCall(Val)
/reference/reference-semantics/semantics/core.k	186	188	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
/reference/reference-semantics/semantics/core.k	189	189	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
/reference/reference-semantics/semantics/core.k	190	190	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
/reference/reference-semantics/semantics/core.k	191	193	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k> // ==== Int / Bool / None literals ==========================================
/reference/reference-semantics/semantics/core.k	194	194	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> Int(I:Int) => I ... </k>
/reference/reference-semantics/semantics/core.k	195	195	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> Bool(B:Bool) => B ... </k>
/reference/reference-semantics/semantics/core.k	196	198	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> NoneVal => noneV ... </k> // ==== truthy (If, Assert, BoolOp, IfExp, not, While) ======================
/reference/reference-semantics/semantics/core.k	199	199	syntax	trusted-fixed-semantics	function	True	False	False	False	False	False	False	syntax Bool ::= truthy(Val) [function]
/reference/reference-semantics/semantics/core.k	200	200	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule truthy(B:Bool) => B
/reference/reference-semantics/semantics/core.k	201	201	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule truthy(noneV) => false
/reference/reference-semantics/semantics/core.k	202	202	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule truthy(I:Int) => I =/=Int 0
/reference/reference-semantics/semantics/core.k	203	203	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule truthy(str(S:IntSeq)) => notBool (S ==K .IntSeq)
