id	file	line	kind	flags	target_dependency	review	declaration
253	reference-semantics/semantics/concrete.k	28	operational-rule	priority	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]"
254	reference-semantics/semantics/concrete.k	31	operational-rule	priority	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]"
255	reference-semantics/semantics/concrete.k	34	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
256	reference-semantics/semantics/concrete.k	36	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
257	reference-semantics/semantics/concrete.k	38	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
258	reference-semantics/semantics/concrete.k	42	syntax	function	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
259	reference-semantics/semantics/concrete.k	43	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
260	reference-semantics/semantics/concrete.k	44	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
261	reference-semantics/semantics/concrete.k	47	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
262	reference-semantics/semantics/concrete.k	51	syntax	function	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Bool ::= kLt(Val, Val) [function]
263	reference-semantics/semantics/concrete.k	52	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule kLt(I1:Int, I2:Int)             => I1 <Int I2
264	reference-semantics/semantics/concrete.k	53	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule kLt(F1:Float, F2:Float)         => F1 <Float F2
265	reference-semantics/semantics/concrete.k	54	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
266	reference-semantics/semantics/concrete.k	58	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule kLt(I:Int, F:Float)   => ltIF(I, F)
267	reference-semantics/semantics/concrete.k	59	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule kLt(F:Float, I:Int)   => ltFI(F, I)
268	reference-semantics/semantics/concrete.k	60	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule kLt(B:Bool, V:Val)    => kLt(boolAsInt(B), V) requires isInt(V) orBool isFloat(V)
269	reference-semantics/semantics/concrete.k	61	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule kLt(V:Val, B:Bool)    => kLt(V, boolAsInt(B)) requires isInt(V) orBool isFloat(V)
270	reference-semantics/semantics/concrete.k	62	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule kLt(B1:Bool, B2:Bool) => boolAsInt(B1) <Int boolAsInt(B2)
271	reference-semantics/semantics/concrete.k	64	syntax	function,total	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
272	reference-semantics/semantics/concrete.k	65	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule unpairVS(.ValSeq) => .ValSeq
273	reference-semantics/semantics/concrete.k	66	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
274	reference-semantics/semantics/concrete.k	67	equational-rule	owise	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
275	reference-semantics/semantics/concrete.k	77	operational-rule	priority	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""reverse"", true), .Vals)) => #alloc(list(revVS(sortVS(revVS(VS))))) ... </k> [priority(40)]"
276	reference-semantics/semantics/concrete.k	90	syntax	function	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Bool ::= numOrKEq(Val, Val) [function]
277	reference-semantics/semantics/concrete.k	91	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule numOrKEq(A:Val, B:Val) => applyCmp(""=="", A, B) requires (isInt(A) orBool isBool(A) orBool isFloat(A)) andBool (isInt(B) orBool isBool(B) orBool isFloat(B))"
278	reference-semantics/semantics/concrete.k	94	equational-rule	owise	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule numOrKEq(A:Val, B:Val) => A ==K B [owise]
279	reference-semantics/semantics/concrete.k	96	operational-rule	priority	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k> requires numOrKEq(E, V) [priority(40)]
280	reference-semantics/semantics/concrete.k	98	operational-rule	priority	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k> requires notBool numOrKEq(E, V) [priority(40)]
281	reference-semantics/semantics/controls.k	9	operational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
282	reference-semantics/semantics/controls.k	12	operational-rule	priority	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	"rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]"
283	reference-semantics/semantics/controls.k	20	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
284	reference-semantics/semantics/controls.k	27	operational-rule	priority	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
285	reference-semantics/semantics/controls.k	35	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"
286	reference-semantics/semantics/controls.k	36	operational-rule	owise	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
287	reference-semantics/semantics/controls.k	37	syntax	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax KItem ::= #bindImports(ParamNames)
288	reference-semantics/semantics/controls.k	38	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #bindImports(.ParamNames) => .K ... </k>
289	reference-semantics/semantics/controls.k	39	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String ""floor"" orBool N ==String ""ceil"""
290	reference-semantics/semantics/controls.k	43	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String ""floor"" orBool N ==String ""ceil"")"
291	reference-semantics/semantics/controls.k	48	operational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule <k> Expr(_:Val) => .K ... </k>
292	reference-semantics/semantics/controls.k	51	syntax	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	syntax KItem ::= #branch(Bool, Stmts, Stmts)
293	reference-semantics/semantics/controls.k	52	operational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
294	reference-semantics/semantics/controls.k	53	operational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
295	reference-semantics/semantics/controls.k	54	operational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
296	reference-semantics/semantics/controls.k	57	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
297	reference-semantics/semantics/controls.k	59	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
298	reference-semantics/semantics/controls.k	65	syntax	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""
299	reference-semantics/semantics/controls.k	69	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
300	reference-semantics/semantics/controls.k	71	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
301	reference-semantics/semantics/controls.k	72	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
302	reference-semantics/semantics/controls.k	73	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
303	reference-semantics/semantics/controls.k	77	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
304	reference-semantics/semantics/controls.k	78	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
305	reference-semantics/semantics/controls.k	79	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
306	reference-semantics/semantics/controls.k	81	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
307	reference-semantics/semantics/controls.k	85	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
308	reference-semantics/semantics/controls.k	86	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> Continue => #cont ... </k>
309	reference-semantics/semantics/controls.k	87	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> Break => #brk ... </k>
310	reference-semantics/semantics/controls.k	88	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
311	reference-semantics/semantics/controls.k	89	operational-rule	owise	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
312	reference-semantics/semantics/controls.k	90	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
313	reference-semantics/semantics/controls.k	91	operational-rule	owise	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
314	reference-semantics/semantics/controls.k	95	operational-rule	priority	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
315	reference-semantics/semantics/controls.k	98	operational-rule	priority	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
316	reference-semantics/semantics/controls.k	101	operational-rule	priority	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
317	reference-semantics/semantics/controls.k	106	operational-rule	priority	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
318	reference-semantics/semantics/core.k	13	syntax	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	"syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"
319	reference-semantics/semantics/core.k	14	syntax	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	"syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"
320	reference-semantics/semantics/core.k	15	syntax	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	syntax Str    ::= str(IntSeq)
321	reference-semantics/semantics/core.k	18	syntax	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
322	reference-semantics/semantics/core.k	25	syntax	function	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	"syntax Val      ::= Int | Bool | ""noneV"" | Iterable | ref(Int)          // a heap object: <heap> holds its list(VS) | cellRef(Int)      // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String)     // a type object (int/str), resolved from the builtins frame | builtinV(String)  // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String)   // a cooled Attribute: obj.method"
323	reference-semantics/semantics/core.k	36	syntax	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	"syntax Parent   ::= ""root"" | parent(Int)"
324	reference-semantics/semantics/core.k	37	syntax	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	syntax Scope    ::= scope(Map, Parent)
325	reference-semantics/semantics/core.k	38	syntax	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	syntax KResult  ::= Val
326	reference-semantics/semantics/core.k	39	syntax	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	syntax Expr     ::= Val   // cooling puts results back into expression holes
327	reference-semantics/semantics/core.k	40	syntax	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	"syntax Vals     ::= List{Val, "",""}"
328	reference-semantics/semantics/core.k	41	syntax	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	"syntax Exc      ::= ""NoExc"" | ""AssertionError"""
329	reference-semantics/semantics/core.k	42	syntax	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	"syntax RetState ::= ""noRet"" | retV(Val)"
330	reference-semantics/semantics/core.k	49	configuration	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	"configuration <k>       #loadAll($PGM:Module) </k> <env>     0 </env> <scopes>   0     |-> scope(.Map, parent(-1)) -1    |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap>    .Map </heap> <heapLoc> 0 </heapLoc> <stack>   .List </stack> <ret>     noRet </ret> <exc>     NoExc </exc> <exit-code exit=""""> 0 </exit-code>"
331	reference-semantics/semantics/core.k	68	syntax	function,total	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Bool ::= isRefV(Val) [function, total]
332	reference-semantics/semantics/core.k	69	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule isRefV(ref(_:Int)) => true
333	reference-semantics/semantics/core.k	70	equational-rule	owise	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule isRefV(_:Val)      => false [owise]
334	reference-semantics/semantics/core.k	75	syntax	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax HeapVal ::= cellV(Val)
335	reference-semantics/semantics/core.k	76	syntax	function,total	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Bool ::= isCellRef(Val) [function, total]
336	reference-semantics/semantics/core.k	77	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule isCellRef(cellRef(_:Int)) => true
337	reference-semantics/semantics/core.k	78	equational-rule	owise	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule isCellRef(_:Val)          => false [owise]
338	reference-semantics/semantics/core.k	85	operational-rule	priority	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires ""$cells"" in_keys(M) [priority(40)]"
339	reference-semantics/semantics/core.k	95	syntax	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Val ::= kwV(String, Val)
340	reference-semantics/semantics/core.k	96	syntax	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax KItem ::= #kwTag(String)
341	reference-semantics/semantics/core.k	97	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
342	reference-semantics/semantics/core.k	98	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
343	reference-semantics/semantics/core.k	100	syntax	function,total	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Bool ::= isKwV(Val) [function, total]
344	reference-semantics/semantics/core.k	101	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule isKwV(kwV(_:String, _:Val)) => true
345	reference-semantics/semantics/core.k	102	equational-rule	owise	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule isKwV(_:Val)                => false [owise]
346	reference-semantics/semantics/core.k	106	syntax	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Val ::= cellsMark(ParamNames)
347	reference-semantics/semantics/core.k	107	syntax	function	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax ParamNames ::= cellsOf(Val) [function]
348	reference-semantics/semantics/core.k	108	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
349	reference-semantics/semantics/core.k	109	syntax	function,total	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Bool ::= pnMember(String, ParamNames) [function, total]
350	reference-semantics/semantics/core.k	110	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule pnMember(_:String, .ParamNames) => false
351	reference-semantics/semantics/core.k	111	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
352	reference-semantics/semantics/core.k	113	syntax	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax KItem ::= #cellW(Val, Val)
353	reference-semantics/semantics/core.k	114	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
354	reference-semantics/semantics/core.k	117	syntax	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	syntax KItem ::= #alloc(Val)
355	reference-semantics/semantics/core.k	118	operational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap>    H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
356	reference-semantics/semantics/core.k	124	syntax	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	syntax KItem ::= #loadAll(Module)
357	reference-semantics/semantics/core.k	125	operational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
358	reference-semantics/semantics/core.k	126	operational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
359	reference-semantics/semantics/core.k	127	operational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule <k> .Stmts => .K ... </k>
360	reference-semantics/semantics/core.k	130	syntax	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	syntax KItem ::= #look(String, Int)
361	reference-semantics/semantics/core.k	131	operational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
362	reference-semantics/semantics/core.k	132	operational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)
363	reference-semantics/semantics/core.k	145	operational-rule	priority	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	"rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]"
364	reference-semantics/semantics/core.k	152	operational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))
365	reference-semantics/semantics/core.k	157	syntax	function,total	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	"syntax Scope ::= ""builtinsScope"" [function, total]"
366	reference-semantics/semantics/core.k	158	equational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	"rule builtinsScope => scope(.Map [ ""len""    <- builtinV(""len"")    ] [ ""set""    <- builtinV(""set"")    ] [ ""sum""    <- builtinV(""sum"")    ] [ ""abs""    <- builtinV(""abs"")    ] [ ""min""    <- builtinV(""min"")    ] [ ""max""    <- builtinV(""max"")    ] [ ""ord""    <- builtinV(""ord"")    ] [ ""chr""    <- builtinV(""chr"")    ] [ ""range""  <- builtinV(""range"")  ] [ ""all""    <- builtinV(""all"")    ] [ ""any""    <- builtinV(""any"")    ] [ ""zip""    <- builtinV(""zip"")    ] [ ""isinstance"" <- builtinV(""isinstance"") ] [ ""sorted"" <- builtinV(""sorted"") ] [ ""list""   <- builtinV(""list"")   ] [ ""round""  <- builtinV(""round"")  ] [ ""bin""    <- builtinV(""bin"")    ] [ ""enumerate"" <- builtinV(""enumerate"") ] [ ""map""    <- builtinV(""map"")    ] [ ""eval""   <- builtinV(""eval"")   ] [ ""int""    <- typeV(""int"")       ] [ ""str""    <- typeV(""str"")       ] [ ""float""  <- typeV(""float"")     ], root)"
367	reference-semantics/semantics/core.k	185	syntax	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	syntax ApplyK ::= toCall(Val)
368	reference-semantics/semantics/core.k	186	syntax	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	syntax KItem  ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
369	reference-semantics/semantics/core.k	189	operational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
370	reference-semantics/semantics/core.k	190	operational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
371	reference-semantics/semantics/core.k	191	operational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
372	reference-semantics/semantics/core.k	194	operational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule <k> Int(I:Int)   => I ... </k>
