file	start_line	end_line	kind	flags	decision	rationale	source
/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	279	279	syntax	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	"syntax KItem ::= ""#md5"""
/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	280	281	rule	priority	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	"rule <k> Call(Attribute(Name(""hashlib""), ""md5""), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]"
/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	282	282	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	283	283	syntax	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	syntax Val ::= md5Obj(IntSeq)
/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	284	284	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	"rule applyMethod(md5Obj(CS:IntSeq), ""hexdigest"", .Vals) => str(md5hexCodes(CS))"
/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	285	285	syntax	function,total,no-evaluators,symbol	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	291	291	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	"rule applyBuiltin(""isinstance"", V:Val, typeV(""int""), .Vals) => isIntV(V)"
/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	292	292	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	"rule applyBuiltin(""isinstance"", V:Val, typeV(""str""), .Vals) => isStrV(V)"
/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	293	293	syntax	function	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	294	294	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule isIntV(_:Int) => true
/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	295	295	rule	owise	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule isIntV(_:Val) => false [owise]
/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	296	296	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule isStrV(str(_:IntSeq)) => true
/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	297	297	rule	owise	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule isStrV(_:Val) => false [owise]
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	16	16	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	19	19	syntax	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	syntax KItem ::= #callee(Exprs)
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	20	20	rule	owise	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	21	21	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	24	24	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	26	26	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	"rule <k> #applyK(toCall(builtinV(""sum"")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>"
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	27	27	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	"rule <k> #applyK(toCall(builtinV(""all"")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ) ... </k>"
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	28	28	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	"rule <k> #applyK(toCall(builtinV(""any"")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ) ... </k>"
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	29	29	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	"rule <k> #applyK(toCall(builtinV(""max"")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ) ... </k>"
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	30	30	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	"rule <k> #applyK(toCall(builtinV(""min"")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ) ... </k>"
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	31	31	rule	owise	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	32	32	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule <k> #applyK(toCall(typeV(T:String)), ACC:Vals) => applyBuiltin(T, ACC) ... </k>
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	38	41	rule	priority	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	42	46	rule	priority	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	47	50	rule	priority	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	52	52	syntax	function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	syntax Bool ::= isMutMethod(String) [function, total]
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	53	55	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	"rule isMutMethod(M:String) => M ==String ""append"" orBool M ==String ""sort"" orBool M ==String ""extend"" orBool M ==String ""insert"" orBool M ==String ""pop"" orBool M ==String ""remove"""
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	56	60	rule	priority	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)]
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	63	67	rule	priority	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	69	74	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	80	85	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	"rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(CM [ ""$cells"" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>"
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	87	87	syntax	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	syntax KItem ::= #allocCells(ParamNames)
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	88	88	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule <k> #allocCells(.ParamNames) => .K ... </k>
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	89	94	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap> H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
/tmp/audit-work/reconstruction/reference-semantics/semantics/comprehension.k	11	11	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
/tmp/audit-work/reconstruction/reference-semantics/semantics/comprehension.k	12	12	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule GenExp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
/tmp/audit-work/reconstruction/reference-semantics/semantics/comprehension.k	14	14	syntax	macro	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	syntax Stmts ::= compBody(CompFors, Expr) [macro]
/tmp/audit-work/reconstruction/reference-semantics/semantics/comprehension.k	15	16	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	"rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name(""$acc""), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name(""$acc""))"
/tmp/audit-work/reconstruction/reference-semantics/semantics/comprehension.k	18	18	syntax	macro	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
/tmp/audit-work/reconstruction/reference-semantics/semantics/comprehension.k	19	20	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	"rule compNest(.CompFors, ELT:Expr) => Assign(Name(""$acc""), BinOp(""+"", Name(""$acc""), ListExpr(ELT)))"
/tmp/audit-work/reconstruction/reference-semantics/semantics/comprehension.k	21	22	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
/tmp/audit-work/reconstruction/reference-semantics/semantics/comprehension.k	24	24	syntax	macro	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	syntax Expr ::= compGuard(Exprs) [macro]
/tmp/audit-work/reconstruction/reference-semantics/semantics/comprehension.k	25	25	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule compGuard(.Exprs) => Bool(true)
/tmp/audit-work/reconstruction/reference-semantics/semantics/comprehension.k	26	26	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	"rule compGuard((F:Expr, Fs:Exprs)) => BoolOp(""and"", (F, Fs))"
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	13	15	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	"rule <k> Compare(list(A:ValSeq), CmpOp(""=="", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	16	18	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	"rule <k> Compare(list(A:ValSeq), CmpOp(""!="", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	25	25	syntax	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	syntax Val ::= kvP(Val, Val)
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	26	27	syntax	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	28	30	rule	priority	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]"
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	31	33	rule	priority	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]"
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	34	35	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	36	37	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	38	40	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	42	42	syntax	function	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	43	43	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	44	46	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	47	49	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	51	51	syntax	function	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	syntax Bool ::= kLt(Val, Val) [function]
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	52	52	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule kLt(I1:Int, I2:Int) => I1 <Int I2
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	53	53	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule kLt(F1:Float, F2:Float) => F1 <Float F2
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	54	54	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	56	56	syntax	function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	57	57	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule unpairVS(.ValSeq) => .ValSeq
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	58	58	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	59	59	rule	owise	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
/tmp/audit-work/reconstruction/reference-semantics/semantics/controls.k	9	11	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
/tmp/audit-work/reconstruction/reference-semantics/semantics/controls.k	12	18	rule	priority	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	"rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]"
/tmp/audit-work/reconstruction/reference-semantics/semantics/controls.k	20	23	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
/tmp/audit-work/reconstruction/reference-semantics/semantics/controls.k	27	31	rule	priority	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
/tmp/audit-work/reconstruction/reference-semantics/semantics/controls.k	35	35	rule	-	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	Launcher-trusted fixed baseline; exact candidate/trusted tree identity was checked. Used-path rules receive focused review in REVIEW.md.	"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"
