file	line	module	kind	classification	audit_disposition	block_sha256_16	normalized_declaration
reference-semantics/semantics/concrete.k	57	MPY-CONCRETE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	0c4793ebfd2ca0c5	rule unpairVS(.ValSeq) => .ValSeq
reference-semantics/semantics/concrete.k	58	MPY-CONCRETE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	ff066cb9aae70a2d	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
reference-semantics/semantics/concrete.k	59	MPY-CONCRETE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	e56ae0e6bc609694	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
reference-semantics/semantics/controls.k	9	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	fea0a6af92fc35ec	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
reference-semantics/semantics/controls.k	12	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	d97eb260f3df310b	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
reference-semantics/semantics/controls.k	20	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	a9ecb9f06d6997ab	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
reference-semantics/semantics/controls.k	27	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	9b7616c3b5c09972	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
reference-semantics/semantics/controls.k	35	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	f639e810ede43c09	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
reference-semantics/semantics/controls.k	36	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	877dfb60ad77227c	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
reference-semantics/semantics/controls.k	37	MPY-CONTROLS	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	dd700ed63c9bed5c	syntax KItem ::= #bindImports(ParamNames)
reference-semantics/semantics/controls.k	38	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	ae2ec2940cb2cfbb	rule <k> #bindImports(.ParamNames) => .K ... </k>
reference-semantics/semantics/controls.k	39	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	880fd7cd94e36684	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String "floor" orBool N ==String "ceil"
reference-semantics/semantics/controls.k	43	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	0271b1c75b393bbf	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String "floor" orBool N ==String "ceil")
reference-semantics/semantics/controls.k	48	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	1408be7069c9134d	rule <k> Expr(_:Val) => .K ... </k>
reference-semantics/semantics/controls.k	51	MPY-CONTROLS	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	46d5d447203828ed	syntax KItem ::= #branch(Bool, Stmts, Stmts)
reference-semantics/semantics/controls.k	52	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	692ab5da6b0a6407	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
reference-semantics/semantics/controls.k	53	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	ca40bd598e8552c0	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
reference-semantics/semantics/controls.k	54	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	e046e7c73ee58120	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
reference-semantics/semantics/controls.k	57	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	293cdf88a4901e38	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
reference-semantics/semantics/controls.k	59	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	bc4f7a97f6e3ed8e	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
reference-semantics/semantics/controls.k	65	MPY-CONTROLS	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	ce087b9a65005f3d	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
reference-semantics/semantics/controls.k	69	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	0aae729be14b898e	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
reference-semantics/semantics/controls.k	71	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	5e83ccac57c21f4c	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
reference-semantics/semantics/controls.k	72	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	fa41d0aefbce45e1	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
reference-semantics/semantics/controls.k	73	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	9ec70e976c005146	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
reference-semantics/semantics/controls.k	77	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	a3d8374ac1c257b0	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
reference-semantics/semantics/controls.k	78	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	998a39372e139120	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
reference-semantics/semantics/controls.k	79	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	4eb968160752e687	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
reference-semantics/semantics/controls.k	81	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	51f5eea2c28dcd18	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
reference-semantics/semantics/controls.k	85	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	ba925d6955a46191	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
reference-semantics/semantics/controls.k	86	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	6a0861a0458a11c6	rule <k> Continue => #cont ... </k>
reference-semantics/semantics/controls.k	87	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	e7af077a24868a4c	rule <k> Break => #brk ... </k>
reference-semantics/semantics/controls.k	88	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	e184ace8de6758d6	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
reference-semantics/semantics/controls.k	89	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	36a5446e5ad8c8cb	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
reference-semantics/semantics/controls.k	90	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	df46dcb80f06fa18	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
reference-semantics/semantics/controls.k	91	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	f65e69c0f239e31e	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
reference-semantics/semantics/controls.k	95	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	70cdc150d43c6d2a	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/controls.k	98	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	729dd0cfddba5f39	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/controls.k	101	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	458a18c76857bd4f	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/controls.k	106	MPY-CONTROLS	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	2609decd7f80dcd9	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/core.k	13	MPY-CORE	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	fbc4f36a7b474a72	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
reference-semantics/semantics/core.k	14	MPY-CORE	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	59d8109032cf2dea	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
reference-semantics/semantics/core.k	15	MPY-CORE	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	b84fc30593d65cde	syntax Str ::= str(IntSeq)
reference-semantics/semantics/core.k	18	MPY-CORE	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	a4814efed72d0490	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
reference-semantics/semantics/core.k	25	MPY-CORE	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	dd99ff20373c3cac	syntax Val ::= Int | Bool | "noneV" | Iterable | ref(Int) // a heap object: <heap> holds its list(VS) | cellRef(Int) // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String) // a type object (int/str), resolved from the builtins frame | builtinV(String) // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String) // a cooled Attribute: obj.method
reference-semantics/semantics/core.k	36	MPY-CORE	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	7bf18772a478a1c2	syntax Parent ::= "root" | parent(Int)
reference-semantics/semantics/core.k	37	MPY-CORE	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	33213d91b35a2f3a	syntax Scope ::= scope(Map, Parent)
reference-semantics/semantics/core.k	38	MPY-CORE	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	23785b2f7c8e485a	syntax KResult ::= Val
reference-semantics/semantics/core.k	39	MPY-CORE	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	554c2633f2ef6873	syntax Expr ::= Val // cooling puts results back into expression holes
reference-semantics/semantics/core.k	40	MPY-CORE	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	8248cab7dafd77b6	syntax Vals ::= List{Val, ","}
reference-semantics/semantics/core.k	41	MPY-CORE	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	3c1704eb103a4d82	syntax Exc ::= "NoExc" | "AssertionError"
reference-semantics/semantics/core.k	42	MPY-CORE	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	d6f61cb781e58556	syntax RetState ::= "noRet" | retV(Val)
reference-semantics/semantics/core.k	49	MPY-CORE	configuration	configuration	FIXED_SUPPLIED_SEMANTICS	1044326b120e0c60	configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""> 0 </exit-code>
reference-semantics/semantics/core.k	68	MPY-CORE	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	446fcdb6d88f4ebb	syntax Bool ::= isRefV(Val) [function, total]
reference-semantics/semantics/core.k	69	MPY-CORE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	b3c0f33667b498cc	rule isRefV(ref(_:Int)) => true
reference-semantics/semantics/core.k	70	MPY-CORE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	ec5d9887ba3d8a1f	rule isRefV(_:Val) => false [owise]
reference-semantics/semantics/core.k	75	MPY-CORE	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	81839d80e1283228	syntax HeapVal ::= cellV(Val)
reference-semantics/semantics/core.k	76	MPY-CORE	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	856539e850282570	syntax Bool ::= isCellRef(Val) [function, total]
reference-semantics/semantics/core.k	77	MPY-CORE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	334532a207c2cf9b	rule isCellRef(cellRef(_:Int)) => true
reference-semantics/semantics/core.k	78	MPY-CORE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	30ee65acdff07bfc	rule isCellRef(_:Val) => false [owise]
reference-semantics/semantics/core.k	85	MPY-CORE	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	c13a409d22bc689b	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires "$cells" in_keys(M) [priority(40)]
reference-semantics/semantics/core.k	95	MPY-CORE	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	5b4a0cd5114be003	syntax Val ::= kwV(String, Val)
reference-semantics/semantics/core.k	96	MPY-CORE	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	fe2abb141da86e69	syntax KItem ::= #kwTag(String)
reference-semantics/semantics/core.k	97	MPY-CORE	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	c5f16293ffc66ebc	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
reference-semantics/semantics/core.k	98	MPY-CORE	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	627e8f8021de70f7	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
reference-semantics/semantics/core.k	100	MPY-CORE	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	2160829b28d38ee8	syntax Bool ::= isKwV(Val) [function, total]
reference-semantics/semantics/core.k	101	MPY-CORE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	235eb992a1a69cc2	rule isKwV(kwV(_:String, _:Val)) => true
reference-semantics/semantics/core.k	102	MPY-CORE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	83efd6bd22a141e8	rule isKwV(_:Val) => false [owise]
reference-semantics/semantics/core.k	106	MPY-CORE	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	7f7a926a109c070c	syntax Val ::= cellsMark(ParamNames)
reference-semantics/semantics/core.k	107	MPY-CORE	syntax	syntax:function	FIXED_SUPPLIED_SEMANTICS	702884b9cdda489f	syntax ParamNames ::= cellsOf(Val) [function]
reference-semantics/semantics/core.k	108	MPY-CORE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	920e61ddea2992dd	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
reference-semantics/semantics/core.k	109	MPY-CORE	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	35118664112f7150	syntax Bool ::= pnMember(String, ParamNames) [function, total]
reference-semantics/semantics/core.k	110	MPY-CORE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	620e3008f05a3f8d	rule pnMember(_:String, .ParamNames) => false
reference-semantics/semantics/core.k	111	MPY-CORE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	105b659ad4b3aaf2	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
reference-semantics/semantics/core.k	113	MPY-CORE	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	ca090ece5768cc29	syntax KItem ::= #cellW(Val, Val)
reference-semantics/semantics/core.k	114	MPY-CORE	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	df2f981b653e76dc	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
reference-semantics/semantics/core.k	117	MPY-CORE	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	518717c6d0680b8a	syntax KItem ::= #alloc(Val)
reference-semantics/semantics/core.k	118	MPY-CORE	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	f4000b3673fe7366	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
reference-semantics/semantics/core.k	124	MPY-CORE	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	ceb4bc1f85f3ea92	syntax KItem ::= #loadAll(Module)
reference-semantics/semantics/core.k	125	MPY-CORE	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	85c00908bc8a5417	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
reference-semantics/semantics/core.k	126	MPY-CORE	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	a7cc3a8b809e3e6e	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
reference-semantics/semantics/core.k	127	MPY-CORE	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	cae0fea9036f67cc	rule <k> .Stmts => .K ... </k>
reference-semantics/semantics/core.k	130	MPY-CORE	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	fb13a9de0f2b53da	syntax KItem ::= #look(String, Int)
reference-semantics/semantics/core.k	131	MPY-CORE	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	507dd550c98c0da6	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
reference-semantics/semantics/core.k	132	MPY-CORE	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	5b07ce46d85f8e4b	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)
reference-semantics/semantics/core.k	145	MPY-CORE	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	4ca0afa466a7dd45	rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]
reference-semantics/semantics/core.k	152	MPY-CORE	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	f5438f513dd3fd57	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))
reference-semantics/semantics/core.k	157	MPY-CORE	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	9a2a715b0adae3ad	syntax Scope ::= "builtinsScope" [function, total]
reference-semantics/semantics/core.k	158	MPY-CORE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	68dcfc898eac1989	rule builtinsScope => scope(.Map [ "len" <- builtinV("len") ] [ "set" <- builtinV("set") ] [ "sum" <- builtinV("sum") ] [ "abs" <- builtinV("abs") ] [ "min" <- builtinV("min") ] [ "max" <- builtinV("max") ] [ "ord" <- builtinV("ord") ] [ "chr" <- builtinV("chr") ] [ "range" <- builtinV("range") ] [ "all" <- builtinV("all") ] [ "any" <- builtinV("any") ] [ "zip" <- builtinV("zip") ] [ "isinstance" <- builtinV("isinstance") ] [ "sorted" <- builtinV("sorted") ] [ "list" <- builtinV("list") ] [ "round" <- builtinV("round") ] [ "bin" <- builtinV("bin") ] [ "enumerate" <- builtinV("enumerate") ] [ "map" <- builtinV("map") ] [ "eval" <- builtinV("eval") ] [ "int" <- typeV("int") ] [ "str" <- typeV("str") ] [ "float" <- typeV("float") ], root)
reference-semantics/semantics/core.k	185	MPY-CORE	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	1398e5d54ec6caa7	syntax ApplyK ::= toCall(Val)
reference-semantics/semantics/core.k	186	MPY-CORE	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	f2b11369db8bb9e3	syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
reference-semantics/semantics/core.k	189	MPY-CORE	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	411ec7d1b392e815	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
reference-semantics/semantics/core.k	190	MPY-CORE	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	c364fbef32aa0357	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
reference-semantics/semantics/core.k	191	MPY-CORE	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	e62db241bfd57979	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
reference-semantics/semantics/core.k	194	MPY-CORE	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	87ec5f849a134fb8	rule <k> Int(I:Int) => I ... </k>
reference-semantics/semantics/core.k	195	MPY-CORE	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	0c779ea34d18ab40	rule <k> Bool(B:Bool) => B ... </k>
reference-semantics/semantics/core.k	196	MPY-CORE	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	a786e76d29efaea2	rule <k> NoneVal => noneV ... </k>
reference-semantics/semantics/core.k	199	MPY-CORE	syntax	syntax:function	FIXED_SUPPLIED_SEMANTICS	a926abc21beb6bcb	syntax Bool ::= truthy(Val) [function]
reference-semantics/semantics/core.k	200	MPY-CORE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	4cf2e4810ba005ae	rule truthy(B:Bool) => B
reference-semantics/semantics/core.k	201	MPY-CORE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	0032f404a7c8bff2	rule truthy(noneV) => false
reference-semantics/semantics/core.k	202	MPY-CORE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	35b9159da84ebc21	rule truthy(I:Int) => I =/=Int 0
reference-semantics/semantics/core.k	203	MPY-CORE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	ba8282b47b695936	rule truthy(str(S:IntSeq)) => notBool (S ==K .IntSeq)
reference-semantics/semantics/core.k	204	MPY-CORE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	57036a223068d803	rule truthy(list(V:ValSeq)) => notBool (V ==K .ValSeq)
reference-semantics/semantics/core.k	205	MPY-CORE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	6d69c3b4e3531351	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
reference-semantics/semantics/core.k	208	MPY-CORE	syntax	syntax:function	FIXED_SUPPLIED_SEMANTICS	56b04a5027370026	syntax Val ::= applyUn(String, Val) [function]
reference-semantics/semantics/core.k	209	MPY-CORE	syntax	syntax:function	FIXED_SUPPLIED_SEMANTICS	29fa8cd8d5747b59	syntax Val ::= applyBin(String, Val, Val) [function]
reference-semantics/semantics/core.k	210	MPY-CORE	syntax	syntax:function	FIXED_SUPPLIED_SEMANTICS	d42151aca8848178	syntax Bool ::= applyCmp(String, Val, Val) [function]
reference-semantics/semantics/core.k	213	MPY-CORE	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	dc63c0f3acc6456c	syntax Vals ::= appendVal(Vals, Val) [function, total]
reference-semantics/semantics/core.k	214	MPY-CORE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	a5a52e9642b34467	rule appendVal(.Vals, V:Val) => V , .Vals
reference-semantics/semantics/core.k	215	MPY-CORE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	021b3f2aa3fc7697	rule appendVal((V0:Val, VS:Vals), V:Val) => V0 , appendVal(VS, V)
reference-semantics/semantics/core.k	217	MPY-CORE	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	8cb7f120bf9e046e	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
reference-semantics/semantics/core.k	218	MPY-CORE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	e0383b1464d059c9	rule vals2valSeq(.Vals) => .ValSeq
reference-semantics/semantics/core.k	219	MPY-CORE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	301dedffc36d6af9	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))
reference-semantics/semantics/core.k	223	MPY-CORE	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	62a073a80ac9a362	syntax Int ::= vsLen(ValSeq) [function, total]
reference-semantics/semantics/core.k	224	MPY-CORE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	30bffc9d3d357988	rule vsLen(.ValSeq) => 0
reference-semantics/semantics/core.k	225	MPY-CORE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	447da92f0fbdfdd9	rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
reference-semantics/semantics/core.k	227	MPY-CORE	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	5aa8535ebd8c5a30	syntax Int ::= isLen(IntSeq) [function, total]
reference-semantics/semantics/core.k	228	MPY-CORE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	0d8da4cbdbfc9d37	rule isLen(.IntSeq) => 0
reference-semantics/semantics/core.k	229	MPY-CORE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	f3aa99e96448123f	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)
reference-semantics/semantics/core.k	233	MPY-CORE	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	b8f5120bbab5fd21	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
reference-semantics/semantics/core.k	234	MPY-CORE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	068896fd5e8d2053	rule setVSAt(.ValSeq, _:Int, _:Val) => .ValSeq
reference-semantics/semantics/core.k	235	MPY-CORE	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	30f3c206de12529e	rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val) => vCons(V, S)
