file	ordinal	start_line	end_line	kind	semantic_class	attributes	function	functional	total	symbol	no-evaluators	priority	simplification	concrete	owise	macro	strict	seqstrict	source_sha256	source	review_disposition	review_rationale	false_conclusion_witness
reference-semantics/semantics/builtins.k	98	195	195	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	54ccc3b156e8f9450d9f73a6927ed5263537196cfd298ec2694953caeee8825e	  rule evDigit(C:Int) => C >=Int 48 andBool C <=Int 57	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	99	196	196	syntax	syntax-declaration	function, total	True	False	True	False	False	False	False	False	False	False	False	False	e0105c2956872119da6bd6fa60b068552e32e3df814525e3bb4e26a058dce20b	  syntax Bool ::= evHead42(IntSeq) [function, total]	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	100	197	197	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	ecd6bab7ad24a0f769bbb36c013c06efa5845c186256e7a660d58892e8dee6a9	  rule evHead42(iCons(42, _:IntSeq)) => true	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	101	198	198	rule	equational-rule	owise	False	False	False	False	False	False	False	False	True	False	False	False	7b3aa8953f1991eb2ce11d09063f734463bf252e354a9d43b66ee5f483d2648d	  rule evHead42(_:IntSeq)            => false [owise]	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	102	199	199	syntax	syntax-declaration	function, total	True	False	True	False	False	False	False	False	False	False	False	False	35471a9b8036068826588b412da941ba7874813e438f7cfd31043823871fc403	  syntax Bool ::= evHead47(IntSeq) [function, total]	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	103	200	200	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	033161d920d9b055b1a5bee7f4a5cd2b0ae7314eefcb5bf571a1fa022fdab58f	  rule evHead47(iCons(47, _:IntSeq)) => true	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	104	201	201	rule	equational-rule	owise	False	False	False	False	False	False	False	False	True	False	False	False	4e36087231cb2e278d4664d016e99e88474b48b2648c7cbb2de8fd803391fd2d	  rule evHead47(_:IntSeq)            => false [owise]	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	105	203	203	syntax	syntax-declaration	function, total	True	False	True	False	False	False	False	False	False	False	False	False	cf93c0de17f07ba9589fd3adce30f99d51059b36e63d7739d9c9fd8995cc47c5	  syntax OpSeq ::= tokOps(IntSeq) [function, total]	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	106	204	204	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	f514d92d8f6d8e607167b49d6dbb3ef8d8649735ed9073cc78d7b88af6bcab42	  rule tokOps(.IntSeq)                 => .OpSeq	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	107	205	205	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	26c06d74b9cd5998bf7e9f4d781ce6d67edfb7f0128a03b1422c5b3ea16caba1	  rule tokOps(iCons(32, R:IntSeq))     => tokOps(R)	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	108	206	206	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	3f205cb1306c55d416f4c9d5474593b339685aad5ecc9c80acccf23a737060b0	  rule tokOps(iCons(C:Int, R:IntSeq))  => tokOps(R) requires evDigit(C)	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	109	207	207	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	d5e60810e2f4ade82141a62ad4f52497d499d0130dc0aee02e37a533da1115b1	"  rule tokOps(iCons(42, iCons(42, R:IntSeq))) => oCons(""**"", tokOps(R))"	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	110	208	208	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	45186f91293e9b6a841c3e18945ea98c32793eaf17a4de8f439b1f955b1631e4	"  rule tokOps(iCons(42, R:IntSeq))     => oCons(""*"", tokOps(R)) requires notBool evHead42(R)"	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	111	209	209	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	afbadca2b4a477d9635cc430158b7fd54e3622003edded455d12c78163944505	"  rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons(""//"", tokOps(R))"	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	112	210	210	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	b0e2999c6c1db761b4665ac3a80dd6796b02c00c11cb8120bd07827a07f36350	"  rule tokOps(iCons(47, R:IntSeq))     => oCons(""/"", tokOps(R)) requires notBool evHead47(R)"	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	113	211	211	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	2cce22ac86c50404cb1074c26f23dce5ec7921f55b95e99fef62aa9142b73542	"  rule tokOps(iCons(43, R:IntSeq))     => oCons(""+"", tokOps(R))"	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	114	212	212	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	b23c35e837e9928eb4df8371a91ae3f110e94f70a63a435edfd95f0a1ca7c08d	"  rule tokOps(iCons(45, R:IntSeq))     => oCons(""-"", tokOps(R))"	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	115	214	215	syntax	syntax-declaration	function, total,function, total	True	False	True	False	False	False	False	False	False	False	False	False	635d0cbcf82b1892f56f78ae3305c6bb0984194c747b533f89e689d6f42bef81	  syntax IntSeq ::= tokNds(IntSeq) [function, total]\n                  | tokNdAcc(Int, IntSeq) [function, total]	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	116	216	216	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	b15dd30804728576dea034e4b8cac0432cdb629a8bf4f894b714aebdb44e61c3	  rule tokNds(.IntSeq)                => .IntSeq	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	117	217	217	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	6c85cdb101217e82ee7ffd16d6207fbb104783dfcf2fd29a8e31a1db2bde7834	  rule tokNds(iCons(32, R:IntSeq))    => tokNds(R)	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	118	218	218	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	e6ed4069a43e29f41d7a9e125517dadd375e04d6b9739c5480e7a8f33bc15f44	  rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	119	219	220	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	45c5811e782f7c54625de7ced6a3affa51df6cad06599194eb39d1f7fcfc676e	  rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R)\n       requires notBool evDigit(C) andBool C =/=Int 32	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	120	221	222	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	406d715a7d75b0818513021d1af7aed64c5ed7958f08d257935e57e94165d69a	  rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R)\n       requires evDigit(C)	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	121	223	223	rule	equational-rule	owise	False	False	False	False	False	False	False	False	True	False	False	False	4003af3ac6cb77da21b645fec2564e440cbb946f6079e2d8d8d07a7ffdb9b401	  rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	122	225	225	syntax	syntax-declaration		False	False	False	False	False	False	False	False	False	False	False	False	5c04db6ba3742367b3618e0588529342b3186b749ecd63417c2d62a33f63d046	  syntax EvPair ::= evp(OpSeq, IntSeq)	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	123	226	226	syntax	syntax-declaration	function, total	True	False	True	False	False	False	False	False	False	False	False	False	2fbc84524b70917611942d40be37c45ed0dfe542aaafc073ae0f74656803311f	  syntax Int ::= firstNdE(EvPair) [function, total]	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	124	227	227	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	5a1ff4150af2c8b94fbb310de971709e819b369042df1958587d9d77761df2a3	  rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	125	228	228	rule	equational-rule	owise	False	False	False	False	False	False	False	False	True	False	False	False	ca6af26ddb6e6c5a914e9cf076fc95095ac6bec21a164ce83ea60f2345891461	  rule firstNdE(_:EvPair) => 0 [owise]	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	126	230	230	syntax	syntax-declaration	function, total	True	False	True	False	False	False	False	False	False	False	False	False	fdbeec4cda4bf40d13a13d8df81c59b829de1e8eec551f61c92ba8263b6f59ae	  syntax Int ::= applyOpE(String, Int, Int) [function, total]	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	127	231	231	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	368c7a4b7f380fd86e19480931172e5ca6afaf71c67564faf95872ebd53a6c41	"  rule applyOpE(""+"",  A:Int, B:Int) => A +Int B"	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	128	232	232	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	c6a0d6cb5170ad0bbb108331687fa3873e02128b7788dbe3b9ea5c656ff068c2	"  rule applyOpE(""-"",  A:Int, B:Int) => A -Int B"	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	129	233	233	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	a744ef59e89e2d58c5ee44f0ebd2ceba46ec090b1752b516b04505c8f2b37a9c	"  rule applyOpE(""*"",  A:Int, B:Int) => A *Int B"	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	130	234	234	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	b5d751bda2c5f9aab08af28e7a713a959ce1e268725ef827397cf7b1559a1b77	"  rule applyOpE(""//"", A:Int, B:Int) => A divInt B"	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	131	235	235	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	9ac6cb8830c7fca7ae43611a5eb54e3e739b4646c86171db2e5c38122f1ccc4a	"  rule applyOpE(""**"", A:Int, B:Int) => A ^Int B"	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	132	236	236	rule	equational-rule	owise	False	False	False	False	False	False	False	False	True	False	False	False	4dd1375a4b16da34a1e3f56570a9886bc288698f4b69178ec2e8dd2c2d71a25b	  rule applyOpE(_:String, A:Int, _:Int) => A [owise]	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	133	238	238	syntax	syntax-declaration	function, total	True	False	True	False	False	False	False	False	False	False	False	False	1d197e3e913177484a8db854e5ebaa6de326198fe22b7fee81675a32ca393bbc	  syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	134	239	239	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	be78aa7654a980165a653c7b35965f8cdb67f5962c00ecc93f25b9c57b319f32	  rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	135	240	240	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	036cd6f93f39f69fae9012c91403d712d13a7cb12a3d75c30728074e6e1d3606	"  rule passPowE(oCons(""**"", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))"	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	136	241	242	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	b009da4f6cf1b5cc2d1e8d79093bc7e90cf4a2cb9ba69a85c96e94276aa63499	"  rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS))\n       requires O =/=String ""**"""	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	137	243	243	rule	equational-rule	owise	False	False	False	False	False	False	False	False	True	False	False	False	95e4a560ef77bcd67dbbecf19128317dc59f66e9175c822282b0103aea7f3fe3	  rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	138	244	244	syntax	syntax-declaration	function, total	True	False	True	False	False	False	False	False	False	False	False	False	070d894760d6e24205280c24baa74247ce8307e9117774788c01747e95937e07	  syntax EvPair ::= powCombE(Int, EvPair) [function, total]	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	139	245	245	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	2de4a62e9ba8bb6acdac13478c317bdc2ecf71375e713c8351bbc0c147ca5f75	  rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	140	246	246	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	5ab1f0ee1d4d3493a24ed82f430f96ae7e72a89f0d1d861f210a80c2d4cd1382	  rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	141	247	247	syntax	syntax-declaration	function, total	True	False	True	False	False	False	False	False	False	False	False	False	fe3d2117af5174b1762f95bd654b06cea0ff12c0f3139c2b4ad18ba20598d18a	  syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	142	248	248	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	8cac73bc7529901df35445003a9ec462175fb90f92e0baa8e2bbda8a388cab6b	  rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	143	250	250	syntax	syntax-declaration	function, total,function, total	True	False	True	False	False	False	False	False	False	False	False	False	48b5deb92792e9d77477f8bac1bbff1b361eac3b57ab73bce2c07472631fed32	  syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	144	251	251	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	dea2aac2b864956635e3d38074dbfb31606a241267e21c66226ff9dc692e9da0	"  rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""mul"", N0, OPS, NDS, .OpSeq, .IntSeq)"	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	145	252	252	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	d4d39372b9e2904a65db079012fd7752238d59c3f2cd0abf0aaab65c675cfed8	  rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	146	253	253	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	85b48c0525db4ab7ace9acaa38ffadc1361de50f8b69c6c546c169e5840d6f1d	"  rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""add"", N0, OPS, NDS, .OpSeq, .IntSeq)"	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	147	254	254	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	cb0ce86e5850ccb8cbf85cbd7517486c2f1d232f24b000283cee4ce5ab1253a7	  rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	148	255	255	syntax	syntax-declaration	function, total	True	False	True	False	False	False	False	False	False	False	False	False	cd20c988b8a87bba0a4e9e6d5cf6298d786f82b996d062bede145f4e07eff397	  syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	149	256	256	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	d45e660a880f630230813c8e73fc73131f0dad3547f0d2505fd0190212bbbf8f	  rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	150	257	259	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	1ac223a82db80caf5ee40937be2b0959b5807dd84cf351c9799c716978c6bbbd	  rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq)\n    => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON)\n       requires inLevelE(L, O)	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	151	260	262	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	fb500b58f0c894e6eff4781d50ded3fbcf06cfdab8b8367fa8029cb67bb2dc4e	  rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq)\n    => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR))\n       requires notBool inLevelE(L, O)	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	152	263	264	rule	equational-rule	owise	False	False	False	False	False	False	False	False	True	False	False	False	a31524ca72676fb54ccaddebfde7aab8c4567f333ae1341fe79d5af474758383	  rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq)\n    => evp(OO, appendIE(ON, CUR)) [owise]	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	153	265	265	syntax	syntax-declaration	function, total	True	False	True	False	False	False	False	False	False	False	False	False	c63f7ad54b63c7a4ac86820daaed0ba9fa12247b902499bcc152c2748b82f215	  syntax Bool ::= inLevelE(String, String) [function, total]	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
