id	origin	file	line	source_kind	category	attributes	target_path	decision	reason	statement
261	supplied	semantics/controls.k	35	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
262	supplied	semantics/controls.k	36	rule	operational_rule	owise	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
263	supplied	semantics/controls.k	37	syntax	syntax_declaration	-	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax KItem ::= #bindImports(ParamNames)
264	supplied	semantics/controls.k	38	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #bindImports(.ParamNames) => .K ... </k>
265	supplied	semantics/controls.k	39	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String "floor" orBool N ==String "ceil"
266	supplied	semantics/controls.k	43	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String "floor" orBool N ==String "ceil")
267	supplied	semantics/controls.k	48	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> Expr(_:Val) => .K ... </k>
268	supplied	semantics/controls.k	51	syntax	syntax_declaration	-	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax KItem ::= #branch(Bool, Stmts, Stmts)
269	supplied	semantics/controls.k	52	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
270	supplied	semantics/controls.k	53	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
271	supplied	semantics/controls.k	54	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
272	supplied	semantics/controls.k	57	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
273	supplied	semantics/controls.k	59	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
274	supplied	semantics/controls.k	65	syntax	syntax_declaration	-	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
275	supplied	semantics/controls.k	69	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
276	supplied	semantics/controls.k	71	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
277	supplied	semantics/controls.k	72	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
278	supplied	semantics/controls.k	73	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
279	supplied	semantics/controls.k	77	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
280	supplied	semantics/controls.k	78	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
281	supplied	semantics/controls.k	79	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
282	supplied	semantics/controls.k	81	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
283	supplied	semantics/controls.k	85	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
284	supplied	semantics/controls.k	86	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> Continue => #cont ... </k>
285	supplied	semantics/controls.k	87	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> Break => #brk ... </k>
286	supplied	semantics/controls.k	88	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
287	supplied	semantics/controls.k	89	rule	operational_rule	owise	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
288	supplied	semantics/controls.k	90	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
289	supplied	semantics/controls.k	91	rule	operational_rule	owise	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
290	supplied	semantics/controls.k	95	rule	operational_rule	priority	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
291	supplied	semantics/controls.k	98	rule	operational_rule	priority	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
292	supplied	semantics/controls.k	101	rule	operational_rule	priority	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
293	supplied	semantics/controls.k	106	rule	operational_rule	priority	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
294	supplied	semantics/core.k	13	syntax	syntax_declaration	-	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
295	supplied	semantics/core.k	14	syntax	syntax_declaration	-	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
296	supplied	semantics/core.k	15	syntax	syntax_declaration	-	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax Str ::= str(IntSeq)
297	supplied	semantics/core.k	18	syntax	syntax_declaration	-	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
298	supplied	semantics/core.k	25	syntax	syntax_declaration	-	material	ACCEPT_FIXED_MODEL_DECLARATION_ON_MATERIAL_PATH	construct or transition reachable from the target call	syntax Val ::= Int | Bool | "noneV" | Iterable | ref(Int) | cellRef(Int) | closureVal(ParamNames, Stmts, Int) | typeV(String) | builtinV(String) | boundMethodV(Val, String)
299	supplied	semantics/core.k	36	syntax	syntax_declaration	-	material	ACCEPT_FIXED_MODEL_DECLARATION_ON_MATERIAL_PATH	construct or transition reachable from the target call	syntax Parent ::= "root" | parent(Int)
300	supplied	semantics/core.k	37	syntax	syntax_declaration	-	material	ACCEPT_FIXED_MODEL_DECLARATION_ON_MATERIAL_PATH	construct or transition reachable from the target call	syntax Scope ::= scope(Map, Parent)
301	supplied	semantics/core.k	38	syntax	syntax_declaration	-	material	ACCEPT_FIXED_MODEL_DECLARATION_ON_MATERIAL_PATH	construct or transition reachable from the target call	syntax KResult ::= Val
302	supplied	semantics/core.k	39	syntax	syntax_declaration	-	material	ACCEPT_FIXED_MODEL_DECLARATION_ON_MATERIAL_PATH	construct or transition reachable from the target call	syntax Expr ::= Val
303	supplied	semantics/core.k	40	syntax	syntax_declaration	-	material	ACCEPT_FIXED_MODEL_DECLARATION_ON_MATERIAL_PATH	construct or transition reachable from the target call	syntax Vals ::= List{Val, ","}
304	supplied	semantics/core.k	41	syntax	syntax_declaration	-	material	ACCEPT_FIXED_MODEL_DECLARATION_ON_MATERIAL_PATH	construct or transition reachable from the target call	syntax Exc ::= "NoExc" | "AssertionError"
305	supplied	semantics/core.k	42	syntax	syntax_declaration	-	material	ACCEPT_FIXED_MODEL_DECLARATION_ON_MATERIAL_PATH	construct or transition reachable from the target call	syntax RetState ::= "noRet" | retV(Val)
306	supplied	semantics/core.k	49	configuration	configuration	-	material	ACCEPT_FIXED_MODEL_DECLARATION_ON_MATERIAL_PATH	construct or transition reachable from the target call	configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""> 0 </exit-code>
307	supplied	semantics/core.k	68	syntax	function_declaration	function,total	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax Bool ::= isRefV(Val) [function, total]
308	supplied	semantics/core.k	69	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule isRefV(ref(_:Int)) => true
309	supplied	semantics/core.k	70	rule	equational_rule	owise	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule isRefV(_:Val) => false [owise]
310	supplied	semantics/core.k	75	syntax	syntax_declaration	-	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax HeapVal ::= cellV(Val)
311	supplied	semantics/core.k	76	syntax	function_declaration	function,total	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax Bool ::= isCellRef(Val) [function, total]
312	supplied	semantics/core.k	77	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule isCellRef(cellRef(_:Int)) => true
313	supplied	semantics/core.k	78	rule	equational_rule	owise	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule isCellRef(_:Val) => false [owise]
314	supplied	semantics/core.k	85	rule	operational_rule	priority	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires "$cells" in_keys(M) [priority(40)]
315	supplied	semantics/core.k	95	syntax	syntax_declaration	-	material	ACCEPT_FIXED_MODEL_DECLARATION_ON_MATERIAL_PATH	construct or transition reachable from the target call	syntax Val ::= kwV(String, Val)
316	supplied	semantics/core.k	96	syntax	syntax_declaration	-	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax KItem ::= #kwTag(String)
317	supplied	semantics/core.k	97	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
318	supplied	semantics/core.k	98	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
319	supplied	semantics/core.k	100	syntax	function_declaration	function,total	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax Bool ::= isKwV(Val) [function, total]
320	supplied	semantics/core.k	101	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule isKwV(kwV(_:String, _:Val)) => true
321	supplied	semantics/core.k	102	rule	equational_rule	owise	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule isKwV(_:Val) => false [owise]
322	supplied	semantics/core.k	106	syntax	syntax_declaration	-	material	ACCEPT_FIXED_MODEL_DECLARATION_ON_MATERIAL_PATH	construct or transition reachable from the target call	syntax Val ::= cellsMark(ParamNames)
323	supplied	semantics/core.k	107	syntax	function_declaration	function	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax ParamNames ::= cellsOf(Val) [function]
324	supplied	semantics/core.k	108	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
325	supplied	semantics/core.k	109	syntax	function_declaration	function,total	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax Bool ::= pnMember(String, ParamNames) [function, total]
326	supplied	semantics/core.k	110	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule pnMember(_:String, .ParamNames) => false
327	supplied	semantics/core.k	111	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
328	supplied	semantics/core.k	113	syntax	syntax_declaration	-	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax KItem ::= #cellW(Val, Val)
329	supplied	semantics/core.k	114	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
330	supplied	semantics/core.k	117	syntax	syntax_declaration	-	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax KItem ::= #alloc(Val)
331	supplied	semantics/core.k	118	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
332	supplied	semantics/core.k	124	syntax	syntax_declaration	-	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax KItem ::= #loadAll(Module)
333	supplied	semantics/core.k	125	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
334	supplied	semantics/core.k	126	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
335	supplied	semantics/core.k	127	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> .Stmts => .K ... </k>
336	supplied	semantics/core.k	130	syntax	syntax_declaration	-	material	ACCEPT_FIXED_MODEL_DECLARATION_ON_MATERIAL_PATH	construct or transition reachable from the target call	syntax KItem ::= #look(String, Int)
337	supplied	semantics/core.k	131	rule	operational_rule	-	material	ACCEPT_FIXED_MODEL_RULE_ON_MATERIAL_PATH	construct or transition reachable from the target call	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
338	supplied	semantics/core.k	132	rule	operational_rule	-	material	ACCEPT_FIXED_MODEL_RULE_ON_MATERIAL_PATH	construct or transition reachable from the target call	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)
339	supplied	semantics/core.k	145	rule	operational_rule	priority	material	ACCEPT_FIXED_MODEL_RULE_ON_MATERIAL_PATH	construct or transition reachable from the target call	rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]
340	supplied	semantics/core.k	152	rule	operational_rule	-	material	ACCEPT_FIXED_MODEL_RULE_ON_MATERIAL_PATH	construct or transition reachable from the target call	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))
341	supplied	semantics/core.k	157	syntax	function_declaration	function,total	material	ACCEPT_FIXED_MODEL_DECLARATION_ON_MATERIAL_PATH	construct or transition reachable from the target call	syntax Scope ::= "builtinsScope" [function, total]
342	supplied	semantics/core.k	158	rule	equational_rule	-	material	ACCEPT_FIXED_MODEL_RULE_ON_MATERIAL_PATH	construct or transition reachable from the target call	rule builtinsScope => scope(.Map [ "len" <- builtinV("len") ] [ "set" <- builtinV("set") ] [ "sum" <- builtinV("sum") ] [ "abs" <- builtinV("abs") ] [ "min" <- builtinV("min") ] [ "max" <- builtinV("max") ] [ "ord" <- builtinV("ord") ] [ "chr" <- builtinV("chr") ] [ "range" <- builtinV("range") ] [ "all" <- builtinV("all") ] [ "any" <- builtinV("any") ] [ "zip" <- builtinV("zip") ] [ "isinstance" <- builtinV("isinstance") ] [ "sorted" <- builtinV("sorted") ] [ "list" <- builtinV("list") ] [ "round" <- builtinV("round") ] [ "bin" <- builtinV("bin") ] [ "enumerate" <- builtinV("enumerate") ] [ "map" <- builtinV("map") ] [ "eval" <- builtinV("eval") ] [ "int" <- typeV("int") ] [ "str" <- typeV("str") ] [ "float" <- typeV("float") ], root)
343	supplied	semantics/core.k	185	syntax	syntax_declaration	-	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax ApplyK ::= toCall(Val)
344	supplied	semantics/core.k	186	syntax	syntax_declaration	-	material	ACCEPT_FIXED_MODEL_DECLARATION_ON_MATERIAL_PATH	construct or transition reachable from the target call	syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
345	supplied	semantics/core.k	189	rule	operational_rule	-	material	ACCEPT_FIXED_MODEL_RULE_ON_MATERIAL_PATH	construct or transition reachable from the target call	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
346	supplied	semantics/core.k	190	rule	operational_rule	-	material	ACCEPT_FIXED_MODEL_RULE_ON_MATERIAL_PATH	construct or transition reachable from the target call	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
347	supplied	semantics/core.k	191	rule	operational_rule	-	material	ACCEPT_FIXED_MODEL_RULE_ON_MATERIAL_PATH	construct or transition reachable from the target call	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
348	supplied	semantics/core.k	194	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> Int(I:Int) => I ... </k>
349	supplied	semantics/core.k	195	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> Bool(B:Bool) => B ... </k>
350	supplied	semantics/core.k	196	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> NoneVal => noneV ... </k>
351	supplied	semantics/core.k	199	syntax	function_declaration	function	material	ACCEPT_FIXED_MODEL_DECLARATION_ON_MATERIAL_PATH	construct or transition reachable from the target call	syntax Bool ::= truthy(Val) [function]
352	supplied	semantics/core.k	200	rule	equational_rule	-	material	ACCEPT_FIXED_MODEL_RULE_ON_MATERIAL_PATH	construct or transition reachable from the target call	rule truthy(B:Bool) => B
353	supplied	semantics/core.k	201	rule	equational_rule	-	material	ACCEPT_FIXED_MODEL_RULE_ON_MATERIAL_PATH	construct or transition reachable from the target call	rule truthy(noneV) => false
354	supplied	semantics/core.k	202	rule	equational_rule	-	material	ACCEPT_FIXED_MODEL_RULE_ON_MATERIAL_PATH	construct or transition reachable from the target call	rule truthy(I:Int) => I =/=Int 0
355	supplied	semantics/core.k	203	rule	equational_rule	-	material	ACCEPT_FIXED_MODEL_RULE_ON_MATERIAL_PATH	construct or transition reachable from the target call	rule truthy(str(S:IntSeq)) => notBool (S ==K .IntSeq)
356	supplied	semantics/core.k	204	rule	equational_rule	-	material	ACCEPT_FIXED_MODEL_RULE_ON_MATERIAL_PATH	construct or transition reachable from the target call	rule truthy(list(V:ValSeq)) => notBool (V ==K .ValSeq)
357	supplied	semantics/core.k	205	rule	equational_rule	-	material	ACCEPT_FIXED_MODEL_RULE_ON_MATERIAL_PATH	construct or transition reachable from the target call	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
358	supplied	semantics/core.k	208	syntax	function_declaration	function	material	ACCEPT_FIXED_MODEL_DECLARATION_ON_MATERIAL_PATH	construct or transition reachable from the target call	syntax Val ::= applyUn(String, Val) [function]
359	supplied	semantics/core.k	209	syntax	function_declaration	function	material	ACCEPT_FIXED_MODEL_DECLARATION_ON_MATERIAL_PATH	construct or transition reachable from the target call	syntax Val ::= applyBin(String, Val, Val) [function]
360	supplied	semantics/core.k	210	syntax	function_declaration	function	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax Bool ::= applyCmp(String, Val, Val) [function]
361	supplied	semantics/core.k	218	syntax	function_declaration	function,total	material	ACCEPT_FIXED_MODEL_DECLARATION_ON_MATERIAL_PATH	construct or transition reachable from the target call	syntax Int ::= boolAsInt(Bool) [function, total]
362	supplied	semantics/core.k	219	rule	equational_rule	-	material	ACCEPT_FIXED_MODEL_RULE_ON_MATERIAL_PATH	construct or transition reachable from the target call	rule boolAsInt(true) => 1
363	supplied	semantics/core.k	220	rule	equational_rule	-	material	ACCEPT_FIXED_MODEL_RULE_ON_MATERIAL_PATH	construct or transition reachable from the target call	rule boolAsInt(false) => 0
364	supplied	semantics/core.k	222	syntax	function_declaration	function,total	material	ACCEPT_FIXED_MODEL_DECLARATION_ON_MATERIAL_PATH	construct or transition reachable from the target call	syntax Bool ::= isArithOp(String) [function, total]
365	supplied	semantics/core.k	223	rule	equational_rule	-	material	ACCEPT_FIXED_MODEL_RULE_ON_MATERIAL_PATH	construct or transition reachable from the target call	rule isArithOp(OP:String) => OP ==String "+" orBool OP ==String "-" orBool OP ==String "*" orBool OP ==String "/" orBool OP ==String " orBool OP ==String "**"
