id	source	line	kind	tags	assessment	rationale	text
262	semantics/controls.k	54	rule	ordinary	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>\n\n  // ==== IfExp: ternary T if C else E ========================================
263	semantics/controls.k	57	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k>\n       requires truthy(V)
264	semantics/controls.k	59	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k>\n       requires notBool truthy(V)\n\n  // ==== For: one loop, in-cell continuation, over #iterNext =================\n  // (the iterable is evaluated once, by strictness; the protocol stays rewrites —\n  // circularities anchor on #loop and narrowing substitutes the structure)
265	semantics/controls.k	65	syntax		SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	"  syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts)\n                 | #while(Expr, Stmts) | #whileCond(Expr, Stmts)\n                 | #loopLbl(K) | ""#cont"" | ""#brk"""
266	semantics/controls.k	69	rule	ordinary	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
267	semantics/controls.k	71	rule	ordinary	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
268	semantics/controls.k	72	rule	ordinary	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
269	semantics/controls.k	73	rule	ordinary	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts)\n        => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>\n\n  // ==== While ==============================================================
270	semantics/controls.k	77	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
271	semantics/controls.k	78	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
272	semantics/controls.k	79	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k>\n       requires truthy(V)
273	semantics/controls.k	81	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k>\n       requires notBool truthy(V)\n\n  // ==== loop control (break / continue) =====================================
274	semantics/controls.k	85	rule	ordinary	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
275	semantics/controls.k	86	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule <k> Continue => #cont ... </k>
276	semantics/controls.k	87	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule <k> Break => #brk ... </k>
277	semantics/controls.k	88	rule	ordinary	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
278	semantics/controls.k	89	rule	owise	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
279	semantics/controls.k	90	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
280	semantics/controls.k	91	rule	owise	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]\n\n  // ==== heap-object deref at the truthiness/iteration consumers ==============\n  // (priority(40) preempts the generic Val rules so truthy/#loop never see a ref)
281	semantics/controls.k	95	rule	priority	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
282	semantics/controls.k	98	rule	priority	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
283	semantics/controls.k	101	rule	priority	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]\n  // For derefs its iterable ONCE at loop start (iteration is over the snapshot;\n  // mutating the iterated list inside its own loop is outside the subset)
284	semantics/controls.k	106	rule	priority	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
285	semantics/core.k	13	syntax		SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	"  syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"
286	semantics/core.k	14	syntax		SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	"  syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"
287	semantics/core.k	15	syntax		SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  syntax Str    ::= str(IntSeq)\n\n  // the iterable values, grouped under one sort (typing only — dispatch is <k>-cell)
288	semantics/core.k	18	syntax		SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  syntax Iterable ::= list(ValSeq)\n                    | tuple(ValSeq)\n                    | Str\n                    | rangeObj(Int, Int, Int)\n                    | zipObj(ValSeq, ValSeq)\n                    | zipObjS(IntSeq, IntSeq)
289	semantics/core.k	25	syntax		SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	"  syntax Val      ::= Int\n                    | Bool\n                    | ""noneV""\n                    | Iterable\n                    | ref(Int)          // a heap object: <heap> holds its list(VS)\n                    | cellRef(Int)      // a closure cell: <heap> holds cellV(V)\n                    | closureVal(ParamNames, Stmts, Int)\n                    | typeV(String)     // a type object (int/str), resolved from the builtins frame\n                    | builtinV(String)  // a builtin function, resolved like any name (LEGB fallthrough)\n                    | boundMethodV(Val, String)   // a cooled Attribute: obj.method"
290	semantics/core.k	36	syntax		SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	"  syntax Parent   ::= ""root"" | parent(Int)"
291	semantics/core.k	37	syntax		SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  syntax Scope    ::= scope(Map, Parent)
292	semantics/core.k	38	syntax		SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  syntax KResult  ::= Val
293	semantics/core.k	39	syntax		SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  syntax Expr     ::= Val   // cooling puts results back into expression holes
294	semantics/core.k	40	syntax		SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	"  syntax Vals     ::= List{Val, "",""}"
295	semantics/core.k	41	syntax		SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  syntax Exc      ::= ""NoExc"" | ""AssertionError"""
296	semantics/core.k	42	syntax		SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	"  syntax RetState ::= ""noRet"" | retV(Val)\n\n  // ==== configuration =======================================================\n  // The builtins namespace is a real scope at reserved location -1 (the bottom of every\n  // chain; scopeLoc only allocates >=1, so -1 never collides). The module scope (loc 0)\n  // has it as parent, so an unbound name resolves there last — exactly LEGB. `int`/`str`\n  // resolve to their type objects; any local/global binding shadows them via normal lookup."
297	semantics/core.k	49	configuration		SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	"  configuration\n    <k>       #loadAll($PGM:Module) </k>\n    <env>     0 </env>\n    <scopes>   0     |-> scope(.Map, parent(-1))\n              -1    |-> builtinsScope </scopes>\n    <scopeLoc> 1 </scopeLoc>\n    <heap>    .Map </heap>\n    <heapLoc> 0 </heapLoc>\n    <stack>   .List </stack>\n    <ret>     noRet </ret>\n    <exc>     NoExc </exc>\n    <exit-code exit=""""> 0 </exit-code>\n\n  // ==== heap allocation (constructed lists become objects) ==================\n  // Cons-form emission with a freshness guard (the heap-list-probe discipline:\n  // an update-form H[N <- _] never re-normalizes symbolically). heapLoc is\n  // monotonic — it does NOT wind back at #pop: returned lists escape by ref.\n  // A bare list(VS) Val stays legal (read-only inputs in claims flow unboxed);\n  // only CONSTRUCTORS in program syntax allocate."
298	semantics/core.k	68	syntax	function,total	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  syntax Bool ::= isRefV(Val) [function, total]
299	semantics/core.k	69	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule isRefV(ref(_:Int)) => true
300	semantics/core.k	70	rule	owise	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule isRefV(_:Val)      => false [owise]\n\n  // closure cells (Python-faithful capture): the heap holds cellV(V); a\n  // cellRef surfacing as the k-redex reads through (lookup is the only use —\n  // cellRefs never escape to user-visible values)
301	semantics/core.k	75	syntax		SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  syntax HeapVal ::= cellV(Val)
302	semantics/core.k	76	syntax	function,total	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  syntax Bool ::= isCellRef(Val) [function, total]
303	semantics/core.k	77	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule isCellRef(cellRef(_:Int)) => true
304	semantics/core.k	78	rule	owise	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	"  rule isCellRef(_:Val)          => false [owise]\n  // k-top deref for cell-bound reads surfacing INSIDE the annotated frame\n  // (AugAssign's in-place read and friends). The ""$cells"" guard keeps this\n  // DECIDABLY inapplicable in plain frames — an unguarded rule lets the\n  // prover narrow abstract k-top values into cellRef junk (probed on\n  // 26-remove-duplicates). Cross-frame reads (a comprehension closure\n  // reading the enclosing function's cellvar) deref inside #look instead."
305	semantics/core.k	85	rule	priority	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	"  rule <k> cellRef(H:Int) => V ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       <heap> ... H |-> cellV(V:Val) ... </heap>\n       requires ""$cells"" in_keys(M)\n       [priority(40)]\n\n  // write through a cell (Assign / #bindP / #bindTgt dispatch here on\n  // cell-bound names)\n  // a keyword argument cools to a TAGGED value (consumed by kw-aware builtins)"
306	semantics/core.k	95	syntax		SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  syntax Val ::= kwV(String, Val)
307	semantics/core.k	96	syntax		SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  syntax KItem ::= #kwTag(String)
308	semantics/core.k	97	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
309	semantics/core.k	98	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k>\n       requires notBool isKwV(V)
310	semantics/core.k	100	syntax	function,total	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  syntax Bool ::= isKwV(Val) [function, total]
311	semantics/core.k	101	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule isKwV(kwV(_:String, _:Val)) => true
312	semantics/core.k	102	rule	owise	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule isKwV(_:Val)                => false [owise]\n\n  // the frame marker carries the CONCRETE cellvar list, so cell-write dispatch\n  // decides by pnMember even over an abstract frame rest (no prover branching)
313	semantics/core.k	106	syntax		SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  syntax Val ::= cellsMark(ParamNames)
314	semantics/core.k	107	syntax	function	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  syntax ParamNames ::= cellsOf(Val) [function]
315	semantics/core.k	108	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
316	semantics/core.k	109	syntax	function,total	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  syntax Bool ::= pnMember(String, ParamNames) [function, total]
317	semantics/core.k	110	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule pnMember(_:String, .ParamNames) => false
318	semantics/core.k	111	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
319	semantics/core.k	113	syntax		SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  syntax KItem ::= #cellW(Val, Val)
320	semantics/core.k	114	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k>\n       <heap> ... H |-> cellV(_:Val => V) ... </heap>
321	semantics/core.k	117	syntax		SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  syntax KItem ::= #alloc(Val)
322	semantics/core.k	118	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule <k> #alloc(V:Val) => ref(N) ... </k>\n       <heap>    H:Map => (N |-> V) H </heap>\n       <heapLoc> N:Int => N +Int 1 </heapLoc>\n       requires notBool N in_keys(H)\n\n  // ==== module load + statement sequencing ==================================
323	semantics/core.k	124	syntax		SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  syntax KItem ::= #loadAll(Module)
324	semantics/core.k	125	rule	ordinary	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
325	semantics/core.k	126	rule	ordinary	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
326	semantics/core.k	127	rule	ordinary	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  rule <k> .Stmts => .K ... </k>\n\n  // ==== Name lookup (walk the scope chain; builtins live in the -1 scope) ====
327	semantics/core.k	130	syntax		SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  syntax KItem ::= #look(String, Int)
328	semantics/core.k	131	rule	ordinary	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
329	semantics/core.k	132	rule	ordinary	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k>\n       <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes>\n       requires X in_keys(M)\n  // a SYNTACTICALLY cell-bound name reads through the heap cell AT THE\n  // LOOKUP (higher priority beats the plain return above on concrete cell\n  // bindings; abstract claim values take the plain rule unchanged) — this\n  // covers cross-frame cell reads (a comprehension closure reading the\n  // enclosing function's cellvar) without a narrowing-prone k-top redex\n  // guarded on the FOUND frame's DECLARED cellvars (pnMember over the\n  // cellsMark): decidable for every concrete frame pin — plain frames and\n  // non-cell names prune outright, so an abstract looked-up value never\n  // drags a narrowing cellV heap match along (probed on 5-intersperse and\n  // Q4's abstract `numbers` in the annotated frame)
330	semantics/core.k	145	rule	priority	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	"  rule <k> #look(X:String, L:Int) => V ... </k>\n       <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes>\n       <heap> ... H |-> cellV(V:Val) ... </heap>\n       requires X in_keys(M) andBool ""$cells"" in_keys(M)\n        andBool pnMember(X, cellsOf({M[""$cells""]}:>Val))\n        andBool {M[X]}:>Val ==K cellRef(H)\n       [priority(40)]"
331	semantics/core.k	152	rule	ordinary	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  rule <k> #look(X:String, L:Int) => #look(X, P) ... </k>\n       <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes>\n       requires notBool (X in_keys(M))\n\n  // the ONE predefined builtins scope (the -1 frame; claims write `-1 |-> builtinsScope`)
332	semantics/core.k	157	syntax	function,total	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	"  syntax Scope ::= ""builtinsScope"" [function, total]"
333	semantics/core.k	158	rule	ordinary	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	"  rule builtinsScope\n    => scope(.Map [ ""len""    <- builtinV(""len"")    ]\n                  [ ""set""    <- builtinV(""set"")    ]\n                  [ ""sum""    <- builtinV(""sum"")    ]\n                  [ ""abs""    <- builtinV(""abs"")    ]\n                  [ ""min""    <- builtinV(""min"")    ]\n                  [ ""max""    <- builtinV(""max"")    ]\n                  [ ""ord""    <- builtinV(""ord"")    ]\n                  [ ""chr""    <- builtinV(""chr"")    ]\n                  [ ""range""  <- builtinV(""range"")  ]\n                  [ ""all""    <- builtinV(""all"")    ]\n                  [ ""any""    <- builtinV(""any"")    ]\n                  [ ""zip""    <- builtinV(""zip"")    ]\n                  [ ""isinstance"" <- builtinV(""isinstance"") ]\n                  [ ""sorted"" <- builtinV(""sorted"") ]\n                  [ ""list""   <- builtinV(""list"")   ]\n                  [ ""round""  <- builtinV(""round"")  ]\n                  [ ""bin""    <- builtinV(""bin"")    ]\n                  [ ""enumerate"" <- builtinV(""enumerate"") ]\n                  [ ""map""    <- builtinV(""map"")    ]\n                  [ ""eval""   <- builtinV(""eval"")   ]\n                  [ ""int""    <- typeV(""int"")       ]\n                  [ ""str""    <- typeV(""str"")       ]\n                  [ ""float""  <- typeV(""float"")     ], root)\n\n  // ==== argument/element evaluation: ONE left-to-right loop, tagged by destination ==\n  // (list/tuple literals and calls all use it; modules extend ApplyK with their tags)"
334	semantics/core.k	185	syntax		SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  syntax ApplyK ::= toCall(Val)
335	semantics/core.k	186	syntax		SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  syntax KItem  ::= #evalArgs(Exprs, Vals, ApplyK)\n                  | #evalArgCont(Exprs, Vals, ApplyK)\n                  | #applyK(ApplyK, Vals)
336	semantics/core.k	189	rule	ordinary	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
337	semantics/core.k	190	rule	ordinary	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
338	semantics/core.k	191	rule	ordinary	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>\n\n  // ==== Int / Bool / None literals ==========================================
339	semantics/core.k	194	rule	ordinary	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  rule <k> Int(I:Int)   => I ... </k>
340	semantics/core.k	195	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule <k> Bool(B:Bool) => B ... </k>
341	semantics/core.k	196	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule <k> NoneVal      => noneV ... </k>\n\n  // ==== truthy (If, Assert, BoolOp, IfExp, not, While) ======================
342	semantics/core.k	199	syntax	function	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  syntax Bool ::= truthy(Val) [function]
343	semantics/core.k	200	rule	ordinary	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  rule truthy(B:Bool)          => B
344	semantics/core.k	201	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule truthy(noneV)           => false
345	semantics/core.k	202	rule	ordinary	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  rule truthy(I:Int)           => I =/=Int 0
346	semantics/core.k	203	rule	ordinary	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  rule truthy(str(S:IntSeq))   => notBool (S ==K .IntSeq)
347	semantics/core.k	204	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule truthy(list(V:ValSeq))  => notBool (V ==K .ValSeq)
348	semantics/core.k	205	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)\n\n  // ==== extensible operator dispatch (cases added by the construct modules) ==
349	semantics/core.k	208	syntax	function	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  syntax Val  ::= applyUn(String, Val) [function]
350	semantics/core.k	209	syntax	function	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  syntax Val  ::= applyBin(String, Val, Val) [function]
351	semantics/core.k	210	syntax	function	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  syntax Bool ::= applyCmp(String, Val, Val) [function]\n\n  // ==== shared list helpers =================================================
352	semantics/core.k	213	syntax	function,total	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  syntax Vals ::= appendVal(Vals, Val) [function, total]
353	semantics/core.k	214	rule	ordinary	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  rule appendVal(.Vals, V:Val)              => V , .Vals
354	semantics/core.k	215	rule	ordinary	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  rule appendVal((V0:Val, VS:Vals), V:Val)  => V0 , appendVal(VS, V)
355	semantics/core.k	217	syntax	function,total	SUPPLIED_FIXED_USED_REVIEWED	used fixed-semantics declaration/rule; operational behavior is consistent on the reached sort/domain	  syntax ValSeq ::= vals2valSeq(Vals) [function, total]
356	semantics/core.k	218	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule vals2valSeq(.Vals)            => .ValSeq
357	semantics/core.k	219	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))\n\n  // ==== shared sequence length (len / summaries across many modules) ========\n  // (positional access valSeqAt/intSeqAt + normIdx live in subscript.k)
358	semantics/core.k	223	syntax	function,total	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  syntax Int ::= vsLen(ValSeq) [function, total]
359	semantics/core.k	224	rule	ordinary	SUPPLIED_FIXED_UNUSED	outside this program/proof path; no false-conclusion witness found, but no full Python-equivalence claim is made	  rule vsLen(.ValSeq)                => 0
