id	file	start	end	kind	attributes	target_relevance	disposition	source
K0218	semantics/builtins.k	243	243	rule	owise	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]
K0219	semantics/builtins.k	244	244	syntax	function,total	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax EvPair ::= powCombE(Int, EvPair) [function, total]
K0220	semantics/builtins.k	245	245	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))
K0221	semantics/builtins.k	246	246	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))
K0222	semantics/builtins.k	247	247	syntax	function,total	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]
K0223	semantics/builtins.k	248	248	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))
K0224	semantics/builtins.k	250	250	syntax	function,total	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
K0225	semantics/builtins.k	251	251	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("mul", N0, OPS, NDS, .OpSeq, .IntSeq)
K0226	semantics/builtins.k	252	252	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
K0227	semantics/builtins.k	253	253	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("add", N0, OPS, NDS, .OpSeq, .IntSeq)
K0228	semantics/builtins.k	254	254	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
K0229	semantics/builtins.k	255	255	syntax	function,total	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
K0230	semantics/builtins.k	256	256	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
K0231	semantics/builtins.k	257	259	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON) requires inLevelE(L, O)
K0232	semantics/builtins.k	260	262	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR)) requires notBool inLevelE(L, O)
K0233	semantics/builtins.k	263	264	rule	owise	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
K0234	semantics/builtins.k	265	265	syntax	function,total	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax Bool ::= inLevelE(String, String) [function, total]
K0235	semantics/builtins.k	266	266	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule inLevelE("mul", O:String) => O ==String "*" orBool O ==String "//" orBool O ==String "/"
K0236	semantics/builtins.k	267	267	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule inLevelE("add", O:String) => O ==String "+" orBool O ==String "-"
K0237	semantics/builtins.k	268	268	rule	owise	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule inLevelE(_:String, _:String) => false [owise]
K0238	semantics/builtins.k	269	269	syntax	function,total	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
K0239	semantics/builtins.k	270	270	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
K0240	semantics/builtins.k	271	271	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
K0241	semantics/builtins.k	272	272	syntax	function,total	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
K0242	semantics/builtins.k	273	273	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
K0243	semantics/builtins.k	274	278	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N)) // ==== hashlib.md5(S).hexdigest() — a trusted opaque digest ================== // The md5 value itself is a named shared trust (sortVS-style, no concrete // twin); proofs use the length/hex-charset lemmas (lemmas/builtins.k).
K0244	semantics/builtins.k	279	279	syntax	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax KItem ::= "#md5"
K0245	semantics/builtins.k	280	281	rule	priority	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> Call(Attribute(Name("hashlib"), "md5"), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]
K0246	semantics/builtins.k	282	282	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
K0247	semantics/builtins.k	283	283	syntax	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax Val ::= md5Obj(IntSeq)
K0248	semantics/builtins.k	284	284	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule applyMethod(md5Obj(CS:IntSeq), "hexdigest", .Vals) => str(md5hexCodes(CS))
K0249	semantics/builtins.k	285	290	syntax	function,no-evaluators,symbol,total	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators] // ==== isinstance(V, int|str) — an ordinary 2-arg builtin =================== // The type argument (int/str) is an ordinary name that resolves via the builtins frame to // typeV (see core.k's config); no Call-level special case. isIntV/isStrV mirror the old // owise-on-Val test (concrete-sort args decide; a symbolic Val stays owise, as before).
K0250	semantics/builtins.k	291	291	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule applyBuiltin("isinstance", V:Val, typeV("int"), .Vals) => isIntV(V)
K0251	semantics/builtins.k	292	292	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule applyBuiltin("isinstance", V:Val, typeV("str"), .Vals) => isStrV(V)
K0252	semantics/builtins.k	293	293	syntax	function	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
K0253	semantics/builtins.k	294	294	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule isIntV(_:Int) => true
K0254	semantics/builtins.k	295	295	rule	owise	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule isIntV(_:Val) => false [owise]
K0255	semantics/builtins.k	296	296	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule isStrV(str(_:IntSeq)) => true
K0256	semantics/builtins.k	297	297	rule	owise	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule isStrV(_:Val) => false [owise]
K0257	semantics/builtins.k	298	298	endmodule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	endmodule
K0258	semantics/call.k	10	10	module	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	module MPY-CALL
K0259	semantics/call.k	11	11	imports	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	imports MPY-METHODS
K0260	semantics/call.k	12	12	imports	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	imports MPY-BUILTINS
K0261	semantics/call.k	13	15	imports	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	imports MPY-FUNCTIONS // a cooled attribute is a bound method value
K0262	semantics/call.k	16	18	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k> // evaluate callee, then args ([owise]: problem-local Call interceptions beat this)
K0263	semantics/call.k	19	19	syntax	-	CALL_ROUTING	ACCEPT_TARGET_PATH: fixed supplied rule/declaration; manually checked against the submitted constructor path and Python str behavior	syntax KItem ::= #callee(Exprs)
K0264	semantics/call.k	20	20	rule	owise	CALL_ROUTING	ACCEPT_TARGET_PATH: fixed supplied rule/declaration; manually checked against the submitted constructor path and Python str behavior	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
K0265	semantics/call.k	21	23	rule	-	CALL_ROUTING	ACCEPT_TARGET_PATH: fixed supplied rule/declaration; manually checked against the submitted constructor path and Python str behavior	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k> // ==== dispatch on the callee value ========================================
K0266	semantics/call.k	24	24	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
K0267	semantics/call.k	26	26	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> #applyK(toCall(builtinV("sum")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>
K0268	semantics/call.k	27	27	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> #applyK(toCall(builtinV("all")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ) ... </k>
K0269	semantics/call.k	28	28	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> #applyK(toCall(builtinV("any")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ) ... </k>
K0270	semantics/call.k	29	29	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> #applyK(toCall(builtinV("max")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ) ... </k>
K0271	semantics/call.k	30	30	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> #applyK(toCall(builtinV("min")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ) ... </k>
K0272	semantics/call.k	31	31	rule	owise	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
K0273	semantics/call.k	32	37	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> #applyK(toCall(typeV(T:String)), ACC:Vals) => applyBuiltin(T, ACC) ... </k> // ==== heap-object arguments/receivers ===================================== // Builtins and type calls READ structure — deref the first two arg positions // (covers len/sum/all/any/max/min/sorted/list/set + zip's pair). Mutating list // methods take the ref itself; every other method receiver is deref'd.
K0274	semantics/call.k	38	41	rule	priority	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0275	semantics/call.k	42	46	rule	priority	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]
K0276	semantics/call.k	47	50	rule	priority	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0277	semantics/call.k	52	52	syntax	function,total	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax Bool ::= isMutMethod(String) [function, total]
K0278	semantics/call.k	53	55	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule isMutMethod(M:String) => M ==String "append" orBool M ==String "sort" orBool M ==String "extend" orBool M ==String "insert" orBool M ==String "pop" orBool M ==String "remove"
K0279	semantics/call.k	56	62	rule	priority	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)] // non-mutating methods READ their heap-object arguments too (join's list); // mutators keep refs (append of a list into a list-of-lists stays aliased)
K0280	semantics/call.k	63	67	rule	priority	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]
K0281	semantics/call.k	69	79	rule	-	CALL_FRAME_ENTRY	ACCEPT_TARGET_PATH: fixed supplied rule/declaration; manually checked against the submitted constructor path and Python str behavior	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack> // annotated closure: the frame starts with the captured freevar cells, its // parent is the module scope (all enclosing-local reads go through cells), // and the cellvars' fresh cells allocate before params bind (a cellvar param // then writes through its cell in #bindP).
K0282	semantics/call.k	80	85	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(CM [ "$cells" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
K0283	semantics/call.k	87	87	syntax	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax KItem ::= #allocCells(ParamNames)
K0284	semantics/call.k	88	88	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> #allocCells(.ParamNames) => .K ... </k>
K0285	semantics/call.k	89	94	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap> H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
K0286	semantics/call.k	95	95	endmodule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	endmodule
K0287	semantics/comprehension.k	3	3	module	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	module MPY-COMPREHENSION
K0288	semantics/comprehension.k	4	4	imports	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	imports MPY-CORE
K0289	semantics/comprehension.k	5	5	imports	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	imports MPY-OPERATORS
K0290	semantics/comprehension.k	6	6	imports	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	imports MPY-LIST
K0291	semantics/comprehension.k	7	7	imports	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	imports MPY-CONTROLS
K0292	semantics/comprehension.k	8	10	imports	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	imports MPY-FUNCTIONS // A comprehension is pure syntactic sugar
K0293	semantics/comprehension.k	11	11	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
K0294	semantics/comprehension.k	12	12	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule GenExp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
K0295	semantics/comprehension.k	14	14	syntax	macro	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax Stmts ::= compBody(CompFors, Expr) [macro]
K0296	semantics/comprehension.k	15	16	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc"))
K0297	semantics/comprehension.k	18	18	syntax	macro	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
K0298	semantics/comprehension.k	19	20	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule compNest(.CompFors, ELT:Expr) => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
K0299	semantics/comprehension.k	21	22	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
K0300	semantics/comprehension.k	24	24	syntax	macro	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax Expr ::= compGuard(Exprs) [macro]
K0301	semantics/comprehension.k	25	25	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule compGuard(.Exprs) => Bool(true)
K0302	semantics/comprehension.k	26	26	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs))
K0303	semantics/comprehension.k	27	27	endmodule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	endmodule
K0304	semantics/concrete.k	8	8	module	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	module MPY-CONCRETE
K0305	semantics/concrete.k	9	12	imports	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	imports MPY // deep equality for list compares whose elements are heap objects // (list-of-lists): Python == is structural at every depth.
K0306	semantics/concrete.k	13	15	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
K0307	semantics/concrete.k	16	24	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B) // ==== keyed sort, concrete leg ============================================ // Computes each key by a REAL call through the uniform #callee machinery // (closures, len, type objects all work), stable-inserts on the key, and // allocates the result. priority(40) beats sort.k's opaque rules, so krun // runs this and proofs (which never see MPY-CONCRETE) keep sortKeyVS.
K0308	semantics/concrete.k	25	25	syntax	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax Val ::= kvP(Val, Val)
