id	origin	file	line	kind	attributes	review_disposition	normalized
250	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	20	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
251	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	27	rule	priority	fixed supplied semantics: integrity-verified; inspect relevance	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
252	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	35	rule		fixed supplied semantics: integrity-verified; inspect relevance	"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"
253	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	36	rule	owise	fixed supplied semantics: integrity-verified; inspect relevance	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
254	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	37	syntax		fixed supplied semantics: integrity-verified; inspect relevance	syntax KItem ::= #bindImports(ParamNames)
255	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	38	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #bindImports(.ParamNames) => .K ... </k>
256	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	39	rule		fixed supplied semantics: integrity-verified; inspect relevance	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String ""floor"" orBool N ==String ""ceil"""
257	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	43	rule		fixed supplied semantics: integrity-verified; inspect relevance	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String ""floor"" orBool N ==String ""ceil"")"
258	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	48	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> Expr(_:Val) => .K ... </k>
259	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	51	syntax		fixed supplied semantics: integrity-verified; inspect relevance	syntax KItem ::= #branch(Bool, Stmts, Stmts)
260	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	52	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
261	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	53	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
262	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	54	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
263	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	57	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
264	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	59	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
265	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	65	syntax		fixed supplied semantics: integrity-verified; inspect relevance	"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""
266	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	69	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
267	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	71	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
268	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	72	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
269	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	73	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
270	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	77	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
271	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	78	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
272	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	79	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
273	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	81	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
274	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	85	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
275	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	86	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> Continue => #cont ... </k>
276	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	87	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> Break => #brk ... </k>
277	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	88	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
278	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	89	rule	owise	fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
279	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	90	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
280	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	91	rule	owise	fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
281	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	95	rule	priority	fixed supplied semantics: integrity-verified; inspect relevance	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
282	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	98	rule	priority	fixed supplied semantics: integrity-verified; inspect relevance	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
283	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	101	rule	priority	fixed supplied semantics: integrity-verified; inspect relevance	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
284	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/controls.k	106	rule	priority	fixed supplied semantics: integrity-verified; inspect relevance	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
285	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	13	syntax		fixed supplied semantics: integrity-verified; inspect relevance	"syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"
286	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	14	syntax		fixed supplied semantics: integrity-verified; inspect relevance	"syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"
287	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	15	syntax		fixed supplied semantics: integrity-verified; inspect relevance	syntax Str    ::= str(IntSeq)
288	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	18	syntax		fixed supplied semantics: integrity-verified; inspect relevance	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
289	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	25	syntax	function	fixed supplied semantics: integrity-verified; inspect relevance	"syntax Val      ::= Int | Bool | ""noneV"" | Iterable | ref(Int)          // a heap object: <heap> holds its list(VS) | cellRef(Int)      // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String)     // a type object (int/str), resolved from the builtins frame | builtinV(String)  // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String)   // a cooled Attribute: obj.method"
290	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	36	syntax		fixed supplied semantics: integrity-verified; inspect relevance	"syntax Parent   ::= ""root"" | parent(Int)"
291	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	37	syntax		fixed supplied semantics: integrity-verified; inspect relevance	syntax Scope    ::= scope(Map, Parent)
292	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	38	syntax		fixed supplied semantics: integrity-verified; inspect relevance	syntax KResult  ::= Val
293	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	39	syntax		fixed supplied semantics: integrity-verified; inspect relevance	syntax Expr     ::= Val   // cooling puts results back into expression holes
294	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	40	syntax		fixed supplied semantics: integrity-verified; inspect relevance	"syntax Vals     ::= List{Val, "",""}"
295	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	41	syntax		fixed supplied semantics: integrity-verified; inspect relevance	"syntax Exc      ::= ""NoExc"" | ""AssertionError"""
296	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	42	syntax		fixed supplied semantics: integrity-verified; inspect relevance	"syntax RetState ::= ""noRet"" | retV(Val)"
297	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	49	configuration		fixed supplied semantics: integrity-verified; inspect relevance	"configuration <k>       #loadAll($PGM:Module) </k> <env>     0 </env> <scopes>   0     |-> scope(.Map, parent(-1)) -1    |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap>    .Map </heap> <heapLoc> 0 </heapLoc> <stack>   .List </stack> <ret>     noRet </ret> <exc>     NoExc </exc> <exit-code exit=""""> 0 </exit-code>"
298	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	68	syntax	function,total	fixed supplied semantics: integrity-verified; inspect relevance	syntax Bool ::= isRefV(Val) [function, total]
299	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	69	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule isRefV(ref(_:Int)) => true
300	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	70	rule	owise	fixed supplied semantics: integrity-verified; inspect relevance	rule isRefV(_:Val)      => false [owise]
301	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	75	syntax		fixed supplied semantics: integrity-verified; inspect relevance	syntax HeapVal ::= cellV(Val)
302	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	76	syntax	function,total	fixed supplied semantics: integrity-verified; inspect relevance	syntax Bool ::= isCellRef(Val) [function, total]
303	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	77	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule isCellRef(cellRef(_:Int)) => true
304	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	78	rule	owise	fixed supplied semantics: integrity-verified; inspect relevance	rule isCellRef(_:Val)          => false [owise]
305	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	85	rule	priority	fixed supplied semantics: integrity-verified; inspect relevance	"rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires ""$cells"" in_keys(M) [priority(40)]"
306	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	95	syntax		fixed supplied semantics: integrity-verified; inspect relevance	syntax Val ::= kwV(String, Val)
307	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	96	syntax		fixed supplied semantics: integrity-verified; inspect relevance	syntax KItem ::= #kwTag(String)
308	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	97	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
309	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	98	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
310	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	100	syntax	function,total	fixed supplied semantics: integrity-verified; inspect relevance	syntax Bool ::= isKwV(Val) [function, total]
311	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	101	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule isKwV(kwV(_:String, _:Val)) => true
312	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	102	rule	owise	fixed supplied semantics: integrity-verified; inspect relevance	rule isKwV(_:Val)                => false [owise]
313	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	106	syntax		fixed supplied semantics: integrity-verified; inspect relevance	syntax Val ::= cellsMark(ParamNames)
314	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	107	syntax	function	fixed supplied semantics: integrity-verified; inspect relevance	syntax ParamNames ::= cellsOf(Val) [function]
315	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	108	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
316	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	109	syntax	function,total	fixed supplied semantics: integrity-verified; inspect relevance	syntax Bool ::= pnMember(String, ParamNames) [function, total]
317	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	110	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule pnMember(_:String, .ParamNames) => false
318	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	111	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
319	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	113	syntax		fixed supplied semantics: integrity-verified; inspect relevance	syntax KItem ::= #cellW(Val, Val)
320	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	114	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
321	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	117	syntax		fixed supplied semantics: integrity-verified; inspect relevance	syntax KItem ::= #alloc(Val)
322	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	118	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap>    H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
323	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	124	syntax		fixed supplied semantics: integrity-verified; inspect relevance	syntax KItem ::= #loadAll(Module)
324	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	125	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
325	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	126	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
326	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	127	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> .Stmts => .K ... </k>
327	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	130	syntax		fixed supplied semantics: integrity-verified; inspect relevance	syntax KItem ::= #look(String, Int)
328	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	131	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
329	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	132	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)
330	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	145	rule	priority	fixed supplied semantics: integrity-verified; inspect relevance	"rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]"
331	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	152	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))
332	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	157	syntax	function,total	fixed supplied semantics: integrity-verified; inspect relevance	"syntax Scope ::= ""builtinsScope"" [function, total]"
333	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	158	rule		fixed supplied semantics: integrity-verified; inspect relevance	"rule builtinsScope => scope(.Map [ ""len""    <- builtinV(""len"")    ] [ ""set""    <- builtinV(""set"")    ] [ ""sum""    <- builtinV(""sum"")    ] [ ""abs""    <- builtinV(""abs"")    ] [ ""min""    <- builtinV(""min"")    ] [ ""max""    <- builtinV(""max"")    ] [ ""ord""    <- builtinV(""ord"")    ] [ ""chr""    <- builtinV(""chr"")    ] [ ""range""  <- builtinV(""range"")  ] [ ""all""    <- builtinV(""all"")    ] [ ""any""    <- builtinV(""any"")    ] [ ""zip""    <- builtinV(""zip"")    ] [ ""isinstance"" <- builtinV(""isinstance"") ] [ ""sorted"" <- builtinV(""sorted"") ] [ ""list""   <- builtinV(""list"")   ] [ ""round""  <- builtinV(""round"")  ] [ ""bin""    <- builtinV(""bin"")    ] [ ""enumerate"" <- builtinV(""enumerate"") ] [ ""map""    <- builtinV(""map"")    ] [ ""eval""   <- builtinV(""eval"")   ] [ ""int""    <- typeV(""int"")       ] [ ""str""    <- typeV(""str"")       ] [ ""float""  <- typeV(""float"")     ], root)"
334	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	185	syntax		fixed supplied semantics: integrity-verified; inspect relevance	syntax ApplyK ::= toCall(Val)
335	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	186	syntax		fixed supplied semantics: integrity-verified; inspect relevance	syntax KItem  ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
336	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	189	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
337	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	190	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
338	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	191	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
339	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	194	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> Int(I:Int)   => I ... </k>
340	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	195	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> Bool(B:Bool) => B ... </k>
341	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	196	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> NoneVal      => noneV ... </k>
342	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	199	syntax	function	fixed supplied semantics: integrity-verified; inspect relevance	syntax Bool ::= truthy(Val) [function]
343	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	200	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule truthy(B:Bool)          => B
344	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	201	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule truthy(noneV)           => false
345	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	202	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule truthy(I:Int)           => I =/=Int 0
346	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	203	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule truthy(str(S:IntSeq))   => notBool (S ==K .IntSeq)
347	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	204	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule truthy(list(V:ValSeq))  => notBool (V ==K .ValSeq)
348	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	205	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
349	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	208	syntax	function	fixed supplied semantics: integrity-verified; inspect relevance	syntax Val  ::= applyUn(String, Val) [function]
350	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	209	syntax	function	fixed supplied semantics: integrity-verified; inspect relevance	syntax Val  ::= applyBin(String, Val, Val) [function]
351	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	210	syntax	function	fixed supplied semantics: integrity-verified; inspect relevance	syntax Bool ::= applyCmp(String, Val, Val) [function]
352	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/core.k	213	syntax	function,total	fixed supplied semantics: integrity-verified; inspect relevance	syntax Vals ::= appendVal(Vals, Val) [function, total]
