source	start_line	end_line	keyword	class	attributes	function	total	functional	simplification	priority	opaque_symbol	used_by_solution	normalized_sha256	assessment	sentence
reference-semantics/semantics/builtins.k	285	290	syntax	function-declaration	function;total;symbol(md5hexCodes);no-evaluators	True	True	False	False		True	False	43bc3c3c9885ba96f646c7d193944edb0e55e26e54ef298eeeaef0300629b7be	fixed supplied-semantics item not reached by this program; no candidate extension	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators] // ==== isinstance(V, int|str) — an ordinary 2-arg builtin =================== // The type argument (int/str) is an ordinary name that resolves via the builtins frame to // typeV (see core.k's config); no Call-level special case. isIntV/isStrV mirror the old // owise-on-Val test (concrete-sort args decide; a symbolic Val stays owise, as before).
reference-semantics/semantics/builtins.k	291	291	rule	equational		False	False	False	False		False	False	89ae05ae7446b64459d70500af804820a1dd08a2e026be0482e5c3a785017dc4	fixed supplied-semantics item not reached by this program; no candidate extension	"rule applyBuiltin(""isinstance"", V:Val, typeV(""int""), .Vals) => isIntV(V)"
reference-semantics/semantics/builtins.k	292	292	rule	equational		False	False	False	False		False	False	42f642e09611be70a172dc68c2006d70fc21a4a1e53a226708cb78c84dba1a46	fixed supplied-semantics item not reached by this program; no candidate extension	"rule applyBuiltin(""isinstance"", V:Val, typeV(""str""), .Vals) => isStrV(V)"
reference-semantics/semantics/builtins.k	293	293	syntax	function-declaration	function;function	True	False	False	False		False	False	09de746af4b8bd37b0903d806cc36bc62183fa7c6cdd818358b1c420b1dc7ec0	fixed supplied-semantics item not reached by this program; no candidate extension	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
reference-semantics/semantics/builtins.k	294	294	rule	equational		False	False	False	False		False	False	2ac5e818e75ed1e69b10857f6e1ed2743ebfd6951704a2a8d6e3c80587f0c9d7	fixed supplied-semantics item not reached by this program; no candidate extension	rule isIntV(_:Int) => true
reference-semantics/semantics/builtins.k	295	295	rule	equational	owise	False	False	False	False		False	False	f15a463d63cd54777bc476ff03776ffce12d190ab1be45d29626140b9f9050a0	fixed supplied-semantics item not reached by this program; no candidate extension	rule isIntV(_:Val) => false [owise]
reference-semantics/semantics/builtins.k	296	296	rule	equational		False	False	False	False		False	False	d3c0ce1552b2b2853fc67dafe979d0d00417538151d66cb0639225f240b23ade	fixed supplied-semantics item not reached by this program; no candidate extension	rule isStrV(str(_:IntSeq)) => true
reference-semantics/semantics/builtins.k	297	297	rule	equational	owise	False	False	False	False		False	False	2615ec2618f0391f9b62aa9efedfcbbcf86240359ce34270a42c1eff00c42f51	fixed supplied-semantics item not reached by this program; no candidate extension	rule isStrV(_:Val) => false [owise]
reference-semantics/semantics/builtins.k	298	298	endmodule	endmodule		False	False	False	False		False	False	4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	fixed supplied-semantics item not reached by this program; no candidate extension	endmodule
reference-semantics/semantics/call.k	10	10	module	module		False	False	False	False		False	False	876a0ba2b4a12f1d7c9d9b9078fa73163bb752f12602c9436ab479a8e7586358	fixed supplied-semantics item not reached by this program; no candidate extension	module MPY-CALL
reference-semantics/semantics/call.k	11	11	imports	imports		False	False	False	False		False	False	09fe9e0706aef859710b0c5447f1427e859a1a9e9660b612e310bb91d51ec923	fixed supplied-semantics item not reached by this program; no candidate extension	imports MPY-METHODS
reference-semantics/semantics/call.k	12	12	imports	imports		False	False	False	False		False	False	513b07985ad1b60ab1fc94f4a08021dd25a5b0aa218c3a975ce281a00395ddfa	fixed supplied-semantics item not reached by this program; no candidate extension	imports MPY-BUILTINS
reference-semantics/semantics/call.k	13	15	imports	imports		False	False	False	False		False	False	847aa9d4d4c0893f87ef653cf8d8e24982a5fc56ff0f41dbadcf61e792d31c97	fixed supplied-semantics item not reached by this program; no candidate extension	imports MPY-FUNCTIONS // a cooled attribute is a bound method value
reference-semantics/semantics/call.k	16	18	rule	operational	owise	False	False	False	False		False	True	24066eeea708699dd15f3cb680dd6a0beadac5587b1fdb3d15baf3b7e24cbfba	fixed supplied-semantics execution slice; manually reviewed for this program	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k> // evaluate callee, then args ([owise]: problem-local Call interceptions beat this)
reference-semantics/semantics/call.k	19	19	syntax	syntax		False	False	False	False		False	True	2e4b9931b31d9e16cfac26853c8ae9d20f6a224c0926e14661fb1687c29a28c5	fixed supplied-semantics execution slice; manually reviewed for this program	syntax KItem ::= #callee(Exprs)
reference-semantics/semantics/call.k	20	20	rule	operational	owise	False	False	False	False		False	True	1e7cf6c3f022cb177607930a786e4fdcc401edb04cf97903c0420352b69ecead	fixed supplied-semantics execution slice; manually reviewed for this program	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
reference-semantics/semantics/call.k	21	23	rule	operational		False	False	False	False		False	True	a17200963b4cc98f1e27da888028d0520a833a765411bb8339aab85db16e3a3e	fixed supplied-semantics execution slice; manually reviewed for this program	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k> // ==== dispatch on the callee value ========================================
reference-semantics/semantics/call.k	24	25	rule	operational		False	False	False	False		False	False	ba0da2a7daa02786dc1db5e4224e2e2046dc13fd8f9cff675b66fa21b3e64cc3	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
reference-semantics/semantics/call.k	26	26	rule	operational		False	False	False	False		False	False	9355577d2cbe61131a734689308fa7e966bed71322d4c012ae085359653437bb	fixed supplied-semantics item not reached by this program; no candidate extension	"rule <k> #applyK(toCall(builtinV(""sum"")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>"
reference-semantics/semantics/call.k	27	27	rule	operational		False	False	False	False		False	False	3025de8570574393890a15cd4f12f44326ef7035d98ea1863952a74ca2d7cbc9	fixed supplied-semantics item not reached by this program; no candidate extension	"rule <k> #applyK(toCall(builtinV(""all"")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ) ... </k>"
reference-semantics/semantics/call.k	28	28	rule	operational		False	False	False	False		False	False	1037499b709e78e085a8b68b9987663bcdf69479642265b39e785065ededf234	fixed supplied-semantics item not reached by this program; no candidate extension	"rule <k> #applyK(toCall(builtinV(""any"")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ) ... </k>"
reference-semantics/semantics/call.k	29	29	rule	operational		False	False	False	False		False	False	02fe785764c60fec71b80c32baec17fb47386ffadce73ce8e553347e5a1b256a	fixed supplied-semantics item not reached by this program; no candidate extension	"rule <k> #applyK(toCall(builtinV(""max"")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ) ... </k>"
reference-semantics/semantics/call.k	30	30	rule	operational		False	False	False	False		False	False	74e89a0d00ed78beed19cdbd21ab3aaa7c5ab7de10987d90eb0aab39276408d6	fixed supplied-semantics item not reached by this program; no candidate extension	"rule <k> #applyK(toCall(builtinV(""min"")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ) ... </k>"
reference-semantics/semantics/call.k	31	31	rule	operational	owise	False	False	False	False		False	False	6240ee6cdac44c092bb0f74980dbda8676b27a5f3bac089732a70dcd47a4c708	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
reference-semantics/semantics/call.k	32	37	rule	operational		False	False	False	False		False	False	c54245698f6bd07e524422a02583d9ee0cd5d4cc91ae438a275dc63587ee290d	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> #applyK(toCall(typeV(T:String)), ACC:Vals) => applyBuiltin(T, ACC) ... </k> // ==== heap-object arguments/receivers ===================================== // Builtins and type calls READ structure — deref the first two arg positions // (covers len/sum/all/any/max/min/sorted/list/set + zip's pair). Mutating list // methods take the ref itself; every other method receiver is deref'd.
reference-semantics/semantics/call.k	38	41	rule	operational	priority(40)	False	False	False	False	priority(40)	False	False	ec48bd542dafde0731f10023c7e8a58229ab63adb1bd359ea5681429656834f0	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/call.k	42	46	rule	operational	priority(40)	False	False	False	False	priority(40)	False	False	fb1cf54c5dbfdb0f99a6409366ad776e35891ccfd2497bccfa83c674b0a2e3a0	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]
reference-semantics/semantics/call.k	47	51	rule	operational	priority(40)	False	False	False	False	priority(40)	False	False	a9d4dc84230bdfe22c691298fae2d1618f5fc7865a7e0d9d565fac3fdb49d9de	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/call.k	52	52	syntax	function-declaration	function;total	True	True	False	False		False	False	d5c2626ac8a700308c530f067a7ff9b69d436d8a00d27e497c985cb0c3eb667a	fixed supplied-semantics item not reached by this program; no candidate extension	syntax Bool ::= isMutMethod(String) [function, total]
reference-semantics/semantics/call.k	53	55	rule	equational		False	False	False	False		False	False	a17ba7979cef1d057abc61b1483baeb2ee9d71f001bb8ddf447c76f472cac862	fixed supplied-semantics item not reached by this program; no candidate extension	"rule isMutMethod(M:String) => M ==String ""append"" orBool M ==String ""sort"" orBool M ==String ""extend"" orBool M ==String ""insert"" orBool M ==String ""pop"" orBool M ==String ""remove"""
reference-semantics/semantics/call.k	56	62	rule	operational	priority(40)	False	False	False	False	priority(40)	False	False	3507960157a52a55a881a649faa6d0412c2562ae22d7efcc40798d55bc0f3e94	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)] // non-mutating methods READ their heap-object arguments too (join's list); // mutators keep refs (append of a list into a list-of-lists stays aliased)
reference-semantics/semantics/call.k	63	68	rule	operational	priority(40)	False	False	False	False	priority(40)	False	False	09356ec82fd2127acd32fe51cc12c08df5f60172d990f6013518fe390a64a805	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]
reference-semantics/semantics/call.k	69	79	rule	operational	NEWL <- scope(.Map;parent(DEFL))	False	False	False	False		False	True	b6441b14740663e50a657820a4384981fb3685dc7fefb2341d5c1a0da8b97667	fixed supplied-semantics execution slice; manually reviewed for this program	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack> // annotated closure: the frame starts with the captured freevar cells, its // parent is the module scope (all enclosing-local reads go through cells), // and the cellvars' fresh cells allocate before params bind (a cellvar param // then writes through its cell in #bindP).
reference-semantics/semantics/call.k	80	86	rule	operational	"""$cells"" <- cellsMark(CVS)"	False	False	False	False		False	False	7306d23062980cefa4e0056c4fe1a45863ac7775e7f649a466aa5dd82a183ad8	fixed supplied-semantics item not reached by this program; no candidate extension	"rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(CM [ ""$cells"" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>"
reference-semantics/semantics/call.k	87	87	syntax	syntax		False	False	False	False		False	False	66b816d7dbbcb9d731590143b3d24bb779b4f8884fc7b5bb7f970cefaffb7f05	fixed supplied-semantics item not reached by this program; no candidate extension	syntax KItem ::= #allocCells(ParamNames)
reference-semantics/semantics/call.k	88	88	rule	operational		False	False	False	False		False	False	ab5f4beee335a8e71b2964a9d669bbe365a142f028d53ec7fe526ddc46ec1346	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> #allocCells(.ParamNames) => .K ... </k>
reference-semantics/semantics/call.k	89	94	rule	operational	CV <- cellRef(N)	False	False	False	False		False	False	99f0ab53a196e864a8605f370dc660d907094cb17705130aa9e0412305c41b4e	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap> H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
reference-semantics/semantics/call.k	95	95	endmodule	endmodule		False	False	False	False		False	False	4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	fixed supplied-semantics item not reached by this program; no candidate extension	endmodule
reference-semantics/semantics/comprehension.k	3	3	module	module		False	False	False	False		False	False	5d080156bedbd23cced0d31375ba799d8e28e2b518843fc2cec979392a9af1b3	fixed supplied-semantics item not reached by this program; no candidate extension	module MPY-COMPREHENSION
reference-semantics/semantics/comprehension.k	4	4	imports	imports		False	False	False	False		False	False	4258a966960e81238ac1318ebb92f5cd383bcf94ed5077b6dea55341a4254bfd	fixed supplied-semantics item not reached by this program; no candidate extension	imports MPY-CORE
reference-semantics/semantics/comprehension.k	5	5	imports	imports		False	False	False	False		False	False	ee018db6efb00ffdd01d59dac03e43be2192505ed7049d1c693197e018cbc088	fixed supplied-semantics item not reached by this program; no candidate extension	imports MPY-OPERATORS
reference-semantics/semantics/comprehension.k	6	6	imports	imports		False	False	False	False		False	False	511c798e04e96a7ad3e9efe5e06eb4804d66d38f1294d62d46068dc7eafb0373	fixed supplied-semantics item not reached by this program; no candidate extension	imports MPY-LIST
reference-semantics/semantics/comprehension.k	7	7	imports	imports		False	False	False	False		False	False	47dfd92e317bb7c0d2b37ea8704d1ebdf3daf5f2ca37f0555105ffde812c5061	fixed supplied-semantics item not reached by this program; no candidate extension	imports MPY-CONTROLS
reference-semantics/semantics/comprehension.k	8	10	imports	imports		False	False	False	False		False	False	e7f30157a50004b5316862dca0ca6d1dfa557eb04b55f3ec29637bf4422eae8c	fixed supplied-semantics item not reached by this program; no candidate extension	imports MPY-FUNCTIONS // A comprehension is pure syntactic sugar
reference-semantics/semantics/comprehension.k	11	11	rule	equational		False	False	False	False		False	False	4645372e277c8411d291e3fcff391daaf3c5a73e3ef74cbf6ce8cdc816de97ff	fixed supplied-semantics item not reached by this program; no candidate extension	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
reference-semantics/semantics/comprehension.k	12	13	rule	equational		False	False	False	False		False	False	dfe1627b5b2d14083bdc7e8e60dc6edade669ab733ae4de7d3d009155bba9b1c	fixed supplied-semantics item not reached by this program; no candidate extension	rule GenExp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
reference-semantics/semantics/comprehension.k	14	14	syntax	syntax	macro	False	False	False	False		False	False	824d607beedb6356c5932cea164d2188bc5585db6eb430ba265d3b4c19c55484	fixed supplied-semantics item not reached by this program; no candidate extension	syntax Stmts ::= compBody(CompFors, Expr) [macro]
reference-semantics/semantics/comprehension.k	15	17	rule	equational		False	False	False	False		False	False	815fb636c44d46ef130d1d585ae0f6e7c042c7c23b3138b6b8feebbda26f0016	fixed supplied-semantics item not reached by this program; no candidate extension	"rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name(""$acc""), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name(""$acc""))"
reference-semantics/semantics/comprehension.k	18	18	syntax	syntax	macro-rec	False	False	False	False		False	False	7d588d134f4b785d98fc64c4e16c825bbe11c41d9d7d37f0e06cd1f66093fb24	fixed supplied-semantics item not reached by this program; no candidate extension	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
reference-semantics/semantics/comprehension.k	19	20	rule	equational		False	False	False	False		False	False	03f45d480d0d06cf77afcdeb723bc2177d6d2533783069d42825cb413d76531b	fixed supplied-semantics item not reached by this program; no candidate extension	"rule compNest(.CompFors, ELT:Expr) => Assign(Name(""$acc""), BinOp(""+"", Name(""$acc""), ListExpr(ELT)))"
reference-semantics/semantics/comprehension.k	21	23	rule	equational		False	False	False	False		False	False	671328ad859bd1a7e54293519ef2dd7b8f94a3e2eb80653af5d234e41ded35fd	fixed supplied-semantics item not reached by this program; no candidate extension	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
reference-semantics/semantics/comprehension.k	24	24	syntax	syntax	macro	False	False	False	False		False	False	2ecdbee509dd4259654a9d1406ac80f7ab26ed49249fa5c649e11cb66b7d4134	fixed supplied-semantics item not reached by this program; no candidate extension	syntax Expr ::= compGuard(Exprs) [macro]
reference-semantics/semantics/comprehension.k	25	25	rule	equational		False	False	False	False		False	False	7be24aff205ffb3a829f7c70337726d7e6fc199609e4725ea5482bdc37aa6960	fixed supplied-semantics item not reached by this program; no candidate extension	rule compGuard(.Exprs) => Bool(true)
reference-semantics/semantics/comprehension.k	26	26	rule	equational		False	False	False	False		False	False	93505f664b89633f28cdf7cccc72842555b929b721d95b861d75f48ffe8f9c05	fixed supplied-semantics item not reached by this program; no candidate extension	"rule compGuard((F:Expr, Fs:Exprs)) => BoolOp(""and"", (F, Fs))"
reference-semantics/semantics/comprehension.k	27	27	endmodule	endmodule		False	False	False	False		False	False	4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	fixed supplied-semantics item not reached by this program; no candidate extension	endmodule
reference-semantics/semantics/concrete.k	8	8	module	module		False	False	False	False		False	False	31e028e78e3cd17c58c12c312a9b611cc9c541190813a73e485ea085b096dc6b	fixed supplied-semantics item not reached by this program; no candidate extension	module MPY-CONCRETE
reference-semantics/semantics/concrete.k	9	12	imports	imports		False	False	False	False		False	False	c632734fb5a009893811499e7b0255374e0cde9516e93de804c50a4e59666730	fixed supplied-semantics item not reached by this program; no candidate extension	imports MPY // deep equality for list compares whose elements are heap objects // (list-of-lists): Python == is structural at every depth.
reference-semantics/semantics/concrete.k	13	15	rule	operational		False	False	False	False		False	False	78076bacc78720fc602e7b25b88636bc05c71f4f55ac29db5925d92160d7a201	fixed supplied-semantics item not reached by this program; no candidate extension	"rule <k> Compare(list(A:ValSeq), CmpOp(""=="", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"
reference-semantics/semantics/concrete.k	16	24	rule	operational		False	False	False	False		False	False	ee70f13486eec034ace2dd20829cd59fd571770a1e2e07b85a7fd57c6b974ab6	fixed supplied-semantics item not reached by this program; no candidate extension	"rule <k> Compare(list(A:ValSeq), CmpOp(""!="", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B) // ==== keyed sort, concrete leg ============================================ // Computes each key by a REAL call through the uniform #callee machinery // (closures, len, type objects all work), stable-inserts on the key, and // allocates the result. priority(40) beats sort.k's opaque rules, so krun // runs this and proofs (which never see MPY-CONCRETE) keep sortKeyVS."
reference-semantics/semantics/concrete.k	25	25	syntax	syntax		False	False	False	False		False	False	2a90169184182c410fe4c2ce341278c2dedd8d7d6f8601a991c3dc2e0b42f634	fixed supplied-semantics item not reached by this program; no candidate extension	syntax Val ::= kvP(Val, Val)
reference-semantics/semantics/concrete.k	26	27	syntax	syntax		False	False	False	False		False	False	1123d008aaa05868ae1bd9f44f1bac7b039bcfd54a355e3a6c0524c25f9511c4	fixed supplied-semantics item not reached by this program; no candidate extension	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
reference-semantics/semantics/concrete.k	28	30	rule	operational	priority(40)	False	False	False	False	priority(40)	False	False	5caca2001b70c524ea38688e440ed76456f74d57b74521fe63fa22c57282e7fb	fixed supplied-semantics item not reached by this program; no candidate extension	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]"
reference-semantics/semantics/concrete.k	31	33	rule	operational	priority(40)	False	False	False	False	priority(40)	False	False	2c4b50fac01d6a9ecc6c1fdf5696919d9b2f327f3a2d7493c862cbc759bff019	fixed supplied-semantics item not reached by this program; no candidate extension	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]"
reference-semantics/semantics/concrete.k	34	35	rule	operational		False	False	False	False		False	False	9a2cac29747255880807afe9acc45f2b2e308ac69028e6393d992dd0175f4953	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
reference-semantics/semantics/concrete.k	36	37	rule	operational		False	False	False	False		False	False	1b960e24430bc3c08bafcd916076e9f70a53e324baf5eab208a6fa4342b62bcf	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
reference-semantics/semantics/concrete.k	38	41	rule	operational		False	False	False	False		False	False	833a30eb0045ffa9f4482cd525f45fec95d0ee22f4acc75221904edaaa8c4f69	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
reference-semantics/semantics/concrete.k	42	42	syntax	function-declaration	function	True	False	False	False		False	False	55dc07274299e7b58a622feb28c763987b5c35ead1b9d2cf9165912436433038	fixed supplied-semantics item not reached by this program; no candidate extension	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
reference-semantics/semantics/concrete.k	43	43	rule	equational		False	False	False	False		False	False	1b9c47e83939876546f307ade1ff83df08d7a46c8ba0d6c86b5ae1a324438de2	fixed supplied-semantics item not reached by this program; no candidate extension	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
reference-semantics/semantics/concrete.k	44	46	rule	equational		False	False	False	False		False	False	111715f3eff9f38ddf862ece9e09eaf0f1f1fa5519269ffa30ff97f1262fd2c5	fixed supplied-semantics item not reached by this program; no candidate extension	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
reference-semantics/semantics/concrete.k	47	50	rule	equational		False	False	False	False		False	False	b54f5a2a0368082cd3815636a2789e87a023e14a1045d731dae576117c2c24ca	fixed supplied-semantics item not reached by this program; no candidate extension	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
reference-semantics/semantics/concrete.k	51	51	syntax	function-declaration	function	True	False	False	False		False	False	a74ccb7aaf4fb0873480901bff971b092c9dbd03f69b4a4430f9e6813bad457d	fixed supplied-semantics item not reached by this program; no candidate extension	syntax Bool ::= kLt(Val, Val) [function]
reference-semantics/semantics/concrete.k	52	52	rule	equational		False	False	False	False		False	False	2123b754255b1230f17f2af7056ef3e688448f578117a29add63f4f6fe4fdfe1	fixed supplied-semantics item not reached by this program; no candidate extension	rule kLt(I1:Int, I2:Int) => I1 <Int I2
reference-semantics/semantics/concrete.k	53	53	rule	equational		False	False	False	False		False	False	fa99ec9f191b01e0ecb3f93a16c85f2ffac702c2766211bb459d8f273a015d27	fixed supplied-semantics item not reached by this program; no candidate extension	rule kLt(F1:Float, F2:Float) => F1 <Float F2
reference-semantics/semantics/concrete.k	54	55	rule	equational		False	False	False	False		False	False	608ffd1665edfb59d472955da76f6ec8ad22974711f47c9d1117cc0cb9476b0a	fixed supplied-semantics item not reached by this program; no candidate extension	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
reference-semantics/semantics/concrete.k	56	56	syntax	function-declaration	function;total	True	True	False	False		False	False	4f9bc29fa28a4ee808049a44a900983a4a13f51e3667cf63740414c413645975	fixed supplied-semantics item not reached by this program; no candidate extension	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
reference-semantics/semantics/concrete.k	57	57	rule	equational		False	False	False	False		False	False	a2e6dd066c677c3fbb8ae42e1bb4c4e08b35e98d6758e9817a1c0e32f2ed298d	fixed supplied-semantics item not reached by this program; no candidate extension	rule unpairVS(.ValSeq) => .ValSeq
reference-semantics/semantics/concrete.k	58	58	rule	equational		False	False	False	False		False	False	84d1ae0473a111b622b6e1cdad885d3b2af53ee0c5cea2bb9e91888301892032	fixed supplied-semantics item not reached by this program; no candidate extension	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
reference-semantics/semantics/concrete.k	59	59	rule	equational	owise	False	False	False	False		False	False	7ae54fdad398cb576570dee684b0148c5f7a140e6fef4af4509048db2f3d63e7	fixed supplied-semantics item not reached by this program; no candidate extension	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
reference-semantics/semantics/concrete.k	60	60	endmodule	endmodule		False	False	False	False		False	False	4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	fixed supplied-semantics item not reached by this program; no candidate extension	endmodule
reference-semantics/semantics/controls.k	3	3	module	module		False	False	False	False		False	False	f64b2208f5bd8e4aed5d3dc9982419bc4a18cce867ec3ca3063120a89b7c4f48	fixed supplied-semantics item not reached by this program; no candidate extension	module MPY-CONTROLS
reference-semantics/semantics/controls.k	4	4	imports	imports		False	False	False	False		False	False	4258a966960e81238ac1318ebb92f5cd383bcf94ed5077b6dea55341a4254bfd	fixed supplied-semantics item not reached by this program; no candidate extension	imports MPY-CORE
reference-semantics/semantics/controls.k	5	5	imports	imports		False	False	False	False		False	False	b1d1ddeb005d397d01d2501033a979d991b52ce94dc5c6fcb2c801237e698309	fixed supplied-semantics item not reached by this program; no candidate extension	imports MPY-TUPLE
