file	line	kind	class	attributes	text	on_solution_execution_slice	disposition	audit_rationale
reference-semantics/semantics/call.k	47	rule	operational	priority	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/call.k	52	syntax	declaration	function,total	syntax Bool ::= isMutMethod(String) [function, total]	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/call.k	53	rule	equational		"rule isMutMethod(M:String) => M ==String ""append"" orBool M ==String ""sort"" orBool M ==String ""extend"" orBool M ==String ""insert"" orBool M ==String ""pop"" orBool M ==String ""remove"""	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/call.k	56	rule	operational	priority	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)]	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/call.k	63	rule	operational	priority	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/call.k	69	rule	operational		rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>	true	SOUND_FIXED_RULE_ON_EXECUTION_SLICE	Byte-identical supplied-semantics rule; inspected in the load/call/binding/loop/operator/return execution slice and consistent with its selected MPY semantics role.
reference-semantics/semantics/call.k	80	rule	operational		"rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(CM [ ""$cells"" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/call.k	87	syntax	declaration		syntax KItem ::= #allocCells(ParamNames)	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/call.k	88	rule	operational		rule <k> #allocCells(.ParamNames) => .K ... </k>	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/call.k	89	rule	operational		rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap>    H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/call.k	95	endmodule			endmodule	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/comprehension.k	3	module			module MPY-COMPREHENSION	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/comprehension.k	4	imports			imports MPY-CORE	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/comprehension.k	5	imports			imports MPY-OPERATORS	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/comprehension.k	6	imports			imports MPY-LIST	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/comprehension.k	7	imports			imports MPY-CONTROLS	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/comprehension.k	8	imports			imports MPY-FUNCTIONS	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/comprehension.k	11	rule	equational		rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/comprehension.k	12	rule	equational		rule GenExp(ELT:Expr, Gs:CompFors)   => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/comprehension.k	14	syntax	declaration	macro	syntax Stmts ::= compBody(CompFors, Expr) [macro]	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/comprehension.k	15	rule	equational		"rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name(""$acc""), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name(""$acc""))"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/comprehension.k	18	syntax	declaration	macro,macro-rec	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/comprehension.k	19	rule	equational		"rule compNest(.CompFors, ELT:Expr) => Assign(Name(""$acc""), BinOp(""+"", Name(""$acc""), ListExpr(ELT)))"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/comprehension.k	21	rule	equational		rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/comprehension.k	24	syntax	declaration	macro	syntax Expr ::= compGuard(Exprs) [macro]	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/comprehension.k	25	rule	equational		rule compGuard(.Exprs)             => Bool(true)	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/comprehension.k	26	rule	equational		"rule compGuard((F:Expr, Fs:Exprs)) => BoolOp(""and"", (F, Fs))"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/comprehension.k	27	endmodule			endmodule	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/concrete.k	8	module			module MPY-CONCRETE	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/concrete.k	9	imports			imports MPY	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/concrete.k	13	rule	operational		"rule <k> Compare(list(A:ValSeq), CmpOp(""=="", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/concrete.k	16	rule	operational		"rule <k> Compare(list(A:ValSeq), CmpOp(""!="", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/concrete.k	25	syntax	declaration		syntax Val ::= kvP(Val, Val)	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/concrete.k	26	syntax	declaration		syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/concrete.k	28	rule	operational	priority	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/concrete.k	31	rule	operational	priority	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/concrete.k	34	rule	operational		rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/concrete.k	36	rule	operational		rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/concrete.k	38	rule	operational		rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/concrete.k	42	syntax	declaration	function	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/concrete.k	43	rule	equational		rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/concrete.k	44	rule	equational		rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/concrete.k	47	rule	equational		rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/concrete.k	51	syntax	declaration	function	syntax Bool ::= kLt(Val, Val) [function]	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/concrete.k	52	rule	equational		rule kLt(I1:Int, I2:Int)             => I1 <Int I2	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/concrete.k	53	rule	equational		rule kLt(F1:Float, F2:Float)         => F1 <Float F2	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/concrete.k	54	rule	equational		rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/concrete.k	56	syntax	declaration	function,total	syntax ValSeq ::= unpairVS(ValSeq) [function, total]	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/concrete.k	57	rule	equational		rule unpairVS(.ValSeq) => .ValSeq	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/concrete.k	58	rule	equational		rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/concrete.k	59	rule	equational	owise	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/concrete.k	60	endmodule			endmodule	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/controls.k	3	module			module MPY-CONTROLS	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/controls.k	4	imports			imports MPY-CORE	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/controls.k	5	imports			imports MPY-TUPLE	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/controls.k	6	imports			imports MPY-ITER	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/controls.k	9	rule	operational		rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>	true	SOUND_FIXED_RULE_ON_EXECUTION_SLICE	Byte-identical supplied-semantics rule; inspected in the load/call/binding/loop/operator/return execution slice and consistent with its selected MPY semantics role.
reference-semantics/semantics/controls.k	12	rule	operational	priority	"rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/controls.k	20	rule	operational		rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)	true	SOUND_FIXED_RULE_ON_EXECUTION_SLICE	Byte-identical supplied-semantics rule; inspected in the load/call/binding/loop/operator/return execution slice and consistent with its selected MPY semantics role.
reference-semantics/semantics/controls.k	27	rule	operational	priority	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/controls.k	35	rule	operational		"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/controls.k	36	rule	operational	owise	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/controls.k	37	syntax	declaration		syntax KItem ::= #bindImports(ParamNames)	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/controls.k	38	rule	operational		rule <k> #bindImports(.ParamNames) => .K ... </k>	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/controls.k	39	rule	operational		"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String ""floor"" orBool N ==String ""ceil"""	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/controls.k	43	rule	operational		"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String ""floor"" orBool N ==String ""ceil"")"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/controls.k	48	rule	operational		rule <k> Expr(_:Val) => .K ... </k>	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/controls.k	51	syntax	declaration		syntax KItem ::= #branch(Bool, Stmts, Stmts)	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/controls.k	52	rule	operational		rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>	true	SOUND_FIXED_RULE_ON_EXECUTION_SLICE	Byte-identical supplied-semantics rule; inspected in the load/call/binding/loop/operator/return execution slice and consistent with its selected MPY semantics role.
reference-semantics/semantics/controls.k	53	rule	operational		rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>	true	SOUND_FIXED_RULE_ON_EXECUTION_SLICE	Byte-identical supplied-semantics rule; inspected in the load/call/binding/loop/operator/return execution slice and consistent with its selected MPY semantics role.
reference-semantics/semantics/controls.k	54	rule	operational		rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>	true	SOUND_FIXED_RULE_ON_EXECUTION_SLICE	Byte-identical supplied-semantics rule; inspected in the load/call/binding/loop/operator/return execution slice and consistent with its selected MPY semantics role.
reference-semantics/semantics/controls.k	57	rule	operational		rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/controls.k	59	rule	operational		rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/controls.k	65	syntax	declaration		"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/controls.k	69	rule	operational		rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>	true	SOUND_FIXED_RULE_ON_EXECUTION_SLICE	Byte-identical supplied-semantics rule; inspected in the load/call/binding/loop/operator/return execution slice and consistent with its selected MPY semantics role.
reference-semantics/semantics/controls.k	71	rule	operational		rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>	true	SOUND_FIXED_RULE_ON_EXECUTION_SLICE	Byte-identical supplied-semantics rule; inspected in the load/call/binding/loop/operator/return execution slice and consistent with its selected MPY semantics role.
reference-semantics/semantics/controls.k	72	rule	operational		rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>	true	SOUND_FIXED_RULE_ON_EXECUTION_SLICE	Byte-identical supplied-semantics rule; inspected in the load/call/binding/loop/operator/return execution slice and consistent with its selected MPY semantics role.
reference-semantics/semantics/controls.k	73	rule	operational		rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>	true	SOUND_FIXED_RULE_ON_EXECUTION_SLICE	Byte-identical supplied-semantics rule; inspected in the load/call/binding/loop/operator/return execution slice and consistent with its selected MPY semantics role.
reference-semantics/semantics/controls.k	77	rule	operational		rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/controls.k	78	rule	operational		rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/controls.k	79	rule	operational		rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/controls.k	81	rule	operational		rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/controls.k	85	rule	operational		rule <k> #loopLbl(NEXT:K) => NEXT ... </k>	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/controls.k	86	rule	operational		rule <k> Continue => #cont ... </k>	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/controls.k	87	rule	operational		rule <k> Break => #brk ... </k>	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/controls.k	88	rule	operational		rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/controls.k	89	rule	operational	owise	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/controls.k	90	rule	operational		rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/controls.k	91	rule	operational	owise	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/controls.k	95	rule	operational	priority	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/controls.k	98	rule	operational	priority	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/controls.k	101	rule	operational	priority	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
