COMMAND: /audit-output/evidence/static/inventory_k.py
file	line	kind	attributes	decision	statement
reference-semantics/semantics/concrete.k	77	rule	priority	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", true), .Vals)) => #alloc(list(revVS(sortVS(revVS(VS))))) ... </k> [priority(40)] // ==== numeric cross-type membership (Python: 1 == True == 1.0) ============= // `x in list` / `x not in list` compare elements with ==K in list.k, which does // NOT collapse across the numeric types (true =/=K 1, 1 =/=K 1.0). Under krun, // override the membership fold with a numeric-aware equality so `in` and // unique()-style dedup behave like CPython for mixed int/bool/float elements. // (set.k needs no change: setV holds int char codes, compared with ==Int, so a // cross-type ==K collapse never arises there.) // krun-only (priority 40 beats list.k's default rules); kprove uses the // structural ==K rules in list.k unchanged.
reference-semantics/semantics/concrete.k	90	syntax	function	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Bool ::= numOrKEq(Val, Val) [function]
reference-semantics/semantics/concrete.k	91	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule numOrKEq(A:Val, B:Val) => applyCmp("==", A, B)
reference-semantics/semantics/concrete.k	94	rule	owise	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule numOrKEq(A:Val, B:Val) => A ==K B [owise] 
reference-semantics/semantics/concrete.k	96	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k>
reference-semantics/semantics/concrete.k	98	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k>
reference-semantics/semantics/controls.k	9	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
reference-semantics/semantics/controls.k	12	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
reference-semantics/semantics/controls.k	20	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes>
reference-semantics/semantics/controls.k	27	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
reference-semantics/semantics/controls.k	35	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
reference-semantics/semantics/controls.k	36	rule	owise	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
reference-semantics/semantics/controls.k	37	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax KItem ::= #bindImports(ParamNames)
reference-semantics/semantics/controls.k	38	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #bindImports(.ParamNames) => .K ... </k>
reference-semantics/semantics/controls.k	39	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes>
reference-semantics/semantics/controls.k	43	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>
reference-semantics/semantics/controls.k	48	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> Expr(_:Val) => .K ... </k> // ==== If (condition evaluated by strictness) ==============================
reference-semantics/semantics/controls.k	51	syntax	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	syntax KItem ::= #branch(Bool, Stmts, Stmts)
reference-semantics/semantics/controls.k	52	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
reference-semantics/semantics/controls.k	53	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
reference-semantics/semantics/controls.k	54	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k> // ==== IfExp: ternary T if C else E ========================================
reference-semantics/semantics/controls.k	57	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k>
reference-semantics/semantics/controls.k	59	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k>
reference-semantics/semantics/controls.k	65	syntax	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk" 
reference-semantics/semantics/controls.k	69	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k> 
reference-semantics/semantics/controls.k	71	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
reference-semantics/semantics/controls.k	72	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
reference-semantics/semantics/controls.k	73	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k> // ==== While ==============================================================
reference-semantics/semantics/controls.k	77	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
reference-semantics/semantics/controls.k	78	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
reference-semantics/semantics/controls.k	79	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k>
reference-semantics/semantics/controls.k	81	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k>
reference-semantics/semantics/controls.k	85	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
reference-semantics/semantics/controls.k	86	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> Continue => #cont ... </k>
reference-semantics/semantics/controls.k	87	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> Break => #brk ... </k>
reference-semantics/semantics/controls.k	88	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
reference-semantics/semantics/controls.k	89	rule	owise	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
reference-semantics/semantics/controls.k	90	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
reference-semantics/semantics/controls.k	91	rule	priority,owise	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise] // ==== heap-object deref at the truthiness/iteration consumers ============== // (priority(40) preempts the generic Val rules so truthy/#loop never see a ref)
reference-semantics/semantics/controls.k	95	rule	priority	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/controls.k	98	rule	priority	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/controls.k	101	rule	priority	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)] // For derefs its iterable ONCE at loop start (iteration is over the snapshot; // mutating the iterated list inside its own loop is outside the subset)
reference-semantics/semantics/controls.k	106	rule	priority	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/core.k	13	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
reference-semantics/semantics/core.k	14	syntax	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
reference-semantics/semantics/core.k	15	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Str ::= str(IntSeq) // the iterable values, grouped under one sort (typing only — dispatch is <k>-cell)
reference-semantics/semantics/core.k	18	syntax	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq) 
reference-semantics/semantics/core.k	25	syntax	function	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	syntax Val ::= Int | Bool | "noneV" | Iterable | ref(Int) // a heap object: <heap> holds its list(VS) | cellRef(Int) // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String) // a type object (int/str), resolved from the builtins frame | builtinV(String) // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String) // a cooled Attribute: obj.method 
reference-semantics/semantics/core.k	36	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Parent ::= "root" | parent(Int)
reference-semantics/semantics/core.k	37	syntax	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	syntax Scope ::= scope(Map, Parent)
reference-semantics/semantics/core.k	38	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax KResult ::= Val
reference-semantics/semantics/core.k	39	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Expr ::= Val // cooling puts results back into expression holes
reference-semantics/semantics/core.k	40	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Vals ::= List{Val, ","}
reference-semantics/semantics/core.k	41	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Exc ::= "NoExc" | "AssertionError"
reference-semantics/semantics/core.k	42	syntax	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	syntax RetState ::= "noRet" | retV(Val) // ==== configuration ======================================================= // The builtins namespace is a real scope at reserved location -1 (the bottom of every // chain; scopeLoc only allocates >=1, so -1 never collides). The module scope (loc 0) // has it as parent, so an unbound name resolves there last — exactly LEGB. `int`/`str` // resolve to their type objects; any local/global binding shadows them via normal lookup.
reference-semantics/semantics/core.k	49	configuration	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""> 0 </exit-code> // ==== heap allocation (constructed lists become objects) ================== // Cons-form emission with a freshness guard (the heap-list-probe discipline: // an update-form H[N <- _] never re-normalizes symbolically). heapLoc is // monotonic — it does NOT wind back at #pop: returned lists escape by ref. // A bare list(VS) Val stays legal (read-only inputs in claims flow unboxed); // only CONSTRUCTORS in program syntax allocate.
reference-semantics/semantics/core.k	68	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Bool ::= isRefV(Val) [function, total]
reference-semantics/semantics/core.k	69	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule isRefV(ref(_:Int)) => true
reference-semantics/semantics/core.k	70	rule	owise	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule isRefV(_:Val) => false [owise] // closure cells (Python-faithful capture): the heap holds cellV(V); a // cellRef surfacing as the k-redex reads through (lookup is the only use — // cellRefs never escape to user-visible values)
reference-semantics/semantics/core.k	75	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax HeapVal ::= cellV(Val)
reference-semantics/semantics/core.k	76	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Bool ::= isCellRef(Val) [function, total]
reference-semantics/semantics/core.k	77	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule isCellRef(cellRef(_:Int)) => true
reference-semantics/semantics/core.k	78	rule	function,owise	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule isCellRef(_:Val) => false [owise] // k-top deref for cell-bound reads surfacing INSIDE the annotated frame // (AugAssign's in-place read and friends). The "$cells" guard keeps this // DECIDABLY inapplicable in plain frames — an unguarded rule lets the // prover narrow abstract k-top values into cellRef junk (probed on // 26-remove-duplicates). Cross-frame reads (a comprehension closure // reading the enclosing function's cellvar) deref inside #look instead.
reference-semantics/semantics/core.k	85	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap>
reference-semantics/semantics/core.k	95	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Val ::= kwV(String, Val)
reference-semantics/semantics/core.k	96	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax KItem ::= #kwTag(String)
reference-semantics/semantics/core.k	97	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
reference-semantics/semantics/core.k	98	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k>
reference-semantics/semantics/core.k	100	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Bool ::= isKwV(Val) [function, total]
reference-semantics/semantics/core.k	101	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule isKwV(kwV(_:String, _:Val)) => true
reference-semantics/semantics/core.k	102	rule	owise	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule isKwV(_:Val) => false [owise] // the frame marker carries the CONCRETE cellvar list, so cell-write dispatch // decides by pnMember even over an abstract frame rest (no prover branching)
reference-semantics/semantics/core.k	106	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Val ::= cellsMark(ParamNames)
reference-semantics/semantics/core.k	107	syntax	function	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax ParamNames ::= cellsOf(Val) [function]
reference-semantics/semantics/core.k	108	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
reference-semantics/semantics/core.k	109	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Bool ::= pnMember(String, ParamNames) [function, total]
reference-semantics/semantics/core.k	110	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule pnMember(_:String, .ParamNames) => false
reference-semantics/semantics/core.k	111	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R) 
reference-semantics/semantics/core.k	113	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax KItem ::= #cellW(Val, Val)
reference-semantics/semantics/core.k	114	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap> 
reference-semantics/semantics/core.k	117	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax KItem ::= #alloc(Val)
reference-semantics/semantics/core.k	118	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc>
reference-semantics/semantics/core.k	124	syntax	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	syntax KItem ::= #loadAll(Module)
reference-semantics/semantics/core.k	125	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
reference-semantics/semantics/core.k	126	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
reference-semantics/semantics/core.k	127	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> .Stmts => .K ... </k> // ==== Name lookup (walk the scope chain; builtins live in the -1 scope) ====
reference-semantics/semantics/core.k	130	syntax	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	syntax KItem ::= #look(String, Int)
reference-semantics/semantics/core.k	131	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
reference-semantics/semantics/core.k	132	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes>
reference-semantics/semantics/core.k	145	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap>
reference-semantics/semantics/core.k	152	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes>
reference-semantics/semantics/core.k	157	syntax	function,total	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	syntax Scope ::= "builtinsScope" [function, total]
reference-semantics/semantics/core.k	158	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule builtinsScope => scope(.Map [ "len" <- builtinV("len") ] [ "set" <- builtinV("set") ] [ "sum" <- builtinV("sum") ] [ "abs" <- builtinV("abs") ] [ "min" <- builtinV("min") ] [ "max" <- builtinV("max") ] [ "ord" <- builtinV("ord") ] [ "chr" <- builtinV("chr") ] [ "range" <- builtinV("range") ] [ "all" <- builtinV("all") ] [ "any" <- builtinV("any") ] [ "zip" <- builtinV("zip") ] [ "isinstance" <- builtinV("isinstance") ] [ "sorted" <- builtinV("sorted") ] [ "list" <- builtinV("list") ] [ "round" <- builtinV("round") ] [ "bin" <- builtinV("bin") ] [ "enumerate" <- builtinV("enumerate") ] [ "map" <- builtinV("map") ] [ "eval" <- builtinV("eval") ] [ "int" <- typeV("int") ] [ "str" <- typeV("str") ] [ "float" <- typeV("float") ], root) // ==== argument/element evaluation: ONE left-to-right loop, tagged by destination == // (list/tuple literals and calls all use it; modules extend ApplyK with their tags)
reference-semantics/semantics/core.k	185	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax ApplyK ::= toCall(Val)
reference-semantics/semantics/core.k	186	syntax	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
reference-semantics/semantics/core.k	189	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
reference-semantics/semantics/core.k	190	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
reference-semantics/semantics/core.k	191	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k> // ==== Int / Bool / None literals ==========================================
reference-semantics/semantics/core.k	194	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> Int(I:Int) => I ... </k>
reference-semantics/semantics/core.k	195	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> Bool(B:Bool) => B ... </k>
reference-semantics/semantics/core.k	196	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> NoneVal => noneV ... </k> // ==== truthy (If, Assert, BoolOp, IfExp, not, While) ======================
reference-semantics/semantics/core.k	199	syntax	function	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	syntax Bool ::= truthy(Val) [function]
reference-semantics/semantics/core.k	200	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule truthy(B:Bool) => B
reference-semantics/semantics/core.k	201	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule truthy(noneV) => false
reference-semantics/semantics/core.k	202	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule truthy(I:Int) => I =/=Int 0
reference-semantics/semantics/core.k	203	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule truthy(str(S:IntSeq)) => notBool (S ==K .IntSeq)
reference-semantics/semantics/core.k	204	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule truthy(list(V:ValSeq)) => notBool (V ==K .ValSeq)
reference-semantics/semantics/core.k	205	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq) // ==== extensible operator dispatch (cases added by the construct modules) ==
reference-semantics/semantics/core.k	208	syntax	function	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Val ::= applyUn(String, Val) [function]
reference-semantics/semantics/core.k	209	syntax	function	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	syntax Val ::= applyBin(String, Val, Val) [function]
reference-semantics/semantics/core.k	210	syntax	function,total	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	syntax Bool ::= applyCmp(String, Val, Val) [function] // ==== bool-is-a-subtype-of-int: numeric promotion helpers ================= // Python: `bool` derives from `int`; True/False act as 1/0 in arithmetic and // comparison. boolAsInt is the total 0/1 coercion; the op-class predicates gate // the generic Bool-operand promotion rules in int.k / bool.k / float.k (they // re-dispatch to the existing Int / Float cases after coercion, so no numeric // logic is duplicated). == and != over Bool x Bool stay in bool.k unchanged.
reference-semantics/semantics/core.k	218	syntax	function,total	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	syntax Int ::= boolAsInt(Bool) [function, total]
reference-semantics/semantics/core.k	219	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule boolAsInt(true) => 1
reference-semantics/semantics/core.k	220	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule boolAsInt(false) => 0 
reference-semantics/semantics/core.k	222	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Bool ::= isArithOp(String) [function, total]
reference-semantics/semantics/core.k	223	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule isArithOp(OP:String) => OP ==String "+" orBool OP ==String "-" orBool OP ==String "*" orBool OP ==String "/" orBool OP ==String "//" orBool OP ==String "%" orBool OP ==String "**" // the six comparison operators (== != < <= > >=)
reference-semantics/semantics/core.k	228	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Bool ::= isEqOrdOp(String) [function, total]
reference-semantics/semantics/core.k	229	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule isEqOrdOp(OP:String) => OP ==String "==" orBool OP ==String "!=" orBool OP ==String "<" orBool OP ==String "<=" orBool OP ==String ">" orBool OP ==String ">=" // the four ordering operators only (< <= > >=)
reference-semantics/semantics/core.k	233	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Bool ::= isOrdOp(String) [function, total]
reference-semantics/semantics/core.k	234	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule isOrdOp(OP:String) => OP ==String "<" orBool OP ==String "<=" orBool OP ==String ">" orBool OP ==String ">=" // ==== shared list helpers =================================================
reference-semantics/semantics/core.k	238	syntax	function,total	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	syntax Vals ::= appendVal(Vals, Val) [function, total]
reference-semantics/semantics/core.k	239	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule appendVal(.Vals, V:Val) => V , .Vals
reference-semantics/semantics/core.k	240	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule appendVal((V0:Val, VS:Vals), V:Val) => V0 , appendVal(VS, V) 
reference-semantics/semantics/core.k	242	syntax	function,total	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
reference-semantics/semantics/core.k	243	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule vals2valSeq(.Vals) => .ValSeq
