Script started on 2026-07-26 14:55:10-05:00 [<not executed on terminal>]
id	file	lines	kind	attributes	impact	decision	declaration_or_rule
K142	semantics/builtins.k	228-229	rule	owise	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule firstNdE(_:EvPair) => 0 [owise]
K143	semantics/builtins.k	230-230	syntax	function,total	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax Int ::= applyOpE(String, Int, Int) [function, total]
K144	semantics/builtins.k	231-231	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyOpE("+", A:Int, B:Int) => A +Int B
K145	semantics/builtins.k	232-232	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyOpE("-", A:Int, B:Int) => A -Int B
K146	semantics/builtins.k	233-233	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyOpE("*", A:Int, B:Int) => A *Int B
K147	semantics/builtins.k	234-234	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyOpE("//", A:Int, B:Int) => A divInt B
K148	semantics/builtins.k	235-235	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyOpE("**", A:Int, B:Int) => A ^Int B
K149	semantics/builtins.k	236-237	rule	owise	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyOpE(_:String, A:Int, _:Int) => A [owise]
K150	semantics/builtins.k	238-238	syntax	function,total	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]
K151	semantics/builtins.k	239-239	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)
K152	semantics/builtins.k	240-240	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule passPowE(oCons("**", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))
K153	semantics/builtins.k	241-241	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS))
K154	semantics/builtins.k	243-243	rule	owise	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]
K155	semantics/builtins.k	244-244	syntax	function,total	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax EvPair ::= powCombE(Int, EvPair) [function, total]
K156	semantics/builtins.k	245-245	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))
K157	semantics/builtins.k	246-246	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))
K158	semantics/builtins.k	247-247	syntax	function,total	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]
K159	semantics/builtins.k	248-249	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))
K160	semantics/builtins.k	250-250	syntax	function,total	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
K161	semantics/builtins.k	251-251	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("mul", N0, OPS, NDS, .OpSeq, .IntSeq)
K162	semantics/builtins.k	252-252	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
K163	semantics/builtins.k	253-253	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("add", N0, OPS, NDS, .OpSeq, .IntSeq)
K164	semantics/builtins.k	254-254	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
K165	semantics/builtins.k	255-255	syntax	function,total	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
K166	semantics/builtins.k	256-256	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
K167	semantics/builtins.k	257-258	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON)
K168	semantics/builtins.k	260-261	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR))
K169	semantics/builtins.k	263-264	rule	owise	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
K170	semantics/builtins.k	265-265	syntax	function,total	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax Bool ::= inLevelE(String, String) [function, total]
K171	semantics/builtins.k	266-266	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule inLevelE("mul", O:String) => O ==String "*" orBool O ==String "//" orBool O ==String "/"
K172	semantics/builtins.k	267-267	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule inLevelE("add", O:String) => O ==String "+" orBool O ==String "-"
K173	semantics/builtins.k	268-268	rule	owise	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule inLevelE(_:String, _:String) => false [owise]
K174	semantics/builtins.k	269-269	syntax	function,total	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
K175	semantics/builtins.k	270-270	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
K176	semantics/builtins.k	271-271	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
K177	semantics/builtins.k	272-272	syntax	function,total	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
K178	semantics/builtins.k	273-273	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
K179	semantics/builtins.k	274-278	rule	concrete	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N)) // ==== hashlib.md5(S).hexdigest() — a trusted opaque digest ================== // The md5 value itself is a named shared trust (sortVS-style, no concrete // twin); proofs use the length/hex-charset lemmas (lemmas/builtins.k).
K180	semantics/builtins.k	279-279	syntax	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax KItem ::= "#md5"
K181	semantics/builtins.k	280-281	rule	priority	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> Call(Attribute(Name("hashlib"), "md5"), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]
K182	semantics/builtins.k	282-282	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
K183	semantics/builtins.k	283-283	syntax	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax Val ::= md5Obj(IntSeq)
K184	semantics/builtins.k	284-284	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyMethod(md5Obj(CS:IntSeq), "hexdigest", .Vals) => str(md5hexCodes(CS))
K185	semantics/builtins.k	285-290	syntax	function,total,owise,concrete,symbol,no-evaluators	FIXED_UNUSED	OPAQUE_FIXED_PRIMITIVE_UNUSED	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators] // ==== isinstance(V, int|str) — an ordinary 2-arg builtin =================== // The type argument (int/str) is an ordinary name that resolves via the builtins frame to // typeV (see core.k's config); no Call-level special case. isIntV/isStrV mirror the old // owise-on-Val test (concrete-sort args decide; a symbolic Val stays owise, as before).
K186	semantics/builtins.k	291-291	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBuiltin("isinstance", V:Val, typeV("int"), .Vals) => isIntV(V)
K187	semantics/builtins.k	292-292	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBuiltin("isinstance", V:Val, typeV("str"), .Vals) => isStrV(V)
K188	semantics/builtins.k	293-293	syntax	function	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
K189	semantics/builtins.k	294-294	rule	-	FIXED_UNUSED	DOCUMENTED_SUBSET_APPROXIMATION	rule isIntV(_:Int) => true
K190	semantics/builtins.k	295-295	rule	owise	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule isIntV(_:Val) => false [owise]
K191	semantics/builtins.k	296-296	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule isStrV(str(_:IntSeq)) => true
K192	semantics/builtins.k	297-297	rule	owise	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule isStrV(_:Val) => false [owise]
K193	semantics/call.k	16-18	rule	owise	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k> // evaluate callee, then args ([owise]: problem-local Call interceptions beat this)
K194	semantics/call.k	19-19	syntax	-	FIXED_USED	SOUND_ON_TARGET_PATH	syntax KItem ::= #callee(Exprs)
K195	semantics/call.k	20-20	rule	owise	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
K196	semantics/call.k	21-23	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k> // ==== dispatch on the callee value ========================================
K197	semantics/call.k	24-25	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
K198	semantics/call.k	26-26	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> #applyK(toCall(builtinV("sum")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>
K199	semantics/call.k	27-27	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> #applyK(toCall(builtinV("all")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ) ... </k>
K200	semantics/call.k	28-28	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> #applyK(toCall(builtinV("any")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ) ... </k>
K201	semantics/call.k	29-29	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> #applyK(toCall(builtinV("max")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ) ... </k>
K202	semantics/call.k	30-30	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> #applyK(toCall(builtinV("min")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ) ... </k>
K203	semantics/call.k	31-31	rule	owise	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
K204	semantics/call.k	32-37	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> #applyK(toCall(typeV(T:String)), ACC:Vals) => applyBuiltin(T, ACC) ... </k> // ==== heap-object arguments/receivers ===================================== // Builtins and type calls READ structure — deref the first two arg positions // (covers len/sum/all/any/max/min/sorted/list/set + zip's pair). Mutating list // methods take the ref itself; every other method receiver is deref'd.
K205	semantics/call.k	38-41	rule	priority	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K206	semantics/call.k	42-44	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>
K207	semantics/call.k	47-51	rule	priority	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K208	semantics/call.k	52-52	syntax	function,total	FIXED_USED	SOUND_ON_TARGET_PATH	syntax Bool ::= isMutMethod(String) [function, total]
K209	semantics/call.k	53-55	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule isMutMethod(M:String) => M ==String "append" orBool M ==String "sort" orBool M ==String "extend" orBool M ==String "insert" orBool M ==String "pop" orBool M ==String "remove"
K210	semantics/call.k	56-58	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap>
K211	semantics/call.k	63-65	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>
K212	semantics/call.k	69-79	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack> // annotated closure: the frame starts with the captured freevar cells, its // parent is the module scope (all enclosing-local reads go through cells), // and the cellvars' fresh cells allocate before params bind (a cellvar param // then writes through its cell in #bindP).
K213	semantics/call.k	80-86	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(CM [ "$cells" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
K214	semantics/call.k	87-87	syntax	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax KItem ::= #allocCells(ParamNames)
K215	semantics/call.k	88-88	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> #allocCells(.ParamNames) => .K ... </k>
K216	semantics/call.k	89-93	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap> H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc>
K217	semantics/comprehension.k	11-11	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
K218	semantics/comprehension.k	12-13	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule GenExp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
K219	semantics/comprehension.k	14-14	syntax	macro	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax Stmts ::= compBody(CompFors, Expr) [macro]
K220	semantics/comprehension.k	15-17	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc"))
K221	semantics/comprehension.k	18-18	syntax	macro,macro-rec	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
K222	semantics/comprehension.k	19-20	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule compNest(.CompFors, ELT:Expr) => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
K223	semantics/comprehension.k	21-23	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
K224	semantics/comprehension.k	24-24	syntax	macro	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax Expr ::= compGuard(Exprs) [macro]
K225	semantics/comprehension.k	25-25	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule compGuard(.Exprs) => Bool(true)
K226	semantics/comprehension.k	26-26	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs))
K227	semantics/concrete.k	13-14	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>
K228	semantics/concrete.k	16-17	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>
K229	semantics/concrete.k	25-25	syntax	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax Val ::= kvP(Val, Val)
K230	semantics/concrete.k	26-27	syntax	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
K231	semantics/concrete.k	28-30	rule	priority	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
K232	semantics/concrete.k	31-33	rule	priority	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
K233	semantics/concrete.k	34-35	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
K234	semantics/concrete.k	36-37	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
K235	semantics/concrete.k	38-39	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k>
K236	semantics/concrete.k	42-42	syntax	function	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
K237	semantics/concrete.k	43-43	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
K238	semantics/concrete.k	44-45	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R))
K239	semantics/concrete.k	47-48	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V))
K240	semantics/concrete.k	51-51	syntax	function	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax Bool ::= kLt(Val, Val) [function]
K241	semantics/concrete.k	52-52	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule kLt(I1:Int, I2:Int) => I1 <Int I2
K242	semantics/concrete.k	53-53	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule kLt(F1:Float, F2:Float) => F1 <Float F2
K243	semantics/concrete.k	54-55	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
K244	semantics/concrete.k	56-56	syntax	function,total	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
K245	semantics/concrete.k	57-57	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule unpairVS(.ValSeq) => .ValSeq
K246	semantics/concrete.k	58-58	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
K247	semantics/concrete.k	59-59	rule	owise	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
K248	semantics/controls.k	9-11	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
K249	semantics/controls.k	12-14	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
K250	semantics/controls.k	20-22	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes>
K251	semantics/controls.k	27-29	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
K252	semantics/controls.k	35-35	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
K253	semantics/controls.k	36-36	rule	owise	FIXED_USED	DOCUMENTED_SUBSET_APPROXIMATION	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
K254	semantics/controls.k	37-37	syntax	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax KItem ::= #bindImports(ParamNames)
K255	semantics/controls.k	38-38	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> #bindImports(.ParamNames) => .K ... </k>
K256	semantics/controls.k	39-41	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes>
K257	semantics/controls.k	43-43	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>
K258	semantics/controls.k	48-50	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> Expr(_:Val) => .K ... </k> // ==== If (condition evaluated by strictness) ==============================
K259	semantics/controls.k	51-51	syntax	-	FIXED_USED	SOUND_ON_TARGET_PATH	syntax KItem ::= #branch(Bool, Stmts, Stmts)
K260	semantics/controls.k	52-52	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
K261	semantics/controls.k	53-53	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
K262	semantics/controls.k	54-56	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k> // ==== IfExp: ternary T if C else E ========================================
K263	semantics/controls.k	57-57	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k>
K264	semantics/controls.k	59-59	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k>
K265	semantics/controls.k	65-68	syntax	-	FIXED_USED	SOUND_ON_TARGET_PATH	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
K266	semantics/controls.k	69-70	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
K267	semantics/controls.k	71-71	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
K268	semantics/controls.k	72-72	rule	-	FIXED_USED	SOUND_ON_TARGET_PATH	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
