id	file	line	kind	target_relevance	review_decision	declaration
330	reference-semantics/semantics/controls.k	5	imports	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	imports MPY-TUPLE
331	reference-semantics/semantics/controls.k	6	imports	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	imports MPY-ITER
332	reference-semantics/semantics/controls.k	9	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
333	reference-semantics/semantics/controls.k	12	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=priority	"rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]"
334	reference-semantics/semantics/controls.k	20	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
335	reference-semantics/semantics/controls.k	27	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=priority	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
336	reference-semantics/semantics/controls.k	35	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"
337	reference-semantics/semantics/controls.k	36	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=owise	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
338	reference-semantics/semantics/controls.k	37	syntax	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	syntax KItem ::= #bindImports(ParamNames)
339	reference-semantics/semantics/controls.k	38	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule <k> #bindImports(.ParamNames) => .K ... </k>
340	reference-semantics/semantics/controls.k	39	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String ""floor"" orBool N ==String ""ceil"""
341	reference-semantics/semantics/controls.k	43	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String ""floor"" orBool N ==String ""ceil"")"
342	reference-semantics/semantics/controls.k	48	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule <k> Expr(_:Val) => .K ... </k>
343	reference-semantics/semantics/controls.k	51	syntax	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	syntax KItem ::= #branch(Bool, Stmts, Stmts)
344	reference-semantics/semantics/controls.k	52	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
345	reference-semantics/semantics/controls.k	53	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
346	reference-semantics/semantics/controls.k	54	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
347	reference-semantics/semantics/controls.k	57	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
348	reference-semantics/semantics/controls.k	59	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
349	reference-semantics/semantics/controls.k	65	syntax	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""
350	reference-semantics/semantics/controls.k	69	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
351	reference-semantics/semantics/controls.k	71	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
352	reference-semantics/semantics/controls.k	72	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
353	reference-semantics/semantics/controls.k	73	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
354	reference-semantics/semantics/controls.k	77	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
355	reference-semantics/semantics/controls.k	78	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
356	reference-semantics/semantics/controls.k	79	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
357	reference-semantics/semantics/controls.k	81	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
358	reference-semantics/semantics/controls.k	85	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
359	reference-semantics/semantics/controls.k	86	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule <k> Continue => #cont ... </k>
360	reference-semantics/semantics/controls.k	87	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule <k> Break => #brk ... </k>
361	reference-semantics/semantics/controls.k	88	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
362	reference-semantics/semantics/controls.k	89	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=owise	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
363	reference-semantics/semantics/controls.k	90	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
364	reference-semantics/semantics/controls.k	91	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=owise	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
365	reference-semantics/semantics/controls.k	95	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=priority	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
366	reference-semantics/semantics/controls.k	98	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=priority	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
367	reference-semantics/semantics/controls.k	101	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=priority	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
368	reference-semantics/semantics/controls.k	106	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=priority	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
369	reference-semantics/semantics/controls.k	109	endmodule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	endmodule
370	reference-semantics/semantics/core.k	3	module	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	module MPY-CORE
371	reference-semantics/semantics/core.k	4	imports	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	imports MPY-SYNTAX
372	reference-semantics/semantics/core.k	5	imports	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	imports INT
373	reference-semantics/semantics/core.k	6	imports	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	imports BOOL
374	reference-semantics/semantics/core.k	7	imports	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	imports STRING
375	reference-semantics/semantics/core.k	8	imports	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	imports MAP
376	reference-semantics/semantics/core.k	9	imports	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	imports LIST
377	reference-semantics/semantics/core.k	10	imports	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	imports K-EQUAL
378	reference-semantics/semantics/core.k	13	syntax	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	"syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"
379	reference-semantics/semantics/core.k	14	syntax	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	"syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"
380	reference-semantics/semantics/core.k	15	syntax	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	syntax Str    ::= str(IntSeq)
381	reference-semantics/semantics/core.k	18	syntax	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
382	reference-semantics/semantics/core.k	25	syntax	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=function	"syntax Val      ::= Int | Bool | ""noneV"" | Iterable | ref(Int)          // a heap object: <heap> holds its list(VS) | cellRef(Int)      // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String)     // a type object (int/str), resolved from the builtins frame | builtinV(String)  // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String)   // a cooled Attribute: obj.method"
383	reference-semantics/semantics/core.k	36	syntax	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	"syntax Parent   ::= ""root"" | parent(Int)"
384	reference-semantics/semantics/core.k	37	syntax	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	syntax Scope    ::= scope(Map, Parent)
385	reference-semantics/semantics/core.k	38	syntax	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	syntax KResult  ::= Val
386	reference-semantics/semantics/core.k	39	syntax	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	syntax Expr     ::= Val   // cooling puts results back into expression holes
387	reference-semantics/semantics/core.k	40	syntax	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	"syntax Vals     ::= List{Val, "",""}"
388	reference-semantics/semantics/core.k	41	syntax	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	"syntax Exc      ::= ""NoExc"" | ""AssertionError"""
389	reference-semantics/semantics/core.k	42	syntax	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	"syntax RetState ::= ""noRet"" | retV(Val)"
390	reference-semantics/semantics/core.k	49	configuration	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	"configuration <k>       #loadAll($PGM:Module) </k> <env>     0 </env> <scopes>   0     |-> scope(.Map, parent(-1)) -1    |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap>    .Map </heap> <heapLoc> 0 </heapLoc> <stack>   .List </stack> <ret>     noRet </ret> <exc>     NoExc </exc> <exit-code exit=""""> 0 </exit-code>"
391	reference-semantics/semantics/core.k	68	syntax	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=function,total	syntax Bool ::= isRefV(Val) [function, total]
392	reference-semantics/semantics/core.k	69	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule isRefV(ref(_:Int)) => true
393	reference-semantics/semantics/core.k	70	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=owise	rule isRefV(_:Val)      => false [owise]
394	reference-semantics/semantics/core.k	75	syntax	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	syntax HeapVal ::= cellV(Val)
395	reference-semantics/semantics/core.k	76	syntax	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=function,total	syntax Bool ::= isCellRef(Val) [function, total]
396	reference-semantics/semantics/core.k	77	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule isCellRef(cellRef(_:Int)) => true
397	reference-semantics/semantics/core.k	78	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=owise	rule isCellRef(_:Val)          => false [owise]
398	reference-semantics/semantics/core.k	85	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=priority	"rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires ""$cells"" in_keys(M) [priority(40)]"
399	reference-semantics/semantics/core.k	95	syntax	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	syntax Val ::= kwV(String, Val)
400	reference-semantics/semantics/core.k	96	syntax	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	syntax KItem ::= #kwTag(String)
401	reference-semantics/semantics/core.k	97	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
402	reference-semantics/semantics/core.k	98	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
403	reference-semantics/semantics/core.k	100	syntax	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=function,total	syntax Bool ::= isKwV(Val) [function, total]
404	reference-semantics/semantics/core.k	101	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule isKwV(kwV(_:String, _:Val)) => true
405	reference-semantics/semantics/core.k	102	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=owise	rule isKwV(_:Val)                => false [owise]
406	reference-semantics/semantics/core.k	106	syntax	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	syntax Val ::= cellsMark(ParamNames)
407	reference-semantics/semantics/core.k	107	syntax	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=function	syntax ParamNames ::= cellsOf(Val) [function]
408	reference-semantics/semantics/core.k	108	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
409	reference-semantics/semantics/core.k	109	syntax	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=function,total	syntax Bool ::= pnMember(String, ParamNames) [function, total]
410	reference-semantics/semantics/core.k	110	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule pnMember(_:String, .ParamNames) => false
411	reference-semantics/semantics/core.k	111	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
412	reference-semantics/semantics/core.k	113	syntax	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	syntax KItem ::= #cellW(Val, Val)
413	reference-semantics/semantics/core.k	114	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
414	reference-semantics/semantics/core.k	117	syntax	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	syntax KItem ::= #alloc(Val)
415	reference-semantics/semantics/core.k	118	rule	IMPORTED_UNUSED	IMPORTED_BUT_TARGET_INERT: constructor/symbol is not reachable from solution.mpy or proof summaries and cannot affect target closure; attrs=-	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap>    H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
416	reference-semantics/semantics/core.k	124	syntax	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	syntax KItem ::= #loadAll(Module)
417	reference-semantics/semantics/core.k	125	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
418	reference-semantics/semantics/core.k	126	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
419	reference-semantics/semantics/core.k	127	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	rule <k> .Stmts => .K ... </k>
420	reference-semantics/semantics/core.k	130	syntax	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	syntax KItem ::= #look(String, Int)
421	reference-semantics/semantics/core.k	131	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
422	reference-semantics/semantics/core.k	132	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)
423	reference-semantics/semantics/core.k	145	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=priority	"rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]"
424	reference-semantics/semantics/core.k	152	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))
425	reference-semantics/semantics/core.k	157	syntax	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=function,total	"syntax Scope ::= ""builtinsScope"" [function, total]"
426	reference-semantics/semantics/core.k	158	rule	TARGET_PATH	REVIEWED_TARGET_PATH_SOUND: fixed supplied rule follows the modeled integer/list execution for this program; no target-domain counterexample; attrs=-	"rule builtinsScope => scope(.Map [ ""len""    <- builtinV(""len"")    ] [ ""set""    <- builtinV(""set"")    ] [ ""sum""    <- builtinV(""sum"")    ] [ ""abs""    <- builtinV(""abs"")    ] [ ""min""    <- builtinV(""min"")    ] [ ""max""    <- builtinV(""max"")    ] [ ""ord""    <- builtinV(""ord"")    ] [ ""chr""    <- builtinV(""chr"")    ] [ ""range""  <- builtinV(""range"")  ] [ ""all""    <- builtinV(""all"")    ] [ ""any""    <- builtinV(""any"")    ] [ ""zip""    <- builtinV(""zip"")    ] [ ""isinstance"" <- builtinV(""isinstance"") ] [ ""sorted"" <- builtinV(""sorted"") ] [ ""list""   <- builtinV(""list"")   ] [ ""round""  <- builtinV(""round"")  ] [ ""bin""    <- builtinV(""bin"")    ] [ ""enumerate"" <- builtinV(""enumerate"") ] [ ""map""    <- builtinV(""map"")    ] [ ""eval""   <- builtinV(""eval"")   ] [ ""int""    <- typeV(""int"")       ] [ ""str""    <- typeV(""str"")       ] [ ""float""  <- typeV(""float"")     ], root)"
