id,source,module,keyword,classification,disposition,judgment,sentence_sha256
reference-semantics/semantics/builtins.k:297-297,reference-semantics/semantics/builtins.k,MPY-BUILTINS,rule,rule|owise,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,3804e3f189bdee92d86f86e52c6edb922c788ab7c0da35704e1ad1a1d5493ac4
reference-semantics/semantics/call.k:11-11,reference-semantics/semantics/call.k,MPY-CALL,imports,imports,DECLARATION_OR_COMPOSITION_UNUSED,Well-formed declaration; unused alternatives do not rewrite task states.,14630d96675d76454efd189e8d71d0b4c90851d2755c1560e51b09dd6b01f486
reference-semantics/semantics/call.k:12-12,reference-semantics/semantics/call.k,MPY-CALL,imports,imports,DECLARATION_OR_COMPOSITION_UNUSED,Well-formed declaration; unused alternatives do not rewrite task states.,500c56793acb47c875a9cf559a70a7182c3a39fe451e63e14e78cf64718850dd
reference-semantics/semantics/call.k:13-15,reference-semantics/semantics/call.k,MPY-CALL,imports,imports,DECLARATION_OR_COMPOSITION_UNUSED,Well-formed declaration; unused alternatives do not rewrite task states.,739140a909752aeb9d47272a85ba03df31dcb7df8e8ce17d63c6de115057cd7f
reference-semantics/semantics/call.k:16-18,reference-semantics/semantics/call.k,MPY-CALL,rule,rule|owise,PROOF_PATH_AUDITED,Matches the used execution path and preserves value/control/state.,658f07e8cf6b276c34e7a530fa673d4021aecc92ebba4e7d6cc0b3653ce51d94
reference-semantics/semantics/call.k:19-19,reference-semantics/semantics/call.k,MPY-CALL,syntax,syntax,PROOF_PATH_AUDITED,Matches the used execution path and preserves value/control/state.,f166aadb7e70267d1ac8dc0a7ccfa40bfed6b91c69db7114d80898c8d0a31f64
reference-semantics/semantics/call.k:20-20,reference-semantics/semantics/call.k,MPY-CALL,rule,rule|owise,PROOF_PATH_AUDITED,Matches the used execution path and preserves value/control/state.,52db497eb3eacf57b8448e69d1073154eb6bad5d068145928a5ed80395493c99
reference-semantics/semantics/call.k:21-23,reference-semantics/semantics/call.k,MPY-CALL,rule,rule|ordinary,PROOF_PATH_AUDITED,Matches the used execution path and preserves value/control/state.,c456b154882c5689417751596c4f834058a8d8a174a5bca3d4239c0ba774ef55
reference-semantics/semantics/call.k:24-25,reference-semantics/semantics/call.k,MPY-CALL,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,750b229f580a7c66666b292449fba22846f5e00cb3fc3153023bdf7fcfdd9efb
reference-semantics/semantics/call.k:26-26,reference-semantics/semantics/call.k,MPY-CALL,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,1095503bb36722e43cb8d6a37a2992b89d496c908e6eb4792f61ec94a7bea273
reference-semantics/semantics/call.k:27-27,reference-semantics/semantics/call.k,MPY-CALL,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,fc5ade210ed09a981990bca0854a89c461fff04c6e8f9f085c138802cf99ac24
reference-semantics/semantics/call.k:28-28,reference-semantics/semantics/call.k,MPY-CALL,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,0ebe2a3e7c13337161f56273d76e7cb61a698b81d73e9bbacbf86000af01e856
reference-semantics/semantics/call.k:29-29,reference-semantics/semantics/call.k,MPY-CALL,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,1970448220782168130c0df8a2d8cba18aab5257414dc8a435d28cf40f8b9c00
reference-semantics/semantics/call.k:30-30,reference-semantics/semantics/call.k,MPY-CALL,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,f1faea5df680cdb20b5a572233708b088969d6bda2758e2666db59ad7db36868
reference-semantics/semantics/call.k:31-31,reference-semantics/semantics/call.k,MPY-CALL,rule,rule|owise,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,a1f8fc59300316a965c337cc6d5db688bdf37a444fc1e798ffa9b220217a4be7
reference-semantics/semantics/call.k:32-37,reference-semantics/semantics/call.k,MPY-CALL,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,98327c656305a5ab418c3acfcc9c64e0ec9d6bd40cffd131672eb7f3db871e46
reference-semantics/semantics/call.k:38-41,reference-semantics/semantics/call.k,MPY-CALL,rule,rule|priority,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,9d65e32ef1f7a99b4c9720a66be39f8d87d4a38924efd8f5c1049b09ba084aff
reference-semantics/semantics/call.k:42-46,reference-semantics/semantics/call.k,MPY-CALL,rule,rule|priority,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,abc7c6fabc488a5532a0d89cffb9686155957cf426156aeb412f8af065f5ad46
reference-semantics/semantics/call.k:47-51,reference-semantics/semantics/call.k,MPY-CALL,rule,rule|priority,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,b74ca48d3ca3325f235aa6d1cfbf8203e2cd1faafd8465bc03dc21881ef108e1
reference-semantics/semantics/call.k:52-52,reference-semantics/semantics/call.k,MPY-CALL,syntax,syntax|function|total,DECLARATION_OR_COMPOSITION_UNUSED,Well-formed declaration; unused alternatives do not rewrite task states.,b09f89518d3b2b7f4cf78590ca23dfe76c0cdc4752276a00c84a4ecfb6d43360
reference-semantics/semantics/call.k:53-55,reference-semantics/semantics/call.k,MPY-CALL,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,8588f08d1b2ed833e2023cc8a6b5649617743e734444827d360de766c6521f0e
reference-semantics/semantics/call.k:56-62,reference-semantics/semantics/call.k,MPY-CALL,rule,rule|priority,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,521c0212fa4e6ca454bcd6fac899271125f343530ae16c2b4834ee72342cd878
reference-semantics/semantics/call.k:63-68,reference-semantics/semantics/call.k,MPY-CALL,rule,rule|priority,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,1885ecdcc62dc05b9552e9a33cf2e24d27abcc6dba27d3ba44a5bf204652aead
reference-semantics/semantics/call.k:69-79,reference-semantics/semantics/call.k,MPY-CALL,rule,rule|ordinary,PROOF_PATH_AUDITED,Matches the used execution path and preserves value/control/state.,19a3bd093db23c53e586aa6ee8621bcbeaaf309e193c4d366ae99a7fe6210648
reference-semantics/semantics/call.k:80-86,reference-semantics/semantics/call.k,MPY-CALL,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,332fed788642e8aca39ddc0533950ffcc8c7453b70236894166e368486adac05
reference-semantics/semantics/call.k:87-87,reference-semantics/semantics/call.k,MPY-CALL,syntax,syntax,DECLARATION_OR_COMPOSITION_UNUSED,Well-formed declaration; unused alternatives do not rewrite task states.,e6caec0e698dbb9eac13976f324229251e3e2f3f91deab40ffd46d42422183ff
reference-semantics/semantics/call.k:88-88,reference-semantics/semantics/call.k,MPY-CALL,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,2a957c1d6ee6854a64e04f88378315c38c9ae4781a88a455f55e109f6b00d7f1
reference-semantics/semantics/call.k:89-94,reference-semantics/semantics/call.k,MPY-CALL,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,fac8259496fc577a9972bd14b41d0fd1b5c9cf1c540f6fbf26471852ee35155b
reference-semantics/semantics/comprehension.k:4-4,reference-semantics/semantics/comprehension.k,MPY-COMPREHENSION,imports,imports,DECLARATION_OR_COMPOSITION_UNUSED,Well-formed declaration; unused alternatives do not rewrite task states.,3f50aa9686f46b12bc0245cf0bb26236f25ed1b1ee14f4a29688bf26f127c3f8
reference-semantics/semantics/comprehension.k:5-5,reference-semantics/semantics/comprehension.k,MPY-COMPREHENSION,imports,imports,DECLARATION_OR_COMPOSITION_UNUSED,Well-formed declaration; unused alternatives do not rewrite task states.,e95d12c38e22a0e539f00a62c2efacd00339db6057c36b62dd39679a08050704
reference-semantics/semantics/comprehension.k:6-6,reference-semantics/semantics/comprehension.k,MPY-COMPREHENSION,imports,imports,DECLARATION_OR_COMPOSITION_UNUSED,Well-formed declaration; unused alternatives do not rewrite task states.,39908357039a3a99946b85a4e33dd1a08ae14325b9a66390de11999b83eb73f2
reference-semantics/semantics/comprehension.k:7-7,reference-semantics/semantics/comprehension.k,MPY-COMPREHENSION,imports,imports,DECLARATION_OR_COMPOSITION_UNUSED,Well-formed declaration; unused alternatives do not rewrite task states.,24ffa847e481c49f9af8af6a794dffe219ee123297d29e499f90d97d7caddc92
reference-semantics/semantics/comprehension.k:8-10,reference-semantics/semantics/comprehension.k,MPY-COMPREHENSION,imports,imports,DECLARATION_OR_COMPOSITION_UNUSED,Well-formed declaration; unused alternatives do not rewrite task states.,50ea5a2beea9cfa7ee32e79f76708bc1c9c42d2a63fb9b43475172a72a5e6027
reference-semantics/semantics/comprehension.k:11-11,reference-semantics/semantics/comprehension.k,MPY-COMPREHENSION,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,d9ced0c5fd52d14ad767118816f8cd85ce01eb3837a8b675883e3f737234b601
reference-semantics/semantics/comprehension.k:12-13,reference-semantics/semantics/comprehension.k,MPY-COMPREHENSION,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,705f7d1ad181c5b2687baa2167182cf77881c9d2d8455dc8c7ca09155e4b7bf4
reference-semantics/semantics/comprehension.k:14-14,reference-semantics/semantics/comprehension.k,MPY-COMPREHENSION,syntax,syntax|macro,DECLARATION_OR_COMPOSITION_UNUSED,Well-formed declaration; unused alternatives do not rewrite task states.,2072a041e18458272e7ed7938b18a4956a21c966b1f6d0298fb285585097d651
reference-semantics/semantics/comprehension.k:15-17,reference-semantics/semantics/comprehension.k,MPY-COMPREHENSION,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,2c6c9270a21330f7ae99641cb97511934558316fb4786d3dc7f5bf4d114f575a
reference-semantics/semantics/comprehension.k:18-18,reference-semantics/semantics/comprehension.k,MPY-COMPREHENSION,syntax,syntax|macro-rec,DECLARATION_OR_COMPOSITION_UNUSED,Well-formed declaration; unused alternatives do not rewrite task states.,341eb0df70009c8249d1774ac0d97eb26bf40e0071ef89bfdc29b6dd10e96ac6
reference-semantics/semantics/comprehension.k:19-20,reference-semantics/semantics/comprehension.k,MPY-COMPREHENSION,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,e4cbb6c526d4356b46686afba23b8e88ad8f5da1f8d71ea951f8616a6ef33841
reference-semantics/semantics/comprehension.k:21-23,reference-semantics/semantics/comprehension.k,MPY-COMPREHENSION,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,284ed568b118294b0d2d794eab400b19dd902fde0b5d95340c6435b0a41e98a1
reference-semantics/semantics/comprehension.k:24-24,reference-semantics/semantics/comprehension.k,MPY-COMPREHENSION,syntax,syntax|macro,DECLARATION_OR_COMPOSITION_UNUSED,Well-formed declaration; unused alternatives do not rewrite task states.,7a75804858f8c520217583343f7a42ced94e4728ec6d7d21030ca5a089e53694
reference-semantics/semantics/comprehension.k:25-25,reference-semantics/semantics/comprehension.k,MPY-COMPREHENSION,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,23ec4703a7843f12b6bbe0bc4edec6e2051bf3ec11290678bc04fbc24f903b97
reference-semantics/semantics/comprehension.k:26-26,reference-semantics/semantics/comprehension.k,MPY-COMPREHENSION,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,31ead01c4a851dd15c04edb49d7042e52aba33906f74cc808bdeeb9600c4e3d8
reference-semantics/semantics/concrete.k:9-12,reference-semantics/semantics/concrete.k,MPY-CONCRETE,imports,imports,RUNTIME_ONLY_MODULE,Not imported by VERIFICATION; checked only by fresh LLVM execution.,59c4fc13fdd09225d03a4e6441f750217559ffd426660e83c682633dafdbbb8a
reference-semantics/semantics/concrete.k:13-15,reference-semantics/semantics/concrete.k,MPY-CONCRETE,rule,rule|ordinary,RUNTIME_ONLY_MODULE,Not imported by VERIFICATION; checked only by fresh LLVM execution.,aa5c0e174df072c9a5f0234d978cd4239e3567274e6acb31fb7544700ce5eae5
reference-semantics/semantics/concrete.k:16-24,reference-semantics/semantics/concrete.k,MPY-CONCRETE,rule,rule|ordinary,RUNTIME_ONLY_MODULE,Not imported by VERIFICATION; checked only by fresh LLVM execution.,8e7ac65e9d8649c981d169863b1e6427d90d8106d3a2f9bf79f7566584a76fad
reference-semantics/semantics/concrete.k:25-25,reference-semantics/semantics/concrete.k,MPY-CONCRETE,syntax,syntax,RUNTIME_ONLY_MODULE,Not imported by VERIFICATION; checked only by fresh LLVM execution.,5f2bf9f54ba1cae8a238ff566df26ae552572163691122549b9afae4cf10fd4b
reference-semantics/semantics/concrete.k:26-27,reference-semantics/semantics/concrete.k,MPY-CONCRETE,syntax,syntax,RUNTIME_ONLY_MODULE,Not imported by VERIFICATION; checked only by fresh LLVM execution.,8546348584f9e23c7c0f9ceb9a13d9410e56a764e365c82d9a9a6ff4e9146dab
reference-semantics/semantics/concrete.k:28-30,reference-semantics/semantics/concrete.k,MPY-CONCRETE,rule,rule|priority,RUNTIME_ONLY_MODULE,Not imported by VERIFICATION; checked only by fresh LLVM execution.,1315496a46e8eac5fc6ee10df9a31f2720cc650a17610e14b777e91365c37c1d
reference-semantics/semantics/concrete.k:31-33,reference-semantics/semantics/concrete.k,MPY-CONCRETE,rule,rule|priority,RUNTIME_ONLY_MODULE,Not imported by VERIFICATION; checked only by fresh LLVM execution.,002760d79c90441974fe53634f46341a8594dd75e696fdbd5c6987bfe39a1bc3
reference-semantics/semantics/concrete.k:34-35,reference-semantics/semantics/concrete.k,MPY-CONCRETE,rule,rule|ordinary,RUNTIME_ONLY_MODULE,Not imported by VERIFICATION; checked only by fresh LLVM execution.,b68a3ef507cb00080eab431a20276a223176c46217c030d5442594810230c623
reference-semantics/semantics/concrete.k:36-37,reference-semantics/semantics/concrete.k,MPY-CONCRETE,rule,rule|ordinary,RUNTIME_ONLY_MODULE,Not imported by VERIFICATION; checked only by fresh LLVM execution.,46fdcdeefec4ae9da3c27a5923fc270d395506ac1cde3633e095cf7edae0f377
reference-semantics/semantics/concrete.k:38-41,reference-semantics/semantics/concrete.k,MPY-CONCRETE,rule,rule|ordinary,RUNTIME_ONLY_MODULE,Not imported by VERIFICATION; checked only by fresh LLVM execution.,4817c11bed497d366c9018e099df3a932841f818c42ae46910188ffd6b856d87
reference-semantics/semantics/concrete.k:42-42,reference-semantics/semantics/concrete.k,MPY-CONCRETE,syntax,syntax|function,RUNTIME_ONLY_MODULE,Not imported by VERIFICATION; checked only by fresh LLVM execution.,8b8f663cb9f0a5fbd8506a9785c2649c19f669de2d28efc06e95f8036dc98f91
reference-semantics/semantics/concrete.k:43-43,reference-semantics/semantics/concrete.k,MPY-CONCRETE,rule,rule|ordinary,RUNTIME_ONLY_MODULE,Not imported by VERIFICATION; checked only by fresh LLVM execution.,63605f00773735a9a79bd59d027d66aa517bea5233905075ad11ecf9f38255ef
reference-semantics/semantics/concrete.k:44-46,reference-semantics/semantics/concrete.k,MPY-CONCRETE,rule,rule|ordinary,RUNTIME_ONLY_MODULE,Not imported by VERIFICATION; checked only by fresh LLVM execution.,19bfd3b0317e30ccbaf79513433e5b8a78c95b439910845a8d61d124263ee283
reference-semantics/semantics/concrete.k:47-50,reference-semantics/semantics/concrete.k,MPY-CONCRETE,rule,rule|ordinary,RUNTIME_ONLY_MODULE,Not imported by VERIFICATION; checked only by fresh LLVM execution.,4af078862bab7499926e46f3bc3c863f0b4e72639531bf3a7ea4b0d0c4a26245
reference-semantics/semantics/concrete.k:51-51,reference-semantics/semantics/concrete.k,MPY-CONCRETE,syntax,syntax|function,RUNTIME_ONLY_MODULE,Not imported by VERIFICATION; checked only by fresh LLVM execution.,6f0d8dc431e9b588d22963b7ec907adc7c0d6dd21c6a8030a618281eb7cd927a
reference-semantics/semantics/concrete.k:52-52,reference-semantics/semantics/concrete.k,MPY-CONCRETE,rule,rule|ordinary,RUNTIME_ONLY_MODULE,Not imported by VERIFICATION; checked only by fresh LLVM execution.,a22ae76ce3a02f8ea9e3e328c19eb279dcd8ba232b5ff5f7856d06c36be04628
reference-semantics/semantics/concrete.k:53-53,reference-semantics/semantics/concrete.k,MPY-CONCRETE,rule,rule|ordinary,RUNTIME_ONLY_MODULE,Not imported by VERIFICATION; checked only by fresh LLVM execution.,ff2747645d99066e61ac4b1eb121d54deb2b0fa277cfe0140a5f1e742252e365
reference-semantics/semantics/concrete.k:54-55,reference-semantics/semantics/concrete.k,MPY-CONCRETE,rule,rule|ordinary,RUNTIME_ONLY_MODULE,Not imported by VERIFICATION; checked only by fresh LLVM execution.,855e0ed4747886624d5d6dbca961759f4feacd308058c00563ae572b685a21d6
reference-semantics/semantics/concrete.k:56-56,reference-semantics/semantics/concrete.k,MPY-CONCRETE,syntax,syntax|function|total,RUNTIME_ONLY_MODULE,Not imported by VERIFICATION; checked only by fresh LLVM execution.,08dbdf1411a4a7cb472c688160fac2a2adcf5dfa3664357a70afca38cbdcab36
reference-semantics/semantics/concrete.k:57-57,reference-semantics/semantics/concrete.k,MPY-CONCRETE,rule,rule|ordinary,RUNTIME_ONLY_MODULE,Not imported by VERIFICATION; checked only by fresh LLVM execution.,0c4793ebfd2ca0c5e6602e60daad8e08889fcd7a950fb6b5d0ec1d903a8adc85
reference-semantics/semantics/concrete.k:58-58,reference-semantics/semantics/concrete.k,MPY-CONCRETE,rule,rule|ordinary,RUNTIME_ONLY_MODULE,Not imported by VERIFICATION; checked only by fresh LLVM execution.,ff066cb9aae70a2d0782b8835101f1920c42c6542c943c16f049e53f084291a3
reference-semantics/semantics/concrete.k:59-59,reference-semantics/semantics/concrete.k,MPY-CONCRETE,rule,rule|owise,RUNTIME_ONLY_MODULE,Not imported by VERIFICATION; checked only by fresh LLVM execution.,e56ae0e6bc6096942254c408e4e97eb85419ab272660d0769ff60005583fdb64
reference-semantics/semantics/controls.k:4-4,reference-semantics/semantics/controls.k,MPY-CONTROLS,imports,imports,DECLARATION_OR_COMPOSITION_UNUSED,Well-formed declaration; unused alternatives do not rewrite task states.,3f50aa9686f46b12bc0245cf0bb26236f25ed1b1ee14f4a29688bf26f127c3f8
reference-semantics/semantics/controls.k:5-5,reference-semantics/semantics/controls.k,MPY-CONTROLS,imports,imports,DECLARATION_OR_COMPOSITION_UNUSED,Well-formed declaration; unused alternatives do not rewrite task states.,caccdc35620a8e8a9452bffaa2ece57d464af7180ff4b2013a4caff66e9b2550
reference-semantics/semantics/controls.k:6-8,reference-semantics/semantics/controls.k,MPY-CONTROLS,imports,imports,PROOF_PATH_AUDITED,Matches the used execution path and preserves value/control/state.,dc8fdb9e49255c040c5d7f5f9565f314e21918ded94af2383df54df33e9fb6c2
reference-semantics/semantics/controls.k:9-11,reference-semantics/semantics/controls.k,MPY-CONTROLS,rule,rule|ordinary,PROOF_PATH_AUDITED,Matches the used execution path and preserves value/control/state.,fea0a6af92fc35ec1aa23181eab95b4a332039b808213b27d2df3317fc771abd
reference-semantics/semantics/controls.k:12-19,reference-semantics/semantics/controls.k,MPY-CONTROLS,rule,rule|priority,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,d97eb260f3df310b0576023e38f1af7e690eafd48b87736981977d94ad981d3d
reference-semantics/semantics/controls.k:20-26,reference-semantics/semantics/controls.k,MPY-CONTROLS,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,fad37f6a6cadf4e09161fbbbbd92a7f690ea5a62e0127e340eb9b32fa33f05e3
reference-semantics/semantics/controls.k:27-34,reference-semantics/semantics/controls.k,MPY-CONTROLS,rule,rule|priority,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,97a7a93b2492aab9708f258b46e50c95f63c1d0528adae906478aa39fe6cccdc
reference-semantics/semantics/controls.k:35-35,reference-semantics/semantics/controls.k,MPY-CONTROLS,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,f639e810ede43c09dbf75ac00e8b6a676365ccbc90f6691ba4aa90e30aaa7fe7
reference-semantics/semantics/controls.k:36-36,reference-semantics/semantics/controls.k,MPY-CONTROLS,rule,rule|owise,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,877dfb60ad77227ce11cbe7df900cca13fe7d02c5d757bf467412abd20c57deb
reference-semantics/semantics/controls.k:37-37,reference-semantics/semantics/controls.k,MPY-CONTROLS,syntax,syntax,DECLARATION_OR_COMPOSITION_UNUSED,Well-formed declaration; unused alternatives do not rewrite task states.,dd700ed63c9bed5c705e05f8566804cf7298bff87960b701e151f008ee3262bf
reference-semantics/semantics/controls.k:38-38,reference-semantics/semantics/controls.k,MPY-CONTROLS,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,ae2ec2940cb2cfbb2aff309c682adb80b345e86d19411450ccce953ac4d6b63f
reference-semantics/semantics/controls.k:39-42,reference-semantics/semantics/controls.k,MPY-CONTROLS,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,880fd7cd94e366843b9ed611a286e44b7bbf668211e7583bfc66ed5a0cad1479
reference-semantics/semantics/controls.k:43-47,reference-semantics/semantics/controls.k,MPY-CONTROLS,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,082b2c3dbdbc880285a11b7cf997828b3c26b21cf1132f605bc212420cafdc0d
reference-semantics/semantics/controls.k:48-50,reference-semantics/semantics/controls.k,MPY-CONTROLS,rule,rule|ordinary,PROOF_PATH_AUDITED,Matches the used execution path and preserves value/control/state.,0e00fe436fdf76db4d074f32f6c2f9f9ec00fa8d68580c5cc3c963014f965020
reference-semantics/semantics/controls.k:51-51,reference-semantics/semantics/controls.k,MPY-CONTROLS,syntax,syntax,PROOF_PATH_AUDITED,Matches the used execution path and preserves value/control/state.,46d5d447203828eda04c76e3729b77659fc5a00e1d2a7de2196077557f1d2980
reference-semantics/semantics/controls.k:52-52,reference-semantics/semantics/controls.k,MPY-CONTROLS,rule,rule|ordinary,PROOF_PATH_AUDITED,Matches the used execution path and preserves value/control/state.,692ab5da6b0a64076cf1e1a495cbb51df0853156b3a85654752ff73499b5ae92
reference-semantics/semantics/controls.k:53-53,reference-semantics/semantics/controls.k,MPY-CONTROLS,rule,rule|ordinary,PROOF_PATH_AUDITED,Matches the used execution path and preserves value/control/state.,ca40bd598e8552c092f3f762c7f8b33de1ea638e78aea478a9eff8a2a82b0f47
reference-semantics/semantics/controls.k:54-56,reference-semantics/semantics/controls.k,MPY-CONTROLS,rule,rule|ordinary,PROOF_PATH_AUDITED,Matches the used execution path and preserves value/control/state.,cf6432e64c4531d2866f9e28b048b9b442ed0fc4fefdd1aaddb783e397641729
reference-semantics/semantics/controls.k:57-58,reference-semantics/semantics/controls.k,MPY-CONTROLS,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,293cdf88a4901e380232224e8ce9b07a29ff9b554ccd6249ff7b27de3ad30448
reference-semantics/semantics/controls.k:59-64,reference-semantics/semantics/controls.k,MPY-CONTROLS,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,0b59f149f979a13ffe66d97df1da534a5b6c6d351782051af2f700c364a49feb
reference-semantics/semantics/controls.k:65-68,reference-semantics/semantics/controls.k,MPY-CONTROLS,syntax,syntax,PROOF_PATH_AUDITED,Matches the used execution path and preserves value/control/state.,ce087b9a65005f3deafa703f95896c92377cf448274600ab7db7ed5422da4c3b
reference-semantics/semantics/controls.k:69-70,reference-semantics/semantics/controls.k,MPY-CONTROLS,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,0aae729be14b898ec5681808dd55f49ef9c8956088ce68a6488b92ce8eb6b3a4
reference-semantics/semantics/controls.k:71-71,reference-semantics/semantics/controls.k,MPY-CONTROLS,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,5e83ccac57c21f4c7c5007839ee32dca6c7ae215768d2a3bbc69021469cba2fe
reference-semantics/semantics/controls.k:72-72,reference-semantics/semantics/controls.k,MPY-CONTROLS,rule,rule|ordinary,UNUSED_DISJOINT_RULE,Its head/operator/value shape is absent from solution.mpy execution; no false conclusion witness exists on the task domain.,fa41d0aefbce45e1f7a0bb2da6a0b7b44b0be0e47fbb6a51ba04cda74c394aff
reference-semantics/semantics/controls.k:73-76,reference-semantics/semantics/controls.k,MPY-CONTROLS,rule,rule|ordinary,PROOF_PATH_AUDITED,Matches the used execution path and preserves value/control/state.,3609b36a186288da568552c13041f3e431eafc08e562516002de8948d502cdb8
reference-semantics/semantics/controls.k:77-77,reference-semantics/semantics/controls.k,MPY-CONTROLS,rule,rule|ordinary,PROOF_PATH_AUDITED,Matches the used execution path and preserves value/control/state.,a3d8374ac1c257b071575dc27071f50c16338617a4bde9db083a04bdc113747a
reference-semantics/semantics/controls.k:78-78,reference-semantics/semantics/controls.k,MPY-CONTROLS,rule,rule|ordinary,PROOF_PATH_AUDITED,Matches the used execution path and preserves value/control/state.,998a39372e139120ea64afa342719f48b99b9bd223f99ae75272f8b84f78862d
reference-semantics/semantics/controls.k:79-80,reference-semantics/semantics/controls.k,MPY-CONTROLS,rule,rule|ordinary,PROOF_PATH_AUDITED,Matches the used execution path and preserves value/control/state.,4eb968160752e687ea3bdb489da8d48b497133158a99e7427176722e081c6b8a
reference-semantics/semantics/controls.k:81-84,reference-semantics/semantics/controls.k,MPY-CONTROLS,rule,rule|ordinary,PROOF_PATH_AUDITED,Matches the used execution path and preserves value/control/state.,37345c05aca2b95671c8a32507c71ae8fe4285854c43ecb8ccb16a0f83844881
