# Exhaustive K source inventory
# COMMAND: python3 /audit-output/evidence/k_inventory.py
id	file	module	line	kind	class	relevance	attributes	audit_decision	sentence
K0246	semantics/concrete.k	MPY-CONCRETE	58	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
K0247	semantics/concrete.k	MPY-CONCRETE	59	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF	owise	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
K0248	semantics/controls.k	MPY-CONTROLS	9	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
K0249	semantics/controls.k	MPY-CONTROLS	12	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
K0250	semantics/controls.k	MPY-CONTROLS	20	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes>
K0251	semantics/controls.k	MPY-CONTROLS	27	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
K0252	semantics/controls.k	MPY-CONTROLS	35	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
K0253	semantics/controls.k	MPY-CONTROLS	36	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH	owise	FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
K0254	semantics/controls.k	MPY-CONTROLS	37	syntax	SYNTAX_DECLARATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax KItem ::= #bindImports(ParamNames)
K0255	semantics/controls.k	MPY-CONTROLS	38	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> #bindImports(.ParamNames) => .K ... </k>
K0256	semantics/controls.k	MPY-CONTROLS	39	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes>
K0257	semantics/controls.k	MPY-CONTROLS	43	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>
K0258	semantics/controls.k	MPY-CONTROLS	48	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> Expr(_:Val) => .K ... </k>
K0259	semantics/controls.k	MPY-CONTROLS	51	syntax	SYNTAX_DECLARATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax KItem ::= #branch(Bool, Stmts, Stmts)
K0260	semantics/controls.k	MPY-CONTROLS	52	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
K0261	semantics/controls.k	MPY-CONTROLS	53	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
K0262	semantics/controls.k	MPY-CONTROLS	54	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
K0263	semantics/controls.k	MPY-CONTROLS	57	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k>
K0264	semantics/controls.k	MPY-CONTROLS	59	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k>
K0265	semantics/controls.k	MPY-CONTROLS	65	syntax	SYNTAX_DECLARATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
K0266	semantics/controls.k	MPY-CONTROLS	69	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
K0267	semantics/controls.k	MPY-CONTROLS	71	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
K0268	semantics/controls.k	MPY-CONTROLS	72	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
K0269	semantics/controls.k	MPY-CONTROLS	73	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
K0270	semantics/controls.k	MPY-CONTROLS	77	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
K0271	semantics/controls.k	MPY-CONTROLS	78	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
K0272	semantics/controls.k	MPY-CONTROLS	79	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k>
K0273	semantics/controls.k	MPY-CONTROLS	81	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k>
K0274	semantics/controls.k	MPY-CONTROLS	85	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
K0275	semantics/controls.k	MPY-CONTROLS	86	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> Continue => #cont ... </k>
K0276	semantics/controls.k	MPY-CONTROLS	87	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> Break => #brk ... </k>
K0277	semantics/controls.k	MPY-CONTROLS	88	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
K0278	semantics/controls.k	MPY-CONTROLS	89	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH	owise	FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
K0279	semantics/controls.k	MPY-CONTROLS	90	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
K0280	semantics/controls.k	MPY-CONTROLS	91	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH	owise	FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
K0281	semantics/controls.k	MPY-CONTROLS	95	rule	PRIORITY_OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH	priority(40)	FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0282	semantics/controls.k	MPY-CONTROLS	98	rule	PRIORITY_OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH	priority(40)	FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0283	semantics/controls.k	MPY-CONTROLS	101	rule	PRIORITY_OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH	priority(40)	FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0284	semantics/controls.k	MPY-CONTROLS	106	rule	PRIORITY_OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH	priority(40)	FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0285	semantics/core.k	MPY-CORE	13	syntax	SYNTAX_DECLARATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
K0286	semantics/core.k	MPY-CORE	14	syntax	SYNTAX_DECLARATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
K0287	semantics/core.k	MPY-CORE	15	syntax	SYNTAX_DECLARATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax Str ::= str(IntSeq)
K0288	semantics/core.k	MPY-CORE	18	syntax	SYNTAX_DECLARATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
K0289	semantics/core.k	MPY-CORE	25	syntax	SYNTAX_DECLARATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax Val ::= Int | Bool | "noneV" | Iterable | ref(Int) | cellRef(Int) | closureVal(ParamNames, Stmts, Int) | typeV(String) | builtinV(String) | boundMethodV(Val, String)
K0290	semantics/core.k	MPY-CORE	36	syntax	SYNTAX_DECLARATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax Parent ::= "root" | parent(Int)
K0291	semantics/core.k	MPY-CORE	37	syntax	SYNTAX_DECLARATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax Scope ::= scope(Map, Parent)
K0292	semantics/core.k	MPY-CORE	38	syntax	SYNTAX_DECLARATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax KResult ::= Val
K0293	semantics/core.k	MPY-CORE	39	syntax	SYNTAX_DECLARATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax Expr ::= Val
K0294	semantics/core.k	MPY-CORE	40	syntax	SYNTAX_DECLARATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax Vals ::= List{Val, ","}
K0295	semantics/core.k	MPY-CORE	41	syntax	SYNTAX_DECLARATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax Exc ::= "NoExc" | "AssertionError"
K0296	semantics/core.k	MPY-CORE	42	syntax	SYNTAX_DECLARATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax RetState ::= "noRet" | retV(Val)
K0297	semantics/core.k	MPY-CORE	49	configuration	CONFIGURATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""> 0 </exit-code>
K0298	semantics/core.k	MPY-CORE	68	syntax	TOTAL_FUNCTION_DECLARATION	USED_PATH_OR_SHARED_DISPATCH	function,total	FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax Bool ::= isRefV(Val) [function, total]
K0299	semantics/core.k	MPY-CORE	69	rule	FUNCTION_OR_MACRO_EQUATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule isRefV(ref(_:Int)) => true
K0300	semantics/core.k	MPY-CORE	70	rule	FUNCTION_OR_MACRO_EQUATION	USED_PATH_OR_SHARED_DISPATCH	owise	FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule isRefV(_:Val) => false [owise]
K0301	semantics/core.k	MPY-CORE	75	syntax	SYNTAX_DECLARATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax HeapVal ::= cellV(Val)
K0302	semantics/core.k	MPY-CORE	76	syntax	TOTAL_FUNCTION_DECLARATION	USED_PATH_OR_SHARED_DISPATCH	function,total	FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax Bool ::= isCellRef(Val) [function, total]
K0303	semantics/core.k	MPY-CORE	77	rule	FUNCTION_OR_MACRO_EQUATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule isCellRef(cellRef(_:Int)) => true
K0304	semantics/core.k	MPY-CORE	78	rule	FUNCTION_OR_MACRO_EQUATION	USED_PATH_OR_SHARED_DISPATCH	owise	FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule isCellRef(_:Val) => false [owise]
K0305	semantics/core.k	MPY-CORE	85	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap>
K0306	semantics/core.k	MPY-CORE	95	syntax	SYNTAX_DECLARATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax Val ::= kwV(String, Val)
K0307	semantics/core.k	MPY-CORE	96	syntax	SYNTAX_DECLARATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax KItem ::= #kwTag(String)
K0308	semantics/core.k	MPY-CORE	97	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
K0309	semantics/core.k	MPY-CORE	98	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k>
K0310	semantics/core.k	MPY-CORE	100	syntax	TOTAL_FUNCTION_DECLARATION	USED_PATH_OR_SHARED_DISPATCH	function,total	FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax Bool ::= isKwV(Val) [function, total]
K0311	semantics/core.k	MPY-CORE	101	rule	FUNCTION_OR_MACRO_EQUATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule isKwV(kwV(_:String, _:Val)) => true
K0312	semantics/core.k	MPY-CORE	102	rule	FUNCTION_OR_MACRO_EQUATION	USED_PATH_OR_SHARED_DISPATCH	owise	FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule isKwV(_:Val) => false [owise]
K0313	semantics/core.k	MPY-CORE	106	syntax	SYNTAX_DECLARATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax Val ::= cellsMark(ParamNames)
K0314	semantics/core.k	MPY-CORE	107	syntax	FUNCTION_DECLARATION	USED_PATH_OR_SHARED_DISPATCH	function	FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax ParamNames ::= cellsOf(Val) [function]
K0315	semantics/core.k	MPY-CORE	108	rule	FUNCTION_OR_MACRO_EQUATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
K0316	semantics/core.k	MPY-CORE	109	syntax	TOTAL_FUNCTION_DECLARATION	USED_PATH_OR_SHARED_DISPATCH	function,total	FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax Bool ::= pnMember(String, ParamNames) [function, total]
K0317	semantics/core.k	MPY-CORE	110	rule	FUNCTION_OR_MACRO_EQUATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule pnMember(_:String, .ParamNames) => false
K0318	semantics/core.k	MPY-CORE	111	rule	FUNCTION_OR_MACRO_EQUATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
K0319	semantics/core.k	MPY-CORE	113	syntax	SYNTAX_DECLARATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax KItem ::= #cellW(Val, Val)
K0320	semantics/core.k	MPY-CORE	114	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
K0321	semantics/core.k	MPY-CORE	117	syntax	SYNTAX_DECLARATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax KItem ::= #alloc(Val)
K0322	semantics/core.k	MPY-CORE	118	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc>
K0323	semantics/core.k	MPY-CORE	124	syntax	SYNTAX_DECLARATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax KItem ::= #loadAll(Module)
K0324	semantics/core.k	MPY-CORE	125	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
K0325	semantics/core.k	MPY-CORE	126	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
K0326	semantics/core.k	MPY-CORE	127	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> .Stmts => .K ... </k>
K0327	semantics/core.k	MPY-CORE	130	syntax	SYNTAX_DECLARATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax KItem ::= #look(String, Int)
K0328	semantics/core.k	MPY-CORE	131	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
K0329	semantics/core.k	MPY-CORE	132	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes>
K0330	semantics/core.k	MPY-CORE	145	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap>
K0331	semantics/core.k	MPY-CORE	152	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes>
K0332	semantics/core.k	MPY-CORE	157	syntax	TOTAL_FUNCTION_DECLARATION	USED_PATH_OR_SHARED_DISPATCH	function,total	FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax Scope ::= "builtinsScope" [function, total]
K0333	semantics/core.k	MPY-CORE	158	rule	FUNCTION_OR_MACRO_EQUATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule builtinsScope => scope(.Map [ "len" <- builtinV("len") ] [ "set" <- builtinV("set") ] [ "sum" <- builtinV("sum") ] [ "abs" <- builtinV("abs") ] [ "min" <- builtinV("min") ] [ "max" <- builtinV("max") ] [ "ord" <- builtinV("ord") ] [ "chr" <- builtinV("chr") ] [ "range" <- builtinV("range") ] [ "all" <- builtinV("all") ] [ "any" <- builtinV("any") ] [ "zip" <- builtinV("zip") ] [ "isinstance" <- builtinV("isinstance") ] [ "sorted" <- builtinV("sorted") ] [ "list" <- builtinV("list") ] [ "round" <- builtinV("round") ] [ "bin" <- builtinV("bin") ] [ "enumerate" <- builtinV("enumerate") ] [ "map" <- builtinV("map") ] [ "eval" <- builtinV("eval") ] [ "int" <- typeV("int") ] [ "str" <- typeV("str") ] [ "float" <- typeV("float") ], root)
K0334	semantics/core.k	MPY-CORE	185	syntax	SYNTAX_DECLARATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax ApplyK ::= toCall(Val)
K0335	semantics/core.k	MPY-CORE	186	syntax	SYNTAX_DECLARATION	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
K0336	semantics/core.k	MPY-CORE	189	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
K0337	semantics/core.k	MPY-CORE	190	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
K0338	semantics/core.k	MPY-CORE	191	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
K0339	semantics/core.k	MPY-CORE	194	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> Int(I:Int) => I ... </k>
