id,file,start_line,end_line,kind,attributes,decision,rationale
236,reference-semantics/semantics/concrete.k,42,42,syntax,function,ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
237,reference-semantics/semantics/concrete.k,43,43,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
238,reference-semantics/semantics/concrete.k,44,46,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
239,reference-semantics/semantics/concrete.k,47,49,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
240,reference-semantics/semantics/concrete.k,51,51,syntax,function,ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
241,reference-semantics/semantics/concrete.k,52,52,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
242,reference-semantics/semantics/concrete.k,53,53,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
243,reference-semantics/semantics/concrete.k,54,54,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
244,reference-semantics/semantics/concrete.k,56,56,syntax,"function,total",ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
245,reference-semantics/semantics/concrete.k,57,57,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
246,reference-semantics/semantics/concrete.k,58,58,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
247,reference-semantics/semantics/concrete.k,59,59,rule,owise,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
248,reference-semantics/semantics/controls.k,9,11,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for assignment; inspected for this path
249,reference-semantics/semantics/controls.k,12,18,rule,priority,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for assignment; inspected for this path
250,reference-semantics/semantics/controls.k,20,23,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
251,reference-semantics/semantics/controls.k,27,31,rule,priority,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
252,reference-semantics/semantics/controls.k,35,35,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
253,reference-semantics/semantics/controls.k,36,36,rule,owise,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
254,reference-semantics/semantics/controls.k,37,37,syntax,,ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
255,reference-semantics/semantics/controls.k,38,38,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
256,reference-semantics/semantics/controls.k,39,42,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
257,reference-semantics/semantics/controls.k,43,44,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
258,reference-semantics/semantics/controls.k,48,48,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for expression/if control; inspected for this path
259,reference-semantics/semantics/controls.k,51,51,syntax,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for expression/if control; inspected for this path
260,reference-semantics/semantics/controls.k,52,52,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for expression/if control; inspected for this path
261,reference-semantics/semantics/controls.k,53,53,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for expression/if control; inspected for this path
262,reference-semantics/semantics/controls.k,54,54,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for expression/if control; inspected for this path
263,reference-semantics/semantics/controls.k,57,58,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
264,reference-semantics/semantics/controls.k,59,60,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
265,reference-semantics/semantics/controls.k,65,67,syntax,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for for-loop protocol; inspected for this path
266,reference-semantics/semantics/controls.k,69,69,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for for-loop protocol; inspected for this path
267,reference-semantics/semantics/controls.k,71,71,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for for-loop protocol; inspected for this path
268,reference-semantics/semantics/controls.k,72,72,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for for-loop protocol; inspected for this path
269,reference-semantics/semantics/controls.k,73,74,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for for-loop protocol; inspected for this path
270,reference-semantics/semantics/controls.k,77,77,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
271,reference-semantics/semantics/controls.k,78,78,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
272,reference-semantics/semantics/controls.k,79,80,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
273,reference-semantics/semantics/controls.k,81,82,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
274,reference-semantics/semantics/controls.k,85,85,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
275,reference-semantics/semantics/controls.k,86,86,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
276,reference-semantics/semantics/controls.k,87,87,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
277,reference-semantics/semantics/controls.k,88,88,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
278,reference-semantics/semantics/controls.k,89,89,rule,owise,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
279,reference-semantics/semantics/controls.k,90,90,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
280,reference-semantics/semantics/controls.k,91,91,rule,owise,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
281,reference-semantics/semantics/controls.k,95,97,rule,priority,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
282,reference-semantics/semantics/controls.k,98,100,rule,priority,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
283,reference-semantics/semantics/controls.k,101,103,rule,priority,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
284,reference-semantics/semantics/controls.k,106,108,rule,priority,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
285,reference-semantics/semantics/core.k,13,13,syntax,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for value sorts and complete runtime configuration; inspected for this path
286,reference-semantics/semantics/core.k,14,14,syntax,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for value sorts and complete runtime configuration; inspected for this path
287,reference-semantics/semantics/core.k,15,15,syntax,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for value sorts and complete runtime configuration; inspected for this path
288,reference-semantics/semantics/core.k,18,23,syntax,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for value sorts and complete runtime configuration; inspected for this path
289,reference-semantics/semantics/core.k,25,34,syntax,function,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for value sorts and complete runtime configuration; inspected for this path
290,reference-semantics/semantics/core.k,36,36,syntax,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for value sorts and complete runtime configuration; inspected for this path
291,reference-semantics/semantics/core.k,37,37,syntax,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for value sorts and complete runtime configuration; inspected for this path
292,reference-semantics/semantics/core.k,38,38,syntax,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for value sorts and complete runtime configuration; inspected for this path
293,reference-semantics/semantics/core.k,39,39,syntax,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for value sorts and complete runtime configuration; inspected for this path
294,reference-semantics/semantics/core.k,40,40,syntax,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for value sorts and complete runtime configuration; inspected for this path
295,reference-semantics/semantics/core.k,41,41,syntax,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for value sorts and complete runtime configuration; inspected for this path
296,reference-semantics/semantics/core.k,42,42,syntax,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for value sorts and complete runtime configuration; inspected for this path
297,reference-semantics/semantics/core.k,49,60,configuration,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for value sorts and complete runtime configuration; inspected for this path
298,reference-semantics/semantics/core.k,68,68,syntax,"function,total",ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
299,reference-semantics/semantics/core.k,69,69,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
300,reference-semantics/semantics/core.k,70,70,rule,owise,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
301,reference-semantics/semantics/core.k,75,75,syntax,,ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
302,reference-semantics/semantics/core.k,76,76,syntax,"function,total",ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
303,reference-semantics/semantics/core.k,77,77,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
304,reference-semantics/semantics/core.k,78,78,rule,owise,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
305,reference-semantics/semantics/core.k,85,90,rule,priority,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
306,reference-semantics/semantics/core.k,95,95,syntax,,ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
307,reference-semantics/semantics/core.k,96,96,syntax,,ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
308,reference-semantics/semantics/core.k,97,97,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
309,reference-semantics/semantics/core.k,98,99,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
310,reference-semantics/semantics/core.k,100,100,syntax,"function,total",ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
311,reference-semantics/semantics/core.k,101,101,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
312,reference-semantics/semantics/core.k,102,102,rule,owise,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
313,reference-semantics/semantics/core.k,106,106,syntax,,ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
314,reference-semantics/semantics/core.k,107,107,syntax,function,ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
315,reference-semantics/semantics/core.k,108,108,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
316,reference-semantics/semantics/core.k,109,109,syntax,"function,total",ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
317,reference-semantics/semantics/core.k,110,110,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
318,reference-semantics/semantics/core.k,111,111,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
319,reference-semantics/semantics/core.k,113,113,syntax,,ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
320,reference-semantics/semantics/core.k,114,115,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
321,reference-semantics/semantics/core.k,117,117,syntax,,ACCEPT_FIXED_USED,"unchanged supplied-semantics declaration used for module load, sequencing, lookup, builtins scope, calls, and literals; inspected for this path"
322,reference-semantics/semantics/core.k,118,121,rule,,ACCEPT_FIXED_USED,"unchanged supplied-semantics declaration used for module load, sequencing, lookup, builtins scope, calls, and literals; inspected for this path"
323,reference-semantics/semantics/core.k,124,124,syntax,,ACCEPT_FIXED_USED,"unchanged supplied-semantics declaration used for module load, sequencing, lookup, builtins scope, calls, and literals; inspected for this path"
324,reference-semantics/semantics/core.k,125,125,rule,,ACCEPT_FIXED_USED,"unchanged supplied-semantics declaration used for module load, sequencing, lookup, builtins scope, calls, and literals; inspected for this path"
325,reference-semantics/semantics/core.k,126,126,rule,,ACCEPT_FIXED_USED,"unchanged supplied-semantics declaration used for module load, sequencing, lookup, builtins scope, calls, and literals; inspected for this path"
326,reference-semantics/semantics/core.k,127,127,rule,,ACCEPT_FIXED_USED,"unchanged supplied-semantics declaration used for module load, sequencing, lookup, builtins scope, calls, and literals; inspected for this path"
327,reference-semantics/semantics/core.k,130,130,syntax,,ACCEPT_FIXED_USED,"unchanged supplied-semantics declaration used for module load, sequencing, lookup, builtins scope, calls, and literals; inspected for this path"
328,reference-semantics/semantics/core.k,131,131,rule,,ACCEPT_FIXED_USED,"unchanged supplied-semantics declaration used for module load, sequencing, lookup, builtins scope, calls, and literals; inspected for this path"
329,reference-semantics/semantics/core.k,132,134,rule,,ACCEPT_FIXED_USED,"unchanged supplied-semantics declaration used for module load, sequencing, lookup, builtins scope, calls, and literals; inspected for this path"
330,reference-semantics/semantics/core.k,145,151,rule,priority,ACCEPT_FIXED_USED,"unchanged supplied-semantics declaration used for module load, sequencing, lookup, builtins scope, calls, and literals; inspected for this path"
331,reference-semantics/semantics/core.k,152,154,rule,,ACCEPT_FIXED_USED,"unchanged supplied-semantics declaration used for module load, sequencing, lookup, builtins scope, calls, and literals; inspected for this path"
332,reference-semantics/semantics/core.k,157,157,syntax,"function,total",ACCEPT_FIXED_USED,"unchanged supplied-semantics declaration used for module load, sequencing, lookup, builtins scope, calls, and literals; inspected for this path"
333,reference-semantics/semantics/core.k,158,181,rule,,ACCEPT_FIXED_USED,"unchanged supplied-semantics declaration used for module load, sequencing, lookup, builtins scope, calls, and literals; inspected for this path"
334,reference-semantics/semantics/core.k,185,185,syntax,,ACCEPT_FIXED_USED,"unchanged supplied-semantics declaration used for module load, sequencing, lookup, builtins scope, calls, and literals; inspected for this path"
335,reference-semantics/semantics/core.k,186,188,syntax,,ACCEPT_FIXED_USED,"unchanged supplied-semantics declaration used for module load, sequencing, lookup, builtins scope, calls, and literals; inspected for this path"
336,reference-semantics/semantics/core.k,189,189,rule,,ACCEPT_FIXED_USED,"unchanged supplied-semantics declaration used for module load, sequencing, lookup, builtins scope, calls, and literals; inspected for this path"
337,reference-semantics/semantics/core.k,190,190,rule,,ACCEPT_FIXED_USED,"unchanged supplied-semantics declaration used for module load, sequencing, lookup, builtins scope, calls, and literals; inspected for this path"
338,reference-semantics/semantics/core.k,191,191,rule,,ACCEPT_FIXED_USED,"unchanged supplied-semantics declaration used for module load, sequencing, lookup, builtins scope, calls, and literals; inspected for this path"
339,reference-semantics/semantics/core.k,194,194,rule,,ACCEPT_FIXED_USED,"unchanged supplied-semantics declaration used for module load, sequencing, lookup, builtins scope, calls, and literals; inspected for this path"
340,reference-semantics/semantics/core.k,195,195,rule,,ACCEPT_FIXED_USED,"unchanged supplied-semantics declaration used for module load, sequencing, lookup, builtins scope, calls, and literals; inspected for this path"
341,reference-semantics/semantics/core.k,196,196,rule,,ACCEPT_FIXED_USED,"unchanged supplied-semantics declaration used for module load, sequencing, lookup, builtins scope, calls, and literals; inspected for this path"
342,reference-semantics/semantics/core.k,199,199,syntax,function,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for truthiness and sequence-length helpers; inspected for this path
343,reference-semantics/semantics/core.k,200,200,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for truthiness and sequence-length helpers; inspected for this path
344,reference-semantics/semantics/core.k,201,201,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for truthiness and sequence-length helpers; inspected for this path
345,reference-semantics/semantics/core.k,202,202,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for truthiness and sequence-length helpers; inspected for this path
346,reference-semantics/semantics/core.k,203,203,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for truthiness and sequence-length helpers; inspected for this path
347,reference-semantics/semantics/core.k,204,204,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for truthiness and sequence-length helpers; inspected for this path
348,reference-semantics/semantics/core.k,205,205,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for truthiness and sequence-length helpers; inspected for this path
349,reference-semantics/semantics/core.k,208,208,syntax,function,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for truthiness and sequence-length helpers; inspected for this path
350,reference-semantics/semantics/core.k,209,209,syntax,function,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for truthiness and sequence-length helpers; inspected for this path
351,reference-semantics/semantics/core.k,210,210,syntax,function,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for truthiness and sequence-length helpers; inspected for this path
352,reference-semantics/semantics/core.k,213,213,syntax,"function,total",ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for truthiness and sequence-length helpers; inspected for this path
353,reference-semantics/semantics/core.k,214,214,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for truthiness and sequence-length helpers; inspected for this path
354,reference-semantics/semantics/core.k,215,215,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for truthiness and sequence-length helpers; inspected for this path
355,reference-semantics/semantics/core.k,217,217,syntax,"function,total",ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for truthiness and sequence-length helpers; inspected for this path
356,reference-semantics/semantics/core.k,218,218,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for truthiness and sequence-length helpers; inspected for this path
357,reference-semantics/semantics/core.k,219,219,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for truthiness and sequence-length helpers; inspected for this path
358,reference-semantics/semantics/core.k,223,223,syntax,"function,total",ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for truthiness and sequence-length helpers; inspected for this path
359,reference-semantics/semantics/core.k,224,224,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for truthiness and sequence-length helpers; inspected for this path
360,reference-semantics/semantics/core.k,225,225,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for truthiness and sequence-length helpers; inspected for this path
361,reference-semantics/semantics/core.k,227,227,syntax,"function,total",ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for truthiness and sequence-length helpers; inspected for this path
362,reference-semantics/semantics/core.k,228,228,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for truthiness and sequence-length helpers; inspected for this path
363,reference-semantics/semantics/core.k,229,229,rule,,ACCEPT_FIXED_USED,unchanged supplied-semantics declaration used for truthiness and sequence-length helpers; inspected for this path
364,reference-semantics/semantics/core.k,233,233,syntax,"function,total",ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
365,reference-semantics/semantics/core.k,234,234,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
366,reference-semantics/semantics/core.k,235,235,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
367,reference-semantics/semantics/core.k,236,237,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
368,reference-semantics/semantics/core.k,238,239,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
369,reference-semantics/semantics/dict.k,20,20,syntax,,ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
370,reference-semantics/semantics/dict.k,23,25,syntax,,ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
371,reference-semantics/semantics/dict.k,26,26,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
372,reference-semantics/semantics/dict.k,27,27,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
373,reference-semantics/semantics/dict.k,28,29,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
374,reference-semantics/semantics/dict.k,30,31,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
375,reference-semantics/semantics/dict.k,32,33,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
376,reference-semantics/semantics/dict.k,37,37,syntax,"function,total",ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
377,reference-semantics/semantics/dict.k,38,38,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
378,reference-semantics/semantics/dict.k,39,39,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
379,reference-semantics/semantics/dict.k,40,40,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
380,reference-semantics/semantics/dict.k,43,43,syntax,"function,total",ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
381,reference-semantics/semantics/dict.k,44,44,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
382,reference-semantics/semantics/dict.k,45,45,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
383,reference-semantics/semantics/dict.k,49,49,syntax,"function,total",ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
384,reference-semantics/semantics/dict.k,50,51,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
385,reference-semantics/semantics/dict.k,52,53,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
386,reference-semantics/semantics/dict.k,54,54,rule,owise,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
387,reference-semantics/semantics/dict.k,58,60,rule,priority,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
388,reference-semantics/semantics/dict.k,63,63,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
389,reference-semantics/semantics/dict.k,64,64,syntax,function,ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
390,reference-semantics/semantics/dict.k,65,66,rule,priority,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
391,reference-semantics/semantics/dict.k,70,70,syntax,function,ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
392,reference-semantics/semantics/dict.k,71,71,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
393,reference-semantics/semantics/dict.k,76,76,syntax,,ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
394,reference-semantics/semantics/dict.k,77,77,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
395,reference-semantics/semantics/dict.k,78,81,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
396,reference-semantics/semantics/dict.k,82,85,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
397,reference-semantics/semantics/dict.k,86,86,syntax,,ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
398,reference-semantics/semantics/dict.k,87,88,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
399,reference-semantics/semantics/dict.k,90,90,syntax,"function,total",ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
400,reference-semantics/semantics/dict.k,91,91,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
401,reference-semantics/semantics/dict.k,92,92,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
402,reference-semantics/semantics/dict.k,95,96,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
403,reference-semantics/semantics/dict.k,97,97,syntax,function,ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
404,reference-semantics/semantics/dict.k,98,98,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
405,reference-semantics/semantics/dict.k,99,100,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
406,reference-semantics/semantics/dict.k,101,101,syntax,function,ACCEPT_FIXED_DECLARATION,unchanged supplied-semantics syntax; not a proof-local correctness assumption
407,reference-semantics/semantics/dict.k,102,102,rule,,ACCEPT_FIXED_UNREACHABLE,unchanged supplied-semantics rule/context outside every construct reachable from solution.mpy in the target proof
