file	line	kind	attributes	decision	rationale	statement
/reference/reference-semantics/semantics/controls.k	20	rule	X <- applyBin(OP, {M[X;..	FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
/reference/reference-semantics/semantics/controls.k	27	rule	X;priority(40)	FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
/reference/reference-semantics/semantics/controls.k	35	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"
/reference/reference-semantics/semantics/controls.k	36	rule	owise	FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
/reference/reference-semantics/semantics/controls.k	37	syntax		FIXED_DECLARATION_UNUSED	Byte-identical supplied-semantics declaration; not reached by the submitted program.	syntax KItem ::= #bindImports(ParamNames)
/reference/reference-semantics/semantics/controls.k	38	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule <k> #bindImports(.ParamNames) => .K ... </k>
/reference/reference-semantics/semantics/controls.k	39	rule	N <- builtinV(N)	FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String ""floor"" orBool N ==String ""ceil"""
/reference/reference-semantics/semantics/controls.k	43	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String ""floor"" orBool N ==String ""ceil"")"
/reference/reference-semantics/semantics/controls.k	48	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule <k> Expr(_:Val) => .K ... </k>
/reference/reference-semantics/semantics/controls.k	51	syntax		FIXED_DECLARATION_USED	Byte-identical supplied-semantics declaration; needed on the submitted path.	syntax KItem ::= #branch(Bool, Stmts, Stmts)
/reference/reference-semantics/semantics/controls.k	52	rule		FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
/reference/reference-semantics/semantics/controls.k	53	rule		FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
/reference/reference-semantics/semantics/controls.k	54	rule		FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
/reference/reference-semantics/semantics/controls.k	57	rule		FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
/reference/reference-semantics/semantics/controls.k	59	rule		FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
/reference/reference-semantics/semantics/controls.k	65	syntax		FIXED_DECLARATION_UNUSED	Byte-identical supplied-semantics declaration; not reached by the submitted program.	"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""
/reference/reference-semantics/semantics/controls.k	69	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
/reference/reference-semantics/semantics/controls.k	71	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
/reference/reference-semantics/semantics/controls.k	72	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
/reference/reference-semantics/semantics/controls.k	73	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
/reference/reference-semantics/semantics/controls.k	77	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
/reference/reference-semantics/semantics/controls.k	78	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
/reference/reference-semantics/semantics/controls.k	79	rule		FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
/reference/reference-semantics/semantics/controls.k	81	rule		FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
/reference/reference-semantics/semantics/controls.k	85	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
/reference/reference-semantics/semantics/controls.k	86	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule <k> Continue => #cont ... </k>
/reference/reference-semantics/semantics/controls.k	87	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule <k> Break => #brk ... </k>
/reference/reference-semantics/semantics/controls.k	88	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
/reference/reference-semantics/semantics/controls.k	89	rule	owise	FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
/reference/reference-semantics/semantics/controls.k	90	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
/reference/reference-semantics/semantics/controls.k	91	rule	owise	FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
/reference/reference-semantics/semantics/controls.k	95	rule	priority(40)	FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/reference/reference-semantics/semantics/controls.k	98	rule	priority(40)	FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/reference/reference-semantics/semantics/controls.k	101	rule	priority(40)	FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/reference/reference-semantics/semantics/controls.k	106	rule	priority(40)	FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/reference/reference-semantics/semantics/core.k	13	syntax		FIXED_DECLARATION_UNUSED	Byte-identical supplied-semantics declaration; not reached by the submitted program.	"syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"
/reference/reference-semantics/semantics/core.k	14	syntax		FIXED_DECLARATION_UNUSED	Byte-identical supplied-semantics declaration; not reached by the submitted program.	"syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"
/reference/reference-semantics/semantics/core.k	15	syntax		FIXED_DECLARATION_UNUSED	Byte-identical supplied-semantics declaration; not reached by the submitted program.	syntax Str    ::= str(IntSeq)
/reference/reference-semantics/semantics/core.k	18	syntax		FIXED_DECLARATION_USED	Byte-identical supplied-semantics declaration; needed on the submitted path.	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
/reference/reference-semantics/semantics/core.k	25	syntax		FIXED_DECLARATION_USED	Byte-identical supplied-semantics declaration; needed on the submitted path.	"syntax Val      ::= Int | Bool | ""noneV"" | Iterable | ref(Int)          // a heap object: <heap> holds its list(VS) | cellRef(Int)      // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String)     // a type object (int/str), resolved from the builtins frame | builtinV(String)  // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String)   // a cooled Attribute: obj.method"
/reference/reference-semantics/semantics/core.k	36	syntax		FIXED_DECLARATION_UNUSED	Byte-identical supplied-semantics declaration; not reached by the submitted program.	"syntax Parent   ::= ""root"" | parent(Int)"
/reference/reference-semantics/semantics/core.k	37	syntax		FIXED_DECLARATION_UNUSED	Byte-identical supplied-semantics declaration; not reached by the submitted program.	syntax Scope    ::= scope(Map, Parent)
/reference/reference-semantics/semantics/core.k	38	syntax		FIXED_DECLARATION_UNUSED	Byte-identical supplied-semantics declaration; not reached by the submitted program.	syntax KResult  ::= Val
/reference/reference-semantics/semantics/core.k	39	syntax		FIXED_DECLARATION_UNUSED	Byte-identical supplied-semantics declaration; not reached by the submitted program.	syntax Expr     ::= Val   // cooling puts results back into expression holes
/reference/reference-semantics/semantics/core.k	40	syntax		FIXED_DECLARATION_UNUSED	Byte-identical supplied-semantics declaration; not reached by the submitted program.	"syntax Vals     ::= List{Val, "",""}"
/reference/reference-semantics/semantics/core.k	41	syntax		FIXED_DECLARATION_UNUSED	Byte-identical supplied-semantics declaration; not reached by the submitted program.	"syntax Exc      ::= ""NoExc"" | ""AssertionError"""
/reference/reference-semantics/semantics/core.k	42	syntax		FIXED_DECLARATION_UNUSED	Byte-identical supplied-semantics declaration; not reached by the submitted program.	"syntax RetState ::= ""noRet"" | retV(Val)"
/reference/reference-semantics/semantics/core.k	49	configuration	N <- _	FIXED_DECLARATION_USED	Byte-identical supplied-semantics declaration; needed on the submitted path.	"configuration <k>       #loadAll($PGM:Module) </k> <env>     0 </env> <scopes>   0     |-> scope(.Map, parent(-1)) -1    |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap>    .Map </heap> <heapLoc> 0 </heapLoc> <stack>   .List </stack> <ret>     noRet </ret> <exc>     NoExc </exc> <exit-code exit=""""> 0 </exit-code>"
/reference/reference-semantics/semantics/core.k	68	syntax	function, total	FIXED_DECLARATION_UNUSED	Byte-identical supplied-semantics declaration; not reached by the submitted program.	syntax Bool ::= isRefV(Val) [function, total]
/reference/reference-semantics/semantics/core.k	69	rule		FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule isRefV(ref(_:Int)) => true
/reference/reference-semantics/semantics/core.k	70	rule	owise	FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule isRefV(_:Val)      => false [owise]
/reference/reference-semantics/semantics/core.k	75	syntax		FIXED_DECLARATION_UNUSED	Byte-identical supplied-semantics declaration; not reached by the submitted program.	syntax HeapVal ::= cellV(Val)
/reference/reference-semantics/semantics/core.k	76	syntax	function, total	FIXED_DECLARATION_UNUSED	Byte-identical supplied-semantics declaration; not reached by the submitted program.	syntax Bool ::= isCellRef(Val) [function, total]
/reference/reference-semantics/semantics/core.k	77	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule isCellRef(cellRef(_:Int)) => true
/reference/reference-semantics/semantics/core.k	78	rule	owise	FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule isCellRef(_:Val)          => false [owise]
/reference/reference-semantics/semantics/core.k	85	rule	priority(40)	FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	"rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires ""$cells"" in_keys(M) [priority(40)]"
/reference/reference-semantics/semantics/core.k	95	syntax		FIXED_DECLARATION_UNUSED	Byte-identical supplied-semantics declaration; not reached by the submitted program.	syntax Val ::= kwV(String, Val)
/reference/reference-semantics/semantics/core.k	96	syntax		FIXED_DECLARATION_UNUSED	Byte-identical supplied-semantics declaration; not reached by the submitted program.	syntax KItem ::= #kwTag(String)
/reference/reference-semantics/semantics/core.k	97	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
/reference/reference-semantics/semantics/core.k	98	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
/reference/reference-semantics/semantics/core.k	100	syntax	function, total	FIXED_DECLARATION_UNUSED	Byte-identical supplied-semantics declaration; not reached by the submitted program.	syntax Bool ::= isKwV(Val) [function, total]
/reference/reference-semantics/semantics/core.k	101	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule isKwV(kwV(_:String, _:Val)) => true
/reference/reference-semantics/semantics/core.k	102	rule	owise	FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule isKwV(_:Val)                => false [owise]
/reference/reference-semantics/semantics/core.k	106	syntax		FIXED_DECLARATION_UNUSED	Byte-identical supplied-semantics declaration; not reached by the submitted program.	syntax Val ::= cellsMark(ParamNames)
/reference/reference-semantics/semantics/core.k	107	syntax	function	FIXED_DECLARATION_UNUSED	Byte-identical supplied-semantics declaration; not reached by the submitted program.	syntax ParamNames ::= cellsOf(Val) [function]
/reference/reference-semantics/semantics/core.k	108	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
/reference/reference-semantics/semantics/core.k	109	syntax	function, total	FIXED_DECLARATION_UNUSED	Byte-identical supplied-semantics declaration; not reached by the submitted program.	syntax Bool ::= pnMember(String, ParamNames) [function, total]
/reference/reference-semantics/semantics/core.k	110	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule pnMember(_:String, .ParamNames) => false
/reference/reference-semantics/semantics/core.k	111	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
/reference/reference-semantics/semantics/core.k	113	syntax		FIXED_DECLARATION_UNUSED	Byte-identical supplied-semantics declaration; not reached by the submitted program.	syntax KItem ::= #cellW(Val, Val)
/reference/reference-semantics/semantics/core.k	114	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
/reference/reference-semantics/semantics/core.k	117	syntax		FIXED_DECLARATION_USED	Byte-identical supplied-semantics declaration; needed on the submitted path.	syntax KItem ::= #alloc(Val)
/reference/reference-semantics/semantics/core.k	118	rule		FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap>    H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
/reference/reference-semantics/semantics/core.k	124	syntax		FIXED_DECLARATION_USED	Byte-identical supplied-semantics declaration; needed on the submitted path.	syntax KItem ::= #loadAll(Module)
/reference/reference-semantics/semantics/core.k	125	rule		FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
/reference/reference-semantics/semantics/core.k	126	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
/reference/reference-semantics/semantics/core.k	127	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule <k> .Stmts => .K ... </k>
/reference/reference-semantics/semantics/core.k	130	syntax		FIXED_DECLARATION_USED	Byte-identical supplied-semantics declaration; needed on the submitted path.	syntax KItem ::= #look(String, Int)
/reference/reference-semantics/semantics/core.k	131	rule		FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
/reference/reference-semantics/semantics/core.k	132	rule	X	FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)
/reference/reference-semantics/semantics/core.k	145	rule	"""$cells"";X;priority(40)"	FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	"rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]"
/reference/reference-semantics/semantics/core.k	152	rule		FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))
/reference/reference-semantics/semantics/core.k	157	syntax	function, total	FIXED_DECLARATION_USED	Byte-identical supplied-semantics declaration; needed on the submitted path.	"syntax Scope ::= ""builtinsScope"" [function, total]"
/reference/reference-semantics/semantics/core.k	158	rule	"""len""    <- builtinV(""len"");""set""    <- builtinV(""set"");""sum""    <- builtinV(""sum"");""abs""    <- builtinV(""abs"");""min""    <- builtinV(""min"");""max""    <- builtinV(""max"");""ord""    <- builtinV(""ord"");""chr""    <- builtinV(""chr"");""range""  <- builtinV(""range"");""all""    <- builtinV(""all"");""any""    <- builtinV(""any"");""zip""    <- builtinV(""zip"");""isinstance"" <- builtinV(""isinstance"");""sorted"" <- builtinV(""sorted"");""list""   <- builtinV(""list"");""round""  <- builtinV(""round"");""bin""    <- builtinV(""bin"");""enumerate"" <- builtinV(""enumerate"");""map""    <- builtinV(""map"");""eval""   <- builtinV(""eval"");""int""    <- typeV(""int"");""str""    <- typeV(""str"");""float""  <- typeV(""float"")"	FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	"rule builtinsScope => scope(.Map [ ""len""    <- builtinV(""len"")    ] [ ""set""    <- builtinV(""set"")    ] [ ""sum""    <- builtinV(""sum"")    ] [ ""abs""    <- builtinV(""abs"")    ] [ ""min""    <- builtinV(""min"")    ] [ ""max""    <- builtinV(""max"")    ] [ ""ord""    <- builtinV(""ord"")    ] [ ""chr""    <- builtinV(""chr"")    ] [ ""range""  <- builtinV(""range"")  ] [ ""all""    <- builtinV(""all"")    ] [ ""any""    <- builtinV(""any"")    ] [ ""zip""    <- builtinV(""zip"")    ] [ ""isinstance"" <- builtinV(""isinstance"") ] [ ""sorted"" <- builtinV(""sorted"") ] [ ""list""   <- builtinV(""list"")   ] [ ""round""  <- builtinV(""round"")  ] [ ""bin""    <- builtinV(""bin"")    ] [ ""enumerate"" <- builtinV(""enumerate"") ] [ ""map""    <- builtinV(""map"")    ] [ ""eval""   <- builtinV(""eval"")   ] [ ""int""    <- typeV(""int"")       ] [ ""str""    <- typeV(""str"")       ] [ ""float""  <- typeV(""float"")     ], root)"
/reference/reference-semantics/semantics/core.k	185	syntax		FIXED_DECLARATION_USED	Byte-identical supplied-semantics declaration; needed on the submitted path.	syntax ApplyK ::= toCall(Val)
/reference/reference-semantics/semantics/core.k	186	syntax		FIXED_DECLARATION_USED	Byte-identical supplied-semantics declaration; needed on the submitted path.	syntax KItem  ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
/reference/reference-semantics/semantics/core.k	189	rule		FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
/reference/reference-semantics/semantics/core.k	190	rule		FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
/reference/reference-semantics/semantics/core.k	191	rule		FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
/reference/reference-semantics/semantics/core.k	194	rule		FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule <k> Int(I:Int)   => I ... </k>
/reference/reference-semantics/semantics/core.k	195	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule <k> Bool(B:Bool) => B ... </k>
/reference/reference-semantics/semantics/core.k	196	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule <k> NoneVal      => noneV ... </k>
/reference/reference-semantics/semantics/core.k	199	syntax	function	FIXED_DECLARATION_USED	Byte-identical supplied-semantics declaration; needed on the submitted path.	syntax Bool ::= truthy(Val) [function]
/reference/reference-semantics/semantics/core.k	200	rule		FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule truthy(B:Bool)          => B
/reference/reference-semantics/semantics/core.k	201	rule		FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule truthy(noneV)           => false
/reference/reference-semantics/semantics/core.k	202	rule		FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule truthy(I:Int)           => I =/=Int 0
/reference/reference-semantics/semantics/core.k	203	rule		FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule truthy(str(S:IntSeq))   => notBool (S ==K .IntSeq)
/reference/reference-semantics/semantics/core.k	204	rule		FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule truthy(list(V:ValSeq))  => notBool (V ==K .ValSeq)
/reference/reference-semantics/semantics/core.k	205	rule		FIXED_USED_REVIEWED_VALID	Operational/equational rule on the submitted path; guards, control, and state footprint agree with the supplied subset.	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
/reference/reference-semantics/semantics/core.k	208	syntax	function	FIXED_DECLARATION_UNUSED	Byte-identical supplied-semantics declaration; not reached by the submitted program.	syntax Val  ::= applyUn(String, Val) [function]
/reference/reference-semantics/semantics/core.k	209	syntax	function	FIXED_DECLARATION_USED	Byte-identical supplied-semantics declaration; needed on the submitted path.	syntax Val  ::= applyBin(String, Val, Val) [function]
/reference/reference-semantics/semantics/core.k	210	syntax	function	FIXED_DECLARATION_USED	Byte-identical supplied-semantics declaration; needed on the submitted path.	syntax Bool ::= applyCmp(String, Val, Val) [function]
/reference/reference-semantics/semantics/core.k	213	syntax	function, total	FIXED_DECLARATION_UNUSED	Byte-identical supplied-semantics declaration; not reached by the submitted program.	syntax Vals ::= appendVal(Vals, Val) [function, total]
/reference/reference-semantics/semantics/core.k	214	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule appendVal(.Vals, V:Val)              => V , .Vals
/reference/reference-semantics/semantics/core.k	215	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule appendVal((V0:Val, VS:Vals), V:Val)  => V0 , appendVal(VS, V)
/reference/reference-semantics/semantics/core.k	217	syntax	function, total	FIXED_DECLARATION_UNUSED	Byte-identical supplied-semantics declaration; not reached by the submitted program.	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
/reference/reference-semantics/semantics/core.k	218	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule vals2valSeq(.Vals)            => .ValSeq
/reference/reference-semantics/semantics/core.k	219	rule		FIXED_UNUSED_BY_PROGRAM	Byte-identical supplied rule; construct is not reached by solution.mpy or the entry claims.	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))
