file	lines	module	kind	attributes	origin	relevance	normalized_sentence
reference-semantics/semantics/comprehension.k	14-14	MPY-COMPREHENSION	syntax	macro	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax Stmts ::= compBody(CompFors, Expr) [macro]
reference-semantics/semantics/comprehension.k	15-17	MPY-COMPREHENSION	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc"))
reference-semantics/semantics/comprehension.k	18-18	MPY-COMPREHENSION	syntax	macro	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
reference-semantics/semantics/comprehension.k	19-20	MPY-COMPREHENSION	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule compNest(.CompFors, ELT:Expr) => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
reference-semantics/semantics/comprehension.k	21-23	MPY-COMPREHENSION	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
reference-semantics/semantics/comprehension.k	24-24	MPY-COMPREHENSION	syntax	macro	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax Expr ::= compGuard(Exprs) [macro]
reference-semantics/semantics/comprehension.k	25-25	MPY-COMPREHENSION	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule compGuard(.Exprs)             => Bool(true)
reference-semantics/semantics/comprehension.k	26-26	MPY-COMPREHENSION	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs))
reference-semantics/semantics/concrete.k	13-15	MPY-CONCRETE	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
reference-semantics/semantics/concrete.k	16-24	MPY-CONCRETE	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
reference-semantics/semantics/concrete.k	25-25	MPY-CONCRETE	syntax	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax Val ::= kvP(Val, Val)
reference-semantics/semantics/concrete.k	26-27	MPY-CONCRETE	syntax	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
reference-semantics/semantics/concrete.k	28-30	MPY-CONCRETE	rule	priority	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
reference-semantics/semantics/concrete.k	31-33	MPY-CONCRETE	rule	priority	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
reference-semantics/semantics/concrete.k	34-35	MPY-CONCRETE	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
reference-semantics/semantics/concrete.k	36-37	MPY-CONCRETE	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
reference-semantics/semantics/concrete.k	38-41	MPY-CONCRETE	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
reference-semantics/semantics/concrete.k	42-42	MPY-CONCRETE	syntax	function	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
reference-semantics/semantics/concrete.k	43-43	MPY-CONCRETE	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
reference-semantics/semantics/concrete.k	44-46	MPY-CONCRETE	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
reference-semantics/semantics/concrete.k	47-50	MPY-CONCRETE	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
reference-semantics/semantics/concrete.k	51-51	MPY-CONCRETE	syntax	function	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax Bool ::= kLt(Val, Val) [function]
reference-semantics/semantics/concrete.k	52-52	MPY-CONCRETE	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule kLt(I1:Int, I2:Int)             => I1 <Int I2
reference-semantics/semantics/concrete.k	53-53	MPY-CONCRETE	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule kLt(F1:Float, F2:Float)         => F1 <Float F2
reference-semantics/semantics/concrete.k	54-55	MPY-CONCRETE	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
reference-semantics/semantics/concrete.k	56-56	MPY-CONCRETE	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
reference-semantics/semantics/concrete.k	57-57	MPY-CONCRETE	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule unpairVS(.ValSeq) => .ValSeq
reference-semantics/semantics/concrete.k	58-58	MPY-CONCRETE	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
reference-semantics/semantics/concrete.k	59-59	MPY-CONCRETE	rule	owise	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
reference-semantics/semantics/controls.k	9-11	MPY-CONTROLS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
reference-semantics/semantics/controls.k	12-19	MPY-CONTROLS	rule	priority	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
reference-semantics/semantics/controls.k	20-26	MPY-CONTROLS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
reference-semantics/semantics/controls.k	27-34	MPY-CONTROLS	rule	priority	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
reference-semantics/semantics/controls.k	35-35	MPY-CONTROLS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
reference-semantics/semantics/controls.k	36-36	MPY-CONTROLS	rule	owise	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
reference-semantics/semantics/controls.k	37-37	MPY-CONTROLS	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax KItem ::= #bindImports(ParamNames)
reference-semantics/semantics/controls.k	38-38	MPY-CONTROLS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #bindImports(.ParamNames) => .K ... </k>
reference-semantics/semantics/controls.k	39-42	MPY-CONTROLS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String "floor" orBool N ==String "ceil"
reference-semantics/semantics/controls.k	43-47	MPY-CONTROLS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String "floor" orBool N ==String "ceil")
reference-semantics/semantics/controls.k	48-50	MPY-CONTROLS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> Expr(_:Val) => .K ... </k>
reference-semantics/semantics/controls.k	51-51	MPY-CONTROLS	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax KItem ::= #branch(Bool, Stmts, Stmts)
reference-semantics/semantics/controls.k	52-52	MPY-CONTROLS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
reference-semantics/semantics/controls.k	53-53	MPY-CONTROLS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
reference-semantics/semantics/controls.k	54-56	MPY-CONTROLS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
reference-semantics/semantics/controls.k	57-58	MPY-CONTROLS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
reference-semantics/semantics/controls.k	59-64	MPY-CONTROLS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
reference-semantics/semantics/controls.k	65-68	MPY-CONTROLS	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
reference-semantics/semantics/controls.k	69-70	MPY-CONTROLS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
reference-semantics/semantics/controls.k	71-71	MPY-CONTROLS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
reference-semantics/semantics/controls.k	72-72	MPY-CONTROLS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
reference-semantics/semantics/controls.k	73-76	MPY-CONTROLS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
reference-semantics/semantics/controls.k	77-77	MPY-CONTROLS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
reference-semantics/semantics/controls.k	78-78	MPY-CONTROLS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
reference-semantics/semantics/controls.k	79-80	MPY-CONTROLS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
reference-semantics/semantics/controls.k	81-84	MPY-CONTROLS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
reference-semantics/semantics/controls.k	85-85	MPY-CONTROLS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
reference-semantics/semantics/controls.k	86-86	MPY-CONTROLS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> Continue => #cont ... </k>
reference-semantics/semantics/controls.k	87-87	MPY-CONTROLS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> Break => #brk ... </k>
reference-semantics/semantics/controls.k	88-88	MPY-CONTROLS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
reference-semantics/semantics/controls.k	89-89	MPY-CONTROLS	rule	owise	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
reference-semantics/semantics/controls.k	90-90	MPY-CONTROLS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
reference-semantics/semantics/controls.k	91-94	MPY-CONTROLS	rule	owise	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
reference-semantics/semantics/controls.k	95-97	MPY-CONTROLS	rule	priority	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/controls.k	98-100	MPY-CONTROLS	rule	priority	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/controls.k	101-105	MPY-CONTROLS	rule	priority	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/controls.k	106-108	MPY-CONTROLS	rule	priority	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/core.k	13-13	MPY-CORE	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
reference-semantics/semantics/core.k	14-14	MPY-CORE	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
reference-semantics/semantics/core.k	15-17	MPY-CORE	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Str    ::= str(IntSeq)
reference-semantics/semantics/core.k	18-24	MPY-CORE	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
reference-semantics/semantics/core.k	25-35	MPY-CORE	syntax	function	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Val      ::= Int | Bool | "noneV" | Iterable | ref(Int)          // a heap object: <heap> holds its list(VS) | cellRef(Int)      // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String)     // a type object (int/str), resolved from the builtins frame | builtinV(String)  // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String)   // a cooled Attribute: obj.method
reference-semantics/semantics/core.k	36-36	MPY-CORE	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Parent   ::= "root" | parent(Int)
reference-semantics/semantics/core.k	37-37	MPY-CORE	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Scope    ::= scope(Map, Parent)
reference-semantics/semantics/core.k	38-38	MPY-CORE	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax KResult  ::= Val
reference-semantics/semantics/core.k	39-39	MPY-CORE	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Expr     ::= Val   // cooling puts results back into expression holes
reference-semantics/semantics/core.k	40-40	MPY-CORE	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Vals     ::= List{Val, ","}
reference-semantics/semantics/core.k	41-41	MPY-CORE	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Exc      ::= "NoExc" | "AssertionError"
reference-semantics/semantics/core.k	42-48	MPY-CORE	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax RetState ::= "noRet" | retV(Val)
reference-semantics/semantics/core.k	49-67	MPY-CORE	configuration	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	configuration <k>       #loadAll($PGM:Module) </k> <env>     0 </env> <scopes>   0     |-> scope(.Map, parent(-1)) -1    |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap>    .Map </heap> <heapLoc> 0 </heapLoc> <stack>   .List </stack> <ret>     noRet </ret> <exc>     NoExc </exc> <exit-code exit=""> 0 </exit-code>
reference-semantics/semantics/core.k	68-68	MPY-CORE	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Bool ::= isRefV(Val) [function, total]
reference-semantics/semantics/core.k	69-69	MPY-CORE	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule isRefV(ref(_:Int)) => true
reference-semantics/semantics/core.k	70-74	MPY-CORE	rule	owise	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule isRefV(_:Val)      => false [owise]
reference-semantics/semantics/core.k	75-75	MPY-CORE	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax HeapVal ::= cellV(Val)
reference-semantics/semantics/core.k	76-76	MPY-CORE	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Bool ::= isCellRef(Val) [function, total]
reference-semantics/semantics/core.k	77-77	MPY-CORE	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule isCellRef(cellRef(_:Int)) => true
reference-semantics/semantics/core.k	78-84	MPY-CORE	rule	owise	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule isCellRef(_:Val)          => false [owise]
reference-semantics/semantics/core.k	85-94	MPY-CORE	rule	priority	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires "$cells" in_keys(M) [priority(40)]
reference-semantics/semantics/core.k	95-95	MPY-CORE	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Val ::= kwV(String, Val)
reference-semantics/semantics/core.k	96-96	MPY-CORE	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax KItem ::= #kwTag(String)
reference-semantics/semantics/core.k	97-97	MPY-CORE	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
reference-semantics/semantics/core.k	98-99	MPY-CORE	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
reference-semantics/semantics/core.k	100-100	MPY-CORE	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Bool ::= isKwV(Val) [function, total]
reference-semantics/semantics/core.k	101-101	MPY-CORE	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule isKwV(kwV(_:String, _:Val)) => true
reference-semantics/semantics/core.k	102-105	MPY-CORE	rule	owise	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule isKwV(_:Val)                => false [owise]
reference-semantics/semantics/core.k	106-106	MPY-CORE	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Val ::= cellsMark(ParamNames)
reference-semantics/semantics/core.k	107-107	MPY-CORE	syntax	function	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax ParamNames ::= cellsOf(Val) [function]
reference-semantics/semantics/core.k	108-108	MPY-CORE	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
reference-semantics/semantics/core.k	109-109	MPY-CORE	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Bool ::= pnMember(String, ParamNames) [function, total]
reference-semantics/semantics/core.k	110-110	MPY-CORE	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule pnMember(_:String, .ParamNames) => false
reference-semantics/semantics/core.k	111-112	MPY-CORE	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
reference-semantics/semantics/core.k	113-113	MPY-CORE	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax KItem ::= #cellW(Val, Val)
reference-semantics/semantics/core.k	114-116	MPY-CORE	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
