id	file	line	kind	flags	classification	disposition	statement
299	reference-semantics/semantics/comprehension.k	21	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
300	reference-semantics/semantics/comprehension.k	24	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Expr ::= compGuard(Exprs) [macro]
301	reference-semantics/semantics/comprehension.k	25	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule compGuard(.Exprs)             => Bool(true)
302	reference-semantics/semantics/comprehension.k	26	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs))
303	reference-semantics/semantics/comprehension.k	27	endmodule		module/import plumbing	STRUCTURAL	endmodule
304	reference-semantics/semantics/concrete.k	8	module		module/import plumbing	STRUCTURAL	module MPY-CONCRETE
305	reference-semantics/semantics/concrete.k	9	imports		module/import plumbing	STRUCTURAL	imports MPY
306	reference-semantics/semantics/concrete.k	13	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
307	reference-semantics/semantics/concrete.k	16	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
308	reference-semantics/semantics/concrete.k	25	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Val ::= kvP(Val, Val)
309	reference-semantics/semantics/concrete.k	26	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
310	reference-semantics/semantics/concrete.k	28	rule	priority	supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
311	reference-semantics/semantics/concrete.k	31	rule	priority	supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
312	reference-semantics/semantics/concrete.k	34	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
313	reference-semantics/semantics/concrete.k	36	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
314	reference-semantics/semantics/concrete.k	38	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
315	reference-semantics/semantics/concrete.k	42	syntax	function	supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
316	reference-semantics/semantics/concrete.k	43	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
317	reference-semantics/semantics/concrete.k	44	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
318	reference-semantics/semantics/concrete.k	47	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
319	reference-semantics/semantics/concrete.k	51	syntax	function	supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Bool ::= kLt(Val, Val) [function]
320	reference-semantics/semantics/concrete.k	52	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule kLt(I1:Int, I2:Int)             => I1 <Int I2
321	reference-semantics/semantics/concrete.k	53	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule kLt(F1:Float, F2:Float)         => F1 <Float F2
322	reference-semantics/semantics/concrete.k	54	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
323	reference-semantics/semantics/concrete.k	56	syntax	function,total	supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
324	reference-semantics/semantics/concrete.k	57	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule unpairVS(.ValSeq) => .ValSeq
325	reference-semantics/semantics/concrete.k	58	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
326	reference-semantics/semantics/concrete.k	59	rule	owise	supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
327	reference-semantics/semantics/concrete.k	60	endmodule		module/import plumbing	STRUCTURAL	endmodule
328	reference-semantics/semantics/controls.k	3	module		module/import plumbing	STRUCTURAL	module MPY-CONTROLS
329	reference-semantics/semantics/controls.k	4	imports		module/import plumbing	STRUCTURAL	imports MPY-CORE
330	reference-semantics/semantics/controls.k	5	imports		module/import plumbing	STRUCTURAL	imports MPY-TUPLE
331	reference-semantics/semantics/controls.k	6	imports		module/import plumbing	STRUCTURAL	imports MPY-ITER
332	reference-semantics/semantics/controls.k	9	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
333	reference-semantics/semantics/controls.k	12	rule	priority	supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
334	reference-semantics/semantics/controls.k	20	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
335	reference-semantics/semantics/controls.k	27	rule	priority	supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
336	reference-semantics/semantics/controls.k	35	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
337	reference-semantics/semantics/controls.k	36	rule	owise	supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
338	reference-semantics/semantics/controls.k	37	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax KItem ::= #bindImports(ParamNames)
339	reference-semantics/semantics/controls.k	38	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #bindImports(.ParamNames) => .K ... </k>
340	reference-semantics/semantics/controls.k	39	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String "floor" orBool N ==String "ceil"
341	reference-semantics/semantics/controls.k	43	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String "floor" orBool N ==String "ceil")
342	reference-semantics/semantics/controls.k	48	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> Expr(_:Val) => .K ... </k>
343	reference-semantics/semantics/controls.k	51	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax KItem ::= #branch(Bool, Stmts, Stmts)
344	reference-semantics/semantics/controls.k	52	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
345	reference-semantics/semantics/controls.k	53	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
346	reference-semantics/semantics/controls.k	54	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
347	reference-semantics/semantics/controls.k	57	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
348	reference-semantics/semantics/controls.k	59	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
349	reference-semantics/semantics/controls.k	65	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
350	reference-semantics/semantics/controls.k	69	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
351	reference-semantics/semantics/controls.k	71	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
352	reference-semantics/semantics/controls.k	72	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
353	reference-semantics/semantics/controls.k	73	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
354	reference-semantics/semantics/controls.k	77	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
355	reference-semantics/semantics/controls.k	78	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
356	reference-semantics/semantics/controls.k	79	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
357	reference-semantics/semantics/controls.k	81	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
358	reference-semantics/semantics/controls.k	85	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
359	reference-semantics/semantics/controls.k	86	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> Continue => #cont ... </k>
360	reference-semantics/semantics/controls.k	87	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> Break => #brk ... </k>
361	reference-semantics/semantics/controls.k	88	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
362	reference-semantics/semantics/controls.k	89	rule	owise	supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
363	reference-semantics/semantics/controls.k	90	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
364	reference-semantics/semantics/controls.k	91	rule	owise	supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
365	reference-semantics/semantics/controls.k	95	rule	priority	supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
366	reference-semantics/semantics/controls.k	98	rule	priority	supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
367	reference-semantics/semantics/controls.k	101	rule	priority	supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
368	reference-semantics/semantics/controls.k	106	rule	priority	supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
369	reference-semantics/semantics/controls.k	109	endmodule		module/import plumbing	STRUCTURAL	endmodule
370	reference-semantics/semantics/core.k	3	module		module/import plumbing	STRUCTURAL	module MPY-CORE
371	reference-semantics/semantics/core.k	4	imports		module/import plumbing	STRUCTURAL	imports MPY-SYNTAX
372	reference-semantics/semantics/core.k	5	imports		module/import plumbing	STRUCTURAL	imports INT
373	reference-semantics/semantics/core.k	6	imports		module/import plumbing	STRUCTURAL	imports BOOL
374	reference-semantics/semantics/core.k	7	imports		module/import plumbing	STRUCTURAL	imports STRING
375	reference-semantics/semantics/core.k	8	imports		module/import plumbing	STRUCTURAL	imports MAP
376	reference-semantics/semantics/core.k	9	imports		module/import plumbing	STRUCTURAL	imports LIST
377	reference-semantics/semantics/core.k	10	imports		module/import plumbing	STRUCTURAL	imports K-EQUAL
378	reference-semantics/semantics/core.k	13	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
379	reference-semantics/semantics/core.k	14	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
380	reference-semantics/semantics/core.k	15	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Str    ::= str(IntSeq)
381	reference-semantics/semantics/core.k	18	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
382	reference-semantics/semantics/core.k	25	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Val      ::= Int | Bool | "noneV" | Iterable | ref(Int) | cellRef(Int) | closureVal(ParamNames, Stmts, Int) | typeV(String) | builtinV(String) | boundMethodV(Val, String)
383	reference-semantics/semantics/core.k	36	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Parent   ::= "root" | parent(Int)
384	reference-semantics/semantics/core.k	37	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Scope    ::= scope(Map, Parent)
385	reference-semantics/semantics/core.k	38	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax KResult  ::= Val
386	reference-semantics/semantics/core.k	39	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Expr     ::= Val
387	reference-semantics/semantics/core.k	40	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Vals     ::= List{Val, ","}
388	reference-semantics/semantics/core.k	41	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Exc      ::= "NoExc" | "AssertionError"
389	reference-semantics/semantics/core.k	42	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax RetState ::= "noRet" | retV(Val)
390	reference-semantics/semantics/core.k	49	configuration		supplied configuration	SELECTED_SEMANTICS_BOUNDARY	configuration <k>       #loadAll($PGM:Module) </k> <env>     0 </env> <scopes>   0     |-> scope(.Map, parent(-1)) -1    |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap>    .Map </heap> <heapLoc> 0 </heapLoc> <stack>   .List </stack> <ret>     noRet </ret> <exc>     NoExc </exc> <exit-code exit=""> 0 </exit-code>
391	reference-semantics/semantics/core.k	68	syntax	function,total	supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Bool ::= isRefV(Val) [function, total]
392	reference-semantics/semantics/core.k	69	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule isRefV(ref(_:Int)) => true
393	reference-semantics/semantics/core.k	70	rule	owise	supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule isRefV(_:Val)      => false [owise]
394	reference-semantics/semantics/core.k	75	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax HeapVal ::= cellV(Val)
395	reference-semantics/semantics/core.k	76	syntax	function,total	supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Bool ::= isCellRef(Val) [function, total]
396	reference-semantics/semantics/core.k	77	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule isCellRef(cellRef(_:Int)) => true
397	reference-semantics/semantics/core.k	78	rule	owise	supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule isCellRef(_:Val)          => false [owise]
398	reference-semantics/semantics/core.k	85	rule	priority	supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires "$cells" in_keys(M) [priority(40)]
399	reference-semantics/semantics/core.k	95	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Val ::= kwV(String, Val)
400	reference-semantics/semantics/core.k	96	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax KItem ::= #kwTag(String)
401	reference-semantics/semantics/core.k	97	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
402	reference-semantics/semantics/core.k	98	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
403	reference-semantics/semantics/core.k	100	syntax	function,total	supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Bool ::= isKwV(Val) [function, total]
404	reference-semantics/semantics/core.k	101	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule isKwV(kwV(_:String, _:Val)) => true
405	reference-semantics/semantics/core.k	102	rule	owise	supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule isKwV(_:Val)                => false [owise]
406	reference-semantics/semantics/core.k	106	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Val ::= cellsMark(ParamNames)
407	reference-semantics/semantics/core.k	107	syntax	function	supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax ParamNames ::= cellsOf(Val) [function]
408	reference-semantics/semantics/core.k	108	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
409	reference-semantics/semantics/core.k	109	syntax	function,total	supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Bool ::= pnMember(String, ParamNames) [function, total]
410	reference-semantics/semantics/core.k	110	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule pnMember(_:String, .ParamNames) => false
411	reference-semantics/semantics/core.k	111	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
412	reference-semantics/semantics/core.k	113	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax KItem ::= #cellW(Val, Val)
413	reference-semantics/semantics/core.k	114	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
414	reference-semantics/semantics/core.k	117	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax KItem ::= #alloc(Val)
415	reference-semantics/semantics/core.k	118	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap>    H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
416	reference-semantics/semantics/core.k	124	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax KItem ::= #loadAll(Module)
417	reference-semantics/semantics/core.k	125	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
418	reference-semantics/semantics/core.k	126	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
419	reference-semantics/semantics/core.k	127	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> .Stmts => .K ... </k>
420	reference-semantics/semantics/core.k	130	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax KItem ::= #look(String, Int)
421	reference-semantics/semantics/core.k	131	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
422	reference-semantics/semantics/core.k	132	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)
423	reference-semantics/semantics/core.k	145	rule	priority	supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]
424	reference-semantics/semantics/core.k	152	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))
425	reference-semantics/semantics/core.k	157	syntax	function,total	supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Scope ::= "builtinsScope" [function, total]
426	reference-semantics/semantics/core.k	158	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule builtinsScope => scope(.Map [ "len"    <- builtinV("len")    ] [ "set"    <- builtinV("set")    ] [ "sum"    <- builtinV("sum")    ] [ "abs"    <- builtinV("abs")    ] [ "min"    <- builtinV("min")    ] [ "max"    <- builtinV("max")    ] [ "ord"    <- builtinV("ord")    ] [ "chr"    <- builtinV("chr")    ] [ "range"  <- builtinV("range")  ] [ "all"    <- builtinV("all")    ] [ "any"    <- builtinV("any")    ] [ "zip"    <- builtinV("zip")    ] [ "isinstance" <- builtinV("isinstance") ] [ "sorted" <- builtinV("sorted") ] [ "list"   <- builtinV("list")   ] [ "round"  <- builtinV("round")  ] [ "bin"    <- builtinV("bin")    ] [ "enumerate" <- builtinV("enumerate") ] [ "map"    <- builtinV("map")    ] [ "eval"   <- builtinV("eval")   ] [ "int"    <- typeV("int")       ] [ "str"    <- typeV("str")       ] [ "float"  <- typeV("float")     ], root)
427	reference-semantics/semantics/core.k	185	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax ApplyK ::= toCall(Val)
428	reference-semantics/semantics/core.k	186	syntax		supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax KItem  ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
429	reference-semantics/semantics/core.k	189	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
430	reference-semantics/semantics/core.k	190	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
431	reference-semantics/semantics/core.k	191	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
432	reference-semantics/semantics/core.k	194	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> Int(I:Int)   => I ... </k>
433	reference-semantics/semantics/core.k	195	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> Bool(B:Bool) => B ... </k>
434	reference-semantics/semantics/core.k	196	rule		supplied operational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule <k> NoneVal      => noneV ... </k>
435	reference-semantics/semantics/core.k	199	syntax	function	supplied syntax/declaration	SELECTED_SEMANTICS_BOUNDARY	syntax Bool ::= truthy(Val) [function]
436	reference-semantics/semantics/core.k	200	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule truthy(B:Bool)          => B
437	reference-semantics/semantics/core.k	201	rule		supplied equational semantic rule	SELECTED_SEMANTICS_BOUNDARY	rule truthy(noneV)           => false
