COMMAND: python3 /audit-output/evidence/classify_k_inventory.py /tmp/audit-work/candidate/reference-semantics/semantics.k /tmp/audit-work/candidate/reference-semantics/semantics /tmp/audit-work/candidate/verification.k /tmp/audit-work/candidate/spec.k
DECISION_COUNTS
ACCEPT_EXACT_PROGRAM_MACRO	8
ACCEPT_ITERATOR_ABSTRACTION	2
ACCEPT_PROOF_LOCAL_DECLARATION	7
ACCEPT_RESULT_SUMMARY	1
ACCEPT_RESULT_SUMMARY_EQUATION	8
ACCEPT_SUPPLIED_DISJOINT	601
ACCEPT_SUPPLIED_OPAQUE_INERT	25
ACCEPT_SUPPLIED_RELEVANT	281
ACCEPT_SUPPLIED_RUNTIME_ONLY	21
ACCEPT_VALIDATED_OPERATIONAL_LEMMA	1
ACCEPT_WITH_INERT_UNDERDEFINITION	2
TARGET_CLAIM	2
TOTAL_DECIDED	959

ID	SOURCE	KIND	ATTRS	DECISION	RATIONALE	DECLARATION
0224	/tmp/audit-work/candidate/reference-semantics/semantics/comprehension.k:24	syntax	macro	ACCEPT_SUPPLIED_DISJOINT	inspected supplied rule; its syntax/guards are disjoint from every submitted-program execution term	syntax Expr ::= compGuard(Exprs) [macro]
0225	/tmp/audit-work/candidate/reference-semantics/semantics/comprehension.k:25	rule	equational	ACCEPT_SUPPLIED_DISJOINT	inspected supplied rule; its syntax/guards are disjoint from every submitted-program execution term	rule compGuard(.Exprs)             => Bool(true)
0226	/tmp/audit-work/candidate/reference-semantics/semantics/comprehension.k:26	rule	equational	ACCEPT_SUPPLIED_DISJOINT	inspected supplied rule; its syntax/guards are disjoint from every submitted-program execution term	rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs))
0227	/tmp/audit-work/candidate/reference-semantics/semantics/concrete.k:13	rule	operational	ACCEPT_SUPPLIED_RUNTIME_ONLY	trusted supplied rule; excluded from both Haskell proof definitions	rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k>
0228	/tmp/audit-work/candidate/reference-semantics/semantics/concrete.k:16	rule	operational	ACCEPT_SUPPLIED_RUNTIME_ONLY	trusted supplied rule; excluded from both Haskell proof definitions	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k>
0229	/tmp/audit-work/candidate/reference-semantics/semantics/concrete.k:25	syntax	-	ACCEPT_SUPPLIED_RUNTIME_ONLY	trusted supplied rule; excluded from both Haskell proof definitions	syntax Val ::= kvP(Val, Val)
0230	/tmp/audit-work/candidate/reference-semantics/semantics/concrete.k:26	syntax	-	ACCEPT_SUPPLIED_RUNTIME_ONLY	trusted supplied rule; excluded from both Haskell proof definitions	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool)
0231	/tmp/audit-work/candidate/reference-semantics/semantics/concrete.k:28	rule	priority,operational	ACCEPT_SUPPLIED_RUNTIME_ONLY	trusted supplied rule; excluded from both Haskell proof definitions	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals))
0232	/tmp/audit-work/candidate/reference-semantics/semantics/concrete.k:31	rule	priority,operational	ACCEPT_SUPPLIED_RUNTIME_ONLY	trusted supplied rule; excluded from both Haskell proof definitions	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals))
0233	/tmp/audit-work/candidate/reference-semantics/semantics/concrete.k:34	rule	operational	ACCEPT_SUPPLIED_RUNTIME_ONLY	trusted supplied rule; excluded from both Haskell proof definitions	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool)
0234	/tmp/audit-work/candidate/reference-semantics/semantics/concrete.k:36	rule	operational	ACCEPT_SUPPLIED_RUNTIME_ONLY	trusted supplied rule; excluded from both Haskell proof definitions	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool)
0235	/tmp/audit-work/candidate/reference-semantics/semantics/concrete.k:38	rule	operational	ACCEPT_SUPPLIED_RUNTIME_ONLY	trusted supplied rule; excluded from both Haskell proof definitions	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool)
0236	/tmp/audit-work/candidate/reference-semantics/semantics/concrete.k:42	syntax	function	ACCEPT_SUPPLIED_RUNTIME_ONLY	trusted supplied rule; excluded from both Haskell proof definitions	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
0237	/tmp/audit-work/candidate/reference-semantics/semantics/concrete.k:43	rule	equational	ACCEPT_SUPPLIED_RUNTIME_ONLY	trusted supplied rule; excluded from both Haskell proof definitions	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
0238	/tmp/audit-work/candidate/reference-semantics/semantics/concrete.k:44	rule	equational	ACCEPT_SUPPLIED_RUNTIME_ONLY	trusted supplied rule; excluded from both Haskell proof definitions	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val)
0239	/tmp/audit-work/candidate/reference-semantics/semantics/concrete.k:47	rule	equational	ACCEPT_SUPPLIED_RUNTIME_ONLY	trusted supplied rule; excluded from both Haskell proof definitions	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val)
0240	/tmp/audit-work/candidate/reference-semantics/semantics/concrete.k:51	syntax	function	ACCEPT_SUPPLIED_RUNTIME_ONLY	trusted supplied rule; excluded from both Haskell proof definitions	syntax Bool ::= kLt(Val, Val) [function]
0241	/tmp/audit-work/candidate/reference-semantics/semantics/concrete.k:52	rule	equational	ACCEPT_SUPPLIED_RUNTIME_ONLY	trusted supplied rule; excluded from both Haskell proof definitions	rule kLt(I1:Int, I2:Int)             => I1 <Int I2
0242	/tmp/audit-work/candidate/reference-semantics/semantics/concrete.k:53	rule	equational	ACCEPT_SUPPLIED_RUNTIME_ONLY	trusted supplied rule; excluded from both Haskell proof definitions	rule kLt(F1:Float, F2:Float)         => F1 <Float F2
0243	/tmp/audit-work/candidate/reference-semantics/semantics/concrete.k:54	rule	equational	ACCEPT_SUPPLIED_RUNTIME_ONLY	trusted supplied rule; excluded from both Haskell proof definitions	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
0244	/tmp/audit-work/candidate/reference-semantics/semantics/concrete.k:56	syntax	function,total	ACCEPT_SUPPLIED_RUNTIME_ONLY	trusted supplied rule; excluded from both Haskell proof definitions	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
0245	/tmp/audit-work/candidate/reference-semantics/semantics/concrete.k:57	rule	equational	ACCEPT_SUPPLIED_RUNTIME_ONLY	trusted supplied rule; excluded from both Haskell proof definitions	rule unpairVS(.ValSeq) => .ValSeq
0246	/tmp/audit-work/candidate/reference-semantics/semantics/concrete.k:58	rule	equational	ACCEPT_SUPPLIED_RUNTIME_ONLY	trusted supplied rule; excluded from both Haskell proof definitions	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
0247	/tmp/audit-work/candidate/reference-semantics/semantics/concrete.k:59	rule	equational	ACCEPT_SUPPLIED_RUNTIME_ONLY	trusted supplied rule; excluded from both Haskell proof definitions	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
0248	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:9	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> Assign(Name(X:String), V:Val) => .K ... </k>
0249	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:12	rule	priority,operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k>
0250	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:20	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k>
0251	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:27	rule	priority,operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k>
0252	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:35	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
0253	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:36	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
0254	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:37	syntax	-	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	syntax KItem ::= #bindImports(ParamNames)
0255	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:38	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> #bindImports(.ParamNames) => .K ... </k>
0256	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:39	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>
0257	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:43	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>
0258	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:48	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> Expr(_:Val) => .K ... </k>
0259	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:51	syntax	-	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	syntax KItem ::= #branch(Bool, Stmts, Stmts)
0260	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:52	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
0261	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:53	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
0262	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:54	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
0263	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:57	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k>
0264	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:59	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k>
0265	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:65	syntax	-	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts)
0266	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:69	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
0267	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:71	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
0268	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:72	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
0269	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:73	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts)
0270	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:77	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
0271	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:78	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
0272	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:79	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k>
0273	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:81	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k>
0274	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:85	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
0275	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:86	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> Continue => #cont ... </k>
0276	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:87	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> Break => #brk ... </k>
0277	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:88	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
0278	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:89	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
0279	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:90	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
0280	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:91	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
0281	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:95	rule	priority,operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k>
0282	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:98	rule	priority,operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k>
0283	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:101	rule	priority,operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k>
0284	/tmp/audit-work/candidate/reference-semantics/semantics/controls.k:106	rule	priority,operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k>
0285	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:13	syntax	-	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
0286	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:14	syntax	-	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
0287	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:15	syntax	-	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	syntax Str    ::= str(IntSeq)
0288	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:18	syntax	-	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	syntax Iterable ::= list(ValSeq)
0289	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:25	syntax	function	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	syntax Val      ::= Int
0290	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:36	syntax	-	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	syntax Parent   ::= "root" | parent(Int)
0291	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:37	syntax	-	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	syntax Scope    ::= scope(Map, Parent)
0292	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:38	syntax	-	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	syntax KResult  ::= Val
0293	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:39	syntax	-	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	syntax Expr     ::= Val   // cooling puts results back into expression holes
0294	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:40	syntax	-	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	syntax Vals     ::= List{Val, ","}
0295	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:41	syntax	-	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	syntax Exc      ::= "NoExc" | "AssertionError"
0296	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:42	syntax	-	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	syntax RetState ::= "noRet" | retV(Val)
0297	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:49	configuration	-	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	configuration
0298	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:68	syntax	function,total	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	syntax Bool ::= isRefV(Val) [function, total]
0299	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:69	rule	equational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule isRefV(ref(_:Int)) => true
0300	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:70	rule	equational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule isRefV(_:Val)      => false [owise]
0301	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:75	syntax	-	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	syntax HeapVal ::= cellV(Val)
0302	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:76	syntax	function,total	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	syntax Bool ::= isCellRef(Val) [function, total]
0303	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:77	rule	equational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule isCellRef(cellRef(_:Int)) => true
0304	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:78	rule	equational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule isCellRef(_:Val)          => false [owise]
0305	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:85	rule	priority,operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> cellRef(H:Int) => V ... </k>
0306	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:95	syntax	-	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	syntax Val ::= kwV(String, Val)
0307	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:96	syntax	-	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	syntax KItem ::= #kwTag(String)
0308	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:97	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
0309	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:98	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k>
0310	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:100	syntax	function,total	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	syntax Bool ::= isKwV(Val) [function, total]
0311	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:101	rule	equational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule isKwV(kwV(_:String, _:Val)) => true
0312	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:102	rule	equational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule isKwV(_:Val)                => false [owise]
0313	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:106	syntax	-	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	syntax Val ::= cellsMark(ParamNames)
0314	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:107	syntax	function	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	syntax ParamNames ::= cellsOf(Val) [function]
0315	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:108	rule	equational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
0316	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:109	syntax	function,total	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	syntax Bool ::= pnMember(String, ParamNames) [function, total]
0317	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:110	rule	equational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule pnMember(_:String, .ParamNames) => false
0318	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:111	rule	equational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
0319	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:113	syntax	-	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	syntax KItem ::= #cellW(Val, Val)
0320	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:114	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k>
0321	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:117	syntax	-	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	syntax KItem ::= #alloc(Val)
0322	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:118	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> #alloc(V:Val) => ref(N) ... </k>
0323	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:124	syntax	-	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	syntax KItem ::= #loadAll(Module)
0324	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:125	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
0325	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:126	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
0326	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:127	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> .Stmts => .K ... </k>
0327	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:130	syntax	-	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	syntax KItem ::= #look(String, Int)
0328	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:131	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
0329	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:132	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k>
0330	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:145	rule	priority,operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> #look(X:String, L:Int) => V ... </k>
0331	/tmp/audit-work/candidate/reference-semantics/semantics/core.k:152	rule	operational	ACCEPT_SUPPLIED_RELEVANT	inspected supplied rule; patterns, evaluation order, and state effects match the used construct	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k>
