id	file	line	module	kind	category	attributes	opaque	disposition	text	audit_assessment	audit_rationale
K0139	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	225	MPY-BUILTINS	syntax	syntax-declaration	-	no	DECLARATION_REVIEW_REQUIRED	syntax EvPair ::= evp(OpSeq, IntSeq)	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0140	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	226	MPY-BUILTINS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax Int ::= firstNdE(EvPair) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0141	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	227	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0142	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	228	MPY-BUILTINS	rule	equational-rule	owise	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule firstNdE(_:EvPair) => 0 [owise]	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0143	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	230	MPY-BUILTINS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax Int ::= applyOpE(String, Int, Int) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0144	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	231	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyOpE(""+"",  A:Int, B:Int) => A +Int B"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0145	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	232	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyOpE(""-"",  A:Int, B:Int) => A -Int B"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0146	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	233	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyOpE(""*"",  A:Int, B:Int) => A *Int B"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0147	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	234	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyOpE(""//"", A:Int, B:Int) => A divInt B"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0148	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	235	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyOpE(""**"", A:Int, B:Int) => A ^Int B"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0149	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	236	MPY-BUILTINS	rule	equational-rule	owise	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule applyOpE(_:String, A:Int, _:Int) => A [owise]	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0150	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	238	MPY-BUILTINS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0151	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	239	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0152	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	240	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule passPowE(oCons(""**"", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0153	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	241	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS))	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0154	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	243	MPY-BUILTINS	rule	equational-rule	owise	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0155	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	244	MPY-BUILTINS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax EvPair ::= powCombE(Int, EvPair) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0156	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	245	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0157	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	246	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0158	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	247	MPY-BUILTINS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0159	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	248	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0160	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	250	MPY-BUILTINS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0161	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	251	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""mul"", N0, OPS, NDS, .OpSeq, .IntSeq)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0162	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	252	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0163	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	253	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""add"", N0, OPS, NDS, .OpSeq, .IntSeq)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0164	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	254	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0165	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	255	MPY-BUILTINS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0166	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	256	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0167	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	257	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON)	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0168	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	260	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR))	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0169	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	263	MPY-BUILTINS	rule	equational-rule	owise	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0170	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	265	MPY-BUILTINS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax Bool ::= inLevelE(String, String) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0171	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	266	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule inLevelE(""mul"", O:String) => O ==String ""*"" orBool O ==String ""//"" orBool O ==String ""/"""	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0172	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	267	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule inLevelE(""add"", O:String) => O ==String ""+"" orBool O ==String ""-"""	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0173	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	268	MPY-BUILTINS	rule	equational-rule	owise	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule inLevelE(_:String, _:String) => false [owise]	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0174	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	269	MPY-BUILTINS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0175	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	270	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0176	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	271	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0177	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	272	MPY-BUILTINS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0178	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	273	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0179	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	274	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0180	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	279	MPY-BUILTINS	syntax	syntax-declaration	-	no	DECLARATION_REVIEW_REQUIRED	"syntax KItem ::= ""#md5"""	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0181	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	280	MPY-BUILTINS	rule	operational-rule	priority	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule <k> Call(Attribute(Name(""hashlib""), ""md5""), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0182	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	282	MPY-BUILTINS	rule	operational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0183	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	283	MPY-BUILTINS	syntax	syntax-declaration	-	no	DECLARATION_REVIEW_REQUIRED	syntax Val ::= md5Obj(IntSeq)	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0184	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	284	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyMethod(md5Obj(CS:IntSeq), ""hexdigest"", .Vals) => str(md5hexCodes(CS))"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0185	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	285	MPY-BUILTINS	syntax	syntax-declaration	function,total,symbol,no-evaluators	yes	DECLARATION_REVIEW_REQUIRED	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]	UNREACHED_OPAQUE_TRUST_BOUNDARY	Supplied opaque/total symbol; neither its constructor nor any dependent operation occurs in solution.mpy or the proof path.
K0186	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	291	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBuiltin(""isinstance"", V:Val, typeV(""int""), .Vals) => isIntV(V)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0187	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	292	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBuiltin(""isinstance"", V:Val, typeV(""str""), .Vals) => isStrV(V)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0188	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	293	MPY-BUILTINS	syntax	syntax-declaration	function	no	DECLARATION_REVIEW_REQUIRED	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0189	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	294	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule isIntV(_:Int)         => true	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0190	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	295	MPY-BUILTINS	rule	equational-rule	owise	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule isIntV(_:Val)         => false [owise]	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0191	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	296	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule isStrV(str(_:IntSeq)) => true	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0192	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	297	MPY-BUILTINS	rule	equational-rule	owise	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule isStrV(_:Val)         => false [owise]	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0193	/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	16	MPY-CALL	rule	operational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0194	/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	19	MPY-CALL	syntax	syntax-declaration	-	no	DECLARATION_REVIEW_REQUIRED	syntax KItem ::= #callee(Exprs)	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0195	/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	20	MPY-CALL	rule	operational-rule	owise	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]	USED_PATH_SOUND	Reached by the exact submitted body; constructor guards are disjoint on this path and the rewrite preserves Python order, binding, value, control, and all modeled state.
K0196	/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	21	MPY-CALL	rule	operational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>	USED_PATH_SOUND	Reached by the exact submitted body; constructor guards are disjoint on this path and the rewrite preserves Python order, binding, value, control, and all modeled state.
K0197	/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	24	MPY-CALL	rule	operational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0198	/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	26	MPY-CALL	rule	operational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule <k> #applyK(toCall(builtinV(""sum"")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0199	/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	27	MPY-CALL	rule	operational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule <k> #applyK(toCall(builtinV(""all"")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ)    ... </k>"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0200	/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	28	MPY-CALL	rule	operational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule <k> #applyK(toCall(builtinV(""any"")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ)    ... </k>"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
