source	line	module	category	flags	used_term_hits	code	text	decision	reason
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	52	MPY-CALL	syntax-declaration	function,total	Str	syntax Bool ::= isMutMethod(String) [function, total]	syntax Bool ::= isMutMethod(String) [function, total]	FIXED_MODEL_UNUSED_DECLARATION	not reached by the submitted constructor term or proof claims; cannot contribute to their closure
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	53	MPY-CALL	ordinary-rule		Str	"rule isMutMethod(M:String) => M ==String ""append"" orBool M ==String ""sort"" orBool M ==String ""extend"" orBool M ==String ""insert"" orBool M ==String ""pop"" orBool M ==String ""remove"""	"rule isMutMethod(M:String) => M ==String ""append"" orBool M ==String ""sort"" orBool M ==String ""extend"" orBool M ==String ""insert"" orBool M ==String ""pop"" orBool M ==String ""remove"""	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	56	MPY-CALL	ordinary-rule		<k>,Call,Int,Str	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap>	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap>	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	59	MPY-CALL	requires	priority		requires notBool isMutMethod(M) [priority(40)]	requires notBool isMutMethod(M) [priority(40)] // non-mutating methods READ their heap-object arguments too (join's list); // mutators keep refs (append of a list into a list-of-lists stays aliased)	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	63	MPY-CALL	ordinary-rule		<k>,Call,Int,Str	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	66	MPY-CALL	requires	priority		requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]	requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	69	MPY-CALL	ordinary-rule		#endcall,<env>,<k>,<scopeLoc>,<scopes>,<stack>,Call,Int,Name,closureVal,frame(	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack> // annotated closure: the frame starts with the captured freevar cells, its // parent is the module scope (all enclosing-local reads go through cells), // and the cellvars' fresh cells allocate before params bind (a cellvar param // then writes through its cell in #bindP).	USED_FIXED_MODEL_SOUND	matches the selected model's binding/evaluation/control/value transition on the submitted program path; no result oracle or bypass
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	80	MPY-CALL	ordinary-rule		#endcall,<env>,<k>,<scopeLoc>,<scopes>,<stack>,Call,Int,Name,closureVal,frame(	"rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(CM [ ""$cells"" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>"	"rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(CM [ ""$cells"" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>"	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	87	MPY-CALL	syntax-declaration		Name	syntax KItem ::= #allocCells(ParamNames)	syntax KItem ::= #allocCells(ParamNames)	FIXED_MODEL_UNUSED_DECLARATION	not reached by the submitted constructor term or proof claims; cannot contribute to their closure
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	88	MPY-CALL	ordinary-rule		<k>,Name	rule <k> #allocCells(.ParamNames) => .K ... </k>	rule <k> #allocCells(.ParamNames) => .K ... </k>	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	89	MPY-CALL	ordinary-rule		<env>,<k>,<scopes>,Int,Name,Str	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap> H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc>	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap> H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc>	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	94	MPY-CALL	requires			requires notBool N in_keys(H)	requires notBool N in_keys(H)	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/call.k	95	MPY-CALL	endmodule			endmodule	endmodule	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/comprehension.k	3	MPY-COMPREHENSION	module			module MPY-COMPREHENSION	module MPY-COMPREHENSION	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/comprehension.k	4	MPY-COMPREHENSION	imports			imports MPY-CORE	imports MPY-CORE	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/comprehension.k	5	MPY-COMPREHENSION	imports			imports MPY-OPERATORS	imports MPY-OPERATORS	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/comprehension.k	6	MPY-COMPREHENSION	imports			imports MPY-LIST	imports MPY-LIST	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/comprehension.k	7	MPY-COMPREHENSION	imports			imports MPY-CONTROLS	imports MPY-CONTROLS	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/comprehension.k	8	MPY-COMPREHENSION	imports			imports MPY-FUNCTIONS	imports MPY-FUNCTIONS // A comprehension is pure syntactic sugar	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/comprehension.k	11	MPY-COMPREHENSION	ordinary-rule		Call,For,Name	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/comprehension.k	12	MPY-COMPREHENSION	ordinary-rule		Call,For,Name	rule GenExp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)	rule GenExp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/comprehension.k	14	MPY-COMPREHENSION	syntax-declaration	macro	For	syntax Stmts ::= compBody(CompFors, Expr) [macro]	syntax Stmts ::= compBody(CompFors, Expr) [macro]	FIXED_MODEL_UNUSED_DECLARATION	not reached by the submitted constructor term or proof claims; cannot contribute to their closure
/tmp/audit-work/reconstruction/reference-semantics/semantics/comprehension.k	15	MPY-COMPREHENSION	ordinary-rule		Assign,For,Name,Return	"rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name(""$acc""), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name(""$acc""))"	"rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name(""$acc""), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name(""$acc""))"	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/comprehension.k	18	MPY-COMPREHENSION	syntax-declaration	macro,macro-rec	For	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]	FIXED_MODEL_UNUSED_DECLARATION	not reached by the submitted constructor term or proof claims; cannot contribute to their closure
/tmp/audit-work/reconstruction/reference-semantics/semantics/comprehension.k	19	MPY-COMPREHENSION	ordinary-rule		Assign,For,Name	"rule compNest(.CompFors, ELT:Expr) => Assign(Name(""$acc""), BinOp(""+"", Name(""$acc""), ListExpr(ELT)))"	"rule compNest(.CompFors, ELT:Expr) => Assign(Name(""$acc""), BinOp(""+"", Name(""$acc""), ListExpr(ELT)))"	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/comprehension.k	21	MPY-COMPREHENSION	ordinary-rule		For,If	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/comprehension.k	24	MPY-COMPREHENSION	syntax-declaration	macro		syntax Expr ::= compGuard(Exprs) [macro]	syntax Expr ::= compGuard(Exprs) [macro]	FIXED_MODEL_UNUSED_DECLARATION	not reached by the submitted constructor term or proof claims; cannot contribute to their closure
/tmp/audit-work/reconstruction/reference-semantics/semantics/comprehension.k	25	MPY-COMPREHENSION	ordinary-rule			rule compGuard(.Exprs) => Bool(true)	rule compGuard(.Exprs) => Bool(true)	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/comprehension.k	26	MPY-COMPREHENSION	ordinary-rule			"rule compGuard((F:Expr, Fs:Exprs)) => BoolOp(""and"", (F, Fs))"	"rule compGuard((F:Expr, Fs:Exprs)) => BoolOp(""and"", (F, Fs))"	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/comprehension.k	27	MPY-COMPREHENSION	endmodule			endmodule	endmodule	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	8	MPY-CONCRETE	module			module MPY-CONCRETE	module MPY-CONCRETE	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	9	MPY-CONCRETE	imports			imports MPY	imports MPY // deep equality for list compares whose elements are heap objects // (list-of-lists): Python == is structural at every depth.	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	13	MPY-CONCRETE	ordinary-rule		<k>	"rule <k> Compare(list(A:ValSeq), CmpOp(""=="", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>"	"rule <k> Compare(list(A:ValSeq), CmpOp(""=="", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>"	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	15	MPY-CONCRETE	requires			requires hasRefVS(A) orBool hasRefVS(B)	requires hasRefVS(A) orBool hasRefVS(B)	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	16	MPY-CONCRETE	ordinary-rule		<k>	"rule <k> Compare(list(A:ValSeq), CmpOp(""!="", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>"	"rule <k> Compare(list(A:ValSeq), CmpOp(""!="", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>"	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	18	MPY-CONCRETE	requires			requires hasRefVS(A) orBool hasRefVS(B)	requires hasRefVS(A) orBool hasRefVS(B) // ==== keyed sort, concrete leg ============================================ // Computes each key by a REAL call through the uniform #callee machinery // (closures, len, type objects all work), stable-inserts on the key, and // allocates the result. priority(40) beats sort.k's opaque rules, so krun // runs this and proofs (which never see MPY-CONCRETE) keep sortKeyVS.	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	25	MPY-CONCRETE	syntax-declaration			syntax Val ::= kvP(Val, Val)	syntax Val ::= kvP(Val, Val)	FIXED_MODEL_UNUSED_DECLARATION	not reached by the submitted constructor term or proof claims; cannot contribute to their closure
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	26	MPY-CONCRETE	syntax-declaration			syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)	FIXED_MODEL_UNUSED_DECLARATION	not reached by the submitted constructor term or proof claims; cannot contribute to their closure
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	28	MPY-CONCRETE	ordinary-rule	priority	<k>,Call	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]"	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]"	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	31	MPY-CONCRETE	ordinary-rule	priority	<k>,Call	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]"	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]"	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	34	MPY-CONCRETE	ordinary-rule		<k>	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	36	MPY-CONCRETE	ordinary-rule		<k>	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	38	MPY-CONCRETE	ordinary-rule		<k>	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k>	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k>	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	40	MPY-CONCRETE	requires			requires notBool isKwV(K)	requires notBool isKwV(K)	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	42	MPY-CONCRETE	syntax-declaration	function		syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]	FIXED_MODEL_UNUSED_DECLARATION	not reached by the submitted constructor term or proof claims; cannot contribute to their closure
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	43	MPY-CONCRETE	ordinary-rule			rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	44	MPY-CONCRETE	ordinary-rule			rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R))	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R))	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	46	MPY-CONCRETE	requires			requires kLt(K, K2)	requires kLt(K, K2)	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	47	MPY-CONCRETE	ordinary-rule			rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V))	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V))	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	49	MPY-CONCRETE	requires			requires notBool kLt(K, K2)	requires notBool kLt(K, K2)	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	51	MPY-CONCRETE	syntax-declaration	function		syntax Bool ::= kLt(Val, Val) [function]	syntax Bool ::= kLt(Val, Val) [function]	FIXED_MODEL_UNUSED_DECLARATION	not reached by the submitted constructor term or proof claims; cannot contribute to their closure
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	52	MPY-CONCRETE	ordinary-rule		Int	rule kLt(I1:Int, I2:Int) => I1 <Int I2	rule kLt(I1:Int, I2:Int) => I1 <Int I2	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	53	MPY-CONCRETE	ordinary-rule			rule kLt(F1:Float, F2:Float) => F1 <Float F2	rule kLt(F1:Float, F2:Float) => F1 <Float F2	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	54	MPY-CONCRETE	ordinary-rule		Int,IntSeq,str(	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	56	MPY-CONCRETE	syntax-declaration	function,total		syntax ValSeq ::= unpairVS(ValSeq) [function, total]	syntax ValSeq ::= unpairVS(ValSeq) [function, total]	FIXED_MODEL_UNUSED_DECLARATION	not reached by the submitted constructor term or proof claims; cannot contribute to their closure
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	57	MPY-CONCRETE	ordinary-rule			rule unpairVS(.ValSeq) => .ValSeq	rule unpairVS(.ValSeq) => .ValSeq	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	58	MPY-CONCRETE	ordinary-rule			rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	59	MPY-CONCRETE	ordinary-rule	owise		rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise] // ==== numeric cross-type membership (Python: 1 == True == 1.0) ============= // `x in list` / `x not in list` compare elements with ==K in list.k, which does // NOT collapse across the numeric types (true =/=K 1, 1 =/=K 1.0). Under krun, // override the membership fold with a numeric-aware equality so `in` and // unique()-style dedup behave like CPython for mixed int/bool/float elements. // (set.k needs no change: setV holds int char codes, compared with ==Int, so a // cross-type ==K collapse never arises there.) // krun-only (priority 40 beats list.k's default rules); kprove uses the // structural ==K rules in list.k unchanged.	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	70	MPY-CONCRETE	syntax-declaration	function		syntax Bool ::= numOrKEq(Val, Val) [function]	syntax Bool ::= numOrKEq(Val, Val) [function]	FIXED_MODEL_UNUSED_DECLARATION	not reached by the submitted constructor term or proof claims; cannot contribute to their closure
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	71	MPY-CONCRETE	ordinary-rule			"rule numOrKEq(A:Val, B:Val) => applyCmp(""=="", A, B)"	"rule numOrKEq(A:Val, B:Val) => applyCmp(""=="", A, B)"	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	72	MPY-CONCRETE	requires		Int	requires (isInt(A) orBool isBool(A) orBool isFloat(A)) andBool (isInt(B) orBool isBool(B) orBool isFloat(B))	requires (isInt(A) orBool isBool(A) orBool isFloat(A)) andBool (isInt(B) orBool isBool(B) orBool isFloat(B))	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	74	MPY-CONCRETE	ordinary-rule	owise		rule numOrKEq(A:Val, B:Val) => A ==K B [owise]	rule numOrKEq(A:Val, B:Val) => A ==K B [owise]	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	76	MPY-CONCRETE	ordinary-rule		<k>	rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k>	rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k>	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/concrete.k	77	MPY-CONCRETE	requires	priority		requires numOrKEq(E, V) [priority(40)]	requires numOrKEq(E, V) [priority(40)]	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
