id	source_class	file	start_line	end_line	kind	role	attributes	text	target_relevance	decision	audit_rationale
239	supplied_semantics	reference-semantics/semantics/concrete.k	38	39	rule	ordinary_rule	-	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k>	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
240	supplied_semantics	reference-semantics/semantics/concrete.k	42	42	syntax	function_declaration	function	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
241	supplied_semantics	reference-semantics/semantics/concrete.k	43	43	rule	ordinary_rule	-	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
242	supplied_semantics	reference-semantics/semantics/concrete.k	44	45	rule	ordinary_rule	-	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R))	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
243	supplied_semantics	reference-semantics/semantics/concrete.k	47	48	rule	ordinary_rule	-	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V))	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
244	supplied_semantics	reference-semantics/semantics/concrete.k	51	51	syntax	function_declaration	function	syntax Bool ::= kLt(Val, Val) [function]	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
245	supplied_semantics	reference-semantics/semantics/concrete.k	52	52	rule	ordinary_rule	-	rule kLt(I1:Int, I2:Int) => I1 <Int I2	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
246	supplied_semantics	reference-semantics/semantics/concrete.k	53	53	rule	ordinary_rule	-	rule kLt(F1:Float, F2:Float) => F1 <Float F2	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
247	supplied_semantics	reference-semantics/semantics/concrete.k	54	55	rule	ordinary_rule	-	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
248	supplied_semantics	reference-semantics/semantics/concrete.k	56	56	syntax	function_declaration	function,total	syntax ValSeq ::= unpairVS(ValSeq) [function, total]	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
249	supplied_semantics	reference-semantics/semantics/concrete.k	57	57	rule	ordinary_rule	-	rule unpairVS(.ValSeq) => .ValSeq	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
250	supplied_semantics	reference-semantics/semantics/concrete.k	58	58	rule	ordinary_rule	-	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
251	supplied_semantics	reference-semantics/semantics/concrete.k	59	69	rule	owise_rule	owise	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
252	supplied_semantics	reference-semantics/semantics/concrete.k	70	70	syntax	function_declaration	function	syntax Bool ::= numOrKEq(Val, Val) [function]	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
253	supplied_semantics	reference-semantics/semantics/concrete.k	71	71	rule	ordinary_rule	-	"rule numOrKEq(A:Val, B:Val) => applyCmp(""=="", A, B)"	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
254	supplied_semantics	reference-semantics/semantics/concrete.k	74	75	rule	owise_rule	owise	rule numOrKEq(A:Val, B:Val) => A ==K B [owise]	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
255	supplied_semantics	reference-semantics/semantics/concrete.k	76	76	rule	ordinary_rule	-	rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k>	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
256	supplied_semantics	reference-semantics/semantics/concrete.k	78	78	rule	ordinary_rule	-	rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k>	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
257	supplied_semantics	reference-semantics/semantics/controls.k	9	11	rule	ordinary_rule	-	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
258	supplied_semantics	reference-semantics/semantics/controls.k	12	14	rule	ordinary_rule	-	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
259	supplied_semantics	reference-semantics/semantics/controls.k	20	22	rule	ordinary_rule	-	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes>	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
260	supplied_semantics	reference-semantics/semantics/controls.k	27	29	rule	ordinary_rule	-	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
261	supplied_semantics	reference-semantics/semantics/controls.k	35	35	rule	ordinary_rule	-	"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
262	supplied_semantics	reference-semantics/semantics/controls.k	36	36	rule	owise_rule	owise	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
263	supplied_semantics	reference-semantics/semantics/controls.k	37	37	syntax	syntax_declaration	-	syntax KItem ::= #bindImports(ParamNames)	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
264	supplied_semantics	reference-semantics/semantics/controls.k	38	38	rule	ordinary_rule	-	rule <k> #bindImports(.ParamNames) => .K ... </k>	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
265	supplied_semantics	reference-semantics/semantics/controls.k	39	41	rule	ordinary_rule	-	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes>	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
266	supplied_semantics	reference-semantics/semantics/controls.k	43	43	rule	ordinary_rule	-	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
267	supplied_semantics	reference-semantics/semantics/controls.k	48	50	rule	ordinary_rule	-	rule <k> Expr(_:Val) => .K ... </k>	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
268	supplied_semantics	reference-semantics/semantics/controls.k	51	51	syntax	syntax_declaration	-	syntax KItem ::= #branch(Bool, Stmts, Stmts)	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
269	supplied_semantics	reference-semantics/semantics/controls.k	52	52	rule	ordinary_rule	-	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
270	supplied_semantics	reference-semantics/semantics/controls.k	53	53	rule	ordinary_rule	-	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
271	supplied_semantics	reference-semantics/semantics/controls.k	54	56	rule	ordinary_rule	-	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
272	supplied_semantics	reference-semantics/semantics/controls.k	57	57	rule	ordinary_rule	-	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k>	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
273	supplied_semantics	reference-semantics/semantics/controls.k	59	59	rule	ordinary_rule	-	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k>	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
274	supplied_semantics	reference-semantics/semantics/controls.k	65	68	syntax	syntax_declaration	-	"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
275	supplied_semantics	reference-semantics/semantics/controls.k	69	70	rule	ordinary_rule	-	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
276	supplied_semantics	reference-semantics/semantics/controls.k	71	71	rule	ordinary_rule	-	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
277	supplied_semantics	reference-semantics/semantics/controls.k	72	72	rule	ordinary_rule	-	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
278	supplied_semantics	reference-semantics/semantics/controls.k	73	76	rule	ordinary_rule	-	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
279	supplied_semantics	reference-semantics/semantics/controls.k	77	77	rule	ordinary_rule	-	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
280	supplied_semantics	reference-semantics/semantics/controls.k	78	78	rule	ordinary_rule	-	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
281	supplied_semantics	reference-semantics/semantics/controls.k	79	79	rule	ordinary_rule	-	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k>	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
282	supplied_semantics	reference-semantics/semantics/controls.k	81	81	rule	ordinary_rule	-	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k>	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
283	supplied_semantics	reference-semantics/semantics/controls.k	85	85	rule	ordinary_rule	-	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
284	supplied_semantics	reference-semantics/semantics/controls.k	86	86	rule	ordinary_rule	-	rule <k> Continue => #cont ... </k>	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
285	supplied_semantics	reference-semantics/semantics/controls.k	87	87	rule	ordinary_rule	-	rule <k> Break => #brk ... </k>	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
286	supplied_semantics	reference-semantics/semantics/controls.k	88	88	rule	ordinary_rule	-	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
287	supplied_semantics	reference-semantics/semantics/controls.k	89	89	rule	owise_rule	owise	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
288	supplied_semantics	reference-semantics/semantics/controls.k	90	90	rule	ordinary_rule	-	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
289	supplied_semantics	reference-semantics/semantics/controls.k	91	94	rule	owise_rule	owise	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
290	supplied_semantics	reference-semantics/semantics/controls.k	95	97	rule	priority_rule	priority	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
291	supplied_semantics	reference-semantics/semantics/controls.k	98	100	rule	priority_rule	priority	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
292	supplied_semantics	reference-semantics/semantics/controls.k	101	105	rule	priority_rule	priority	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
293	supplied_semantics	reference-semantics/semantics/controls.k	106	108	rule	priority_rule	priority	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
294	supplied_semantics	reference-semantics/semantics/core.k	13	13	syntax	syntax_declaration	-	"syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
295	supplied_semantics	reference-semantics/semantics/core.k	14	14	syntax	syntax_declaration	-	"syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
296	supplied_semantics	reference-semantics/semantics/core.k	15	17	syntax	syntax_declaration	-	syntax Str ::= str(IntSeq)	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
297	supplied_semantics	reference-semantics/semantics/core.k	18	24	syntax	syntax_declaration	-	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)	formal_domain	ACCEPT_DOMAIN_DECLARATION	Part of the supplied Val universe admitted by INPUT:ValSeq; checked against the isIntV/isInt/isBool constructor classification.
298	supplied_semantics	reference-semantics/semantics/core.k	25	35	syntax	syntax_declaration	-	"syntax Val ::= Int | Bool | ""noneV"" | Iterable | ref(Int) | cellRef(Int) | closureVal(ParamNames, Stmts, Int) | typeV(String) | builtinV(String) | boundMethodV(Val, String)"	formal_domain	ACCEPT_DOMAIN_DECLARATION	Part of the supplied Val universe admitted by INPUT:ValSeq; checked against the isIntV/isInt/isBool constructor classification.
299	supplied_semantics	reference-semantics/semantics/core.k	36	36	syntax	syntax_declaration	-	"syntax Parent ::= ""root"" | parent(Int)"	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
300	supplied_semantics	reference-semantics/semantics/core.k	37	37	syntax	syntax_declaration	-	syntax Scope ::= scope(Map, Parent)	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
301	supplied_semantics	reference-semantics/semantics/core.k	38	38	syntax	syntax_declaration	-	syntax KResult ::= Val	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
302	supplied_semantics	reference-semantics/semantics/core.k	39	39	syntax	syntax_declaration	-	syntax Expr ::= Val	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
303	supplied_semantics	reference-semantics/semantics/core.k	40	40	syntax	syntax_declaration	-	"syntax Vals ::= List{Val, "",""}"	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
304	supplied_semantics	reference-semantics/semantics/core.k	41	41	syntax	syntax_declaration	-	"syntax Exc ::= ""NoExc"" | ""AssertionError"""	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
305	supplied_semantics	reference-semantics/semantics/core.k	42	48	syntax	syntax_declaration	-	"syntax RetState ::= ""noRet"" | retV(Val)"	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
306	supplied_semantics	reference-semantics/semantics/core.k	49	67	configuration	configuration	-	"configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""""> 0 </exit-code>"	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
307	supplied_semantics	reference-semantics/semantics/core.k	68	68	syntax	function_declaration	function,total	syntax Bool ::= isRefV(Val) [function, total]	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
308	supplied_semantics	reference-semantics/semantics/core.k	69	69	rule	ordinary_rule	-	rule isRefV(ref(_:Int)) => true	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
309	supplied_semantics	reference-semantics/semantics/core.k	70	74	rule	owise_rule	owise	rule isRefV(_:Val) => false [owise]	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
310	supplied_semantics	reference-semantics/semantics/core.k	75	75	syntax	syntax_declaration	-	syntax HeapVal ::= cellV(Val)	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
311	supplied_semantics	reference-semantics/semantics/core.k	76	76	syntax	function_declaration	function,total	syntax Bool ::= isCellRef(Val) [function, total]	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
312	supplied_semantics	reference-semantics/semantics/core.k	77	77	rule	ordinary_rule	-	rule isCellRef(cellRef(_:Int)) => true	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
313	supplied_semantics	reference-semantics/semantics/core.k	78	84	rule	owise_rule	owise	rule isCellRef(_:Val) => false [owise]	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
314	supplied_semantics	reference-semantics/semantics/core.k	85	88	rule	ordinary_rule	-	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap>	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
315	supplied_semantics	reference-semantics/semantics/core.k	95	95	syntax	syntax_declaration	-	syntax Val ::= kwV(String, Val)	formal_domain	ACCEPT_DOMAIN_DECLARATION	Part of the supplied Val universe admitted by INPUT:ValSeq; checked against the isIntV/isInt/isBool constructor classification.
316	supplied_semantics	reference-semantics/semantics/core.k	96	96	syntax	syntax_declaration	-	syntax KItem ::= #kwTag(String)	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
317	supplied_semantics	reference-semantics/semantics/core.k	97	97	rule	ordinary_rule	-	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
318	supplied_semantics	reference-semantics/semantics/core.k	98	98	rule	ordinary_rule	-	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k>	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
319	supplied_semantics	reference-semantics/semantics/core.k	100	100	syntax	function_declaration	function,total	syntax Bool ::= isKwV(Val) [function, total]	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
320	supplied_semantics	reference-semantics/semantics/core.k	101	101	rule	ordinary_rule	-	rule isKwV(kwV(_:String, _:Val)) => true	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
321	supplied_semantics	reference-semantics/semantics/core.k	102	105	rule	owise_rule	owise	rule isKwV(_:Val) => false [owise]	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
322	supplied_semantics	reference-semantics/semantics/core.k	106	106	syntax	syntax_declaration	-	syntax Val ::= cellsMark(ParamNames)	formal_domain	ACCEPT_DOMAIN_DECLARATION	Part of the supplied Val universe admitted by INPUT:ValSeq; checked against the isIntV/isInt/isBool constructor classification.
323	supplied_semantics	reference-semantics/semantics/core.k	107	107	syntax	function_declaration	function	syntax ParamNames ::= cellsOf(Val) [function]	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
324	supplied_semantics	reference-semantics/semantics/core.k	108	108	rule	ordinary_rule	-	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
325	supplied_semantics	reference-semantics/semantics/core.k	109	109	syntax	function_declaration	function,total	syntax Bool ::= pnMember(String, ParamNames) [function, total]	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
326	supplied_semantics	reference-semantics/semantics/core.k	110	110	rule	ordinary_rule	-	rule pnMember(_:String, .ParamNames) => false	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
327	supplied_semantics	reference-semantics/semantics/core.k	111	112	rule	ordinary_rule	-	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
328	supplied_semantics	reference-semantics/semantics/core.k	113	113	syntax	syntax_declaration	-	syntax KItem ::= #cellW(Val, Val)	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
329	supplied_semantics	reference-semantics/semantics/core.k	114	116	rule	ordinary_rule	-	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>	unreachable	SUPPLIED_UNUSED	Read-only supplied declaration/rule; constructor/KLabel is absent from the macro-expanded target and from all target summaries.
330	supplied_semantics	reference-semantics/semantics/core.k	117	117	syntax	syntax_declaration	-	syntax KItem ::= #alloc(Val)	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
331	supplied_semantics	reference-semantics/semantics/core.k	118	120	rule	ordinary_rule	-	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc>	direct	ACCEPT_TARGET_SLICE	Reached by the exact expanded program or used by filterAcc; reviewed for guards, overlap, evaluation order, cell effects, and control.
