id	source_class	file	start_line	end_line	kind	role	attributes	text
161	supplied_semantics	reference-semantics/semantics/builtins.k	247	247	syntax	function_declaration	function,total	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]
162	supplied_semantics	reference-semantics/semantics/builtins.k	248	249	rule	ordinary_rule	-	rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))
163	supplied_semantics	reference-semantics/semantics/builtins.k	250	250	syntax	function_declaration	function,total	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
164	supplied_semantics	reference-semantics/semantics/builtins.k	251	251	rule	ordinary_rule	-	"rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""mul"", N0, OPS, NDS, .OpSeq, .IntSeq)"
165	supplied_semantics	reference-semantics/semantics/builtins.k	252	252	rule	ordinary_rule	-	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
166	supplied_semantics	reference-semantics/semantics/builtins.k	253	253	rule	ordinary_rule	-	"rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""add"", N0, OPS, NDS, .OpSeq, .IntSeq)"
167	supplied_semantics	reference-semantics/semantics/builtins.k	254	254	rule	ordinary_rule	-	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
168	supplied_semantics	reference-semantics/semantics/builtins.k	255	255	syntax	function_declaration	function,total	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
169	supplied_semantics	reference-semantics/semantics/builtins.k	256	256	rule	ordinary_rule	-	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
170	supplied_semantics	reference-semantics/semantics/builtins.k	257	258	rule	ordinary_rule	-	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON)
171	supplied_semantics	reference-semantics/semantics/builtins.k	260	261	rule	ordinary_rule	-	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR))
172	supplied_semantics	reference-semantics/semantics/builtins.k	263	264	rule	owise_rule	owise	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
173	supplied_semantics	reference-semantics/semantics/builtins.k	265	265	syntax	function_declaration	function,total	syntax Bool ::= inLevelE(String, String) [function, total]
174	supplied_semantics	reference-semantics/semantics/builtins.k	266	266	rule	ordinary_rule	-	"rule inLevelE(""mul"", O:String) => O ==String ""*"" orBool O ==String """
175	supplied_semantics	reference-semantics/semantics/builtins.k	267	267	rule	ordinary_rule	-	"rule inLevelE(""add"", O:String) => O ==String ""+"" orBool O ==String ""-"""
176	supplied_semantics	reference-semantics/semantics/builtins.k	268	268	rule	owise_rule	owise	rule inLevelE(_:String, _:String) => false [owise]
177	supplied_semantics	reference-semantics/semantics/builtins.k	269	269	syntax	function_declaration	function,total	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
178	supplied_semantics	reference-semantics/semantics/builtins.k	270	270	rule	ordinary_rule	-	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
179	supplied_semantics	reference-semantics/semantics/builtins.k	271	271	rule	ordinary_rule	-	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
180	supplied_semantics	reference-semantics/semantics/builtins.k	272	272	syntax	function_declaration	function,total	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
181	supplied_semantics	reference-semantics/semantics/builtins.k	273	273	rule	ordinary_rule	-	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
182	supplied_semantics	reference-semantics/semantics/builtins.k	274	278	rule	ordinary_rule	-	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))
183	supplied_semantics	reference-semantics/semantics/builtins.k	279	279	syntax	syntax_declaration	-	"syntax KItem ::= ""#md5"""
184	supplied_semantics	reference-semantics/semantics/builtins.k	280	281	rule	priority_rule	priority	"rule <k> Call(Attribute(Name(""hashlib""), ""md5""), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]"
185	supplied_semantics	reference-semantics/semantics/builtins.k	282	282	rule	ordinary_rule	-	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
186	supplied_semantics	reference-semantics/semantics/builtins.k	283	283	syntax	syntax_declaration	-	syntax Val ::= md5Obj(IntSeq)
187	supplied_semantics	reference-semantics/semantics/builtins.k	284	284	rule	ordinary_rule	-	"rule applyMethod(md5Obj(CS:IntSeq), ""hexdigest"", .Vals) => str(md5hexCodes(CS))"
188	supplied_semantics	reference-semantics/semantics/builtins.k	285	290	syntax	function_declaration	function,total,symbol,no-evaluators	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
189	supplied_semantics	reference-semantics/semantics/builtins.k	291	291	rule	ordinary_rule	-	"rule applyBuiltin(""isinstance"", V:Val, typeV(""int""), .Vals) => isIntV(V)"
190	supplied_semantics	reference-semantics/semantics/builtins.k	292	292	rule	ordinary_rule	-	"rule applyBuiltin(""isinstance"", V:Val, typeV(""str""), .Vals) => isStrV(V)"
191	supplied_semantics	reference-semantics/semantics/builtins.k	293	293	syntax	function_declaration	function	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
192	supplied_semantics	reference-semantics/semantics/builtins.k	294	295	rule	ordinary_rule	-	rule isIntV(_:Int) => true
193	supplied_semantics	reference-semantics/semantics/builtins.k	296	296	rule	ordinary_rule	-	rule isIntV(_:Bool) => true
194	supplied_semantics	reference-semantics/semantics/builtins.k	297	297	rule	owise_rule	owise	rule isIntV(_:Val) => false [owise]
195	supplied_semantics	reference-semantics/semantics/builtins.k	298	298	rule	ordinary_rule	-	rule isStrV(str(_:IntSeq)) => true
196	supplied_semantics	reference-semantics/semantics/builtins.k	299	299	rule	owise_rule	owise	rule isStrV(_:Val) => false [owise]
197	supplied_semantics	reference-semantics/semantics/call.k	16	18	rule	ordinary_rule	-	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
198	supplied_semantics	reference-semantics/semantics/call.k	19	19	syntax	syntax_declaration	-	syntax KItem ::= #callee(Exprs)
199	supplied_semantics	reference-semantics/semantics/call.k	20	20	rule	owise_rule	owise	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
200	supplied_semantics	reference-semantics/semantics/call.k	21	23	rule	ordinary_rule	-	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
201	supplied_semantics	reference-semantics/semantics/call.k	24	25	rule	ordinary_rule	-	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
202	supplied_semantics	reference-semantics/semantics/call.k	26	26	rule	ordinary_rule	-	"rule <k> #applyK(toCall(builtinV(""sum"")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>"
203	supplied_semantics	reference-semantics/semantics/call.k	27	27	rule	ordinary_rule	-	"rule <k> #applyK(toCall(builtinV(""all"")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ) ... </k>"
204	supplied_semantics	reference-semantics/semantics/call.k	28	28	rule	ordinary_rule	-	"rule <k> #applyK(toCall(builtinV(""any"")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ) ... </k>"
205	supplied_semantics	reference-semantics/semantics/call.k	29	29	rule	ordinary_rule	-	"rule <k> #applyK(toCall(builtinV(""max"")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ) ... </k>"
206	supplied_semantics	reference-semantics/semantics/call.k	30	30	rule	ordinary_rule	-	"rule <k> #applyK(toCall(builtinV(""min"")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ) ... </k>"
207	supplied_semantics	reference-semantics/semantics/call.k	31	31	rule	owise_rule	owise	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
208	supplied_semantics	reference-semantics/semantics/call.k	32	37	rule	ordinary_rule	-	rule <k> #applyK(toCall(typeV(T:String)), ACC:Vals) => applyBuiltin(T, ACC) ... </k>
209	supplied_semantics	reference-semantics/semantics/call.k	38	41	rule	priority_rule	priority	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
210	supplied_semantics	reference-semantics/semantics/call.k	42	44	rule	ordinary_rule	-	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>
211	supplied_semantics	reference-semantics/semantics/call.k	47	51	rule	priority_rule	priority	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
212	supplied_semantics	reference-semantics/semantics/call.k	52	52	syntax	function_declaration	function,total	syntax Bool ::= isMutMethod(String) [function, total]
213	supplied_semantics	reference-semantics/semantics/call.k	53	55	rule	ordinary_rule	-	"rule isMutMethod(M:String) => M ==String ""append"" orBool M ==String ""sort"" orBool M ==String ""extend"" orBool M ==String ""insert"" orBool M ==String ""pop"" orBool M ==String ""remove"""
214	supplied_semantics	reference-semantics/semantics/call.k	56	58	rule	ordinary_rule	-	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap>
215	supplied_semantics	reference-semantics/semantics/call.k	63	65	rule	ordinary_rule	-	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>
216	supplied_semantics	reference-semantics/semantics/call.k	69	79	rule	ordinary_rule	-	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
217	supplied_semantics	reference-semantics/semantics/call.k	80	86	rule	ordinary_rule	-	"rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(CM [ ""$cells"" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>"
218	supplied_semantics	reference-semantics/semantics/call.k	87	87	syntax	syntax_declaration	-	syntax KItem ::= #allocCells(ParamNames)
219	supplied_semantics	reference-semantics/semantics/call.k	88	88	rule	ordinary_rule	-	rule <k> #allocCells(.ParamNames) => .K ... </k>
220	supplied_semantics	reference-semantics/semantics/call.k	89	93	rule	ordinary_rule	-	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap> H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc>
221	supplied_semantics	reference-semantics/semantics/comprehension.k	11	11	rule	ordinary_rule	-	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
222	supplied_semantics	reference-semantics/semantics/comprehension.k	12	13	rule	ordinary_rule	-	rule GenExp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
223	supplied_semantics	reference-semantics/semantics/comprehension.k	14	14	syntax	macro_declaration	macro	syntax Stmts ::= compBody(CompFors, Expr) [macro]
224	supplied_semantics	reference-semantics/semantics/comprehension.k	15	17	rule	ordinary_rule	-	"rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name(""$acc""), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name(""$acc""))"
225	supplied_semantics	reference-semantics/semantics/comprehension.k	18	18	syntax	macro_declaration	macro	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
226	supplied_semantics	reference-semantics/semantics/comprehension.k	19	20	rule	ordinary_rule	-	"rule compNest(.CompFors, ELT:Expr) => Assign(Name(""$acc""), BinOp(""+"", Name(""$acc""), ListExpr(ELT)))"
227	supplied_semantics	reference-semantics/semantics/comprehension.k	21	23	rule	ordinary_rule	-	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
228	supplied_semantics	reference-semantics/semantics/comprehension.k	24	24	syntax	macro_declaration	macro	syntax Expr ::= compGuard(Exprs) [macro]
229	supplied_semantics	reference-semantics/semantics/comprehension.k	25	25	rule	ordinary_rule	-	rule compGuard(.Exprs) => Bool(true)
230	supplied_semantics	reference-semantics/semantics/comprehension.k	26	26	rule	ordinary_rule	-	"rule compGuard((F:Expr, Fs:Exprs)) => BoolOp(""and"", (F, Fs))"
231	supplied_semantics	reference-semantics/semantics/concrete.k	13	14	rule	ordinary_rule	-	"rule <k> Compare(list(A:ValSeq), CmpOp(""=="", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>"
232	supplied_semantics	reference-semantics/semantics/concrete.k	16	17	rule	ordinary_rule	-	"rule <k> Compare(list(A:ValSeq), CmpOp(""!="", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>"
233	supplied_semantics	reference-semantics/semantics/concrete.k	25	25	syntax	syntax_declaration	-	syntax Val ::= kvP(Val, Val)
234	supplied_semantics	reference-semantics/semantics/concrete.k	26	27	syntax	syntax_declaration	-	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
235	supplied_semantics	reference-semantics/semantics/concrete.k	28	30	rule	priority_rule	priority	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]"
236	supplied_semantics	reference-semantics/semantics/concrete.k	31	33	rule	priority_rule	priority	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]"
237	supplied_semantics	reference-semantics/semantics/concrete.k	34	35	rule	ordinary_rule	-	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
238	supplied_semantics	reference-semantics/semantics/concrete.k	36	37	rule	ordinary_rule	-	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
239	supplied_semantics	reference-semantics/semantics/concrete.k	38	39	rule	ordinary_rule	-	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k>
240	supplied_semantics	reference-semantics/semantics/concrete.k	42	42	syntax	function_declaration	function	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
241	supplied_semantics	reference-semantics/semantics/concrete.k	43	43	rule	ordinary_rule	-	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
242	supplied_semantics	reference-semantics/semantics/concrete.k	44	45	rule	ordinary_rule	-	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R))
243	supplied_semantics	reference-semantics/semantics/concrete.k	47	48	rule	ordinary_rule	-	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V))
244	supplied_semantics	reference-semantics/semantics/concrete.k	51	51	syntax	function_declaration	function	syntax Bool ::= kLt(Val, Val) [function]
245	supplied_semantics	reference-semantics/semantics/concrete.k	52	52	rule	ordinary_rule	-	rule kLt(I1:Int, I2:Int) => I1 <Int I2
246	supplied_semantics	reference-semantics/semantics/concrete.k	53	53	rule	ordinary_rule	-	rule kLt(F1:Float, F2:Float) => F1 <Float F2
247	supplied_semantics	reference-semantics/semantics/concrete.k	54	55	rule	ordinary_rule	-	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
248	supplied_semantics	reference-semantics/semantics/concrete.k	56	56	syntax	function_declaration	function,total	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
249	supplied_semantics	reference-semantics/semantics/concrete.k	57	57	rule	ordinary_rule	-	rule unpairVS(.ValSeq) => .ValSeq
250	supplied_semantics	reference-semantics/semantics/concrete.k	58	58	rule	ordinary_rule	-	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
251	supplied_semantics	reference-semantics/semantics/concrete.k	59	69	rule	owise_rule	owise	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
252	supplied_semantics	reference-semantics/semantics/concrete.k	70	70	syntax	function_declaration	function	syntax Bool ::= numOrKEq(Val, Val) [function]
253	supplied_semantics	reference-semantics/semantics/concrete.k	71	71	rule	ordinary_rule	-	"rule numOrKEq(A:Val, B:Val) => applyCmp(""=="", A, B)"
254	supplied_semantics	reference-semantics/semantics/concrete.k	74	75	rule	owise_rule	owise	rule numOrKEq(A:Val, B:Val) => A ==K B [owise]
255	supplied_semantics	reference-semantics/semantics/concrete.k	76	76	rule	ordinary_rule	-	rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k>
256	supplied_semantics	reference-semantics/semantics/concrete.k	78	78	rule	ordinary_rule	-	rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k>
257	supplied_semantics	reference-semantics/semantics/controls.k	9	11	rule	ordinary_rule	-	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
258	supplied_semantics	reference-semantics/semantics/controls.k	12	14	rule	ordinary_rule	-	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
259	supplied_semantics	reference-semantics/semantics/controls.k	20	22	rule	ordinary_rule	-	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes>
260	supplied_semantics	reference-semantics/semantics/controls.k	27	29	rule	ordinary_rule	-	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
261	supplied_semantics	reference-semantics/semantics/controls.k	35	35	rule	ordinary_rule	-	"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"
262	supplied_semantics	reference-semantics/semantics/controls.k	36	36	rule	owise_rule	owise	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
263	supplied_semantics	reference-semantics/semantics/controls.k	37	37	syntax	syntax_declaration	-	syntax KItem ::= #bindImports(ParamNames)
264	supplied_semantics	reference-semantics/semantics/controls.k	38	38	rule	ordinary_rule	-	rule <k> #bindImports(.ParamNames) => .K ... </k>
265	supplied_semantics	reference-semantics/semantics/controls.k	39	41	rule	ordinary_rule	-	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes>
266	supplied_semantics	reference-semantics/semantics/controls.k	43	43	rule	ordinary_rule	-	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>
267	supplied_semantics	reference-semantics/semantics/controls.k	48	50	rule	ordinary_rule	-	rule <k> Expr(_:Val) => .K ... </k>
268	supplied_semantics	reference-semantics/semantics/controls.k	51	51	syntax	syntax_declaration	-	syntax KItem ::= #branch(Bool, Stmts, Stmts)
269	supplied_semantics	reference-semantics/semantics/controls.k	52	52	rule	ordinary_rule	-	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
270	supplied_semantics	reference-semantics/semantics/controls.k	53	53	rule	ordinary_rule	-	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
271	supplied_semantics	reference-semantics/semantics/controls.k	54	56	rule	ordinary_rule	-	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
272	supplied_semantics	reference-semantics/semantics/controls.k	57	57	rule	ordinary_rule	-	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k>
273	supplied_semantics	reference-semantics/semantics/controls.k	59	59	rule	ordinary_rule	-	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k>
274	supplied_semantics	reference-semantics/semantics/controls.k	65	68	syntax	syntax_declaration	-	"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""
275	supplied_semantics	reference-semantics/semantics/controls.k	69	70	rule	ordinary_rule	-	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
276	supplied_semantics	reference-semantics/semantics/controls.k	71	71	rule	ordinary_rule	-	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
277	supplied_semantics	reference-semantics/semantics/controls.k	72	72	rule	ordinary_rule	-	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
278	supplied_semantics	reference-semantics/semantics/controls.k	73	76	rule	ordinary_rule	-	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
279	supplied_semantics	reference-semantics/semantics/controls.k	77	77	rule	ordinary_rule	-	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
280	supplied_semantics	reference-semantics/semantics/controls.k	78	78	rule	ordinary_rule	-	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
281	supplied_semantics	reference-semantics/semantics/controls.k	79	79	rule	ordinary_rule	-	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k>
282	supplied_semantics	reference-semantics/semantics/controls.k	81	81	rule	ordinary_rule	-	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k>
283	supplied_semantics	reference-semantics/semantics/controls.k	85	85	rule	ordinary_rule	-	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
284	supplied_semantics	reference-semantics/semantics/controls.k	86	86	rule	ordinary_rule	-	rule <k> Continue => #cont ... </k>
285	supplied_semantics	reference-semantics/semantics/controls.k	87	87	rule	ordinary_rule	-	rule <k> Break => #brk ... </k>
286	supplied_semantics	reference-semantics/semantics/controls.k	88	88	rule	ordinary_rule	-	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
287	supplied_semantics	reference-semantics/semantics/controls.k	89	89	rule	owise_rule	owise	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
288	supplied_semantics	reference-semantics/semantics/controls.k	90	90	rule	ordinary_rule	-	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
289	supplied_semantics	reference-semantics/semantics/controls.k	91	94	rule	owise_rule	owise	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
290	supplied_semantics	reference-semantics/semantics/controls.k	95	97	rule	priority_rule	priority	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
291	supplied_semantics	reference-semantics/semantics/controls.k	98	100	rule	priority_rule	priority	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
292	supplied_semantics	reference-semantics/semantics/controls.k	101	105	rule	priority_rule	priority	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
293	supplied_semantics	reference-semantics/semantics/controls.k	106	108	rule	priority_rule	priority	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
294	supplied_semantics	reference-semantics/semantics/core.k	13	13	syntax	syntax_declaration	-	"syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"
295	supplied_semantics	reference-semantics/semantics/core.k	14	14	syntax	syntax_declaration	-	"syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"
296	supplied_semantics	reference-semantics/semantics/core.k	15	17	syntax	syntax_declaration	-	syntax Str ::= str(IntSeq)
297	supplied_semantics	reference-semantics/semantics/core.k	18	24	syntax	syntax_declaration	-	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
298	supplied_semantics	reference-semantics/semantics/core.k	25	35	syntax	syntax_declaration	-	"syntax Val ::= Int | Bool | ""noneV"" | Iterable | ref(Int) | cellRef(Int) | closureVal(ParamNames, Stmts, Int) | typeV(String) | builtinV(String) | boundMethodV(Val, String)"
299	supplied_semantics	reference-semantics/semantics/core.k	36	36	syntax	syntax_declaration	-	"syntax Parent ::= ""root"" | parent(Int)"
300	supplied_semantics	reference-semantics/semantics/core.k	37	37	syntax	syntax_declaration	-	syntax Scope ::= scope(Map, Parent)
301	supplied_semantics	reference-semantics/semantics/core.k	38	38	syntax	syntax_declaration	-	syntax KResult ::= Val
302	supplied_semantics	reference-semantics/semantics/core.k	39	39	syntax	syntax_declaration	-	syntax Expr ::= Val
303	supplied_semantics	reference-semantics/semantics/core.k	40	40	syntax	syntax_declaration	-	"syntax Vals ::= List{Val, "",""}"
