file	line	kind	attributes	status	rationale
reference-semantics/semantics/call.k	69	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/call.k	80	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/call.k	87	syntax	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/call.k	88	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/call.k	89	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/comprehension.k	11	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/comprehension.k	12	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/comprehension.k	14	syntax	macro	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/comprehension.k	15	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/comprehension.k	18	syntax	macro	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/comprehension.k	19	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/comprehension.k	21	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/comprehension.k	24	syntax	macro	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/comprehension.k	25	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/comprehension.k	26	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/concrete.k	13	rule	none	ACCEPT_TRUSTED_FIXED_UNUSED	Launcher-trusted supplied-semantics declaration; byte-identical to the baseline and unreachable from the submitted program.
reference-semantics/semantics/concrete.k	16	rule	none	ACCEPT_TRUSTED_FIXED_UNUSED	Launcher-trusted supplied-semantics declaration; byte-identical to the baseline and unreachable from the submitted program.
reference-semantics/semantics/concrete.k	25	syntax	none	ACCEPT_TRUSTED_FIXED_UNUSED	Launcher-trusted supplied-semantics declaration; byte-identical to the baseline and unreachable from the submitted program.
reference-semantics/semantics/concrete.k	26	syntax	none	ACCEPT_TRUSTED_FIXED_UNUSED	Launcher-trusted supplied-semantics declaration; byte-identical to the baseline and unreachable from the submitted program.
reference-semantics/semantics/concrete.k	28	rule	priority	ACCEPT_TRUSTED_FIXED_UNUSED	Launcher-trusted supplied-semantics declaration; byte-identical to the baseline and unreachable from the submitted program.
reference-semantics/semantics/concrete.k	31	rule	priority	ACCEPT_TRUSTED_FIXED_UNUSED	Launcher-trusted supplied-semantics declaration; byte-identical to the baseline and unreachable from the submitted program.
reference-semantics/semantics/concrete.k	34	rule	none	ACCEPT_TRUSTED_FIXED_UNUSED	Launcher-trusted supplied-semantics declaration; byte-identical to the baseline and unreachable from the submitted program.
reference-semantics/semantics/concrete.k	36	rule	none	ACCEPT_TRUSTED_FIXED_UNUSED	Launcher-trusted supplied-semantics declaration; byte-identical to the baseline and unreachable from the submitted program.
reference-semantics/semantics/concrete.k	38	rule	none	ACCEPT_TRUSTED_FIXED_UNUSED	Launcher-trusted supplied-semantics declaration; byte-identical to the baseline and unreachable from the submitted program.
reference-semantics/semantics/concrete.k	42	syntax	function	ACCEPT_TRUSTED_FIXED_UNUSED	Launcher-trusted supplied-semantics declaration; byte-identical to the baseline and unreachable from the submitted program.
reference-semantics/semantics/concrete.k	43	rule	none	ACCEPT_TRUSTED_FIXED_UNUSED	Launcher-trusted supplied-semantics declaration; byte-identical to the baseline and unreachable from the submitted program.
reference-semantics/semantics/concrete.k	44	rule	none	ACCEPT_TRUSTED_FIXED_UNUSED	Launcher-trusted supplied-semantics declaration; byte-identical to the baseline and unreachable from the submitted program.
reference-semantics/semantics/concrete.k	47	rule	none	ACCEPT_TRUSTED_FIXED_UNUSED	Launcher-trusted supplied-semantics declaration; byte-identical to the baseline and unreachable from the submitted program.
reference-semantics/semantics/concrete.k	51	syntax	function	ACCEPT_TRUSTED_FIXED_UNUSED	Launcher-trusted supplied-semantics declaration; byte-identical to the baseline and unreachable from the submitted program.
reference-semantics/semantics/concrete.k	52	rule	none	ACCEPT_TRUSTED_FIXED_UNUSED	Launcher-trusted supplied-semantics declaration; byte-identical to the baseline and unreachable from the submitted program.
reference-semantics/semantics/concrete.k	53	rule	none	ACCEPT_TRUSTED_FIXED_UNUSED	Launcher-trusted supplied-semantics declaration; byte-identical to the baseline and unreachable from the submitted program.
reference-semantics/semantics/concrete.k	54	rule	none	ACCEPT_TRUSTED_FIXED_UNUSED	Launcher-trusted supplied-semantics declaration; byte-identical to the baseline and unreachable from the submitted program.
reference-semantics/semantics/concrete.k	56	syntax	function, total	ACCEPT_TRUSTED_FIXED_UNUSED	Launcher-trusted supplied-semantics declaration; byte-identical to the baseline and unreachable from the submitted program.
reference-semantics/semantics/concrete.k	57	rule	none	ACCEPT_TRUSTED_FIXED_UNUSED	Launcher-trusted supplied-semantics declaration; byte-identical to the baseline and unreachable from the submitted program.
reference-semantics/semantics/concrete.k	58	rule	none	ACCEPT_TRUSTED_FIXED_UNUSED	Launcher-trusted supplied-semantics declaration; byte-identical to the baseline and unreachable from the submitted program.
reference-semantics/semantics/concrete.k	59	rule	owise	ACCEPT_TRUSTED_FIXED_UNUSED	Launcher-trusted supplied-semantics declaration; byte-identical to the baseline and unreachable from the submitted program.
reference-semantics/semantics/controls.k	9	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	12	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	20	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	27	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	35	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	36	rule	owise	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	37	syntax	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	38	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	39	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	43	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	48	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	51	syntax	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	52	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	53	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	54	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	57	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	59	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	65	syntax	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	69	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	71	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	72	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	73	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	77	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	78	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	79	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	81	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	85	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	86	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	87	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	88	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	89	rule	owise	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	90	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	91	rule	owise	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	95	rule	priority	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	98	rule	priority	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	101	rule	priority	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/controls.k	106	rule	priority	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	13	syntax	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	14	syntax	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	15	syntax	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	18	syntax	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	25	syntax	function	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	36	syntax	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	37	syntax	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	38	syntax	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	39	syntax	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	40	syntax	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	41	syntax	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	42	syntax	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	49	configuration	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	68	syntax	function, total	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	69	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	70	rule	owise	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	75	syntax	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	76	syntax	function, total	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	77	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	78	rule	owise	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	85	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	95	syntax	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	96	syntax	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	97	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	98	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	100	syntax	function, total	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	101	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	102	rule	owise	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	106	syntax	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	107	syntax	function	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	108	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	109	syntax	function, total	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	110	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	111	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	113	syntax	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	114	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	117	syntax	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	118	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	124	syntax	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	125	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	126	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	127	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	130	syntax	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	131	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	132	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	145	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	152	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	157	syntax	function, total	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	158	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	185	syntax	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	186	syntax	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	189	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	190	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	191	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	194	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	195	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	196	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	199	syntax	function	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	200	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	201	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	202	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	203	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	204	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	205	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	208	syntax	function	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	209	syntax	function	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	210	syntax	function	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	213	syntax	function, total	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	214	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	215	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	217	syntax	function, total	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	218	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	219	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	223	syntax	function, total	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	224	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	225	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/core.k	227	syntax	function, total	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
