# Exhaustive K source inventory
# Inputs:
#   /reference/reference-semantics/semantics.k
#   /reference/reference-semantics/semantics/assert.k
#   /reference/reference-semantics/semantics/bool.k
#   /reference/reference-semantics/semantics/builtins.k
#   /reference/reference-semantics/semantics/call.k
#   /reference/reference-semantics/semantics/comprehension.k
#   /reference/reference-semantics/semantics/concrete.k
#   /reference/reference-semantics/semantics/controls.k
#   /reference/reference-semantics/semantics/core.k
#   /reference/reference-semantics/semantics/dict.k
#   /reference/reference-semantics/semantics/float.k
#   /reference/reference-semantics/semantics/functions.k
#   /reference/reference-semantics/semantics/int.k
#   /reference/reference-semantics/semantics/iter.k
#   /reference/reference-semantics/semantics/list.k
#   /reference/reference-semantics/semantics/methods.k
#   /reference/reference-semantics/semantics/operators.k
#   /reference/reference-semantics/semantics/range.k
#   /reference/reference-semantics/semantics/set.k
#   /reference/reference-semantics/semantics/sort.k
#   /reference/reference-semantics/semantics/str.k
#   /reference/reference-semantics/semantics/subscript.k
#   /reference/reference-semantics/semantics/syntax.k
#   /reference/reference-semantics/semantics/tuple.k
#   /candidate/verification.k
#   /candidate/spec.k
# TOTAL_RECORDS=934
# KIND_COUNTS=CLAIM:4,CONFIGURATION:1,CONTEXT:5,RULE:696,SYNTAX:228
# ATTRIBUTE_COUNTS=concrete:35,function:146,macro:4,macro-rec:1,no-evaluators:22,owise:26,priority:45,seqstrict:1,strict:2,symbol:25,total:107
id	file	line	kind	attributes	declaration_or_rule
165	/reference/reference-semantics/semantics/builtins.k	255	SYNTAX	function,total	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
166	/reference/reference-semantics/semantics/builtins.k	256	RULE	-	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
167	/reference/reference-semantics/semantics/builtins.k	257	RULE	-	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON) requires inLevelE(L, O)
168	/reference/reference-semantics/semantics/builtins.k	260	RULE	-	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR)) requires notBool inLevelE(L, O)
169	/reference/reference-semantics/semantics/builtins.k	263	RULE	owise	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
170	/reference/reference-semantics/semantics/builtins.k	265	SYNTAX	function,total	syntax Bool ::= inLevelE(String, String) [function, total]
171	/reference/reference-semantics/semantics/builtins.k	266	RULE	-	rule inLevelE("mul", O:String) => O ==String "*" orBool O ==String "//" orBool O ==String "/"
172	/reference/reference-semantics/semantics/builtins.k	267	RULE	-	rule inLevelE("add", O:String) => O ==String "+" orBool O ==String "-"
173	/reference/reference-semantics/semantics/builtins.k	268	RULE	owise	rule inLevelE(_:String, _:String) => false [owise]
174	/reference/reference-semantics/semantics/builtins.k	269	SYNTAX	function,total	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
175	/reference/reference-semantics/semantics/builtins.k	270	RULE	-	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
176	/reference/reference-semantics/semantics/builtins.k	271	RULE	-	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
177	/reference/reference-semantics/semantics/builtins.k	272	SYNTAX	function,total	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
178	/reference/reference-semantics/semantics/builtins.k	273	RULE	-	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
179	/reference/reference-semantics/semantics/builtins.k	274	RULE	-	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))
180	/reference/reference-semantics/semantics/builtins.k	279	SYNTAX	-	syntax KItem ::= "#md5"
181	/reference/reference-semantics/semantics/builtins.k	280	RULE	priority	rule <k> Call(Attribute(Name("hashlib"), "md5"), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]
182	/reference/reference-semantics/semantics/builtins.k	282	RULE	-	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
183	/reference/reference-semantics/semantics/builtins.k	283	SYNTAX	-	syntax Val ::= md5Obj(IntSeq)
184	/reference/reference-semantics/semantics/builtins.k	284	RULE	-	rule applyMethod(md5Obj(CS:IntSeq), "hexdigest", .Vals) => str(md5hexCodes(CS))
185	/reference/reference-semantics/semantics/builtins.k	285	SYNTAX	function,total,symbol,no-evaluators	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
186	/reference/reference-semantics/semantics/builtins.k	291	RULE	-	rule applyBuiltin("isinstance", V:Val, typeV("int"), .Vals) => isIntV(V)
187	/reference/reference-semantics/semantics/builtins.k	292	RULE	-	rule applyBuiltin("isinstance", V:Val, typeV("str"), .Vals) => isStrV(V)
188	/reference/reference-semantics/semantics/builtins.k	293	SYNTAX	function	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
189	/reference/reference-semantics/semantics/builtins.k	294	RULE	-	rule isIntV(_:Int)         => true
190	/reference/reference-semantics/semantics/builtins.k	295	RULE	owise	rule isIntV(_:Val)         => false [owise]
191	/reference/reference-semantics/semantics/builtins.k	296	RULE	-	rule isStrV(str(_:IntSeq)) => true
192	/reference/reference-semantics/semantics/builtins.k	297	RULE	owise	rule isStrV(_:Val)         => false [owise] endmodule
193	/reference/reference-semantics/semantics/call.k	16	RULE	-	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
194	/reference/reference-semantics/semantics/call.k	19	SYNTAX	-	syntax KItem ::= #callee(Exprs)
195	/reference/reference-semantics/semantics/call.k	20	RULE	owise	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
196	/reference/reference-semantics/semantics/call.k	21	RULE	-	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
197	/reference/reference-semantics/semantics/call.k	24	RULE	-	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
198	/reference/reference-semantics/semantics/call.k	26	RULE	-	rule <k> #applyK(toCall(builtinV("sum")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>
199	/reference/reference-semantics/semantics/call.k	27	RULE	-	rule <k> #applyK(toCall(builtinV("all")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ)    ... </k>
200	/reference/reference-semantics/semantics/call.k	28	RULE	-	rule <k> #applyK(toCall(builtinV("any")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ)    ... </k>
201	/reference/reference-semantics/semantics/call.k	29	RULE	-	rule <k> #applyK(toCall(builtinV("max")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ)   ... </k>
202	/reference/reference-semantics/semantics/call.k	30	RULE	-	rule <k> #applyK(toCall(builtinV("min")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ)   ... </k>
203	/reference/reference-semantics/semantics/call.k	31	RULE	owise	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
204	/reference/reference-semantics/semantics/call.k	32	RULE	-	rule <k> #applyK(toCall(typeV(T:String)),     ACC:Vals) => applyBuiltin(T, ACC)  ... </k>
205	/reference/reference-semantics/semantics/call.k	38	RULE	priority	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
206	/reference/reference-semantics/semantics/call.k	42	RULE	priority	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]
207	/reference/reference-semantics/semantics/call.k	47	RULE	priority	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
208	/reference/reference-semantics/semantics/call.k	52	SYNTAX	function,total	syntax Bool ::= isMutMethod(String) [function, total]
209	/reference/reference-semantics/semantics/call.k	53	RULE	-	rule isMutMethod(M:String) => M ==String "append" orBool M ==String "sort" orBool M ==String "extend" orBool M ==String "insert" orBool M ==String "pop" orBool M ==String "remove"
210	/reference/reference-semantics/semantics/call.k	56	RULE	priority	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)]
211	/reference/reference-semantics/semantics/call.k	63	RULE	priority	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]
212	/reference/reference-semantics/semantics/call.k	69	RULE	-	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
213	/reference/reference-semantics/semantics/call.k	80	RULE	-	rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(CM [ "$cells" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
214	/reference/reference-semantics/semantics/call.k	87	SYNTAX	-	syntax KItem ::= #allocCells(ParamNames)
215	/reference/reference-semantics/semantics/call.k	88	RULE	-	rule <k> #allocCells(.ParamNames) => .K ... </k>
216	/reference/reference-semantics/semantics/call.k	89	RULE	-	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap>    H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H) endmodule
217	/reference/reference-semantics/semantics/comprehension.k	11	RULE	-	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
218	/reference/reference-semantics/semantics/comprehension.k	12	RULE	-	rule GenExp(ELT:Expr, Gs:CompFors)   => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
219	/reference/reference-semantics/semantics/comprehension.k	14	SYNTAX	macro	syntax Stmts ::= compBody(CompFors, Expr) [macro]
220	/reference/reference-semantics/semantics/comprehension.k	15	RULE	-	rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc"))
221	/reference/reference-semantics/semantics/comprehension.k	18	SYNTAX	macro,macro-rec	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
222	/reference/reference-semantics/semantics/comprehension.k	19	RULE	-	rule compNest(.CompFors, ELT:Expr) => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
223	/reference/reference-semantics/semantics/comprehension.k	21	RULE	-	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
224	/reference/reference-semantics/semantics/comprehension.k	24	SYNTAX	macro	syntax Expr ::= compGuard(Exprs) [macro]
225	/reference/reference-semantics/semantics/comprehension.k	25	RULE	-	rule compGuard(.Exprs)             => Bool(true)
226	/reference/reference-semantics/semantics/comprehension.k	26	RULE	-	rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs)) endmodule
227	/reference/reference-semantics/semantics/concrete.k	13	RULE	-	rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
228	/reference/reference-semantics/semantics/concrete.k	16	RULE	-	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
229	/reference/reference-semantics/semantics/concrete.k	25	SYNTAX	-	syntax Val ::= kvP(Val, Val)
230	/reference/reference-semantics/semantics/concrete.k	26	SYNTAX	-	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
231	/reference/reference-semantics/semantics/concrete.k	28	RULE	priority	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
232	/reference/reference-semantics/semantics/concrete.k	31	RULE	priority	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
233	/reference/reference-semantics/semantics/concrete.k	34	RULE	-	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
234	/reference/reference-semantics/semantics/concrete.k	36	RULE	-	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
235	/reference/reference-semantics/semantics/concrete.k	38	RULE	-	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
236	/reference/reference-semantics/semantics/concrete.k	42	SYNTAX	function	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
237	/reference/reference-semantics/semantics/concrete.k	43	RULE	-	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
238	/reference/reference-semantics/semantics/concrete.k	44	RULE	-	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
239	/reference/reference-semantics/semantics/concrete.k	47	RULE	-	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
240	/reference/reference-semantics/semantics/concrete.k	51	SYNTAX	function	syntax Bool ::= kLt(Val, Val) [function]
241	/reference/reference-semantics/semantics/concrete.k	52	RULE	-	rule kLt(I1:Int, I2:Int)             => I1 <Int I2
242	/reference/reference-semantics/semantics/concrete.k	53	RULE	-	rule kLt(F1:Float, F2:Float)         => F1 <Float F2
243	/reference/reference-semantics/semantics/concrete.k	54	RULE	-	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
244	/reference/reference-semantics/semantics/concrete.k	56	SYNTAX	function,total	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
245	/reference/reference-semantics/semantics/concrete.k	57	RULE	-	rule unpairVS(.ValSeq) => .ValSeq
246	/reference/reference-semantics/semantics/concrete.k	58	RULE	-	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
247	/reference/reference-semantics/semantics/concrete.k	59	RULE	owise	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise] endmodule
248	/reference/reference-semantics/semantics/controls.k	9	RULE	-	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
249	/reference/reference-semantics/semantics/controls.k	12	RULE	priority	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
250	/reference/reference-semantics/semantics/controls.k	20	RULE	-	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
251	/reference/reference-semantics/semantics/controls.k	27	RULE	priority	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
252	/reference/reference-semantics/semantics/controls.k	35	RULE	-	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
253	/reference/reference-semantics/semantics/controls.k	36	RULE	owise	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
254	/reference/reference-semantics/semantics/controls.k	37	SYNTAX	-	syntax KItem ::= #bindImports(ParamNames)
255	/reference/reference-semantics/semantics/controls.k	38	RULE	-	rule <k> #bindImports(.ParamNames) => .K ... </k>
256	/reference/reference-semantics/semantics/controls.k	39	RULE	-	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String "floor" orBool N ==String "ceil"
257	/reference/reference-semantics/semantics/controls.k	43	RULE	-	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String "floor" orBool N ==String "ceil")
258	/reference/reference-semantics/semantics/controls.k	48	RULE	-	rule <k> Expr(_:Val) => .K ... </k>
259	/reference/reference-semantics/semantics/controls.k	51	SYNTAX	-	syntax KItem ::= #branch(Bool, Stmts, Stmts)
260	/reference/reference-semantics/semantics/controls.k	52	RULE	-	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
261	/reference/reference-semantics/semantics/controls.k	53	RULE	-	rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
262	/reference/reference-semantics/semantics/controls.k	54	RULE	-	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
263	/reference/reference-semantics/semantics/controls.k	57	RULE	-	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
264	/reference/reference-semantics/semantics/controls.k	59	RULE	-	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
265	/reference/reference-semantics/semantics/controls.k	65	SYNTAX	-	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
266	/reference/reference-semantics/semantics/controls.k	69	RULE	-	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
267	/reference/reference-semantics/semantics/controls.k	71	RULE	-	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
268	/reference/reference-semantics/semantics/controls.k	72	RULE	-	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
269	/reference/reference-semantics/semantics/controls.k	73	RULE	-	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
270	/reference/reference-semantics/semantics/controls.k	77	RULE	-	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
271	/reference/reference-semantics/semantics/controls.k	78	RULE	-	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
272	/reference/reference-semantics/semantics/controls.k	79	RULE	-	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
273	/reference/reference-semantics/semantics/controls.k	81	RULE	-	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
274	/reference/reference-semantics/semantics/controls.k	85	RULE	-	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
275	/reference/reference-semantics/semantics/controls.k	86	RULE	-	rule <k> Continue => #cont ... </k>
276	/reference/reference-semantics/semantics/controls.k	87	RULE	-	rule <k> Break => #brk ... </k>
277	/reference/reference-semantics/semantics/controls.k	88	RULE	-	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
278	/reference/reference-semantics/semantics/controls.k	89	RULE	owise	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
279	/reference/reference-semantics/semantics/controls.k	90	RULE	-	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
280	/reference/reference-semantics/semantics/controls.k	91	RULE	owise	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
281	/reference/reference-semantics/semantics/controls.k	95	RULE	priority	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
282	/reference/reference-semantics/semantics/controls.k	98	RULE	priority	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
283	/reference/reference-semantics/semantics/controls.k	101	RULE	priority	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
284	/reference/reference-semantics/semantics/controls.k	106	RULE	priority	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)] endmodule
285	/reference/reference-semantics/semantics/core.k	13	SYNTAX	-	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
286	/reference/reference-semantics/semantics/core.k	14	SYNTAX	-	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
287	/reference/reference-semantics/semantics/core.k	15	SYNTAX	-	syntax Str    ::= str(IntSeq)
288	/reference/reference-semantics/semantics/core.k	18	SYNTAX	-	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
289	/reference/reference-semantics/semantics/core.k	25	SYNTAX	function	syntax Val      ::= Int | Bool | "noneV" | Iterable | ref(Int)          // a heap object: <heap> holds its list(VS) | cellRef(Int)      // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String)     // a type object (int/str), resolved from the builtins frame | builtinV(String)  // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String)   // a cooled Attribute: obj.method
290	/reference/reference-semantics/semantics/core.k	36	SYNTAX	-	syntax Parent   ::= "root" | parent(Int)
291	/reference/reference-semantics/semantics/core.k	37	SYNTAX	-	syntax Scope    ::= scope(Map, Parent)
292	/reference/reference-semantics/semantics/core.k	38	SYNTAX	-	syntax KResult  ::= Val
293	/reference/reference-semantics/semantics/core.k	39	SYNTAX	-	syntax Expr     ::= Val   // cooling puts results back into expression holes
294	/reference/reference-semantics/semantics/core.k	40	SYNTAX	-	syntax Vals     ::= List{Val, ","}
295	/reference/reference-semantics/semantics/core.k	41	SYNTAX	-	syntax Exc      ::= "NoExc" | "AssertionError"
296	/reference/reference-semantics/semantics/core.k	42	SYNTAX	-	syntax RetState ::= "noRet" | retV(Val)
297	/reference/reference-semantics/semantics/core.k	49	CONFIGURATION	-	configuration <k>       #loadAll($PGM:Module) </k> <env>     0 </env> <scopes>   0     |-> scope(.Map, parent(-1)) -1    |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap>    .Map </heap> <heapLoc> 0 </heapLoc> <stack>   .List </stack> <ret>     noRet </ret> <exc>     NoExc </exc> <exit-code exit=""> 0 </exit-code>
298	/reference/reference-semantics/semantics/core.k	68	SYNTAX	function,total	syntax Bool ::= isRefV(Val) [function, total]
299	/reference/reference-semantics/semantics/core.k	69	RULE	-	rule isRefV(ref(_:Int)) => true
300	/reference/reference-semantics/semantics/core.k	70	RULE	owise	rule isRefV(_:Val)      => false [owise]
301	/reference/reference-semantics/semantics/core.k	75	SYNTAX	-	syntax HeapVal ::= cellV(Val)
302	/reference/reference-semantics/semantics/core.k	76	SYNTAX	function,total	syntax Bool ::= isCellRef(Val) [function, total]
303	/reference/reference-semantics/semantics/core.k	77	RULE	-	rule isCellRef(cellRef(_:Int)) => true
304	/reference/reference-semantics/semantics/core.k	78	RULE	owise	rule isCellRef(_:Val)          => false [owise]
305	/reference/reference-semantics/semantics/core.k	85	RULE	priority	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires "$cells" in_keys(M) [priority(40)]
306	/reference/reference-semantics/semantics/core.k	95	SYNTAX	-	syntax Val ::= kwV(String, Val)
307	/reference/reference-semantics/semantics/core.k	96	SYNTAX	-	syntax KItem ::= #kwTag(String)
308	/reference/reference-semantics/semantics/core.k	97	RULE	-	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
309	/reference/reference-semantics/semantics/core.k	98	RULE	-	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
310	/reference/reference-semantics/semantics/core.k	100	SYNTAX	function,total	syntax Bool ::= isKwV(Val) [function, total]
311	/reference/reference-semantics/semantics/core.k	101	RULE	-	rule isKwV(kwV(_:String, _:Val)) => true
312	/reference/reference-semantics/semantics/core.k	102	RULE	owise	rule isKwV(_:Val)                => false [owise]
313	/reference/reference-semantics/semantics/core.k	106	SYNTAX	-	syntax Val ::= cellsMark(ParamNames)
314	/reference/reference-semantics/semantics/core.k	107	SYNTAX	function	syntax ParamNames ::= cellsOf(Val) [function]
315	/reference/reference-semantics/semantics/core.k	108	RULE	-	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
316	/reference/reference-semantics/semantics/core.k	109	SYNTAX	function,total	syntax Bool ::= pnMember(String, ParamNames) [function, total]
317	/reference/reference-semantics/semantics/core.k	110	RULE	-	rule pnMember(_:String, .ParamNames) => false
318	/reference/reference-semantics/semantics/core.k	111	RULE	-	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
