id	file	line	kind	attributes	proof_slice	decision	rationale	statement
KINV-0278	semantics/builtins.k	292	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule applyBuiltin(""isinstance"", V:Val, typeV(""str""), .Vals) => isStrV(V)"
KINV-0279	semantics/builtins.k	293	syntax	function	no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
KINV-0280	semantics/builtins.k	294	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule isIntV(_:Int)         => true
KINV-0281	semantics/builtins.k	295	rule	owise	no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule isIntV(_:Val)         => false [owise]
KINV-0282	semantics/builtins.k	296	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule isStrV(str(_:IntSeq)) => true
KINV-0283	semantics/builtins.k	297	rule	owise	no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule isStrV(_:Val)         => false [owise]\nendmodule
KINV-0284	semantics/call.k	10	module		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	module MPY-CALL
KINV-0285	semantics/call.k	11	imports		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  imports MPY-METHODS
KINV-0286	semantics/call.k	12	imports		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  imports MPY-BUILTINS
KINV-0287	semantics/call.k	13	imports		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  imports MPY-FUNCTIONS
KINV-0288	semantics/call.k	16	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
KINV-0289	semantics/call.k	19	syntax		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  syntax KItem ::= #callee(Exprs)
KINV-0290	semantics/call.k	20	rule	owise	yes	ACCEPTED_USED_SOUND	Exercised exact-AST path; checked binding/evaluation/control/cells and constructor or integer equation against the supplied subset semantics.	  rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
KINV-0291	semantics/call.k	21	rule		yes	ACCEPTED_USED_SOUND	Exercised exact-AST path; checked binding/evaluation/control/cells and constructor or integer equation against the supplied subset semantics.	  rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
KINV-0292	semantics/call.k	24	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
KINV-0293	semantics/call.k	26	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule <k> #applyK(toCall(builtinV(""sum"")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>"
KINV-0294	semantics/call.k	27	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule <k> #applyK(toCall(builtinV(""all"")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ)    ... </k>"
KINV-0295	semantics/call.k	28	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule <k> #applyK(toCall(builtinV(""any"")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ)    ... </k>"
KINV-0296	semantics/call.k	29	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule <k> #applyK(toCall(builtinV(""max"")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ)   ... </k>"
KINV-0297	semantics/call.k	30	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule <k> #applyK(toCall(builtinV(""min"")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ)   ... </k>"
KINV-0298	semantics/call.k	31	rule	owise	no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
KINV-0299	semantics/call.k	32	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule <k> #applyK(toCall(typeV(T:String)),     ACC:Vals) => applyBuiltin(T, ACC)  ... </k>
KINV-0300	semantics/call.k	38	rule	priority	no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals))\n        => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
KINV-0301	semantics/call.k	42	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals))\n        => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k>\n       <heap> ... H |-> V:Val ... </heap>
KINV-0302	semantics/call.k	45	requires	priority	no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	       requires notBool isRefV(A)\n       [priority(40)]
KINV-0303	semantics/call.k	47	rule	priority	no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals))\n        => #applyK(toCall(typeV(T)), (V, REST)) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
KINV-0304	semantics/call.k	52	syntax	function,total	no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  syntax Bool ::= isMutMethod(String) [function, total]
KINV-0305	semantics/call.k	53	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule isMutMethod(M:String)\n    => M ==String ""append"" orBool M ==String ""sort"" orBool M ==String ""extend""\n       orBool M ==String ""insert"" orBool M ==String ""pop"" orBool M ==String ""remove"""
KINV-0306	semantics/call.k	56	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals)\n        => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k>\n       <heap> ... H |-> V:Val ... </heap>
KINV-0307	semantics/call.k	59	requires	priority	no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	       requires notBool isMutMethod(M)\n       [priority(40)]
KINV-0308	semantics/call.k	63	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals))\n        => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k>\n       <heap> ... H |-> V:Val ... </heap>
KINV-0309	semantics/call.k	66	requires	priority	no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	       requires notBool isMutMethod(M) andBool notBool isRefV(OBJ)\n       [priority(40)]
KINV-0310	semantics/call.k	69	rule		yes	ACCEPTED_USED_SOUND	Exercised exact-AST path; checked binding/evaluation/control/cells and constructor or integer equation against the supplied subset semantics.	  rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT\n        => #bindP(PNS, ACC) ~> BODY ~> #endcall </k>\n       <env>     CALLERL:Int => NEWL </env>\n       <scopes>   STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes>\n       <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc>\n       <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
KINV-0311	semantics/call.k	80	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT\n        => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k>\n       <env>     CALLERL:Int => NEWL </env>\n       <scopes>   STORE:Map => STORE [ NEWL <- scope(CM [ ""$cells"" <- cellsMark(CVS) ], parent(0)) ] </scopes>\n       <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc>\n       <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>"
KINV-0312	semantics/call.k	87	syntax		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  syntax KItem ::= #allocCells(ParamNames)
KINV-0313	semantics/call.k	88	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule <k> #allocCells(.ParamNames) => .K ... </k>
KINV-0314	semantics/call.k	89	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes>\n       <heap>    H:Map => (N |-> cellV(noneV)) H </heap>\n       <heapLoc> N:Int => N +Int 1 </heapLoc>
KINV-0315	semantics/call.k	94	requires		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	       requires notBool N in_keys(H)\nendmodule
KINV-0316	semantics/comprehension.k	3	module		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	module MPY-COMPREHENSION
KINV-0317	semantics/comprehension.k	4	imports		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  imports MPY-CORE
KINV-0318	semantics/comprehension.k	5	imports		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  imports MPY-OPERATORS
KINV-0319	semantics/comprehension.k	6	imports		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  imports MPY-LIST
KINV-0320	semantics/comprehension.k	7	imports		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  imports MPY-CONTROLS
KINV-0321	semantics/comprehension.k	8	imports		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  imports MPY-FUNCTIONS
KINV-0322	semantics/comprehension.k	11	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
KINV-0323	semantics/comprehension.k	12	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule GenExp(ELT:Expr, Gs:CompFors)   => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
KINV-0324	semantics/comprehension.k	14	syntax	macro	no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  syntax Stmts ::= compBody(CompFors, Expr) [macro]
KINV-0325	semantics/comprehension.k	15	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule compBody(Gs:CompFors, ELT:Expr)\n    => Assign(Name(""$acc""), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name(""$acc""))"
KINV-0326	semantics/comprehension.k	18	syntax	macro,macro-rec	no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
KINV-0327	semantics/comprehension.k	19	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule compNest(.CompFors, ELT:Expr)\n    => Assign(Name(""$acc""), BinOp(""+"", Name(""$acc""), ListExpr(ELT)))"
KINV-0328	semantics/comprehension.k	21	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr)\n    => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
KINV-0329	semantics/comprehension.k	24	syntax	macro	no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  syntax Expr ::= compGuard(Exprs) [macro]
KINV-0330	semantics/comprehension.k	25	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule compGuard(.Exprs)             => Bool(true)
KINV-0331	semantics/comprehension.k	26	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule compGuard((F:Expr, Fs:Exprs)) => BoolOp(""and"", (F, Fs))\nendmodule"
KINV-0332	semantics/concrete.k	8	module		no	ACCEPTED_CONCRETE_ONLY_UNUSED	Concrete LLVM support outside the Haskell proof definition and unreachable from the submitted integer-only AST proof path.	module MPY-CONCRETE
KINV-0333	semantics/concrete.k	9	imports		no	ACCEPTED_CONCRETE_ONLY_UNUSED	Concrete LLVM support outside the Haskell proof definition and unreachable from the submitted integer-only AST proof path.	  imports MPY
KINV-0334	semantics/concrete.k	13	rule		no	ACCEPTED_CONCRETE_ONLY_UNUSED	Concrete LLVM support outside the Haskell proof definition and unreachable from the submitted integer-only AST proof path.	"  rule <k> Compare(list(A:ValSeq), CmpOp(""=="", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k>\n       <heap> HP:Map </heap>"
KINV-0335	semantics/concrete.k	15	requires		no	ACCEPTED_CONCRETE_ONLY_UNUSED	Concrete LLVM support outside the Haskell proof definition and unreachable from the submitted integer-only AST proof path.	       requires hasRefVS(A) orBool hasRefVS(B)
KINV-0336	semantics/concrete.k	16	rule		no	ACCEPTED_CONCRETE_ONLY_UNUSED	Concrete LLVM support outside the Haskell proof definition and unreachable from the submitted integer-only AST proof path.	"  rule <k> Compare(list(A:ValSeq), CmpOp(""!="", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k>\n       <heap> HP:Map </heap>"
KINV-0337	semantics/concrete.k	18	requires		no	ACCEPTED_CONCRETE_ONLY_UNUSED	Concrete LLVM support outside the Haskell proof definition and unreachable from the submitted integer-only AST proof path.	       requires hasRefVS(A) orBool hasRefVS(B)
KINV-0338	semantics/concrete.k	25	syntax		no	ACCEPTED_CONCRETE_ONLY_UNUSED	Concrete LLVM support outside the Haskell proof definition and unreachable from the submitted integer-only AST proof path.	  syntax Val ::= kvP(Val, Val)
KINV-0339	semantics/concrete.k	26	syntax		no	ACCEPTED_CONCRETE_ONLY_UNUSED	Concrete LLVM support outside the Haskell proof definition and unreachable from the submitted integer-only AST proof path.	  syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool)\n                 | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
KINV-0340	semantics/concrete.k	28	rule	priority	no	ACCEPTED_CONCRETE_ONLY_UNUSED	Concrete LLVM support outside the Haskell proof definition and unreachable from the submitted integer-only AST proof path.	"  rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals))\n        => #ksort(VS, KV, .ValSeq, false) ... </k>\n       [priority(40)]"
KINV-0341	semantics/concrete.k	31	rule	priority	no	ACCEPTED_CONCRETE_ONLY_UNUSED	Concrete LLVM support outside the Haskell proof definition and unreachable from the submitted integer-only AST proof path.	"  rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals))\n        => #ksort(VS, KV, .ValSeq, RB) ... </k>\n       [priority(40)]"
KINV-0342	semantics/concrete.k	34	rule		no	ACCEPTED_CONCRETE_ONLY_UNUSED	Concrete LLVM support outside the Haskell proof definition and unreachable from the submitted integer-only AST proof path.	  rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool)\n        => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
KINV-0343	semantics/concrete.k	36	rule		no	ACCEPTED_CONCRETE_ONLY_UNUSED	Concrete LLVM support outside the Haskell proof definition and unreachable from the submitted integer-only AST proof path.	  rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool)\n        => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
KINV-0344	semantics/concrete.k	38	rule		no	ACCEPTED_CONCRETE_ONLY_UNUSED	Concrete LLVM support outside the Haskell proof definition and unreachable from the submitted integer-only AST proof path.	  rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool)\n        => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k>
KINV-0345	semantics/concrete.k	40	requires		no	ACCEPTED_CONCRETE_ONLY_UNUSED	Concrete LLVM support outside the Haskell proof definition and unreachable from the submitted integer-only AST proof path.	       requires notBool isKwV(K)
KINV-0346	semantics/concrete.k	42	syntax	function	no	ACCEPTED_CONCRETE_ONLY_UNUSED	Concrete LLVM support outside the Haskell proof definition and unreachable from the submitted integer-only AST proof path.	  syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
KINV-0347	semantics/concrete.k	43	rule		no	ACCEPTED_CONCRETE_ONLY_UNUSED	Concrete LLVM support outside the Haskell proof definition and unreachable from the submitted integer-only AST proof path.	  rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
KINV-0348	semantics/concrete.k	44	rule		no	ACCEPTED_CONCRETE_ONLY_UNUSED	Concrete LLVM support outside the Haskell proof definition and unreachable from the submitted integer-only AST proof path.	  rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val)\n    => vCons(kvP(K, V), vCons(kvP(K2, V2), R))
KINV-0349	semantics/concrete.k	46	requires		no	ACCEPTED_CONCRETE_ONLY_UNUSED	Concrete LLVM support outside the Haskell proof definition and unreachable from the submitted integer-only AST proof path.	       requires kLt(K, K2)
KINV-0350	semantics/concrete.k	47	rule		no	ACCEPTED_CONCRETE_ONLY_UNUSED	Concrete LLVM support outside the Haskell proof definition and unreachable from the submitted integer-only AST proof path.	  rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val)\n    => vCons(kvP(K2, V2), insPair(R, K, V))
KINV-0351	semantics/concrete.k	49	requires		no	ACCEPTED_CONCRETE_ONLY_UNUSED	Concrete LLVM support outside the Haskell proof definition and unreachable from the submitted integer-only AST proof path.	       requires notBool kLt(K, K2)
KINV-0352	semantics/concrete.k	51	syntax	function	no	ACCEPTED_CONCRETE_ONLY_UNUSED	Concrete LLVM support outside the Haskell proof definition and unreachable from the submitted integer-only AST proof path.	  syntax Bool ::= kLt(Val, Val) [function]
KINV-0353	semantics/concrete.k	52	rule		no	ACCEPTED_CONCRETE_ONLY_UNUSED	Concrete LLVM support outside the Haskell proof definition and unreachable from the submitted integer-only AST proof path.	  rule kLt(I1:Int, I2:Int)             => I1 <Int I2
KINV-0354	semantics/concrete.k	53	rule		no	ACCEPTED_CONCRETE_ONLY_UNUSED	Concrete LLVM support outside the Haskell proof definition and unreachable from the submitted integer-only AST proof path.	  rule kLt(F1:Float, F2:Float)         => F1 <Float F2
KINV-0355	semantics/concrete.k	54	rule		no	ACCEPTED_CONCRETE_ONLY_UNUSED	Concrete LLVM support outside the Haskell proof definition and unreachable from the submitted integer-only AST proof path.	  rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
KINV-0356	semantics/concrete.k	56	syntax	function,total	no	ACCEPTED_CONCRETE_ONLY_UNUSED	Concrete LLVM support outside the Haskell proof definition and unreachable from the submitted integer-only AST proof path.	  syntax ValSeq ::= unpairVS(ValSeq) [function, total]
KINV-0357	semantics/concrete.k	57	rule		no	ACCEPTED_CONCRETE_ONLY_UNUSED	Concrete LLVM support outside the Haskell proof definition and unreachable from the submitted integer-only AST proof path.	  rule unpairVS(.ValSeq) => .ValSeq
KINV-0358	semantics/concrete.k	58	rule		no	ACCEPTED_CONCRETE_ONLY_UNUSED	Concrete LLVM support outside the Haskell proof definition and unreachable from the submitted integer-only AST proof path.	  rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
KINV-0359	semantics/concrete.k	59	rule	owise	no	ACCEPTED_CONCRETE_ONLY_UNUSED	Concrete LLVM support outside the Haskell proof definition and unreachable from the submitted integer-only AST proof path.	  rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]\nendmodule
KINV-0360	semantics/controls.k	3	module		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	module MPY-CONTROLS
KINV-0361	semantics/controls.k	4	imports		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  imports MPY-CORE
KINV-0362	semantics/controls.k	5	imports		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  imports MPY-TUPLE
KINV-0363	semantics/controls.k	6	imports		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  imports MPY-ITER
KINV-0364	semantics/controls.k	9	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule <k> Assign(Name(X:String), V:Val) => .K ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
KINV-0365	semantics/controls.k	12	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>
KINV-0366	semantics/controls.k	15	requires	priority	no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"       requires ""$cells"" in_keys(M)\n        andBool pnMember(X, cellsOf({M[""$cells""]}:>Val))\n        andBool X in_keys(M) andBool isCellRef({M[X]}:>Val)\n       [priority(40)]"
KINV-0367	semantics/controls.k	20	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes>
KINV-0368	semantics/controls.k	23	requires		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	       requires X in_keys(M)
