file	line	kind	attributes	guard	assessment	text
unicode-case.k	484	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\x88"") => ""\xce\xad"""
unicode-case.k	485	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\x89"") => ""\xce\xae"""
unicode-case.k	486	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\x8a"") => ""\xce\xaf"""
unicode-case.k	487	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\x8c"") => ""\xcf\x8c"""
unicode-case.k	488	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\x8e"") => ""\xcf\x8d"""
unicode-case.k	489	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\x8f"") => ""\xcf\x8e"""
unicode-case.k	490	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\x90"") => ""\xce\x99\xcc\x88\xcc\x81"""
unicode-case.k	491	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\x91"") => ""\xce\xb1"""
unicode-case.k	492	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\x92"") => ""\xce\xb2"""
unicode-case.k	493	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\x93"") => ""\xce\xb3"""
unicode-case.k	494	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\x94"") => ""\xce\xb4"""
unicode-case.k	495	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\x95"") => ""\xce\xb5"""
unicode-case.k	496	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\x96"") => ""\xce\xb6"""
unicode-case.k	497	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\x97"") => ""\xce\xb7"""
unicode-case.k	498	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\x98"") => ""\xce\xb8"""
unicode-case.k	499	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\x99"") => ""\xce\xb9"""
unicode-case.k	500	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\x9a"") => ""\xce\xba"""
unicode-case.k	501	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\x9b"") => ""\xce\xbb"""
unicode-case.k	502	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\x9c"") => ""\xce\xbc"""
unicode-case.k	503	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\x9d"") => ""\xce\xbd"""
unicode-case.k	504	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\x9e"") => ""\xce\xbe"""
unicode-case.k	505	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\x9f"") => ""\xce\xbf"""
unicode-case.k	506	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xa0"") => ""\xcf\x80"""
unicode-case.k	507	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xa1"") => ""\xcf\x81"""
unicode-case.k	508	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xa3"") => ""\xcf\x83"""
unicode-case.k	509	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xa4"") => ""\xcf\x84"""
unicode-case.k	510	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xa5"") => ""\xcf\x85"""
unicode-case.k	511	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xa6"") => ""\xcf\x86"""
unicode-case.k	512	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xa7"") => ""\xcf\x87"""
unicode-case.k	513	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xa8"") => ""\xcf\x88"""
unicode-case.k	514	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xa9"") => ""\xcf\x89"""
unicode-case.k	515	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xaa"") => ""\xcf\x8a"""
unicode-case.k	516	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xab"") => ""\xcf\x8b"""
unicode-case.k	517	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xac"") => ""\xce\x86"""
unicode-case.k	518	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xad"") => ""\xce\x88"""
unicode-case.k	519	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xae"") => ""\xce\x89"""
unicode-case.k	520	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xaf"") => ""\xce\x8a"""
unicode-case.k	521	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xb0"") => ""\xce\xa5\xcc\x88\xcc\x81"""
unicode-case.k	522	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xb1"") => ""\xce\x91"""
unicode-case.k	523	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xb2"") => ""\xce\x92"""
unicode-case.k	524	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xb3"") => ""\xce\x93"""
unicode-case.k	525	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xb4"") => ""\xce\x94"""
unicode-case.k	526	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xb5"") => ""\xce\x95"""
unicode-case.k	527	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xb6"") => ""\xce\x96"""
unicode-case.k	528	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xb7"") => ""\xce\x97"""
unicode-case.k	529	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xb8"") => ""\xce\x98"""
unicode-case.k	530	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xb9"") => ""\xce\x99"""
unicode-case.k	531	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xba"") => ""\xce\x9a"""
unicode-case.k	532	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xbb"") => ""\xce\x9b"""
unicode-case.k	533	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xbc"") => ""\xce\x9c"""
unicode-case.k	534	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xbd"") => ""\xce\x9d"""
unicode-case.k	535	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xbe"") => ""\xce\x9e"""
unicode-case.k	536	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xce\xbf"") => ""\xce\x9f"""
unicode-case.k	537	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x80"") => ""\xce\xa0"""
unicode-case.k	538	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x81"") => ""\xce\xa1"""
unicode-case.k	539	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x82"") => ""\xce\xa3"""
unicode-case.k	540	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x83"") => ""\xce\xa3"""
unicode-case.k	541	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x84"") => ""\xce\xa4"""
unicode-case.k	542	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x85"") => ""\xce\xa5"""
unicode-case.k	543	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x86"") => ""\xce\xa6"""
unicode-case.k	544	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x87"") => ""\xce\xa7"""
unicode-case.k	545	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x88"") => ""\xce\xa8"""
unicode-case.k	546	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x89"") => ""\xce\xa9"""
unicode-case.k	547	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x8a"") => ""\xce\xaa"""
unicode-case.k	548	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x8b"") => ""\xce\xab"""
unicode-case.k	549	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x8c"") => ""\xce\x8c"""
unicode-case.k	550	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x8d"") => ""\xce\x8e"""
unicode-case.k	551	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x8e"") => ""\xce\x8f"""
unicode-case.k	552	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x8f"") => ""\xcf\x97"""
unicode-case.k	553	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x90"") => ""\xce\x92"""
unicode-case.k	554	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x91"") => ""\xce\x98"""
unicode-case.k	555	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x95"") => ""\xce\xa6"""
unicode-case.k	556	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x96"") => ""\xce\xa0"""
unicode-case.k	557	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x97"") => ""\xcf\x8f"""
unicode-case.k	558	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x98"") => ""\xcf\x99"""
unicode-case.k	559	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x99"") => ""\xcf\x98"""
unicode-case.k	560	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x9a"") => ""\xcf\x9b"""
unicode-case.k	561	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x9b"") => ""\xcf\x9a"""
unicode-case.k	562	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x9c"") => ""\xcf\x9d"""
unicode-case.k	563	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x9d"") => ""\xcf\x9c"""
unicode-case.k	564	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x9e"") => ""\xcf\x9f"""
unicode-case.k	565	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\x9f"") => ""\xcf\x9e"""
unicode-case.k	566	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xa0"") => ""\xcf\xa1"""
unicode-case.k	567	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xa1"") => ""\xcf\xa0"""
unicode-case.k	568	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xa2"") => ""\xcf\xa3"""
unicode-case.k	569	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xa3"") => ""\xcf\xa2"""
unicode-case.k	570	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xa4"") => ""\xcf\xa5"""
unicode-case.k	571	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xa5"") => ""\xcf\xa4"""
unicode-case.k	572	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xa6"") => ""\xcf\xa7"""
unicode-case.k	573	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xa7"") => ""\xcf\xa6"""
unicode-case.k	574	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xa8"") => ""\xcf\xa9"""
unicode-case.k	575	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xa9"") => ""\xcf\xa8"""
unicode-case.k	576	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xaa"") => ""\xcf\xab"""
unicode-case.k	577	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xab"") => ""\xcf\xaa"""
unicode-case.k	578	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xac"") => ""\xcf\xad"""
unicode-case.k	579	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xad"") => ""\xcf\xac"""
unicode-case.k	580	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xae"") => ""\xcf\xaf"""
unicode-case.k	581	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xaf"") => ""\xcf\xae"""
unicode-case.k	582	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xb0"") => ""\xce\x9a"""
unicode-case.k	583	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xb1"") => ""\xce\xa1"""
unicode-case.k	584	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xb2"") => ""\xcf\xb9"""
unicode-case.k	585	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xb3"") => ""\xcd\xbf"""
unicode-case.k	586	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xb4"") => ""\xce\xb8"""
unicode-case.k	587	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xb5"") => ""\xce\x95"""
unicode-case.k	588	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xb7"") => ""\xcf\xb8"""
unicode-case.k	589	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xb8"") => ""\xcf\xb7"""
unicode-case.k	590	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xb9"") => ""\xcf\xb2"""
unicode-case.k	591	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xba"") => ""\xcf\xbb"""
unicode-case.k	592	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xbb"") => ""\xcf\xba"""
unicode-case.k	593	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xbd"") => ""\xcd\xbb"""
unicode-case.k	594	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xbe"") => ""\xcd\xbc"""
unicode-case.k	595	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xcf\xbf"") => ""\xcd\xbd"""
unicode-case.k	596	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x80"") => ""\xd1\x90"""
unicode-case.k	597	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x81"") => ""\xd1\x91"""
unicode-case.k	598	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x82"") => ""\xd1\x92"""
unicode-case.k	599	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x83"") => ""\xd1\x93"""
unicode-case.k	600	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x84"") => ""\xd1\x94"""
unicode-case.k	601	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x85"") => ""\xd1\x95"""
unicode-case.k	602	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x86"") => ""\xd1\x96"""
unicode-case.k	603	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x87"") => ""\xd1\x97"""
unicode-case.k	604	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x88"") => ""\xd1\x98"""
unicode-case.k	605	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x89"") => ""\xd1\x99"""
unicode-case.k	606	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x8a"") => ""\xd1\x9a"""
unicode-case.k	607	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x8b"") => ""\xd1\x9b"""
unicode-case.k	608	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x8c"") => ""\xd1\x9c"""
unicode-case.k	609	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x8d"") => ""\xd1\x9d"""
unicode-case.k	610	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x8e"") => ""\xd1\x9e"""
unicode-case.k	611	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x8f"") => ""\xd1\x9f"""
unicode-case.k	612	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x90"") => ""\xd0\xb0"""
unicode-case.k	613	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x91"") => ""\xd0\xb1"""
unicode-case.k	614	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x92"") => ""\xd0\xb2"""
unicode-case.k	615	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x93"") => ""\xd0\xb3"""
unicode-case.k	616	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x94"") => ""\xd0\xb4"""
unicode-case.k	617	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x95"") => ""\xd0\xb5"""
unicode-case.k	618	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x96"") => ""\xd0\xb6"""
unicode-case.k	619	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x97"") => ""\xd0\xb7"""
unicode-case.k	620	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x98"") => ""\xd0\xb8"""
unicode-case.k	621	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x99"") => ""\xd0\xb9"""
unicode-case.k	622	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x9a"") => ""\xd0\xba"""
unicode-case.k	623	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x9b"") => ""\xd0\xbb"""
unicode-case.k	624	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x9c"") => ""\xd0\xbc"""
unicode-case.k	625	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x9d"") => ""\xd0\xbd"""
unicode-case.k	626	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x9e"") => ""\xd0\xbe"""
unicode-case.k	627	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\x9f"") => ""\xd0\xbf"""
unicode-case.k	628	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xa0"") => ""\xd1\x80"""
unicode-case.k	629	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xa1"") => ""\xd1\x81"""
unicode-case.k	630	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xa2"") => ""\xd1\x82"""
