Script started on 2026-07-26 15:30:11-05:00 [<not executed on terminal>]
INVENTORY SUMMARY
files=26
records=943
record_counts={'claim': 2, 'configuration': 1, 'context': 5, 'rule': 704, 'syntax': 231}
attribute_counts={'concrete': 32, 'depends': 1, 'function': 148, 'macro': 4, 'owise': 26, 'priority': 29, 'seqstrict': 1, 'simplification': 2, 'strict': 2, 'symbol': 25, 'total': 110}

origin	file:line	kind	attributes	complete_source_block
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:234	rule	-	rule applyOpE("//", A:Int, B:Int) => A divInt B
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:235	rule	-	rule applyOpE("**", A:Int, B:Int) => A ^Int B
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:236	rule	owise	rule applyOpE(_:String, A:Int, _:Int) => A [owise]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:238	syntax	function,total	syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:239	rule	-	rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:240	rule	-	rule passPowE(oCons("**", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:241	rule	-	rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS))
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:243	rule	owise	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:244	syntax	function,total	syntax EvPair ::= powCombE(Int, EvPair) [function, total]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:245	rule	-	rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:246	rule	-	rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:247	syntax	function,total	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:248	rule	-	rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:250	syntax	function,total	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:251	rule	-	rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("mul", N0, OPS, NDS, .OpSeq, .IntSeq)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:252	rule	-	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:253	rule	-	rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("add", N0, OPS, NDS, .OpSeq, .IntSeq)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:254	rule	-	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:255	syntax	function,total	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:256	rule	-	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:257	rule	-	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) ⏎ => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:260	rule	-	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) ⏎ => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR))
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:263	rule	owise	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) ⏎ => evp(OO, appendIE(ON, CUR)) [owise]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:265	syntax	function,total	syntax Bool ::= inLevelE(String, String) [function, total]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:266	rule	-	rule inLevelE("mul", O:String) => O ==String "*" orBool O ==String "//" orBool O ==String "/"
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:267	rule	-	rule inLevelE("add", O:String) => O ==String "+" orBool O ==String "-"
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:268	rule	owise	rule inLevelE(_:String, _:String) => false [owise]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:269	syntax	function,total	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:270	rule	-	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:271	rule	-	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:272	syntax	function,total	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:273	rule	-	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:274	rule	-	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N)) ⏎  ⏎ // ==== hashlib.md5(S).hexdigest() — a trusted opaque digest ================== ⏎ // The md5 value itself is a named shared trust (sortVS-style, no concrete ⏎ // twin); proofs use the length/hex-charset lemmas (lemmas/builtins.k).
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:279	syntax	-	syntax KItem ::= "#md5"
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:280	rule	priority	rule <k> Call(Attribute(Name("hashlib"), "md5"), (E:Expr, .Exprs)) => E ~> #md5 ... </k> ⏎ [priority(40)]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:282	rule	-	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:283	syntax	-	syntax Val ::= md5Obj(IntSeq)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:284	rule	-	rule applyMethod(md5Obj(CS:IntSeq), "hexdigest", .Vals) => str(md5hexCodes(CS))
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:285	syntax	function,total,symbol	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators] ⏎  ⏎ // ==== isinstance(V, int|str) — an ordinary 2-arg builtin =================== ⏎ // The type argument (int/str) is an ordinary name that resolves via the builtins frame to ⏎ // typeV (see core.k's config); no Call-level special case. isIntV/isStrV mirror the old ⏎ // owise-on-Val test (concrete-sort args decide; a symbolic Val stays owise, as before).
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:291	rule	-	rule applyBuiltin("isinstance", V:Val, typeV("int"), .Vals) => isIntV(V)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:292	rule	-	rule applyBuiltin("isinstance", V:Val, typeV("str"), .Vals) => isStrV(V)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:293	syntax	function	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:294	rule	-	rule isIntV(_:Int)         => true
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:295	rule	owise	rule isIntV(_:Val)         => false [owise]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:296	rule	-	rule isStrV(str(_:IntSeq)) => true
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/builtins.k:297	rule	owise	rule isStrV(_:Val)         => false [owise]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/call.k:16	rule	-	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k> ⏎  ⏎ // evaluate callee, then args ([owise]: problem-local Call interceptions beat this)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/call.k:19	syntax	-	syntax KItem ::= #callee(Exprs)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/call.k:20	rule	owise	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/call.k:21	rule	-	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k> ⏎  ⏎ // ==== dispatch on the callee value ========================================
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/call.k:24	rule	-	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/call.k:26	rule	-	rule <k> #applyK(toCall(builtinV("sum")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/call.k:27	rule	-	rule <k> #applyK(toCall(builtinV("all")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ)    ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/call.k:28	rule	-	rule <k> #applyK(toCall(builtinV("any")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ)    ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/call.k:29	rule	-	rule <k> #applyK(toCall(builtinV("max")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ)   ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/call.k:30	rule	-	rule <k> #applyK(toCall(builtinV("min")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ)   ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/call.k:31	rule	owise	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/call.k:32	rule	-	rule <k> #applyK(toCall(typeV(T:String)),     ACC:Vals) => applyBuiltin(T, ACC)  ... </k> ⏎  ⏎ // ==== heap-object arguments/receivers ===================================== ⏎ // Builtins and type calls READ structure — deref the first two arg positions ⏎ // (covers len/sum/all/any/max/min/sorted/list/set + zip's pair). Mutating list ⏎ // methods take the ref itself; every other method receiver is deref'd.
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/call.k:38	rule	priority	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) ⏎ => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> ⏎ <heap> ... H |-> V:Val ... </heap> ⏎ [priority(40)]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/call.k:42	rule	-	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) ⏎ => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> ⏎ <heap> ... H |-> V:Val ... </heap>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/call.k:47	rule	priority	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) ⏎ => #applyK(toCall(typeV(T)), (V, REST)) ... </k> ⏎ <heap> ... H |-> V:Val ... </heap> ⏎ [priority(40)]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/call.k:52	syntax	function,total	syntax Bool ::= isMutMethod(String) [function, total]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/call.k:53	rule	-	rule isMutMethod(M:String) ⏎ => M ==String "append" orBool M ==String "sort" orBool M ==String "extend" ⏎ orBool M ==String "insert" orBool M ==String "pop" orBool M ==String "remove"
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/call.k:56	rule	-	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) ⏎ => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> ⏎ <heap> ... H |-> V:Val ... </heap>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/call.k:63	rule	-	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) ⏎ => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> ⏎ <heap> ... H |-> V:Val ... </heap>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/call.k:69	rule	-	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT ⏎ => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> ⏎ <env>     CALLERL:Int => NEWL </env> ⏎ <scopes>   STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> ⏎ <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> ⏎ <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack> ⏎  ⏎ // annotated closure: the frame starts with the captured freevar cells, its ⏎ // parent is the module scope (all enclosing-local reads go through cells), ⏎ // and the cellvars' fresh cells allocate before params bind (a cellvar param ⏎ // then writes through its cell in #bindP).
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/call.k:80	rule	-	rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT ⏎ => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> ⏎ <env>     CALLERL:Int => NEWL </env> ⏎ <scopes>   STORE:Map => STORE [ NEWL <- scope(CM [ "$cells" <- cellsMark(CVS) ], parent(0)) ] </scopes> ⏎ <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> ⏎ <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/call.k:87	syntax	-	syntax KItem ::= #allocCells(ParamNames)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/call.k:88	rule	-	rule <k> #allocCells(.ParamNames) => .K ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/call.k:89	rule	-	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> ⏎ <env> L:Int </env> ⏎ <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> ⏎ <heap>    H:Map => (N |-> cellV(noneV)) H </heap> ⏎ <heapLoc> N:Int => N +Int 1 </heapLoc>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/comprehension.k:11	rule	-	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/comprehension.k:12	rule	-	rule GenExp(ELT:Expr, Gs:CompFors)   => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/comprehension.k:14	syntax	macro	syntax Stmts ::= compBody(CompFors, Expr) [macro]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/comprehension.k:15	rule	-	rule compBody(Gs:CompFors, ELT:Expr) ⏎ => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc"))
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/comprehension.k:18	syntax	macro	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/comprehension.k:19	rule	-	rule compNest(.CompFors, ELT:Expr) ⏎ => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/comprehension.k:21	rule	-	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) ⏎ => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/comprehension.k:24	syntax	macro	syntax Expr ::= compGuard(Exprs) [macro]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/comprehension.k:25	rule	-	rule compGuard(.Exprs)             => Bool(true)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/comprehension.k:26	rule	-	rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs))
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/concrete.k:13	rule	-	rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> ⏎ <heap> HP:Map </heap>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/concrete.k:16	rule	-	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> ⏎ <heap> HP:Map </heap>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/concrete.k:25	syntax	-	syntax Val ::= kvP(Val, Val)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/concrete.k:26	syntax	-	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) ⏎ | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/concrete.k:28	rule	priority	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) ⏎ => #ksort(VS, KV, .ValSeq, false) ... </k> ⏎ [priority(40)]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/concrete.k:31	rule	priority	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) ⏎ => #ksort(VS, KV, .ValSeq, RB) ... </k> ⏎ [priority(40)]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/concrete.k:34	rule	-	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) ⏎ => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/concrete.k:36	rule	-	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) ⏎ => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/concrete.k:38	rule	-	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) ⏎ => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/concrete.k:42	syntax	function	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/concrete.k:43	rule	-	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/concrete.k:44	rule	-	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) ⏎ => vCons(kvP(K, V), vCons(kvP(K2, V2), R))
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/concrete.k:47	rule	-	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) ⏎ => vCons(kvP(K2, V2), insPair(R, K, V))
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/concrete.k:51	syntax	function	syntax Bool ::= kLt(Val, Val) [function]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/concrete.k:52	rule	-	rule kLt(I1:Int, I2:Int)             => I1 <Int I2
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/concrete.k:53	rule	-	rule kLt(F1:Float, F2:Float)         => F1 <Float F2
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/concrete.k:54	rule	-	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/concrete.k:56	syntax	function,total	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/concrete.k:57	rule	-	rule unpairVS(.ValSeq) => .ValSeq
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/concrete.k:58	rule	-	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/concrete.k:59	rule	owise	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:9	rule	-	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> ⏎ <env> L:Int </env> ⏎ <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:12	rule	-	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> ⏎ <env> L:Int </env> ⏎ <scopes> ... L |-> scope(M:Map, _) ... </scopes>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:20	rule	-	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> ⏎ <env> L:Int </env> ⏎ <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:27	rule	-	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> ⏎ <env> L:Int </env> ⏎ <scopes> ... L |-> scope(M:Map, _) ... </scopes>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:35	rule	-	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:36	rule	owise	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:37	syntax	-	syntax KItem ::= #bindImports(ParamNames)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:38	rule	-	rule <k> #bindImports(.ParamNames) => .K ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:39	rule	-	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> ⏎ <env> L:Int </env> ⏎ <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:43	rule	-	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:48	rule	-	rule <k> Expr(_:Val) => .K ... </k> ⏎  ⏎ // ==== If (condition evaluated by strictness) ==============================
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:51	syntax	-	syntax KItem ::= #branch(Bool, Stmts, Stmts)
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:52	rule	-	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:53	rule	-	rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:54	rule	-	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k> ⏎  ⏎ // ==== IfExp: ternary T if C else E ========================================
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:57	rule	-	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:59	rule	-	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:65	syntax	-	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) ⏎ | #while(Expr, Stmts) | #whileCond(Expr, Stmts) ⏎ | #loopLbl(K) | "#cont" | "#brk"
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:69	rule	-	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:71	rule	-	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:72	rule	-	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:73	rule	-	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) ⏎ => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k> ⏎  ⏎ // ==== While ==============================================================
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:77	rule	-	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:78	rule	-	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:79	rule	-	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k>
FIXED_SUPPLIED_SEMANTICS	reference-semantics/semantics/controls.k:81	rule	-	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k>
