id,file,line,kind,flags,decision,declaration
141,reference-semantics/semantics/builtins.k,214,syntax,"function,total",ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax IntSeq ::= tokNds(IntSeq) [function, total] | tokNdAcc(Int, IntSeq) [function, total]"
142,reference-semantics/semantics/builtins.k,216,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule tokNds(.IntSeq)                => .IntSeq
143,reference-semantics/semantics/builtins.k,217,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule tokNds(iCons(32, R:IntSeq))    => tokNds(R)"
144,reference-semantics/semantics/builtins.k,218,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)"
145,reference-semantics/semantics/builtins.k,219,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R) requires notBool evDigit(C) andBool C =/=Int 32"
146,reference-semantics/semantics/builtins.k,221,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R) requires evDigit(C)"
147,reference-semantics/semantics/builtins.k,223,rule,owise,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]"
148,reference-semantics/semantics/builtins.k,225,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax EvPair ::= evp(OpSeq, IntSeq)"
149,reference-semantics/semantics/builtins.k,226,syntax,"function,total",ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax Int ::= firstNdE(EvPair) [function, total]"
150,reference-semantics/semantics/builtins.k,227,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N"
151,reference-semantics/semantics/builtins.k,228,rule,owise,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule firstNdE(_:EvPair) => 0 [owise]
152,reference-semantics/semantics/builtins.k,230,syntax,"function,total",ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax Int ::= applyOpE(String, Int, Int) [function, total]"
153,reference-semantics/semantics/builtins.k,231,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule applyOpE(""+"",  A:Int, B:Int) => A +Int B"
154,reference-semantics/semantics/builtins.k,232,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule applyOpE(""-"",  A:Int, B:Int) => A -Int B"
155,reference-semantics/semantics/builtins.k,233,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule applyOpE(""*"",  A:Int, B:Int) => A *Int B"
156,reference-semantics/semantics/builtins.k,234,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule applyOpE(""//"", A:Int, B:Int) => A divInt B"
157,reference-semantics/semantics/builtins.k,235,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule applyOpE(""**"", A:Int, B:Int) => A ^Int B"
158,reference-semantics/semantics/builtins.k,236,rule,owise,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule applyOpE(_:String, A:Int, _:Int) => A [owise]"
159,reference-semantics/semantics/builtins.k,238,syntax,"function,total",ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]"
160,reference-semantics/semantics/builtins.k,239,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)"
161,reference-semantics/semantics/builtins.k,240,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule passPowE(oCons(""**"", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))"
162,reference-semantics/semantics/builtins.k,241,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS)) requires O =/=String ""**"""
163,reference-semantics/semantics/builtins.k,243,rule,owise,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]"
164,reference-semantics/semantics/builtins.k,244,syntax,"function,total",ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax EvPair ::= powCombE(Int, EvPair) [function, total]"
165,reference-semantics/semantics/builtins.k,245,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))"
166,reference-semantics/semantics/builtins.k,246,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))"
167,reference-semantics/semantics/builtins.k,247,syntax,"function,total",ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]"
168,reference-semantics/semantics/builtins.k,248,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))"
169,reference-semantics/semantics/builtins.k,250,syntax,"function,total",ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]"
170,reference-semantics/semantics/builtins.k,251,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""mul"", N0, OPS, NDS, .OpSeq, .IntSeq)"
171,reference-semantics/semantics/builtins.k,252,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)"
172,reference-semantics/semantics/builtins.k,253,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""add"", N0, OPS, NDS, .OpSeq, .IntSeq)"
173,reference-semantics/semantics/builtins.k,254,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)"
174,reference-semantics/semantics/builtins.k,255,syntax,"function,total",ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]"
175,reference-semantics/semantics/builtins.k,256,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))"
176,reference-semantics/semantics/builtins.k,257,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON) requires inLevelE(L, O)"
177,reference-semantics/semantics/builtins.k,260,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR)) requires notBool inLevelE(L, O)"
178,reference-semantics/semantics/builtins.k,263,rule,owise,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]"
179,reference-semantics/semantics/builtins.k,265,syntax,"function,total",ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax Bool ::= inLevelE(String, String) [function, total]"
180,reference-semantics/semantics/builtins.k,266,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule inLevelE(""mul"", O:String) => O ==String ""*"" orBool O ==String ""//"" orBool O ==String ""/"""
181,reference-semantics/semantics/builtins.k,267,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule inLevelE(""add"", O:String) => O ==String ""+"" orBool O ==String ""-"""
182,reference-semantics/semantics/builtins.k,268,rule,owise,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule inLevelE(_:String, _:String) => false [owise]"
183,reference-semantics/semantics/builtins.k,269,syntax,"function,total",ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]"
184,reference-semantics/semantics/builtins.k,270,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)"
185,reference-semantics/semantics/builtins.k,271,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))"
186,reference-semantics/semantics/builtins.k,272,syntax,"function,total",ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]"
187,reference-semantics/semantics/builtins.k,273,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)"
188,reference-semantics/semantics/builtins.k,274,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))"
189,reference-semantics/semantics/builtins.k,279,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax KItem ::= ""#md5"""
190,reference-semantics/semantics/builtins.k,280,rule,priority,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> Call(Attribute(Name(""hashlib""), ""md5""), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]"
191,reference-semantics/semantics/builtins.k,282,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
192,reference-semantics/semantics/builtins.k,283,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,syntax Val ::= md5Obj(IntSeq)
193,reference-semantics/semantics/builtins.k,284,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule applyMethod(md5Obj(CS:IntSeq), ""hexdigest"", .Vals) => str(md5hexCodes(CS))"
194,reference-semantics/semantics/builtins.k,285,syntax,"function,total,symbol,no-evaluators",ACCEPTED_FIXED_OPAQUE_RULE_INERT_FOR_ENCODE,"syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]"
195,reference-semantics/semantics/builtins.k,291,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule applyBuiltin(""isinstance"", V:Val, typeV(""int""), .Vals) => isIntV(V)"
196,reference-semantics/semantics/builtins.k,292,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule applyBuiltin(""isinstance"", V:Val, typeV(""str""), .Vals) => isStrV(V)"
197,reference-semantics/semantics/builtins.k,293,syntax,function,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
198,reference-semantics/semantics/builtins.k,294,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule isIntV(_:Int)         => true
199,reference-semantics/semantics/builtins.k,295,rule,owise,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule isIntV(_:Val)         => false [owise]
200,reference-semantics/semantics/builtins.k,296,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule isStrV(str(_:IntSeq)) => true
201,reference-semantics/semantics/builtins.k,297,rule,owise,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule isStrV(_:Val)         => false [owise] endmodule
202,reference-semantics/semantics/call.k,11,imports,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,imports MPY-METHODS
203,reference-semantics/semantics/call.k,12,imports,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,imports MPY-BUILTINS
204,reference-semantics/semantics/call.k,13,imports,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,imports MPY-FUNCTIONS
205,reference-semantics/semantics/call.k,16,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>"
206,reference-semantics/semantics/call.k,19,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,syntax KItem ::= #callee(Exprs)
207,reference-semantics/semantics/call.k,20,rule,owise,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]"
208,reference-semantics/semantics/call.k,21,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>"
209,reference-semantics/semantics/call.k,24,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>"
210,reference-semantics/semantics/call.k,26,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #applyK(toCall(builtinV(""sum"")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>"
211,reference-semantics/semantics/call.k,27,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #applyK(toCall(builtinV(""all"")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ)    ... </k>"
212,reference-semantics/semantics/call.k,28,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #applyK(toCall(builtinV(""any"")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ)    ... </k>"
213,reference-semantics/semantics/call.k,29,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #applyK(toCall(builtinV(""max"")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ)   ... </k>"
214,reference-semantics/semantics/call.k,30,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #applyK(toCall(builtinV(""min"")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ)   ... </k>"
215,reference-semantics/semantics/call.k,31,rule,owise,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]"
216,reference-semantics/semantics/call.k,32,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #applyK(toCall(typeV(T:String)),     ACC:Vals) => applyBuiltin(T, ACC)  ... </k>"
217,reference-semantics/semantics/call.k,38,rule,priority,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]"
218,reference-semantics/semantics/call.k,42,rule,priority,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]"
219,reference-semantics/semantics/call.k,47,rule,priority,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]"
220,reference-semantics/semantics/call.k,52,syntax,"function,total",ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax Bool ::= isMutMethod(String) [function, total]"
221,reference-semantics/semantics/call.k,53,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule isMutMethod(M:String) => M ==String ""append"" orBool M ==String ""sort"" orBool M ==String ""extend"" orBool M ==String ""insert"" orBool M ==String ""pop"" orBool M ==String ""remove"""
222,reference-semantics/semantics/call.k,56,rule,priority,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)]"
223,reference-semantics/semantics/call.k,63,rule,priority,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]"
224,reference-semantics/semantics/call.k,69,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>"
225,reference-semantics/semantics/call.k,80,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(CM [ ""$cells"" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>"
226,reference-semantics/semantics/call.k,87,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,syntax KItem ::= #allocCells(ParamNames)
227,reference-semantics/semantics/call.k,88,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule <k> #allocCells(.ParamNames) => .K ... </k>
228,reference-semantics/semantics/call.k,89,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap>    H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H) endmodule"
229,reference-semantics/semantics/comprehension.k,4,imports,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,imports MPY-CORE
230,reference-semantics/semantics/comprehension.k,5,imports,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,imports MPY-OPERATORS
231,reference-semantics/semantics/comprehension.k,6,imports,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,imports MPY-LIST
232,reference-semantics/semantics/comprehension.k,7,imports,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,imports MPY-CONTROLS
233,reference-semantics/semantics/comprehension.k,8,imports,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,imports MPY-FUNCTIONS
234,reference-semantics/semantics/comprehension.k,11,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)"
235,reference-semantics/semantics/comprehension.k,12,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule GenExp(ELT:Expr, Gs:CompFors)   => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)"
236,reference-semantics/semantics/comprehension.k,14,syntax,macro,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax Stmts ::= compBody(CompFors, Expr) [macro]"
237,reference-semantics/semantics/comprehension.k,15,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name(""$acc""), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name(""$acc""))"
238,reference-semantics/semantics/comprehension.k,18,syntax,"macro,macro-rec",ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]"
239,reference-semantics/semantics/comprehension.k,19,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule compNest(.CompFors, ELT:Expr) => Assign(Name(""$acc""), BinOp(""+"", Name(""$acc""), ListExpr(ELT)))"
240,reference-semantics/semantics/comprehension.k,21,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))"
241,reference-semantics/semantics/comprehension.k,24,syntax,macro,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,syntax Expr ::= compGuard(Exprs) [macro]
242,reference-semantics/semantics/comprehension.k,25,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule compGuard(.Exprs)             => Bool(true)
243,reference-semantics/semantics/comprehension.k,26,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule compGuard((F:Expr, Fs:Exprs)) => BoolOp(""and"", (F, Fs)) endmodule"
244,reference-semantics/semantics/concrete.k,9,imports,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,imports MPY
245,reference-semantics/semantics/concrete.k,13,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> Compare(list(A:ValSeq), CmpOp(""=="", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"
246,reference-semantics/semantics/concrete.k,16,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> Compare(list(A:ValSeq), CmpOp(""!="", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"
247,reference-semantics/semantics/concrete.k,25,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax Val ::= kvP(Val, Val)"
248,reference-semantics/semantics/concrete.k,26,syntax,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)"
249,reference-semantics/semantics/concrete.k,28,rule,priority,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]"
250,reference-semantics/semantics/concrete.k,31,rule,priority,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]"
251,reference-semantics/semantics/concrete.k,34,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>"
252,reference-semantics/semantics/concrete.k,36,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>"
253,reference-semantics/semantics/concrete.k,38,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)"
254,reference-semantics/semantics/concrete.k,42,syntax,function,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]"
255,reference-semantics/semantics/concrete.k,43,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)"
256,reference-semantics/semantics/concrete.k,44,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)"
257,reference-semantics/semantics/concrete.k,47,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)"
258,reference-semantics/semantics/concrete.k,51,syntax,function,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax Bool ::= kLt(Val, Val) [function]"
259,reference-semantics/semantics/concrete.k,52,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule kLt(I1:Int, I2:Int)             => I1 <Int I2"
260,reference-semantics/semantics/concrete.k,53,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule kLt(F1:Float, F2:Float)         => F1 <Float F2"
261,reference-semantics/semantics/concrete.k,54,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)"
262,reference-semantics/semantics/concrete.k,56,syntax,"function,total",ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"syntax ValSeq ::= unpairVS(ValSeq) [function, total]"
263,reference-semantics/semantics/concrete.k,57,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,rule unpairVS(.ValSeq) => .ValSeq
264,reference-semantics/semantics/concrete.k,58,rule,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))"
265,reference-semantics/semantics/concrete.k,59,rule,owise,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,"rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise] endmodule"
266,reference-semantics/semantics/controls.k,4,imports,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,imports MPY-CORE
267,reference-semantics/semantics/controls.k,5,imports,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,imports MPY-TUPLE
268,reference-semantics/semantics/controls.k,6,imports,,ACCEPTED_FIXED_SUPPLIED_SEMANTICS,imports MPY-ITER
