id	file	line	kind	attributes	role	review_decision	normalized_declaration
236	semantics/concrete.k	42	syntax	function	supplied-concrete-only	FIXED_CONCRETE_UNUSED_BY_PROOF	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
237	semantics/concrete.k	43	rule		supplied-concrete-only	FIXED_CONCRETE_UNUSED_BY_PROOF	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
238	semantics/concrete.k	44	rule		supplied-concrete-only	FIXED_CONCRETE_UNUSED_BY_PROOF	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
239	semantics/concrete.k	47	rule		supplied-concrete-only	FIXED_CONCRETE_UNUSED_BY_PROOF	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
240	semantics/concrete.k	51	syntax	function	supplied-concrete-only	FIXED_CONCRETE_UNUSED_BY_PROOF	syntax Bool ::= kLt(Val, Val) [function]
241	semantics/concrete.k	52	rule		supplied-concrete-only	FIXED_CONCRETE_UNUSED_BY_PROOF	rule kLt(I1:Int, I2:Int)             => I1 <Int I2
242	semantics/concrete.k	53	rule		supplied-concrete-only	FIXED_CONCRETE_UNUSED_BY_PROOF	rule kLt(F1:Float, F2:Float)         => F1 <Float F2
243	semantics/concrete.k	54	rule		supplied-concrete-only	FIXED_CONCRETE_UNUSED_BY_PROOF	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
244	semantics/concrete.k	56	syntax	function, total	supplied-concrete-only	FIXED_CONCRETE_UNUSED_BY_PROOF	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
245	semantics/concrete.k	57	rule		supplied-concrete-only	FIXED_CONCRETE_UNUSED_BY_PROOF	rule unpairVS(.ValSeq) => .ValSeq
246	semantics/concrete.k	58	rule		supplied-concrete-only	FIXED_CONCRETE_UNUSED_BY_PROOF	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
247	semantics/concrete.k	59	rule	owise	supplied-concrete-only	FIXED_CONCRETE_UNUSED_BY_PROOF	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
248	semantics/controls.k	9	rule	 X <- V 	supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
249	semantics/controls.k	12	rule	X,"$cells",X,priority(40)	supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
250	semantics/controls.k	20	rule	 X <- applyBin(OP, {M[X,..	supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M) // `lst += [..]` where lst is a heap ref: the generic rule leaves applyBin(OP, ref, V) — but the // ref-deref preemption is BinOp-level (operators.k), so applyBin never derefs and it sticks. Route // the ref case through BinOp so the deref + list-concat + #alloc path fires (result is a fresh ref).
251	semantics/controls.k	27	rule	X,priority(40)	supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)] // ==== import trivia: `from math import floor, ceil` binds the supported // names as builtins in the current scope; every other import is a no-op
252	semantics/controls.k	35	rule		supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
253	semantics/controls.k	36	rule	owise	supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
254	semantics/controls.k	37	syntax		supplied-syntax	FIXED_NONMATCHING_REVIEWED_ACCEPT	syntax KItem ::= #bindImports(ParamNames)
255	semantics/controls.k	38	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #bindImports(.ParamNames) => .K ... </k>
256	semantics/controls.k	39	rule	 N <- builtinV(N) 	supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String "floor" orBool N ==String "ceil"
257	semantics/controls.k	43	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String "floor" orBool N ==String "ceil") // ==== Expr statement: evaluate for effect, discard the value =============== // (bare calls — mutator methods, docstrings; the WP0 statement-trivia rung)
258	semantics/controls.k	48	rule		supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> Expr(_:Val) => .K ... </k> // ==== If (condition evaluated by strictness) ==============================
259	semantics/controls.k	51	syntax		supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax KItem ::= #branch(Bool, Stmts, Stmts)
260	semantics/controls.k	52	rule		supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
261	semantics/controls.k	53	rule		supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
262	semantics/controls.k	54	rule		supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k> // ==== IfExp: ternary T if C else E ========================================
263	semantics/controls.k	57	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
264	semantics/controls.k	59	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V) // ==== For: one loop, in-cell continuation, over #iterNext ================= // (the iterable is evaluated once, by strictness; the protocol stays rewrites — // circularities anchor on #loop and narrowing substitutes the structure)
265	semantics/controls.k	65	syntax		supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
266	semantics/controls.k	69	rule		supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
267	semantics/controls.k	71	rule		supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
268	semantics/controls.k	72	rule		supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
269	semantics/controls.k	73	rule		supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k> // ==== While ==============================================================
270	semantics/controls.k	77	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
271	semantics/controls.k	78	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
272	semantics/controls.k	79	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
273	semantics/controls.k	81	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V) // ==== loop control (break / continue) =====================================
274	semantics/controls.k	85	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
275	semantics/controls.k	86	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> Continue => #cont ... </k>
276	semantics/controls.k	87	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> Break => #brk ... </k>
277	semantics/controls.k	88	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
278	semantics/controls.k	89	rule	owise	supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
279	semantics/controls.k	90	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
280	semantics/controls.k	91	rule	owise	supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise] // ==== heap-object deref at the truthiness/iteration consumers ============== // (priority(40) preempts the generic Val rules so truthy/#loop never see a ref)
281	semantics/controls.k	95	rule	priority(40)	supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
282	semantics/controls.k	98	rule	priority(40)	supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
283	semantics/controls.k	101	rule	priority(40)	supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)] // For derefs its iterable ONCE at loop start (iteration is over the snapshot; // mutating the iterated list inside its own loop is outside the subset)
284	semantics/controls.k	106	rule	priority(40)	supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
285	semantics/core.k	13	syntax		supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
286	semantics/core.k	14	syntax		supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
287	semantics/core.k	15	syntax		supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax Str    ::= str(IntSeq) // the iterable values, grouped under one sort (typing only — dispatch is <k>-cell)
288	semantics/core.k	18	syntax		supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
289	semantics/core.k	25	syntax		supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax Val      ::= Int | Bool | "noneV" | Iterable | ref(Int)          // a heap object: <heap> holds its list(VS) | cellRef(Int)      // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String)     // a type object (int/str), resolved from the builtins frame | builtinV(String)  // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String)   // a cooled Attribute: obj.method
290	semantics/core.k	36	syntax		supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax Parent   ::= "root" | parent(Int)
291	semantics/core.k	37	syntax		supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax Scope    ::= scope(Map, Parent)
292	semantics/core.k	38	syntax		supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax KResult  ::= Val
293	semantics/core.k	39	syntax		supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax Expr     ::= Val   // cooling puts results back into expression holes
294	semantics/core.k	40	syntax		supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax Vals     ::= List{Val, ","}
295	semantics/core.k	41	syntax		supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax Exc      ::= "NoExc" | "AssertionError"
296	semantics/core.k	42	syntax		supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax RetState ::= "noRet" | retV(Val) // ==== configuration ======================================================= // The builtins namespace is a real scope at reserved location -1 (the bottom of every // chain; scopeLoc only allocates >=1, so -1 never collides). The module scope (loc 0) // has it as parent, so an unbound name resolves there last — exactly LEGB. `int`/`str` // resolve to their type objects; any local/global binding shadows them via normal lookup.
297	semantics/core.k	49	configuration	N <- _	supplied-configuration	FIXED_USED_REVIEWED_ACCEPT	configuration <k>       #loadAll($PGM:Module) </k> <env>     0 </env> <scopes>   0     |-> scope(.Map, parent(-1)) -1    |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap>    .Map </heap> <heapLoc> 0 </heapLoc> <stack>   .List </stack> <ret>     noRet </ret> <exc>     NoExc </exc> <exit-code exit=""> 0 </exit-code> // ==== heap allocation (constructed lists become objects) ================== // Cons-form emission with a freshness guard (the heap-list-probe discipline: // an update-form H[N <- _] never re-normalizes symbolically). heapLoc is // monotonic — it does NOT wind back at #pop: returned lists escape by ref. // A bare list(VS) Val stays legal (read-only inputs in claims flow unboxed); // only CONSTRUCTORS in program syntax allocate.
298	semantics/core.k	68	syntax	function, total	supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax Bool ::= isRefV(Val) [function, total]
299	semantics/core.k	69	rule		supplied-equation	FIXED_USED_REVIEWED_ACCEPT	rule isRefV(ref(_:Int)) => true
300	semantics/core.k	70	rule	owise	supplied-equation	FIXED_USED_REVIEWED_ACCEPT	rule isRefV(_:Val)      => false [owise] // closure cells (Python-faithful capture): the heap holds cellV(V); a // cellRef surfacing as the k-redex reads through (lookup is the only use — // cellRefs never escape to user-visible values)
301	semantics/core.k	75	syntax		supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax HeapVal ::= cellV(Val)
302	semantics/core.k	76	syntax	function, total	supplied-syntax	FIXED_NONMATCHING_REVIEWED_ACCEPT	syntax Bool ::= isCellRef(Val) [function, total]
303	semantics/core.k	77	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule isCellRef(cellRef(_:Int)) => true
304	semantics/core.k	78	rule	owise	supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule isCellRef(_:Val)          => false [owise] // k-top deref for cell-bound reads surfacing INSIDE the annotated frame // (AugAssign's in-place read and friends). The "$cells" guard keeps this // DECIDABLY inapplicable in plain frames — an unguarded rule lets the // prover narrow abstract k-top values into cellRef junk (probed on // 26-remove-duplicates). Cross-frame reads (a comprehension closure // reading the enclosing function's cellvar) deref inside #look instead.
305	semantics/core.k	85	rule	priority(40)	supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires "$cells" in_keys(M) [priority(40)] // write through a cell (Assign / #bindP / #bindTgt dispatch here on // cell-bound names) // a keyword argument cools to a TAGGED value (consumed by kw-aware builtins)
306	semantics/core.k	95	syntax		supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax Val ::= kwV(String, Val)
307	semantics/core.k	96	syntax		supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax KItem ::= #kwTag(String)
308	semantics/core.k	97	rule		supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
309	semantics/core.k	98	rule		supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
310	semantics/core.k	100	syntax	function, total	supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax Bool ::= isKwV(Val) [function, total]
311	semantics/core.k	101	rule		supplied-equation	FIXED_USED_REVIEWED_ACCEPT	rule isKwV(kwV(_:String, _:Val)) => true
312	semantics/core.k	102	rule	owise	supplied-equation	FIXED_USED_REVIEWED_ACCEPT	rule isKwV(_:Val)                => false [owise] // the frame marker carries the CONCRETE cellvar list, so cell-write dispatch // decides by pnMember even over an abstract frame rest (no prover branching)
313	semantics/core.k	106	syntax		supplied-syntax	FIXED_NONMATCHING_REVIEWED_ACCEPT	syntax Val ::= cellsMark(ParamNames)
314	semantics/core.k	107	syntax	function	supplied-syntax	FIXED_NONMATCHING_REVIEWED_ACCEPT	syntax ParamNames ::= cellsOf(Val) [function]
315	semantics/core.k	108	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
316	semantics/core.k	109	syntax	function, total	supplied-syntax	FIXED_NONMATCHING_REVIEWED_ACCEPT	syntax Bool ::= pnMember(String, ParamNames) [function, total]
317	semantics/core.k	110	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule pnMember(_:String, .ParamNames) => false
318	semantics/core.k	111	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
319	semantics/core.k	113	syntax		supplied-syntax	FIXED_NONMATCHING_REVIEWED_ACCEPT	syntax KItem ::= #cellW(Val, Val)
320	semantics/core.k	114	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
321	semantics/core.k	117	syntax		supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax KItem ::= #alloc(Val)
322	semantics/core.k	118	rule		supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap>    H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H) // ==== module load + statement sequencing ==================================
323	semantics/core.k	124	syntax		supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax KItem ::= #loadAll(Module)
324	semantics/core.k	125	rule		supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
325	semantics/core.k	126	rule		supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
326	semantics/core.k	127	rule		supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> .Stmts => .K ... </k> // ==== Name lookup (walk the scope chain; builtins live in the -1 scope) ====
327	semantics/core.k	130	syntax		supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax KItem ::= #look(String, Int)
328	semantics/core.k	131	rule		supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
329	semantics/core.k	132	rule	X	supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M) // a SYNTACTICALLY cell-bound name reads through the heap cell AT THE // LOOKUP (higher priority beats the plain return above on concrete cell // bindings; abstract claim values take the plain rule unchanged) — this // covers cross-frame cell reads (a comprehension closure reading the // enclosing function's cellvar) without a narrowing-prone k-top redex // guarded on the FOUND frame's DECLARED cellvars (pnMember over the // cellsMark): decidable for every concrete frame pin — plain frames and // non-cell names prune outright, so an abstract looked-up value never // drags a narrowing cellV heap match along (probed on 5-intersperse and // Q4's abstract `numbers` in the annotated frame)
330	semantics/core.k	145	rule	"$cells",X,priority(40)	supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]
331	semantics/core.k	152	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M)) // the ONE predefined builtins scope (the -1 frame; claims write `-1 |-> builtinsScope`)
332	semantics/core.k	157	syntax	function, total	supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax Scope ::= "builtinsScope" [function, total]
333	semantics/core.k	158	rule	 "len"    <- builtinV("len")    , "set"    <- builtinV("set")    , "sum"    <- builtinV("sum")    , "abs"    <- builtinV("abs")    , "min"    <- builtinV("min")    , "max"    <- builtinV("max")    , "ord"    <- builtinV("ord")    , "chr"    <- builtinV("chr")    , "range"  <- builtinV("range")  , "all"    <- builtinV("all")    , "any"    <- builtinV("any")    , "zip"    <- builtinV("zip")    , "isinstance" <- builtinV("isinstance") , "sorted" <- builtinV("sorted") , "list"   <- builtinV("list")   , "round"  <- builtinV("round")  , "bin"    <- builtinV("bin")    , "enumerate" <- builtinV("enumerate") , "map"    <- builtinV("map")    , "eval"   <- builtinV("eval")   , "int"    <- typeV("int")       , "str"    <- typeV("str")       , "float"  <- typeV("float")     	supplied-equation	FIXED_USED_REVIEWED_ACCEPT	rule builtinsScope => scope(.Map [ "len"    <- builtinV("len")    ] [ "set"    <- builtinV("set")    ] [ "sum"    <- builtinV("sum")    ] [ "abs"    <- builtinV("abs")    ] [ "min"    <- builtinV("min")    ] [ "max"    <- builtinV("max")    ] [ "ord"    <- builtinV("ord")    ] [ "chr"    <- builtinV("chr")    ] [ "range"  <- builtinV("range")  ] [ "all"    <- builtinV("all")    ] [ "any"    <- builtinV("any")    ] [ "zip"    <- builtinV("zip")    ] [ "isinstance" <- builtinV("isinstance") ] [ "sorted" <- builtinV("sorted") ] [ "list"   <- builtinV("list")   ] [ "round"  <- builtinV("round")  ] [ "bin"    <- builtinV("bin")    ] [ "enumerate" <- builtinV("enumerate") ] [ "map"    <- builtinV("map")    ] [ "eval"   <- builtinV("eval")   ] [ "int"    <- typeV("int")       ] [ "str"    <- typeV("str")       ] [ "float"  <- typeV("float")     ], root) // ==== argument/element evaluation: ONE left-to-right loop, tagged by destination == // (list/tuple literals and calls all use it; modules extend ApplyK with their tags)
334	semantics/core.k	185	syntax		supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax ApplyK ::= toCall(Val)
335	semantics/core.k	186	syntax		supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax KItem  ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
336	semantics/core.k	189	rule		supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
337	semantics/core.k	190	rule		supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
338	semantics/core.k	191	rule		supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k> // ==== Int / Bool / None literals ==========================================
339	semantics/core.k	194	rule		supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> Int(I:Int)   => I ... </k>
340	semantics/core.k	195	rule		supplied-operational-rule	FIXED_USED_REVIEWED_ACCEPT	rule <k> Bool(B:Bool) => B ... </k>
341	semantics/core.k	196	rule		supplied-operational-rule	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule <k> NoneVal      => noneV ... </k> // ==== truthy (If, Assert, BoolOp, IfExp, not, While) ======================
342	semantics/core.k	199	syntax	function	supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax Bool ::= truthy(Val) [function]
343	semantics/core.k	200	rule		supplied-equation	FIXED_USED_REVIEWED_ACCEPT	rule truthy(B:Bool)          => B
344	semantics/core.k	201	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule truthy(noneV)           => false
345	semantics/core.k	202	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule truthy(I:Int)           => I =/=Int 0
346	semantics/core.k	203	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule truthy(str(S:IntSeq))   => notBool (S ==K .IntSeq)
347	semantics/core.k	204	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule truthy(list(V:ValSeq))  => notBool (V ==K .ValSeq)
348	semantics/core.k	205	rule		supplied-equation	FIXED_NONMATCHING_REVIEWED_ACCEPT	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq) // ==== extensible operator dispatch (cases added by the construct modules) ==
349	semantics/core.k	208	syntax	function	supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax Val  ::= applyUn(String, Val) [function]
350	semantics/core.k	209	syntax	function	supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax Val  ::= applyBin(String, Val, Val) [function]
351	semantics/core.k	210	syntax	function	supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax Bool ::= applyCmp(String, Val, Val) [function] // ==== shared list helpers =================================================
352	semantics/core.k	213	syntax	function, total	supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax Vals ::= appendVal(Vals, Val) [function, total]
353	semantics/core.k	214	rule		supplied-equation	FIXED_USED_REVIEWED_ACCEPT	rule appendVal(.Vals, V:Val)              => V , .Vals
354	semantics/core.k	215	rule		supplied-equation	FIXED_USED_REVIEWED_ACCEPT	rule appendVal((V0:Val, VS:Vals), V:Val)  => V0 , appendVal(VS, V)
355	semantics/core.k	217	syntax	function, total	supplied-syntax	FIXED_USED_REVIEWED_ACCEPT	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
356	semantics/core.k	218	rule		supplied-equation	FIXED_USED_REVIEWED_ACCEPT	rule vals2valSeq(.Vals)            => .ValSeq
